,zerohop,onehop,twohop,connecting
0,"[['/m/0xkq4', 'located in state', '/m/05fjf']]","[['/m/06nsb9', 'residence', '/m/0xkq4'], ['/m/0xkq4', 'webpage category', '/m/08mbj5d'], ['/m/0f502', 'residence', '/m/0xkq4'], ['/m/05fjf', 'located in time zone', '/m/02hcv8'], ['/m/02glc4', 'includes representatives from', '/m/05fjf'], ['/m/023s8', 'residence', '/m/05fjf']]","[['/m/06nsb9', 'occupation', '/m/0np9r'], ['/m/06nsb9', 'country of citizenship', '/m/09c7w0'], ['/m/06nsb9', 'cast member of', '/m/01cm8w'], ['/m/0f502', 'place of birth', '/m/0xkq4'], ['/m/0lgm5', 'place of death', '/m/0xkq4'], ['/m/0xkq4', 'located in time zone', '/m/02hcv8'], ['/m/0f502', 'friendship', '/m/0bw6y'], ['/m/0f502', 'award received', '/m/04ljl_l'], ['/m/01jz6x', 'nominated alongside', '/m/0f502'], ['/m/0xpp5', 'located in time zone', '/m/02hcv8'], ['/m/0226cw', 'parliamentary term', '/m/02glc4'], ['/m/07p__7', 'legislative member overlap with', '/m/02glc4'], ['/m/032ft5', 'legislative member overlap with', '/m/02glc4'], ['/m/02bqmq', 'includes representatives from', '/m/05fjf'], ['/m/0h7pj', 'country of origin', '/m/05fjf'], ['/m/023s8', 'award shared with', '/m/011zd3'], ['/m/01qr1_', 'nominated alongside', '/m/023s8'], ['/m/023s8', 'award shared with', '/m/01pcz9']]","[['/m/09c7w0', 'contains the administrative territorial entity', '/m/05fjf'], ['/m/0xpp5', 'located in state', '/m/05fjf'], ['/m/07p__7', 'includes representatives from', '/m/05fjf']]"
1,"[['/m/0z20d', 'located in state', '/m/05kkh']]","[['/m/0z20d', 'located in time zone', '/m/02hcv8'], ['/m/01jz6d', 'place of birth', '/m/0z20d'], ['/m/0n1tx', 'county seat', '/m/0z20d'], ['/m/07bty', 'residence', '/m/05kkh'], ['/m/01gtcq', 'includes representatives from', '/m/05kkh'], ['/m/06mvyf', 'headquarters state/province/region', '/m/05kkh']]","[['/m/01vhb0', 'residence', '/m/0z20d'], ['/m/0405l', 'residence', '/m/0z20d'], ['/m/0x67', 'notable people of this ethnicity', '/m/01jz6d'], ['/m/01jz6d', 'sex or gender', '/m/05zppz'], ['/m/01jz6d', 'member of sports team', '/m/0jm2v'], ['/m/0n1tx', 'shares border with', '/m/0n2q0'], ['/m/0n1tx', 'shares border with', '/m/0n1v8'], ['/m/0n1tx', 'contains the administrative territorial entity', '/m/0z20d'], ['/m/07bty', 'occupation', '/m/06q2q'], ['/m/073y53', 'award received by', '/m/07bty'], ['/m/07bty', 'dietary practice', '/m/07_jd'], ['/m/05kkh', 'country', '/m/09c7w0'], ['/m/01gtcq', 'includes representatives from', '/m/050ks'], ['/m/01gtcq', 'legislative member overlap with', '/m/01gst_'], ['/m/01gtcq', 'includes representatives from', '/m/04rrd'], ['/m/02klny', 'headquarters state/province/region', '/m/05kkh'], ['/m/0ytph', 'located in state', '/m/05kkh'], ['/m/06mvyf', 'local tuition currency', '/m/09nqf'], ['/m/06mvyf', 'registration agency', '/m/03z19'], ['/m/06mvyf', 'revenue currency', '/m/09nqf']]","[['/m/01jz6d', 'residence', '/m/0z20d'], ['/m/01gst_', 'includes representatives from', '/m/05kkh']]"
2,"[['/m/0ydpd', 'located in state', '/m/05fkf']]","[['/m/02x_h0', 'residence', '/m/0ydpd'], ['/m/02x_h0', 'place of birth', '/m/0ydpd'], ['/m/0ydpd', 'mortage estimation source', '/m/0jbk9'], ['/m/02ldmw', 'headquarters state/province/region', '/m/05fkf'], ['/m/01gtc0', 'includes representatives from', '/m/05fkf'], ['/m/05fkf', 'located in country', '/m/09c7w0']]","[['/m/02x_h0', 'nominated alongside', '/m/0770cd'], ['/m/02x_h0', 'webpage category', '/m/08mbj5d'], ['/m/02x_h0', 'nominated alongside', '/m/01wbsdz'], ['/m/01xcgf', 'headquarters citytown', '/m/0ydpd'], ['/m/02x_h0', 'country of origin', '/m/0ydpd'], ['/m/0n4m5', 'county seat', '/m/0ydpd'], ['/m/0ydpd', 'capital of', '/m/0n4m5'], ['/m/07xl34', 'organizations with this leadership', '/m/02ldmw'], ['/m/02ldmw', 'has campus', '/m/02ldmw'], ['/m/02ldmw', 'notable alumini', '/m/01j7z7'], ['/m/073x6y', 'residence', '/m/05fkf'], ['/m/01gtcc', 'legislative member overlap with', '/m/01gtc0'], ['/m/01gtc0', 'legislative member overlap with', '/m/01gst_'], ['/m/01gtdd', 'legislative member overlap with', '/m/01gtc0'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/05fkf'], ['/m/01rgdw', 'headquarters state/province/region', '/m/05fkf'], ['/m/034ls', 'applies to jurisdiction', '/m/09c7w0'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/01b7lc'], ['/m/0c8tkt', 'film release regions', '/m/09c7w0']]","[['/m/02x_h0', 'residence', '/m/05fkf'], ['/m/01gtcc', 'includes representatives from', '/m/05fkf'], ['/m/01gst_', 'includes representatives from', '/m/05fkf'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/0ydpd']]"
3,"[['/m/0mnm2', 'located in state', '/m/07z1m']]","[['/m/07z1m', 'contains the administrative territorial entity', '/m/0mnm2'], ['/m/0mnm2', 'contains the administrative territorial entity', '/m/01ymvk'], ['/m/0mnm2', 'contains the administrative territorial entity', '/m/01n4w_'], ['/m/07z1m', 'contains the administrative territorial entity', '/m/0mn78'], ['/m/01gssz', 'includes representatives from', '/m/07z1m'], ['/m/07z1m', 'contains the administrative territorial entity', '/m/02zr0z']]","[['/m/07cbs', 'applies to jurisdiction', '/m/07z1m'], ['/m/01ggc9', 'residence', '/m/07z1m'], ['/m/0mnm2', 'rent currency', '/m/09nqf'], ['/m/06f5j', 'place of death', '/m/0mnm2'], ['/m/01ymvk', 'headquarters citytown', '/m/0mnm2'], ['/m/01ymvk', 'notable alumini', '/m/02sb1w'], ['/m/01ymvk', 'academic discipline', '/m/01r4k'], ['/m/01ymvk', 'education institution official color', '/m/088fh'], ['/m/01n4w_', 'notable alumini', '/m/0f87jy'], ['/m/01n4w_', 'operating income currency', '/m/09nqf'], ['/m/01n4w_', 'domestic tuition currency', '/m/09nqf'], ['/m/01grqd', 'includes representatives from', '/m/07z1m'], ['/m/0mn78', 'shares border with', '/m/0mny8'], ['/m/01gssz', 'includes representatives from', '/m/04rrd'], ['/m/01gssz', 'legislative member overlap with', '/m/01gt99'], ['/m/01gssz', 'includes representatives from', '/m/05k7sb'], ['/m/02zr0z', 'education institution official color', '/m/04mkbj'], ['/m/02zr0z', 'headquarters country', '/m/09c7w0'], ['/m/02zr0z', 'assets currency', '/m/09nqf']]","[['/m/01ymvk', 'headquarters state/province/region', '/m/07z1m'], ['/m/01n4w_', 'headquarters state/province/region', '/m/07z1m'], ['/m/0mny8', 'location', '/m/07z1m'], ['/m/04rrd', 'shares border with', '/m/07z1m'], ['/m/01gt99', 'includes representatives from', '/m/07z1m'], ['/m/02zr0z', 'headquarters state/province/region', '/m/07z1m'], ['/m/09c7w0', 'contains location', '/m/0mnm2'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/07z1m']]"
4,"[['/m/0snty', 'located in state', '/m/03v1s']]","[['/m/0snty', 'county place', '/m/0snty'], ['/m/08qnnv', 'phone service location', '/m/0snty'], ['/m/0snty', 'webpage category', '/m/08mbj5d'], ['/m/01gtc0', 'includes representatives from', '/m/03v1s'], ['/m/03v1s', 'contains the administrative territorial entity', '/m/0sngf'], ['/m/03v1s', 'religion', '/m/0c8wxp']]","[['/m/0snty', 'country', '/m/09c7w0'], ['/m/0582cf', 'place of birth', '/m/0snty'], ['/m/08qnnv', 'academic discipline', '/m/01mkq'], ['/m/08qnnv', 'academic discipline', '/m/01540'], ['/m/027f2w', 'insitutions offering this academic degree', '/m/08qnnv'], ['/m/01qrb2', 'headquarters citytown', '/m/0snty'], ['/m/01gtcc', 'legislative member overlap with', '/m/01gtc0'], ['/m/01gtc0', 'includes representatives from', '/m/0d0x8'], ['/m/01gtbb', 'legislative member overlap with', '/m/01gtc0'], ['/m/03v1s', 'contains the administrative territorial entity', '/m/017y6l'], ['/m/03v1s', 'contains the administrative territorial entity', '/m/02_n7'], ['/m/0sqc8', 'located in state', '/m/03v1s'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/0sngf'], ['/m/0sngf', 'located in time zone', '/m/02hcv8'], ['/m/0sngf', 'webpage category', '/m/08mbj5d']]","[['/m/01gtcc', 'includes representatives from', '/m/03v1s'], ['/m/01gtbb', 'includes representatives from', '/m/03v1s'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/03v1s'], ['/m/0sngf', 'located in state', '/m/03v1s'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/0snty']]"
5,"[['/m/0s6g4', 'located in state', '/m/03v0t']]","[['/m/03v0t', 'contains the administrative territorial entity', '/m/0s6g4'], ['/m/0l3kx', 'contains the administrative territorial entity', '/m/0s6g4'], ['/m/0s6g4', 'country', '/m/09c7w0'], ['/m/03v0t', 'country', '/m/09c7w0'], ['/m/0s4sj', 'located in state', '/m/03v0t'], ['/m/03v1s', 'shares border with', '/m/03v0t']]","[['/m/01gst9', 'includes representatives from', '/m/03v0t'], ['/m/03v0t', 'partially coincident with', '/m/04yf_'], ['/m/0320jz', 'residence', '/m/03v0t'], ['/m/0nvrd', 'contains the administrative territorial entity', '/m/0s6g4'], ['/m/0s6g4', 'mortage estimation source', '/m/0jbk9'], ['/m/0s6g4', 'county seat of', '/m/0l3kx'], ['/m/0nvg4', 'shares border with', '/m/0l3kx'], ['/m/0l3kx', 'contains the administrative territorial entity', '/m/0s9b_'], ['/m/034ls', 'applies to jurisdiction', '/m/09c7w0'], ['/m/0ft18', 'film release regions', '/m/09c7w0'], ['/m/0c8tkt', 'film release regions', '/m/09c7w0'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/01b7lc'], ['/m/0nvg4', 'contains the administrative territorial entity', '/m/0s4sj'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/0s4sj'], ['/m/0s4sj', 'country', '/m/09c7w0'], ['/m/01gtc0', 'includes representatives from', '/m/03v1s'], ['/m/03v1s', 'contains the administrative territorial entity', '/m/02_n7'], ['/m/0sqc8', 'located in state', '/m/03v1s']]","[['/m/0nvg4', 'located in state', '/m/03v0t'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/0s6g4'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/03v0t'], ['/m/01gtc0', 'includes representatives from', '/m/03v0t']]"
6,"[['/m/0ght2', 'located in state', '/m/03s0w']]","[['/m/0ght2', 'mortage estimation source', '/m/0jbk9'], ['/m/03s0w', 'contains the administrative territorial entity', '/m/0ght2'], ['/m/0ght2', 'country', '/m/09c7w0'], ['/m/0b57p6', 'residence', '/m/03s0w'], ['/m/01h7xx', 'includes representatives from', '/m/03s0w'], ['/m/03s0w', 'contains the administrative territorial entity', '/m/0nrqh']]","[['/m/0ght2', 'webpage category', '/m/08mbj5d'], ['/m/0ght2', 'shares border with', '/m/0chrx'], ['/m/043djx', 'includes representatives from', '/m/03s0w'], ['/m/01xhh5', 'geographic distribution', '/m/09c7w0'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/01b7lc'], ['/m/0c8tkt', 'film release regions', '/m/09c7w0'], ['/m/0b57p6', 'marital status', '/m/04ztj'], ['/m/0b57p6', 'sex or gender', '/m/05zppz'], ['/m/0b57p6', 'occupation', '/m/014kbl'], ['/m/01h7xx', 'includes representatives from', '/m/07_f2'], ['/m/01h7xx', 'includes representatives from', '/m/05fjf'], ['/m/01h7xx', 'includes representatives from', '/m/0vbk'], ['/m/024tkd', 'includes representatives from', '/m/03s0w'], ['/m/03s0w', 'contains the administrative territorial entity', '/m/0sv6n']]","[['/m/09c7w0', 'contains the administrative territorial entity', '/m/03s0w'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/0ght2']]"
7,"[['/m/0619_', 'located in state', '/m/03lrc']]","[['/m/02jx1', 'contains the administrative territorial entity', '/m/0619_'], ['/m/02jx1', 'contains location', '/m/0619_'], ['/m/0619_', 'location', '/m/03lrc'], ['/m/07ssc', 'contains the administrative territorial entity', '/m/03lrc'], ['/m/04ztj', 'ceremony location', '/m/03lrc'], ['/m/0grd7', 'located in state', '/m/03lrc']]","[['/m/071h5c', 'country of citizenship', '/m/02jx1'], ['/m/02jx1', 'contains the administrative territorial entity', '/m/01dg3s'], ['/m/02jx1', 'contains the administrative territorial entity', '/m/014162'], ['/m/0135xb', 'residence', '/m/0619_'], ['/m/0f8j6', 'country', '/m/02jx1'], ['/m/02jx1', 'contains the administrative territorial entity', '/m/0n048'], ['/m/07ssc', 'contains the administrative territorial entity', '/m/0619_'], ['/m/0fpv_3_', 'film release regions', '/m/07ssc'], ['/m/05b4w', 'military conflicts with', '/m/07ssc'], ['/m/01zpmq', 'phone service location', '/m/07ssc'], ['/m/0grd7', 'location', '/m/03lrc'], ['/m/03lrc', 'country', '/m/07ssc'], ['/m/02mjf2', 'marital status', '/m/04ztj'], ['/m/0pj9t', 'marital status', '/m/04ztj'], ['/m/04ztj', 'ceremony location', '/m/0g1w5'], ['/m/05vzw3', 'place of birth', '/m/03lrc'], ['/m/07ssc', 'contains the administrative territorial entity', '/m/0grd7'], ['/m/0grd7', 'sports teams headquatered here', '/m/0k_l4'], ['/m/02jx1', 'contains location', '/m/0grd7']]","[['/m/02jx1', 'contains location', '/m/03lrc']]"
8,"[['/m/01z56h', 'located in state', '/m/03lrc']]","[['/m/02jx1', 'contains the administrative territorial entity', '/m/01z56h'], ['/m/07ssc', 'contains the administrative territorial entity', '/m/01z56h'], ['/m/03lrc', 'contains the administrative territorial entity', '/m/01z56h'], ['/m/07ssc', 'contains the administrative territorial entity', '/m/03lrc'], ['/m/04ztj', 'ceremony location', '/m/03lrc'], ['/m/0grd7', 'located in state', '/m/03lrc']]","[['/m/0f8j6', 'country', '/m/02jx1'], ['/m/02jx1', 'contains the administrative territorial entity', '/m/0n048'], ['/m/02jx1', 'contains the administrative territorial entity', '/m/014162'], ['/m/0fpv_3_', 'film release regions', '/m/07ssc'], ['/m/05b4w', 'military conflicts with', '/m/07ssc'], ['/m/01zpmq', 'phone service location', '/m/07ssc'], ['/m/01z56h', 'country', '/m/07ssc'], ['/m/03lrc', 'country', '/m/07ssc'], ['/m/0grd7', 'location', '/m/03lrc'], ['/m/02mjf2', 'marital status', '/m/04ztj'], ['/m/0pj9t', 'marital status', '/m/04ztj'], ['/m/04ztj', 'ceremony location', '/m/0g1w5'], ['/m/05vzw3', 'place of birth', '/m/03lrc'], ['/m/07ssc', 'contains the administrative territorial entity', '/m/0grd7'], ['/m/0grd7', 'sports teams headquatered here', '/m/0k_l4'], ['/m/02jx1', 'contains location', '/m/0grd7']]","[['/m/02jx1', 'contains location', '/m/03lrc']]"
9,"[['/m/0ggh3', 'located in state', '/m/02xry']]","[['/m/0ggh3', 'county place', '/m/0ggh3'], ['/m/0jhz_', 'contains the administrative territorial entity', '/m/0ggh3'], ['/m/02xry', 'contains the administrative territorial entity', '/m/0ggh3'], ['/m/02xry', 'contains the administrative territorial entity', '/m/0jj6k'], ['/m/02xry', 'contains the administrative territorial entity', '/m/0jxgx'], ['/m/02xry', 'vacationers', '/m/0bx_q']]","[['/m/02drd3', 'residence', '/m/0ggh3'], ['/m/09c7w0', 'contains location', '/m/0jhz_'], ['/m/0jhz_', 'located in time zone', '/m/02hcv8'], ['/m/02xry', 'contains the administrative territorial entity', '/m/0jhz_'], ['/m/0ggh3', 'webpage category', '/m/08mbj5d'], ['/m/0ggh3', 'capital of', '/m/0jhz_'], ['/m/02xry', 'contains the administrative territorial entity', '/m/02qvvv'], ['/m/02xry', 'contains the administrative territorial entity', '/m/0rk71'], ['/m/09c7w0', 'contains location', '/m/0jj6k']]","[['/m/0jhz_', 'county seat', '/m/0ggh3'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/0ggh3'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/02xry']]"
