,zerohop,onehop,twohop,connecting
0,"[['/m/0d0vqn', 'medal won', '/m/02lpp7']]","[['/m/0h95927', 'film release regions', '/m/0d0vqn'], ['/m/0gj8nq2', 'film release regions', '/m/0d0vqn'], ['/m/0kj34', 'country of citizenship', '/m/0d0vqn'], ['/m/016r9z', 'medal awarded', '/m/02lpp7'], ['/m/019rg5', 'medal won', '/m/02lpp7'], ['/m/035qy', 'medal won', '/m/02lpp7']]","[['/m/0f_nbyh', 'nomination', '/m/0h95927'], ['/m/01_xtx', 'cast member of', '/m/0h95927'], ['/m/0h95927', 'film release regions', '/m/03spz'], ['/m/0d0vqn', 'gdp nominal currency', '/m/09nqf'], ['/m/0gj8nq2', 'film release regions', '/m/07twz'], ['/m/0gj8nq2', 'film release regions', '/m/02k8k'], ['/m/0gj8nq2', 'film release regions', '/m/06t8v'], ['/m/04fjzv', 'film release regions', '/m/0d0vqn'], ['/m/0d0vqn', 'participated in', '/m/0jdk_'], ['/m/064t9', 'notable musical genre artists', '/m/0kj34'], ['/m/02k_kn', 'notable musical genre artists', '/m/0kj34'], ['/m/0kj34', 'occupation', '/m/0n1h'], ['/m/016r9z', 'includes sports', '/m/07jjt'], ['/m/016r9z', 'includes sports', '/m/096f8'], ['/m/016r9z', 'includes sports', '/m/01hp22'], ['/m/03gj2', 'medal won', '/m/02lpp7'], ['/m/077qn', 'medal won', '/m/02lpp7'], ['/m/019rg5', 'member of organization', '/m/0b6css'], ['/m/019rg5', 'participated in olympics', '/m/0jhn7'], ['/m/019rg5', 'gni per capita in ppp dollars currency', '/m/09nqf'], ['/m/0l6vl', 'medal awarded', '/m/02lpp7'], ['/m/05qhw', 'military conflicts with', '/m/035qy'], ['/m/09gkx35', 'film release regions', '/m/035qy'], ['/m/045j3w', 'film release regions', '/m/035qy']]","[['/m/016r9z', 'participating countries', '/m/0d0vqn'], ['/m/096f8', 'countries playing this sport', '/m/0d0vqn'], ['/m/01hp22', 'countries playing this sport', '/m/0d0vqn'], ['/m/0jhn7', 'medal awarded', '/m/02lpp7'], ['/m/05qhw', 'medal won', '/m/02lpp7'], ['/m/045j3w', 'film release regions', '/m/0d0vqn']]"
1,"[['/m/047yc', 'medal won', '/m/02lq67']]","[['/m/0ds2l81', 'film release regions', '/m/047yc'], ['/m/02x3lt7', 'film release regions', '/m/047yc'], ['/m/0g9wdmc', 'film release regions', '/m/047yc'], ['/m/0swff', 'medal awarded', '/m/02lq67'], ['/m/03rt9', 'medal won', '/m/02lq67'], ['/m/06bnz', 'medal won', '/m/02lq67']]","[['/m/0ds2l81', 'film release regions', '/m/05b4w'], ['/m/016tw3', 'distributor of', '/m/0ds2l81'], ['/m/0ds2l81', 'film release regions', '/m/06f32'], ['/m/04n52p6', 'film release regions', '/m/047yc'], ['/m/0bh8tgs', 'film release regions', '/m/047yc'], ['/m/02x3lt7', 'distribution medium', '/m/029j_'], ['/m/02x3lt7', 'film release regions', '/m/09pmkv'], ['/m/02x3lt7', 'film release regions', '/m/03h64'], ['/m/0g9wdmc', 'award won', '/m/0gqwc'], ['/m/0g9wdmc', 'film release regions', '/m/03rjj'], ['/m/0g9wdmc', 'film release regions', '/m/01mjq'], ['/m/02xbyr', 'film release regions', '/m/047yc'], ['/m/0swff', 'participating countries', '/m/09c7w0'], ['/m/06zgc', 'sport featured in', '/m/0swff'], ['/m/0swff', 'include sports', '/m/09_94'], ['/m/018wrk', 'medal awarded', '/m/02lq67'], ['/m/018ctl', 'medal awarded', '/m/02lq67'], ['/m/0lbbj', 'medal awarded', '/m/02lq67'], ['/m/0gd0c7x', 'film release regions', '/m/03rt9'], ['/m/085h1', 'organization has members', '/m/03rt9'], ['/m/09g7vfw', 'film release regions', '/m/03rt9'], ['/m/01d259', 'film release regions', '/m/06bnz'], ['/m/0ds3t5x', 'film release regions', '/m/06bnz'], ['/m/0486tv', 'countries playing this sport', '/m/06bnz']]","[['/m/06f32', 'medal won', '/m/02lq67'], ['/m/09pmkv', 'medal won', '/m/02lq67'], ['/m/03h64', 'medal won', '/m/02lq67'], ['/m/01mjq', 'medal won', '/m/02lq67'], ['/m/09c7w0', 'medal won', '/m/02lq67'], ['/m/09c7w0', 'military conflicts with', '/m/047yc'], ['/m/0gd0c7x', 'film release regions', '/m/047yc'], ['/m/085h1', 'organization has members', '/m/047yc'], ['/m/09g7vfw', 'film release regions', '/m/047yc']]"
2,"[['/m/06t8v', 'medal won', '/m/02lq5w']]","[['/m/0h3xztt', 'film release regions', '/m/06t8v'], ['/m/03q0r1', 'film release regions', '/m/06t8v'], ['/m/01lb14', 'countries playing this sport', '/m/06t8v'], ['/m/088q4', 'medal won', '/m/02lq5w'], ['/m/04wgh', 'medal won', '/m/02lq5w'], ['/m/01z215', 'medal won', '/m/02lq5w']]","[['/m/0h3xztt', 'production company', '/m/025jfl'], ['/m/0h3xztt', 'film country of origin', '/m/09c7w0'], ['/m/0h3xztt', 'film release regions', '/m/0jgd'], ['/m/023gxx', 'film release regions', '/m/06t8v'], ['/m/063fh9', 'film country of origin', '/m/06t8v'], ['/m/03q0r1', 'film written by', '/m/04jspq'], ['/m/02x1z2s', 'nomination', '/m/03q0r1'], ['/m/03q0r1', 'film crew role', '/m/015h31'], ['/m/0gh8zks', 'film release regions', '/m/06t8v'], ['/m/01lb14', 'countries playing this sport', '/m/0163v'], ['/m/01lb14', 'countries playing this sport', '/m/056vv'], ['/m/01lb14', 'countries playing this sport', '/m/0161c'], ['/m/088q4', 'contains the administrative territorial entity', '/m/01zsfx'], ['/m/088q4', 'member of organization', '/m/041288'], ['/m/088q4', 'participated in olympics', '/m/06sks6'], ['/m/07tp2', 'medal won', '/m/02lq5w'], ['/m/04g5k', 'medal won', '/m/02lq5w'], ['/m/089j8p', 'film release regions', '/m/04wgh'], ['/m/05r4w', 'exported to', '/m/04wgh'], ['/m/04wgh', 'taxonomy entry of', '/m/04n6k'], ['/m/04s9n', 'country of citizenship', '/m/01z215'], ['/m/01z215', 'shares border with', '/m/05l8y'], ['/m/01z215', 'capital', '/m/0dlm_']]","[['/m/09c7w0', 'medal won', '/m/02lq5w'], ['/m/0jgd', 'medal won', '/m/02lq5w'], ['/m/0163v', 'medal won', '/m/02lq5w'], ['/m/056vv', 'medal won', '/m/02lq5w'], ['/m/06sks6', 'medal awarded', '/m/02lq5w'], ['/m/05r4w', 'medal won', '/m/02lq5w']]"
3,"[['/m/01pj7', 'medal won', '/m/02lpp7']]","[['/m/0cc97st', 'film release regions', '/m/01pj7'], ['/m/05qbckf', 'film release regions', '/m/01pj7'], ['/m/03c3jzx', 'military participant', '/m/01pj7'], ['/m/016r9z', 'medal awarded', '/m/02lpp7'], ['/m/019rg5', 'medal won', '/m/02lpp7'], ['/m/077qn', 'medal won', '/m/02lpp7']]","[['/m/0cc97st', 'film crew role', '/m/02vs3x5'], ['/m/065mm1', 'cast member of', '/m/0cc97st'], ['/m/0cc97st', 'production company', '/m/04rcl7'], ['/m/02j9z', 'contains the administrative territorial entity', '/m/01pj7'], ['/m/05qbckf', 'film genre', '/m/06n90'], ['/m/05qbckf', 'film story by', '/m/046_v'], ['/m/05qbckf', 'film release regions', '/m/04g5k'], ['/m/01pj7', 'military conflicts with', '/m/059z0'], ['/m/03c3jzx', 'military participant', '/m/03gj2'], ['/m/03c3jzx', 'participant', '/m/017cw'], ['/m/03c3jzx', 'participant', '/m/01jv68'], ['/m/02yvct', 'film release regions', '/m/01pj7'], ['/m/016r9z', 'includes sports', '/m/07jjt'], ['/m/016r9z', 'includes sports', '/m/096f8'], ['/m/016r9z', 'includes sports', '/m/01hp22'], ['/m/03gj2', 'medal won', '/m/02lpp7'], ['/m/019rg5', 'member of organization', '/m/0b6css'], ['/m/019rg5', 'participated in olympics', '/m/0jhn7'], ['/m/019rg5', 'gni per capita in ppp dollars currency', '/m/09nqf'], ['/m/0l6vl', 'medal awarded', '/m/02lpp7'], ['/m/035qy', 'medal won', '/m/02lpp7'], ['/m/0407yfx', 'film release regions', '/m/077qn'], ['/m/07bs0', 'countries playing this sport', '/m/077qn'], ['/m/02qkt', 'contains the administrative territorial entity', '/m/077qn']]","[['/m/03gj2', 'shares border with', '/m/01pj7'], ['/m/01hp22', 'countries playing this sport', '/m/01pj7'], ['/m/0jhn7', 'medal awarded', '/m/02lpp7'], ['/m/077qn', 'shares border with', '/m/01pj7'], ['/m/0407yfx', 'film release regions', '/m/01pj7'], ['/m/07bs0', 'countries playing this sport', '/m/01pj7'], ['/m/02qkt', 'contains the administrative territorial entity', '/m/01pj7']]"
4,"[['/m/0h3y', 'medal won', '/m/02lq5w']]","[['/m/0h3y', 'exported to', '/m/015fr'], ['/m/0345h', 'exported to', '/m/0h3y'], ['/m/0h3y', 'participated in olympics', '/m/06sks6'], ['/m/088q4', 'medal won', '/m/02lq5w'], ['/m/04wgh', 'medal won', '/m/02lq5w'], ['/m/06t8v', 'medal won', '/m/02lq5w']]","[['/m/03rjj', 'exported to', '/m/0h3y'], ['/m/0h3y', 'member of organization', '/m/02vk52z'], ['/m/0372j5', 'film release regions', '/m/015fr'], ['/m/0gx1bnj', 'film release regions', '/m/015fr'], ['/m/015fr', 'official language', '/m/05zjd'], ['/m/0345h', 'contains the administrative territorial entity', '/m/0cpyv'], ['/m/0ds3t5x', 'film release regions', '/m/0345h'], ['/m/06fqlk', 'film country of origin', '/m/0345h'], ['/m/07gyv', 'countries playing this sport', '/m/0h3y'], ['/m/03gj2', 'participated in', '/m/06sks6'], ['/m/03548', 'participated in olympics', '/m/06sks6'], ['/m/0154j', 'participated in', '/m/06sks6'], ['/m/088q4', 'contains the administrative territorial entity', '/m/01zsfx'], ['/m/088q4', 'member of organization', '/m/041288'], ['/m/088q4', 'participated in olympics', '/m/06sks6'], ['/m/07tp2', 'medal won', '/m/02lq5w'], ['/m/04g5k', 'medal won', '/m/02lq5w'], ['/m/089j8p', 'film release regions', '/m/04wgh'], ['/m/05r4w', 'exported to', '/m/04wgh'], ['/m/04wgh', 'taxonomy entry of', '/m/04n6k'], ['/m/0h3xztt', 'film release regions', '/m/06t8v'], ['/m/03q0r1', 'film release regions', '/m/06t8v'], ['/m/01lb14', 'countries playing this sport', '/m/06t8v'], ['/m/01z215', 'medal won', '/m/02lq5w']]","[['/m/015fr', 'medal won', '/m/02lq5w'], ['/m/0345h', 'medal won', '/m/02lq5w'], ['/m/03gj2', 'medal won', '/m/02lq5w'], ['/m/06sks6', 'medal awarded', '/m/02lq5w'], ['/m/03548', 'medal won', '/m/02lq5w'], ['/m/0154j', 'medal won', '/m/02lq5w'], ['/m/04wgh', 'shares border with', '/m/0h3y'], ['/m/05r4w', 'exported to', '/m/0h3y'], ['/m/05r4w', 'medal won', '/m/02lq5w'], ['/m/01lb14', 'countries playing this sport', '/m/0h3y']]"
5,"[['/m/0f8l9c', 'medal won', '/m/02lpp7']]","[['/m/0hzlz', 'military conflicts with', '/m/0f8l9c'], ['/m/019tzd', 'countries playing this sport', '/m/0f8l9c'], ['/m/062zm5h', 'film release regions', '/m/0f8l9c'], ['/m/016r9z', 'medal awarded', '/m/02lpp7'], ['/m/019rg5', 'medal won', '/m/02lpp7'], ['/m/077qn', 'medal won', '/m/02lpp7']]","[['/m/01sgl', 'countries playing this sport', '/m/0hzlz'], ['/m/0hzlz', 'participated in', '/m/0blg2'], ['/m/0hzlz', 'vacationers', '/m/01vv126'], ['/m/0bmfnjs', 'film release regions', '/m/0f8l9c'], ['/m/03rz2b', 'film country of origin', '/m/0f8l9c'], ['/m/019tzd', 'countries playing this sport', '/m/07t21'], ['/m/019tzd', 'countries playing this sport', '/m/0k6nt'], ['/m/019tzd', 'countries playing this sport', '/m/01ls2'], ['/m/0bhwhj', 'film release regions', '/m/0f8l9c'], ['/m/0f830f', 'cast member of', '/m/062zm5h'], ['/m/01vz80y', 'director of', '/m/062zm5h'], ['/m/062zm5h', 'film release regions', '/m/035qy'], ['/m/016r9z', 'includes sports', '/m/07jjt'], ['/m/016r9z', 'includes sports', '/m/096f8'], ['/m/016r9z', 'includes sports', '/m/01hp22'], ['/m/03gj2', 'medal won', '/m/02lpp7'], ['/m/019rg5', 'member of organization', '/m/0b6css'], ['/m/019rg5', 'participated in olympics', '/m/0jhn7'], ['/m/019rg5', 'gni per capita in ppp dollars currency', '/m/09nqf'], ['/m/0l6vl', 'medal awarded', '/m/02lpp7'], ['/m/035qy', 'medal won', '/m/02lpp7'], ['/m/0407yfx', 'film release regions', '/m/077qn'], ['/m/07bs0', 'countries playing this sport', '/m/077qn'], ['/m/02qkt', 'contains the administrative territorial entity', '/m/077qn']]","[['/m/0hzlz', 'medal won', '/m/02lpp7'], ['/m/0blg2', 'medal awarded', '/m/02lpp7'], ['/m/07t21', 'medal won', '/m/02lpp7'], ['/m/0k6nt', 'medal won', '/m/02lpp7'], ['/m/035qy', 'military conflicts with', '/m/0f8l9c'], ['/m/07jjt', 'countries playing this sport', '/m/0f8l9c'], ['/m/01hp22', 'countries playing this sport', '/m/0f8l9c'], ['/m/0jhn7', 'medal awarded', '/m/02lpp7'], ['/m/0407yfx', 'film release regions', '/m/0f8l9c'], ['/m/07bs0', 'countries playing this sport', '/m/0f8l9c']]"
6,"[['/m/04hqz', 'medal won', '/m/02lq5w']]","[['/m/035d1m', 'countries playing this sport', '/m/04hqz'], ['/m/064_8sq', 'spoken in country', '/m/04hqz'], ['/m/02bg55', 'film release regions', '/m/04hqz'], ['/m/07tp2', 'medal won', '/m/02lq5w'], ['/m/04g5k', 'medal won', '/m/02lq5w'], ['/m/06t8v', 'medal won', '/m/02lq5w']]","[['/m/035d1m', 'countries playing this sport', '/m/09c7w0'], ['/m/035d1m', 'countries playing this sport', '/m/035qy'], ['/m/035d1m', 'countries playing this sport', '/m/06mkj'], ['/m/09w1n', 'countries playing this sport', '/m/04hqz'], ['/m/018ctl', 'participating countries', '/m/04hqz'], ['/m/01s753', 'academic discipline', '/m/064_8sq'], ['/m/014mlp', 'conferred by', '/m/064_8sq'], ['/m/02kcz', 'official language', '/m/064_8sq'], ['/m/02bg55', 'film country of origin', '/m/09c7w0'], ['/m/02bg55', 'film release regions', '/m/05b4w'], ['/m/02bg55', 'film release regions', '/m/03h64'], ['/m/017jd9', 'film release regions', '/m/04hqz'], ['/m/07tp2', 'gdp real currency', '/m/09nqf'], ['/m/07tp2', 'participated in', '/m/06sks6'], ['/m/06tw8', 'shares border with', '/m/07tp2'], ['/m/088q4', 'medal won', '/m/02lq5w'], ['/m/059dn', 'organization has members', '/m/04g5k'], ['/m/05c26ss', 'film release regions', '/m/04g5k'], ['/m/03tmr', 'countries playing this sport', '/m/04g5k'], ['/m/04wgh', 'medal won', '/m/02lq5w'], ['/m/0h3xztt', 'film release regions', '/m/06t8v'], ['/m/03q0r1', 'film release regions', '/m/06t8v'], ['/m/01lb14', 'countries playing this sport', '/m/06t8v'], ['/m/01z215', 'medal won', '/m/02lq5w']]","[['/m/09c7w0', 'medal won', '/m/02lq5w'], ['/m/035qy', 'medal won', '/m/02lq5w'], ['/m/06mkj', 'medal won', '/m/02lq5w'], ['/m/05b4w', 'medal won', '/m/02lq5w'], ['/m/06sks6', 'medal awarded', '/m/02lq5w'], ['/m/06tw8', 'medal won', '/m/02lq5w']]"
7,"[['/m/06qd3', 'medal won', '/m/02lq67']]","[['/m/0gtx63s', 'film release regions', '/m/06qd3'], ['/m/06qd3', 'contains the administrative territorial entity', '/m/01vsb_'], ['/m/0g8bw', 'military conflicts with', '/m/06qd3'], ['/m/0swff', 'medal awarded', '/m/02lq67'], ['/m/03rt9', 'medal won', '/m/02lq67'], ['/m/06bnz', 'medal won', '/m/02lq67']]","[['/m/0gtx63s', 'film release regions', '/m/0d0vqn'], ['/m/0gtx63s', 'film producer', '/m/03qmx_f'], ['/m/0gtx63s', 'film genre', '/m/07s9rl0'], ['/m/0g5qmbz', 'film release regions', '/m/06qd3'], ['/m/06fcqw', 'film release regions', '/m/06qd3'], ['/m/06qd3', 'films with this genre', '/m/043sct5'], ['/m/01vsb_', 'located in country', '/m/06qd3'], ['/m/01nn79', 'headquarters state/province/region', '/m/01vsb_'], ['/m/01vsb_', 'location', '/m/06qd3'], ['/m/06f32', 'military conflicts with', '/m/0g8bw'], ['/m/0g8bw', 'official language', '/m/07zrf'], ['/m/07f1x', 'military conflicts with', '/m/0g8bw'], ['/m/0swff', 'participating countries', '/m/09c7w0'], ['/m/06zgc', 'sport featured in', '/m/0swff'], ['/m/0swff', 'include sports', '/m/09_94'], ['/m/018wrk', 'medal awarded', '/m/02lq67'], ['/m/018ctl', 'medal awarded', '/m/02lq67'], ['/m/0lbbj', 'medal awarded', '/m/02lq67'], ['/m/0gd0c7x', 'film release regions', '/m/03rt9'], ['/m/085h1', 'organization has members', '/m/03rt9'], ['/m/09g7vfw', 'film release regions', '/m/03rt9'], ['/m/01d259', 'film release regions', '/m/06bnz'], ['/m/0ds3t5x', 'film release regions', '/m/06bnz'], ['/m/0486tv', 'countries playing this sport', '/m/06bnz']]","[['/m/0d0vqn', 'medal won', '/m/02lq67'], ['/m/06f32', 'military conflicts with', '/m/06qd3'], ['/m/06f32', 'medal won', '/m/02lq67'], ['/m/07f1x', 'medal won', '/m/02lq67'], ['/m/07f1x', 'military conflicts with', '/m/06qd3'], ['/m/09c7w0', 'medal won', '/m/02lq67'], ['/m/09c7w0', 'military conflicts with', '/m/06qd3'], ['/m/09c7w0', 'exported to', '/m/06qd3'], ['/m/06zgc', 'countries playing this sport', '/m/06qd3'], ['/m/085h1', 'organization has members', '/m/06qd3'], ['/m/01d259', 'film release regions', '/m/06qd3'], ['/m/0486tv', 'countries playing this sport', '/m/06qd3']]"
8,"[['/m/04j53', 'medal won', '/m/02lq67']]","[['/m/04j53', 'participated in olympics', '/m/06sks6'], ['/m/04j53', 'participated in', '/m/0sx92'], ['/m/06z6r', 'countries playing this sport', '/m/04j53'], ['/m/018wrk', 'medal awarded', '/m/02lq67'], ['/m/018ctl', 'medal awarded', '/m/02lq67'], ['/m/0lbbj', 'medal awarded', '/m/02lq67']]","[['/m/07bs0', 'countries playing this sport', '/m/04j53'], ['/m/03gj2', 'participated in', '/m/06sks6'], ['/m/03548', 'participated in olympics', '/m/06sks6'], ['/m/0154j', 'participated in', '/m/06sks6'], ['/m/04j53', 'member of organization', '/m/01rz1'], ['/m/04j53', 'participated in', '/m/0sx8l'], ['/m/0sx92', 'includes sports', '/m/09w1n'], ['/m/0sx92', 'includes sports', '/m/09f6b'], ['/m/0d0vqn', 'participated in', '/m/0sx92'], ['/m/06z6r', 'countries playing this sport', '/m/088q4'], ['/m/06z6r', 'countries playing this sport', '/m/0k6nt'], ['/m/06z6r', 'countries playing this sport', '/m/01rxw'], ['/m/02vx4', 'sport featured in', '/m/018wrk'], ['/m/0bynt', 'sport featured in', '/m/018wrk'], ['/m/018wrk', 'includes sports', '/m/06f41'], ['/m/0swff', 'medal awarded', '/m/02lq67'], ['/m/07ssc', 'participated in olympics', '/m/018ctl'], ['/m/0152n0', 'sport featured in', '/m/018ctl'], ['/m/018ctl', 'participating countries', '/m/0jgd'], ['/m/03rt9', 'medal won', '/m/02lq67'], ['/m/0d04z6', 'participated in', '/m/0lbbj'], ['/m/06c1y', 'participated in', '/m/0lbbj'], ['/m/087vz', 'participated in', '/m/0lbbj'], ['/m/06bnz', 'medal won', '/m/02lq67']]","[['/m/03gj2', 'medal won', '/m/02lq67'], ['/m/06sks6', 'medal awarded', '/m/02lq67'], ['/m/09w1n', 'countries playing this sport', '/m/04j53'], ['/m/0sx92', 'medal awarded', '/m/02lq67'], ['/m/0d0vqn', 'medal won', '/m/02lq67'], ['/m/088q4', 'medal won', '/m/02lq67'], ['/m/0k6nt', 'medal won', '/m/02lq67'], ['/m/07ssc', 'medal won', '/m/02lq67'], ['/m/0d04z6', 'medal won', '/m/02lq67'], ['/m/06c1y', 'medal won', '/m/02lq67'], ['/m/087vz', 'medal won', '/m/02lq67']]"
9,"[['/m/07fb6', 'medal won', '/m/02lq5w']]","[['/m/07fb6', 'gdp nominal per capita currency', '/m/09nqf'], ['/m/07fb6', 'basic form of government', '/m/01q20'], ['/m/07fb6', 'basic form of government', '/m/018wl5'], ['/m/088q4', 'medal won', '/m/02lq5w'], ['/m/04wgh', 'medal won', '/m/02lq5w'], ['/m/06t8v', 'medal won', '/m/02lq5w']]","[['/m/07fb6', 'location', '/m/02j71'], ['/m/07fb6', 'participated in olympics', '/m/06sks6'], ['/m/07ssc', 'basic form of government', '/m/01q20'], ['/m/088q4', 'contains the administrative territorial entity', '/m/01zsfx'], ['/m/088q4', 'member of organization', '/m/041288'], ['/m/088q4', 'participated in olympics', '/m/06sks6'], ['/m/07tp2', 'medal won', '/m/02lq5w'], ['/m/04g5k', 'medal won', '/m/02lq5w'], ['/m/089j8p', 'film release regions', '/m/04wgh'], ['/m/05r4w', 'exported to', '/m/04wgh'], ['/m/04wgh', 'taxonomy entry of', '/m/04n6k'], ['/m/0h3xztt', 'film release regions', '/m/06t8v'], ['/m/03q0r1', 'film release regions', '/m/06t8v'], ['/m/01lb14', 'countries playing this sport', '/m/06t8v'], ['/m/01z215', 'medal won', '/m/02lq5w']]","[['/m/07ssc', 'medal won', '/m/02lq5w'], ['/m/06sks6', 'medal awarded', '/m/02lq5w'], ['/m/05r4w', 'medal won', '/m/02lq5w']]"
