,zerohop,onehop,twohop,connecting
0,"[['/m/07jnt', 'film country of origin', '/m/09c7w0']]","[['/m/07jnt', 'cinematography', '/m/04qvl7'], ['/m/07jnt', 'film release regions', '/m/0chghy'], ['/m/0d1w9', 'main subject of film', '/m/07jnt'], ['/m/034ls', 'applies to jurisdiction', '/m/09c7w0'], ['/m/0ft18', 'film release regions', '/m/09c7w0'], ['/m/0c8tkt', 'film release regions', '/m/09c7w0']]","[['/m/07jnt', 'film release regions', '/m/05v8c'], ['/m/0gq9h', 'nomination', '/m/07jnt'], ['/m/05dy7p', 'nominee of work', '/m/04qvl7'], ['/m/03cw411', 'cinematography', '/m/04qvl7'], ['/m/011yhm', 'cinematography', '/m/04qvl7'], ['/m/0ctw_b', 'shares border with', '/m/0chghy'], ['/m/0jqp3', 'film release regions', '/m/0chghy'], ['/m/05dl1s', 'film country of origin', '/m/0chghy'], ['/m/0d1w9', 'main subject of film', '/m/05zvzf3'], ['/m/0d1w9', 'main subject of film', '/m/095z4q'], ['/m/0d1w9', 'main subject of film', '/m/047p7fr'], ['/m/055c8', 'nominated for work', '/m/07jnt'], ['/m/01dw4q', 'friendship', '/m/034ls'], ['/m/034ls', 'government position held', '/m/0dq3c'], ['/m/012jfb', 'film cast member', '/m/034ls'], ['/m/01xhh5', 'geographic distribution', '/m/09c7w0'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/01b7lc'], ['/m/0gqy2', 'nomination', '/m/0ft18'], ['/m/0ft18', 'language of film', '/m/02h40lc'], ['/m/0ft18', 'nominee of work', '/m/086k8'], ['/m/01z4y', 'films with this genre', '/m/0c8tkt'], ['/m/0c8tkt', 'film crew role', '/m/09zzb8'], ['/m/0c8tkt', 'film release regions', '/m/059j2'], ['/m/01wqflx', 'country of citizenship', '/m/09c7w0']]","[['/m/04qvl7', 'nominated for work', '/m/07jnt'], ['/m/05dy7p', 'film country of origin', '/m/09c7w0'], ['/m/03cw411', 'film country of origin', '/m/09c7w0'], ['/m/03cw411', 'film release regions', '/m/09c7w0'], ['/m/011yhm', 'film release regions', '/m/09c7w0'], ['/m/0ctw_b', 'military conflicts with', '/m/09c7w0'], ['/m/0ctw_b', 'exported to', '/m/09c7w0'], ['/m/0chghy', 'military conflicts with', '/m/09c7w0'], ['/m/0jqp3', 'film release regions', '/m/09c7w0'], ['/m/0jqp3', 'film country of origin', '/m/09c7w0'], ['/m/05zvzf3', 'film release regions', '/m/09c7w0'], ['/m/095z4q', 'film release regions', '/m/09c7w0'], ['/m/047p7fr', 'film country of origin', '/m/09c7w0'], ['/m/047p7fr', 'film release region', '/m/09c7w0'], ['/m/01dw4q', 'country of citizenship', '/m/09c7w0'], ['/m/034ls', 'employer', '/m/09c7w0'], ['/m/0dq3c', 'governments with this position', '/m/09c7w0'], ['/m/0dq3c', 'companies with this job', '/m/09c7w0'], ['/m/012jfb', 'film release regions', '/m/09c7w0'], ['/m/012jfb', 'film country of origin', '/m/09c7w0'], ['/m/0ft18', 'film country of origin', '/m/09c7w0'], ['/m/086k8', 'distributor of', '/m/07jnt'], ['/m/0c8tkt', 'film country of origin', '/m/09c7w0'], ['/m/059j2', 'military conflicts with', '/m/09c7w0']]"
1,"[['/m/064r97z', 'film country of origin', '/m/09c7w0']]","[['/m/01l79yc', 'nominated for work', '/m/064r97z'], ['/m/026c1', 'cast member of', '/m/064r97z'], ['/m/026c1', 'nominated for work', '/m/064r97z'], ['/m/034ls', 'applies to jurisdiction', '/m/09c7w0'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/01b7lc'], ['/m/0c8tkt', 'film release regions', '/m/09c7w0']]","[['/m/033dbw', 'composer', '/m/01l79yc'], ['/m/07jqjx', 'composer', '/m/01l79yc'], ['/m/07tj4c', 'nominee of work', '/m/01l79yc'], ['/m/0bdwft', 'nomination', '/m/064r97z'], ['/m/05c1t6z', 'award winning works', '/m/064r97z'], ['/m/05p1dby', 'award received by', '/m/026c1'], ['/m/026c1', 'cast member of', '/m/0jqn5'], ['/m/026c1', 'breakup', '/m/07cjqy'], ['/m/064r97z', 'tv program genre', '/m/04xvlr'], ['/m/01dw4q', 'friendship', '/m/034ls'], ['/m/034ls', 'government position held', '/m/0dq3c'], ['/m/012jfb', 'film cast member', '/m/034ls'], ['/m/01xhh5', 'geographic distribution', '/m/09c7w0'], ['/m/0ft18', 'film release regions', '/m/09c7w0'], ['/m/01b7lc', 'type of education institution', '/m/02p0qmm'], ['/m/01b7lc', 'headquarters country', '/m/09c7w0'], ['/m/01b7lc', 'webpage category', '/m/08mbj5d'], ['/m/01z4y', 'films with this genre', '/m/0c8tkt'], ['/m/0c8tkt', 'film crew role', '/m/09zzb8'], ['/m/0c8tkt', 'film release regions', '/m/059j2'], ['/m/01wqflx', 'country of citizenship', '/m/09c7w0']]","[['/m/033dbw', 'film country of origin', '/m/09c7w0'], ['/m/033dbw', 'film release regions', '/m/09c7w0'], ['/m/07jqjx', 'film release regions', '/m/09c7w0'], ['/m/07tj4c', 'film release regions', '/m/09c7w0'], ['/m/07tj4c', 'film country of origin', '/m/09c7w0'], ['/m/026c1', 'country of citizenship', '/m/09c7w0'], ['/m/0jqn5', 'film release region', '/m/09c7w0'], ['/m/07cjqy', 'country of citizenship', '/m/09c7w0'], ['/m/01dw4q', 'country of citizenship', '/m/09c7w0'], ['/m/034ls', 'employer', '/m/09c7w0'], ['/m/0dq3c', 'governments with this position', '/m/09c7w0'], ['/m/0dq3c', 'companies with this job', '/m/09c7w0'], ['/m/012jfb', 'film release regions', '/m/09c7w0'], ['/m/012jfb', 'film country of origin', '/m/09c7w0'], ['/m/0c8tkt', 'film country of origin', '/m/09c7w0'], ['/m/059j2', 'military conflicts with', '/m/09c7w0']]"
2,"[['/m/03h_yy', 'film country of origin', '/m/09c7w0']]","[['/m/03h_yy', 'film genre', '/m/0lsxr'], ['/m/030znt', 'cast member of', '/m/03h_yy'], ['/m/03h_yy', 'film genre', '/m/04xvlr'], ['/m/01xhh5', 'geographic distribution', '/m/09c7w0'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/01b7lc'], ['/m/0c8tkt', 'film release regions', '/m/09c7w0']]","[['/m/03h_yy', 'film genre', '/m/0219x_'], ['/m/03h_yy', 'film crew role', '/m/09vw2b7'], ['/m/0n_hp', 'film genre', '/m/0lsxr'], ['/m/035xwd', 'film genre', '/m/0lsxr'], ['/m/0gx9rvq', 'film genre', '/m/0lsxr'], ['/m/030znt', 'nominated for work', '/m/02md2d'], ['/m/017149', 'nominated alongside', '/m/030znt'], ['/m/01rs5p', 'nominated alongside', '/m/030znt'], ['/m/01cj6y', 'cast member of', '/m/03h_yy'], ['/m/04xvlr', 'films with this genre', '/m/05p09dd'], ['/m/04xvlr', 'films with this genre', '/m/02w9k1c'], ['/m/04xvlr', 'films with this genre', '/m/017180'], ['/m/01xhh5', 'notable people of this ethnicity', '/m/02y9ln'], ['/m/01xhh5', 'geographic distribution', '/m/06qd3'], ['/m/01xhh5', 'geographic distribution', '/m/06f32'], ['/m/034ls', 'applies to jurisdiction', '/m/09c7w0'], ['/m/0ft18', 'film release regions', '/m/09c7w0'], ['/m/01b7lc', 'type of education institution', '/m/02p0qmm'], ['/m/01b7lc', 'headquarters country', '/m/09c7w0'], ['/m/01b7lc', 'webpage category', '/m/08mbj5d'], ['/m/01z4y', 'films with this genre', '/m/0c8tkt'], ['/m/0c8tkt', 'film crew role', '/m/09zzb8'], ['/m/0c8tkt', 'film release regions', '/m/059j2'], ['/m/01wqflx', 'country of citizenship', '/m/09c7w0']]","[['/m/0n_hp', 'film country of origin', '/m/09c7w0'], ['/m/0n_hp', 'film release regions', '/m/09c7w0'], ['/m/035xwd', 'film country of origin', '/m/09c7w0'], ['/m/0gx9rvq', 'film release regions', '/m/09c7w0'], ['/m/0gx9rvq', 'film country of origin', '/m/09c7w0'], ['/m/030znt', 'country of citizenship', '/m/09c7w0'], ['/m/02md2d', 'tv program country of origin', '/m/09c7w0'], ['/m/017149', 'country of citizenship', '/m/09c7w0'], ['/m/01rs5p', 'country of citizenship', '/m/09c7w0'], ['/m/04xvlr', 'films with this genre', '/m/03h_yy'], ['/m/05p09dd', 'film release regions', '/m/09c7w0'], ['/m/05p09dd', 'film country of origin', '/m/09c7w0'], ['/m/02w9k1c', 'film release regions', '/m/09c7w0'], ['/m/02w9k1c', 'film country of origin', '/m/09c7w0'], ['/m/017180', 'film release regions', '/m/09c7w0'], ['/m/017180', 'film country of origin', '/m/09c7w0'], ['/m/06qd3', 'exported to', '/m/09c7w0'], ['/m/06qd3', 'military conflicts with', '/m/09c7w0'], ['/m/06f32', 'military conflicts with', '/m/09c7w0'], ['/m/06f32', 'exported to', '/m/09c7w0'], ['/m/0c8tkt', 'film country of origin', '/m/09c7w0'], ['/m/059j2', 'military conflicts with', '/m/09c7w0']]"
3,"[['/m/0jqb8', 'film country of origin', '/m/09c7w0']]","[['/m/023w9s', 'cast member of', '/m/0jqb8'], ['/m/0jqb8', 'film producer', '/m/01g04k'], ['/m/0jqb8', 'film producer', '/m/023w9s'], ['/m/034ls', 'applies to jurisdiction', '/m/09c7w0'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/01b7lc'], ['/m/0c8tkt', 'film release regions', '/m/09c7w0']]","[['/m/023w9s', 'occupation', '/m/0dxtg'], ['/m/023w9s', 'place of marriage', '/m/06kx2'], ['/m/0c2ry', 'dated', '/m/023w9s'], ['/m/0jqb8', 'distribution medium', '/m/029j_'], ['/m/0jqb8', 'estimated budget currency', '/m/09nqf'], ['/m/01g04k', 'occupation', '/m/0dxtg'], ['/m/01g04k', 'country of citizenship', '/m/09c7w0'], ['/m/01g04k', 'sex or gender', '/m/05zppz'], ['/m/01dw4q', 'friendship', '/m/034ls'], ['/m/034ls', 'government position held', '/m/0dq3c'], ['/m/012jfb', 'film cast member', '/m/034ls'], ['/m/01xhh5', 'geographic distribution', '/m/09c7w0'], ['/m/0ft18', 'film release regions', '/m/09c7w0'], ['/m/01b7lc', 'type of education institution', '/m/02p0qmm'], ['/m/01b7lc', 'headquarters country', '/m/09c7w0'], ['/m/01b7lc', 'webpage category', '/m/08mbj5d'], ['/m/01z4y', 'films with this genre', '/m/0c8tkt'], ['/m/0c8tkt', 'film crew role', '/m/09zzb8'], ['/m/0c8tkt', 'film release regions', '/m/059j2'], ['/m/01wqflx', 'country of citizenship', '/m/09c7w0']]","[['/m/023w9s', 'country of citizenship', '/m/09c7w0'], ['/m/023w9s', 'director of', '/m/0jqb8'], ['/m/06kx2', 'country', '/m/09c7w0'], ['/m/0c2ry', 'country of citizenship', '/m/09c7w0'], ['/m/01dw4q', 'country of citizenship', '/m/09c7w0'], ['/m/034ls', 'employer', '/m/09c7w0'], ['/m/0dq3c', 'governments with this position', '/m/09c7w0'], ['/m/0dq3c', 'companies with this job', '/m/09c7w0'], ['/m/012jfb', 'film release regions', '/m/09c7w0'], ['/m/012jfb', 'film country of origin', '/m/09c7w0'], ['/m/0c8tkt', 'film country of origin', '/m/09c7w0'], ['/m/059j2', 'military conflicts with', '/m/09c7w0']]"
4,"[['/m/085bd1', 'film country of origin', '/m/07ssc']]","[['/m/016k6x', 'cast member of', '/m/085bd1'], ['/m/085bd1', 'language of film', '/m/02h40lc'], ['/m/071ynp', 'cast member of', '/m/085bd1'], ['/m/0fpv_3_', 'film release regions', '/m/07ssc'], ['/m/05b4w', 'military conflicts with', '/m/07ssc'], ['/m/01zpmq', 'phone service location', '/m/07ssc']]","[['/m/016k6x', 'award received', '/m/099jhq'], ['/m/016k6x', 'award received', '/m/0bfvd4'], ['/m/016k6x', 'cast member of', '/m/04gknr'], ['/m/085bd1', 'film genre', '/m/015w9s'], ['/m/02754c9', 'language of film', '/m/02h40lc'], ['/m/08720', 'language of film', '/m/02h40lc'], ['/m/01kff7', 'language of film', '/m/02h40lc'], ['/m/071ynp', 'award received', '/m/0fq9zdn'], ['/m/071ynp', 'cast member of', '/m/07yvsn'], ['/m/071ynp', 'webpage category', '/m/08mbj5d'], ['/m/015w9s', 'films with this genre', '/m/085bd1'], ['/m/0f_nbyh', 'nomination', '/m/0fpv_3_'], ['/m/0fpv_3_', 'film release regions', '/m/0j1z8'], ['/m/018wdw', 'nomination', '/m/0fpv_3_'], ['/m/0dscrwf', 'film release regions', '/m/07ssc'], ['/m/0ddbjy4', 'film release regions', '/m/05b4w'], ['/m/0gvrws1', 'film release regions', '/m/05b4w'], ['/m/07jnt', 'film release regions', '/m/05b4w'], ['/m/0ggbhy7', 'film country of origin', '/m/07ssc'], ['/m/07ssc', 'contains the administrative territorial entity', '/m/03x3l'], ['/m/09d6p2', 'companies with this job', '/m/01zpmq'], ['/m/01zpmq', 'operating income currency', '/m/09nqf'], ['/m/01zpmq', 'phone service location', '/m/09c7w0']]","[['/m/04gknr', 'film country of origin', '/m/07ssc'], ['/m/02h40lc', 'spoken in country', '/m/07ssc'], ['/m/0ddbjy4', 'film country of origin', '/m/07ssc'], ['/m/0gvrws1', 'film release regions', '/m/07ssc'], ['/m/07jnt', 'film release regions', '/m/07ssc'], ['/m/09c7w0', 'exported to', '/m/07ssc']]"
5,"[['/m/016mhd', 'film country of origin', '/m/02jx1']]","[['/m/02qyp19', 'nomination', '/m/016mhd'], ['/m/02z6l5f', 'nominated for work', '/m/016mhd'], ['/m/016tw3', 'nominated for work', '/m/016mhd'], ['/m/0f8j6', 'country', '/m/02jx1'], ['/m/02jx1', 'contains the administrative territorial entity', '/m/0n048'], ['/m/0hx5f', 'country', '/m/02jx1']]","[['/m/03m_k0', 'award received', '/m/02qyp19'], ['/m/02qyp19', 'nomination', '/m/03xf_m'], ['/m/041jlr', 'award received', '/m/02qyp19'], ['/m/024rbz', 'distributor of', '/m/016mhd'], ['/m/016mhd', 'estimated budget currency', '/m/01nv4h'], ['/m/0fq9zdv', 'nomination', '/m/016mhd'], ['/m/02z6l5f', 'country of citizenship', '/m/07ssc'], ['/m/02q5g1z', 'executive producer', '/m/02z6l5f'], ['/m/02z6l5f', 'tv producer type', '/m/0ckd1'], ['/m/016tw3', 'distributor of', '/m/02r_pp'], ['/m/072x7s', 'production company', '/m/016tw3'], ['/m/016tw3', 'distributor of', '/m/0qmhk'], ['/m/0g8st4', 'place of birth', '/m/0f8j6'], ['/m/07ssc', 'contains the administrative territorial entity', '/m/0f8j6'], ['/m/02jx1', 'contains the administrative territorial entity', '/m/0f8j6'], ['/m/071h5c', 'country of citizenship', '/m/02jx1'], ['/m/02jx1', 'contains the administrative territorial entity', '/m/01dg3s'], ['/m/02jx1', 'contains the administrative territorial entity', '/m/014162'], ['/m/0m75g', 'location', '/m/0n048'], ['/m/07ssc', 'contains the administrative territorial entity', '/m/0n048'], ['/m/017vkx', 'place of birth', '/m/0hx5f'], ['/m/02jx1', 'contains the administrative territorial entity', '/m/0hx5f']]","[['/m/07ssc', 'contains the administrative territorial entity', '/m/02jx1'], ['/m/016tw3', 'distributor of', '/m/016mhd'], ['/m/0g8st4', 'country of citizenship', '/m/02jx1'], ['/m/0m75g', 'country', '/m/02jx1']]"
6,"[['/m/0fgpvf', 'film country of origin', '/m/07ssc']]","[['/m/0csdzz', 'nominated for work', '/m/0fgpvf'], ['/m/0fgpvf', 'film genre', '/m/017fp'], ['/m/054krc', 'nomination', '/m/0fgpvf'], ['/m/0dscrwf', 'film release regions', '/m/07ssc'], ['/m/0ggbhy7', 'film country of origin', '/m/07ssc'], ['/m/07ssc', 'contains the administrative territorial entity', '/m/03x3l']]","[['/m/078sj4', 'composer', '/m/0csdzz'], ['/m/05pdh86', 'composer', '/m/0csdzz'], ['/m/0csdzz', 'nominated for work', '/m/0dx8gj'], ['/m/09ly2r6', 'nomination', '/m/0fgpvf'], ['/m/02r0csl', 'nomination', '/m/0fgpvf'], ['/m/026fs38', 'film genre', '/m/017fp'], ['/m/054krc', 'nomination', '/m/0pv3x'], ['/m/054krc', 'award received by', '/m/02g40r'], ['/m/054krc', 'nomination', '/m/0pc62'], ['/m/0fgpvf', 'film crew role', '/m/01pvkk'], ['/m/0dscrwf', 'film release regions', '/m/03gj2'], ['/m/0dscrwf', 'film producer', '/m/027z0pl'], ['/m/0dscrwf', 'film release regions', '/m/059j2'], ['/m/0fpv_3_', 'film release regions', '/m/07ssc'], ['/m/05b4w', 'military conflicts with', '/m/07ssc'], ['/m/01zpmq', 'phone service location', '/m/07ssc'], ['/m/02qyntr', 'nomination', '/m/0ggbhy7'], ['/m/0ggbhy7', 'language of film', '/m/02h40lc'], ['/m/0ggbhy7', 'film producer', '/m/0b13g7'], ['/m/02jx1', 'contains the administrative territorial entity', '/m/03x3l'], ['/m/02j7k', 'contains the administrative territorial entity', '/m/03x3l'], ['/m/03x3l', 'located in country', '/m/07ssc']]","[['/m/05pdh86', 'film release regions', '/m/07ssc'], ['/m/026fs38', 'film country of origin', '/m/07ssc'], ['/m/0pv3x', 'film country of origin', '/m/07ssc'], ['/m/02g40r', 'country of citizenship', '/m/07ssc'], ['/m/0dscrwf', 'film country of origin', '/m/07ssc'], ['/m/059j2', 'military conflicts with', '/m/07ssc'], ['/m/02h40lc', 'spoken in country', '/m/07ssc'], ['/m/02jx1', 'located in', '/m/07ssc'], ['/m/02jx1', 'split to', '/m/07ssc'], ['/m/02jx1', 'location', '/m/07ssc'], ['/m/02jx1', 'located in country', '/m/07ssc'], ['/m/02jx1', 'location of event', '/m/07ssc']]"
7,"[['/m/01lsl', 'film country of origin', '/m/09c7w0']]","[['/m/01lsl', 'nominee of work', '/m/05kh_'], ['/m/01lsl', 'film genre', '/m/06l3bl'], ['/m/0k611', 'nomination', '/m/01lsl'], ['/m/034ls', 'applies to jurisdiction', '/m/09c7w0'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/01b7lc'], ['/m/0c8tkt', 'film release regions', '/m/09c7w0']]","[['/m/01lsl', 'film written by', '/m/01vsps'], ['/m/01lsl', 'film producer', '/m/05kh_'], ['/m/05kh_', 'cast member of', '/m/01lsl'], ['/m/02z13jg', 'award received by', '/m/05kh_'], ['/m/01lsl', 'estimated budget currency', '/m/09nqf'], ['/m/06l3bl', 'films with this genre', '/m/0bx0l'], ['/m/0bl5c', 'film genre', '/m/06l3bl'], ['/m/06l3bl', 'films with this genre', '/m/0cq8qq'], ['/m/0k611', 'nomination', '/m/0sxmx'], ['/m/0k611', 'nomination', '/m/0kvf3b'], ['/m/0k611', 'nomination', '/m/04v8h1'], ['/m/0gs9p', 'nomination', '/m/01lsl'], ['/m/01dw4q', 'friendship', '/m/034ls'], ['/m/034ls', 'government position held', '/m/0dq3c'], ['/m/012jfb', 'film cast member', '/m/034ls'], ['/m/01xhh5', 'geographic distribution', '/m/09c7w0'], ['/m/0ft18', 'film release regions', '/m/09c7w0'], ['/m/01b7lc', 'type of education institution', '/m/02p0qmm'], ['/m/01b7lc', 'headquarters country', '/m/09c7w0'], ['/m/01b7lc', 'webpage category', '/m/08mbj5d'], ['/m/01z4y', 'films with this genre', '/m/0c8tkt'], ['/m/0c8tkt', 'film crew role', '/m/09zzb8'], ['/m/0c8tkt', 'film release regions', '/m/059j2'], ['/m/01wqflx', 'country of citizenship', '/m/09c7w0']]","[['/m/05kh_', 'nominated for work', '/m/01lsl'], ['/m/05kh_', 'country of citizenship', '/m/09c7w0'], ['/m/0bx0l', 'film release regions', '/m/09c7w0'], ['/m/0bx0l', 'film release region', '/m/09c7w0'], ['/m/0bx0l', 'film country of origin', '/m/09c7w0'], ['/m/0bl5c', 'film country of origin', '/m/09c7w0'], ['/m/0cq8qq', 'film country of origin', '/m/09c7w0'], ['/m/0sxmx', 'film release regions', '/m/09c7w0'], ['/m/0kvf3b', 'film country of origin', '/m/09c7w0'], ['/m/04v8h1', 'film country of origin', '/m/09c7w0'], ['/m/04v8h1', 'film release regions', '/m/09c7w0'], ['/m/01dw4q', 'country of citizenship', '/m/09c7w0'], ['/m/034ls', 'employer', '/m/09c7w0'], ['/m/0dq3c', 'governments with this position', '/m/09c7w0'], ['/m/0dq3c', 'companies with this job', '/m/09c7w0'], ['/m/012jfb', 'film release regions', '/m/09c7w0'], ['/m/012jfb', 'film country of origin', '/m/09c7w0'], ['/m/0c8tkt', 'film country of origin', '/m/09c7w0'], ['/m/059j2', 'military conflicts with', '/m/09c7w0']]"
8,"[['/m/060v34', 'film country of origin', '/m/09c7w0']]","[['/m/060v34', 'film release regions', '/m/09c7w0'], ['/m/060v34', 'film country of origin', '/m/0chghy'], ['/m/03npn', 'films with this genre', '/m/060v34'], ['/m/034ls', 'applies to jurisdiction', '/m/09c7w0'], ['/m/0ft18', 'film release regions', '/m/09c7w0'], ['/m/0c8tkt', 'film release regions', '/m/09c7w0']]","[['/m/05p1dby', 'nomination', '/m/060v34'], ['/m/060v34', 'film crew role', '/m/01vx2h'], ['/m/086k8', 'nominated for work', '/m/060v34'], ['/m/0ctw_b', 'shares border with', '/m/0chghy'], ['/m/0jqp3', 'film release regions', '/m/0chghy'], ['/m/05dl1s', 'film country of origin', '/m/0chghy'], ['/m/03npn', 'films with this genre', '/m/0dqcs3'], ['/m/07gbf', 'tv program genre', '/m/03npn'], ['/m/07h9gp', 'film genre', '/m/03npn'], ['/m/01dw4q', 'friendship', '/m/034ls'], ['/m/034ls', 'government position held', '/m/0dq3c'], ['/m/012jfb', 'film cast member', '/m/034ls'], ['/m/01xhh5', 'geographic distribution', '/m/09c7w0'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/01b7lc'], ['/m/0gqy2', 'nomination', '/m/0ft18'], ['/m/0ft18', 'language of film', '/m/02h40lc'], ['/m/0ft18', 'nominee of work', '/m/086k8'], ['/m/01z4y', 'films with this genre', '/m/0c8tkt'], ['/m/0c8tkt', 'film crew role', '/m/09zzb8'], ['/m/0c8tkt', 'film release regions', '/m/059j2'], ['/m/01wqflx', 'country of citizenship', '/m/09c7w0']]","[['/m/0ctw_b', 'military conflicts with', '/m/09c7w0'], ['/m/0ctw_b', 'exported to', '/m/09c7w0'], ['/m/0chghy', 'military conflicts with', '/m/09c7w0'], ['/m/0jqp3', 'film release regions', '/m/09c7w0'], ['/m/0jqp3', 'film country of origin', '/m/09c7w0'], ['/m/0dqcs3', 'film country of origin', '/m/09c7w0'], ['/m/0dqcs3', 'film release regions', '/m/09c7w0'], ['/m/07gbf', 'tv program country of origin', '/m/09c7w0'], ['/m/07h9gp', 'film country of origin', '/m/09c7w0'], ['/m/07h9gp', 'film release regions', '/m/09c7w0'], ['/m/01dw4q', 'country of citizenship', '/m/09c7w0'], ['/m/034ls', 'employer', '/m/09c7w0'], ['/m/0dq3c', 'governments with this position', '/m/09c7w0'], ['/m/0dq3c', 'companies with this job', '/m/09c7w0'], ['/m/012jfb', 'film release regions', '/m/09c7w0'], ['/m/012jfb', 'film country of origin', '/m/09c7w0'], ['/m/0ft18', 'film country of origin', '/m/09c7w0'], ['/m/086k8', 'distributor of', '/m/060v34'], ['/m/0c8tkt', 'film country of origin', '/m/09c7w0'], ['/m/059j2', 'military conflicts with', '/m/09c7w0']]"
9,"[['/m/049mql', 'film country of origin', '/m/03rjj']]","[['/m/04xvlr', 'films with this genre', '/m/049mql'], ['/m/04ljl_l', 'nomination', '/m/049mql'], ['/m/01wxyx1', 'cast member of', '/m/049mql'], ['/m/018mxj', 'phone service location', '/m/03rjj'], ['/m/03rjj', 'contains the administrative territorial entity', '/m/01ngn3'], ['/m/01m13b', 'film country of origin', '/m/03rjj']]","[['/m/04xvlr', 'films with this genre', '/m/05p09dd'], ['/m/04xvlr', 'films with this genre', '/m/02w9k1c'], ['/m/04xvlr', 'films with this genre', '/m/017180'], ['/m/049mql', 'film country of origin', '/m/0345h'], ['/m/049mql', 'film genre', '/m/07s9rl0'], ['/m/0dp7wt', 'award won', '/m/04ljl_l'], ['/m/04ljl_l', 'nomination', '/m/075wx7_'], ['/m/04ljl_l', 'nomination', '/m/07kb7vh'], ['/m/01wxyx1', 'nominated for work', '/m/048vhl'], ['/m/01wxyx1', 'webpage category', '/m/08mbj5d'], ['/m/015f7', 'dated', '/m/01wxyx1'], ['/m/018mxj', 'headquarters citytown', '/m/0fg6k'], ['/m/018mxj', 'phone service language', '/m/02bjrlw'], ['/m/018mxj', 'phone service location', '/m/03spz'], ['/m/01ffx4', 'filming location', '/m/03rjj'], ['/m/03qnvdl', 'film release regions', '/m/03rjj'], ['/m/01ngn3', 'located in', '/m/03rjj'], ['/m/01ngn3', 'location', '/m/03rjj'], ['/m/0fjsl', 'capital of', '/m/01ngn3'], ['/m/01m13b', 'award won', '/m/02y_j8g'], ['/m/01m13b', 'film country of origin', '/m/07ssc'], ['/m/01m13b', 'film country of origin', '/m/06mkj'], ['/m/0dzlbx', 'film release regions', '/m/03rjj']]","[['/m/02w9k1c', 'film country of origin', '/m/03rjj'], ['/m/02bjrlw', 'spoken in country', '/m/03rjj'], ['/m/07ssc', 'military conflicts with', '/m/03rjj']]"
