,zerohop,onehop,twohop,connecting
0,"[['/m/0694j', 'taxonomy entry of', '/m/04n6k']]","[['/m/0778_3', 'headquarters state/province/region', '/m/0694j'], ['/m/0694j', 'gdp nominal currency', '/m/0ptk_'], ['/m/0djlxb', 'filming location', '/m/0694j'], ['/m/03s5t', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'taxonomy entry of', '/m/04n6k'], ['/m/06c0j', 'taxonomy entry of', '/m/04n6k']]","[['/m/09d6p2', 'organizations with this leadership', '/m/0778_3'], ['/m/0778_3', 'webpage category', '/m/08mbj5d'], ['/m/0694j', 'contains the administrative territorial entity', '/m/0778_3'], ['/m/050ks', 'shares border with', '/m/0694j'], ['/m/0fkzq', 'governments with this position', '/m/0694j'], ['/m/0694j', 'contains the administrative territorial entity', '/m/0pmp2'], ['/m/0778_3', 'domestic tuition currency', '/m/0ptk_'], ['/m/0237fw', 'cast member of', '/m/0djlxb'], ['/m/0154qm', 'nominated for work', '/m/0djlxb'], ['/m/0gqyl', 'nomination', '/m/0djlxb'], ['/m/070mff', 'includes representatives from', '/m/03s5t'], ['/m/03s5t', 'contains the administrative territorial entity', '/m/0lwyk'], ['/m/0fkvn', 'governments with this position', '/m/03s5t'], ['/m/06c6l', 'taxonomy entry of', '/m/04n6k'], ['/m/04llb', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'applies to jurisdiction', '/m/09c7w0'], ['/m/07hyk', 'member of organization', '/m/02_l9'], ['/m/07hyk', 'sex or gender', '/m/05zppz'], ['/m/06c0j', 'sex or gender', '/m/05zppz'], ['/m/06ms6', 'notable people in this field', '/m/06c0j'], ['/m/06c0j', 'place of marriage', '/m/0k_q_'], ['/m/05kr_', 'taxonomy entry of', '/m/04n6k']]","[['/m/09c7w0', 'taxonomy entry of', '/m/04n6k'], ['/m/02_l9', 'taxonomy entry of', '/m/04n6k'], ['/m/06ms6', 'taxonomy entry of', '/m/04n6k']]"
1,"[['/m/04sh3', 'taxonomy entry of', '/m/04n6k']]","[['/m/017j69', 'academic discipline', '/m/04sh3'], ['/m/01q460', 'academic discipline', '/m/04sh3'], ['/m/04sh3', 'studied in', '/m/0cd25'], ['/m/03s5t', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'taxonomy entry of', '/m/04n6k'], ['/m/06c0j', 'taxonomy entry of', '/m/04n6k']]","[['/m/017j69', 'notable alumini', '/m/01dvms'], ['/m/017j69', 'academic discipline', '/m/0g4gr'], ['/m/017j69', 'headquarters state/province/region', '/m/03v0t'], ['/m/09vzz', 'academic discipline', '/m/04sh3'], ['/m/03kmyy', 'academic discipline', '/m/04sh3'], ['/m/060c4', 'organizations with this leadership', '/m/01q460'], ['/m/01q460', 'academic discipline', '/m/01r4k'], ['/m/01q460', 'academic discipline', '/m/06n6p'], ['/m/0cd25', 'notable people died in this manner', '/m/02hfp_'], ['/m/0cd25', 'studied in', '/m/04sh3'], ['/m/014mlp', 'conferred by', '/m/0cd25'], ['/m/070mff', 'includes representatives from', '/m/03s5t'], ['/m/03s5t', 'contains the administrative territorial entity', '/m/0lwyk'], ['/m/0fkvn', 'governments with this position', '/m/03s5t'], ['/m/06c6l', 'taxonomy entry of', '/m/04n6k'], ['/m/04llb', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'applies to jurisdiction', '/m/09c7w0'], ['/m/07hyk', 'member of organization', '/m/02_l9'], ['/m/07hyk', 'sex or gender', '/m/05zppz'], ['/m/06c0j', 'sex or gender', '/m/05zppz'], ['/m/06ms6', 'notable people in this field', '/m/06c0j'], ['/m/06c0j', 'place of marriage', '/m/0k_q_'], ['/m/05kr_', 'taxonomy entry of', '/m/04n6k']]","[['/m/0g4gr', 'taxonomy entry of', '/m/04n6k'], ['/m/03v0t', 'taxonomy entry of', '/m/04n6k'], ['/m/06n6p', 'taxonomy entry of', '/m/04n6k'], ['/m/014mlp', 'conferred by', '/m/04sh3'], ['/m/09c7w0', 'taxonomy entry of', '/m/04n6k'], ['/m/02_l9', 'taxonomy entry of', '/m/04n6k'], ['/m/06ms6', 'taxonomy entry of', '/m/04n6k']]"
2,"[['/m/019jw', 'taxonomy entry of', '/m/04n6k']]","[['/m/03s5t', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'taxonomy entry of', '/m/04n6k'], ['/m/06c0j', 'taxonomy entry of', '/m/04n6k']]","[['/m/070mff', 'includes representatives from', '/m/03s5t'], ['/m/03s5t', 'contains the administrative territorial entity', '/m/0lwyk'], ['/m/0fkvn', 'governments with this position', '/m/03s5t'], ['/m/06c6l', 'taxonomy entry of', '/m/04n6k'], ['/m/04llb', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'applies to jurisdiction', '/m/09c7w0'], ['/m/07hyk', 'member of organization', '/m/02_l9'], ['/m/07hyk', 'sex or gender', '/m/05zppz'], ['/m/06c0j', 'sex or gender', '/m/05zppz'], ['/m/06ms6', 'notable people in this field', '/m/06c0j'], ['/m/06c0j', 'place of marriage', '/m/0k_q_'], ['/m/05kr_', 'taxonomy entry of', '/m/04n6k']]","[['/m/09c7w0', 'taxonomy entry of', '/m/04n6k'], ['/m/02_l9', 'taxonomy entry of', '/m/04n6k'], ['/m/06ms6', 'taxonomy entry of', '/m/04n6k']]"
3,"[['/m/06pq6', 'taxonomy entry of', '/m/04n6k']]","[['/m/02g9z1', 'religion or worldview', '/m/06pq6'], ['/m/0m93', 'religion or worldview', '/m/06pq6'], ['/m/06c6l', 'taxonomy entry of', '/m/04n6k'], ['/m/04llb', 'taxonomy entry of', '/m/04n6k'], ['/m/05kr_', 'taxonomy entry of', '/m/04n6k']]","[['/m/02g9z1', 'award received', '/m/02z0dfh'], ['/m/02g9z1', 'religion or worldview', '/m/0flw86'], ['/m/02cbg0', 'nominee of work', '/m/02g9z1'], ['/m/0m93', 'native language', '/m/032f6'], ['/m/043s3', 'influenced by', '/m/0m93'], ['/m/0m93', 'native language', '/m/0jzc'], ['/m/02dwj', 'filming location', '/m/06c6l'], ['/m/0d060g', 'partially coincident with', '/m/06c6l'], ['/m/0d060g', 'contains the administrative territorial entity', '/m/06c6l'], ['/m/03s5t', 'taxonomy entry of', '/m/04n6k'], ['/m/06c0j', 'taxonomy entry of', '/m/04n6k'], ['/m/06lhbl', 'place of death', '/m/04llb'], ['/m/04llb', 'sports teams headquatered here', '/m/02rh_0'], ['/m/04llb', 'webpage category', '/m/08mbj5d'], ['/m/07hyk', 'taxonomy entry of', '/m/04n6k'], ['/m/05kr_', 'shares border with', '/m/02dtg'], ['/m/05kr_', 'shares border with', '/m/05kkh'], ['/m/02dtg', 'shares border with', '/m/05kr_']]","[['/m/0flw86', 'taxonomy entry of', '/m/04n6k'], ['/m/05kkh', 'taxonomy entry of', '/m/04n6k']]"
4,"[['/m/06fhs', 'taxonomy entry of', '/m/04n6k']]","[['/m/06c6l', 'taxonomy entry of', '/m/04n6k'], ['/m/04llb', 'taxonomy entry of', '/m/04n6k'], ['/m/05kr_', 'taxonomy entry of', '/m/04n6k']]","[['/m/02dwj', 'filming location', '/m/06c6l'], ['/m/0d060g', 'partially coincident with', '/m/06c6l'], ['/m/0d060g', 'contains the administrative territorial entity', '/m/06c6l'], ['/m/03s5t', 'taxonomy entry of', '/m/04n6k'], ['/m/06c0j', 'taxonomy entry of', '/m/04n6k'], ['/m/06lhbl', 'place of death', '/m/04llb'], ['/m/04llb', 'sports teams headquatered here', '/m/02rh_0'], ['/m/04llb', 'webpage category', '/m/08mbj5d'], ['/m/07hyk', 'taxonomy entry of', '/m/04n6k'], ['/m/05kr_', 'shares border with', '/m/02dtg'], ['/m/05kr_', 'shares border with', '/m/05kkh'], ['/m/02dtg', 'shares border with', '/m/05kr_']]","[['/m/05kkh', 'taxonomy entry of', '/m/04n6k']]"
5,"[['/m/081yw', 'taxonomy entry of', '/m/04n6k']]","[['/m/081yw', 'contains the administrative territorial entity', '/m/010rvx'], ['/m/018c_r', 'headquarters citytown', '/m/081yw'], ['/m/01h8rk', 'headquarters state/province/region', '/m/081yw'], ['/m/03s5t', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'taxonomy entry of', '/m/04n6k'], ['/m/06c0j', 'taxonomy entry of', '/m/04n6k']]","[['/m/0789n', 'governments with this position', '/m/081yw'], ['/m/081yw', 'gdp nominal currency', '/m/09nqf'], ['/m/018c_r', 'headquarters citytown', '/m/0d9jr'], ['/m/018c_r', 'headquarters state/province/region', '/m/081yw'], ['/m/018c_r', 'phone contact category', '/m/03w5xm'], ['/m/01h8rk', 'academic discipline', '/m/0w7c'], ['/m/070xg', 'school of draft pick', '/m/01h8rk'], ['/m/01h8rk', 'has campus', '/m/01h8rk'], ['/m/081yw', 'contains the administrative territorial entity', '/m/01h8rk'], ['/m/070mff', 'includes representatives from', '/m/03s5t'], ['/m/03s5t', 'contains the administrative territorial entity', '/m/0lwyk'], ['/m/0fkvn', 'governments with this position', '/m/03s5t'], ['/m/06c6l', 'taxonomy entry of', '/m/04n6k'], ['/m/04llb', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'applies to jurisdiction', '/m/09c7w0'], ['/m/07hyk', 'member of organization', '/m/02_l9'], ['/m/07hyk', 'sex or gender', '/m/05zppz'], ['/m/06c0j', 'sex or gender', '/m/05zppz'], ['/m/06ms6', 'notable people in this field', '/m/06c0j'], ['/m/06c0j', 'place of marriage', '/m/0k_q_'], ['/m/05kr_', 'taxonomy entry of', '/m/04n6k']]","[['/m/0d9jr', 'located in state', '/m/081yw'], ['/m/03s5t', 'shares border with', '/m/081yw'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/081yw'], ['/m/09c7w0', 'taxonomy entry of', '/m/04n6k'], ['/m/02_l9', 'taxonomy entry of', '/m/04n6k'], ['/m/06ms6', 'taxonomy entry of', '/m/04n6k']]"
6,"[['/m/08959', 'taxonomy entry of', '/m/04n6k']]","[['/m/08959', 'country of citizenship', '/m/09c7w0'], ['/m/08959', 'marital status', '/m/04ztj'], ['/m/07wdw', 'has politician members', '/m/08959'], ['/m/03s5t', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'taxonomy entry of', '/m/04n6k'], ['/m/06c0j', 'taxonomy entry of', '/m/04n6k']]","[['/m/08959', 'occupation', '/m/0fj9f'], ['/m/08959', 'government position held', '/m/060c4'], ['/m/01xhh5', 'geographic distribution', '/m/09c7w0'], ['/m/09c7w0', 'contains the administrative territorial entity', '/m/01b7lc'], ['/m/0c8tkt', 'film release regions', '/m/09c7w0'], ['/m/09qc1', 'marital status', '/m/04ztj'], ['/m/0pj9t', 'marital status', '/m/04ztj'], ['/m/04ztj', 'ceremony location', '/m/0g1w5'], ['/m/07wdw', 'has politician members', '/m/03_nq'], ['/m/07wdw', 'has politician members', '/m/0835q'], ['/m/08959', 'applies to jurisdiction', '/m/09c7w0'], ['/m/070mff', 'includes representatives from', '/m/03s5t'], ['/m/03s5t', 'contains the administrative territorial entity', '/m/0lwyk'], ['/m/0fkvn', 'governments with this position', '/m/03s5t'], ['/m/06c6l', 'taxonomy entry of', '/m/04n6k'], ['/m/04llb', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'applies to jurisdiction', '/m/09c7w0'], ['/m/07hyk', 'member of organization', '/m/02_l9'], ['/m/07hyk', 'sex or gender', '/m/05zppz'], ['/m/06c0j', 'sex or gender', '/m/05zppz'], ['/m/06ms6', 'notable people in this field', '/m/06c0j'], ['/m/06c0j', 'place of marriage', '/m/0k_q_'], ['/m/05kr_', 'taxonomy entry of', '/m/04n6k']]","[['/m/09c7w0', 'taxonomy entry of', '/m/04n6k'], ['/m/04ztj', 'taxonomy entry of', '/m/04n6k'], ['/m/02_l9', 'taxonomy entry of', '/m/04n6k'], ['/m/06ms6', 'taxonomy entry of', '/m/04n6k']]"
7,"[['/m/02vzc', 'taxonomy entry of', '/m/04n6k']]","[['/m/02vzc', 'participated in olympics', '/m/0jdk_'], ['/m/02vzc', 'participated in', '/m/0jhn7'], ['/m/01f8gz', 'film release regions', '/m/02vzc'], ['/m/03s5t', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'taxonomy entry of', '/m/04n6k'], ['/m/06c0j', 'taxonomy entry of', '/m/04n6k']]","[['/m/0ndsl1x', 'film release regions', '/m/02vzc'], ['/m/0jdk_', 'includes sports', '/m/0bynt'], ['/m/01pj7', 'participated in', '/m/0jdk_'], ['/m/0gj8t_b', 'film release regions', '/m/02vzc'], ['/m/02vzc', 'capital', '/m/03khn'], ['/m/07tp2', 'participated in', '/m/0jhn7'], ['/m/01f8gz', 'film release regions', '/m/0345h'], ['/m/01f8gz', 'film release regions', '/m/0d0vqn'], ['/m/01f8gz', 'film release regions', '/m/05qhw'], ['/m/070mff', 'includes representatives from', '/m/03s5t'], ['/m/03s5t', 'contains the administrative territorial entity', '/m/0lwyk'], ['/m/0fkvn', 'governments with this position', '/m/03s5t'], ['/m/06c6l', 'taxonomy entry of', '/m/04n6k'], ['/m/04llb', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'applies to jurisdiction', '/m/09c7w0'], ['/m/07hyk', 'member of organization', '/m/02_l9'], ['/m/07hyk', 'sex or gender', '/m/05zppz'], ['/m/06c0j', 'sex or gender', '/m/05zppz'], ['/m/06ms6', 'notable people in this field', '/m/06c0j'], ['/m/06c0j', 'place of marriage', '/m/0k_q_'], ['/m/05kr_', 'taxonomy entry of', '/m/04n6k']]","[['/m/0bynt', 'taxonomy entry of', '/m/04n6k'], ['/m/0bynt', 'countries playing this sport', '/m/02vzc'], ['/m/01pj7', 'military conflicts with', '/m/02vzc'], ['/m/07tp2', 'taxonomy entry of', '/m/04n6k'], ['/m/0345h', 'taxonomy entry of', '/m/04n6k'], ['/m/0d0vqn', 'shares border with', '/m/02vzc'], ['/m/0d0vqn', 'taxonomy entry of', '/m/04n6k'], ['/m/05qhw', 'taxonomy entry of', '/m/04n6k'], ['/m/09c7w0', 'taxonomy entry of', '/m/04n6k'], ['/m/02_l9', 'taxonomy entry of', '/m/04n6k'], ['/m/06ms6', 'taxonomy entry of', '/m/04n6k']]"
8,"[['/m/059t8', 'taxonomy entry of', '/m/04n6k']]","[['/m/04fhps', 'includes representatives from', '/m/059t8'], ['/m/059t8', 'shares border with', '/m/0694j'], ['/m/04lgybj', 'includes representatives from', '/m/059t8'], ['/m/03s5t', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'taxonomy entry of', '/m/04n6k'], ['/m/06c0j', 'taxonomy entry of', '/m/04n6k']]","[['/m/04fhps', 'legislative member overlap with', '/m/01gvxh'], ['/m/04fhps', 'includes representatives from', '/m/05rh2'], ['/m/04fhps', 'includes representatives from', '/m/059ts'], ['/m/059t8', 'contains the administrative territorial entity', '/m/0xxc'], ['/m/0778_3', 'headquarters state/province/region', '/m/0694j'], ['/m/0694j', 'gdp nominal currency', '/m/0ptk_'], ['/m/0djlxb', 'filming location', '/m/0694j'], ['/m/0x2sv', 'legislative sessions', '/m/04lgybj'], ['/m/04lgybj', 'legislative member overlap with', '/m/034_7s'], ['/m/01k165', 'parliamentary term', '/m/04lgybj'], ['/m/070mff', 'includes representatives from', '/m/03s5t'], ['/m/03s5t', 'contains the administrative territorial entity', '/m/0lwyk'], ['/m/0fkvn', 'governments with this position', '/m/03s5t'], ['/m/06c6l', 'taxonomy entry of', '/m/04n6k'], ['/m/04llb', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'applies to jurisdiction', '/m/09c7w0'], ['/m/07hyk', 'member of organization', '/m/02_l9'], ['/m/07hyk', 'sex or gender', '/m/05zppz'], ['/m/06c0j', 'sex or gender', '/m/05zppz'], ['/m/06ms6', 'notable people in this field', '/m/06c0j'], ['/m/06c0j', 'place of marriage', '/m/0k_q_'], ['/m/05kr_', 'taxonomy entry of', '/m/04n6k']]","[['/m/01gvxh', 'includes representatives from', '/m/059t8'], ['/m/05rh2', 'taxonomy entry of', '/m/04n6k'], ['/m/059ts', 'taxonomy entry of', '/m/04n6k'], ['/m/0694j', 'taxonomy entry of', '/m/04n6k'], ['/m/0694j', 'shares border with', '/m/059t8'], ['/m/09c7w0', 'taxonomy entry of', '/m/04n6k'], ['/m/02_l9', 'taxonomy entry of', '/m/04n6k'], ['/m/06ms6', 'taxonomy entry of', '/m/04n6k']]"
9,"[['/m/04hvw', 'taxonomy entry of', '/m/04n6k']]","[['/m/01cgz', 'countries playing this sport', '/m/04hvw'], ['/m/01lb14', 'countries playing this sport', '/m/04hvw'], ['/m/06z6r', 'countries playing this sport', '/m/04hvw'], ['/m/03s5t', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'taxonomy entry of', '/m/04n6k'], ['/m/06c0j', 'taxonomy entry of', '/m/04n6k']]","[['/m/01cgz', 'countries playing this sport', '/m/07twz'], ['/m/01cgz', 'countries playing this sport', '/m/019pcs'], ['/m/09x3r', 'includes sports', '/m/01cgz'], ['/m/04hvw', 'member of organization', '/m/0b6css'], ['/m/01lb14', 'countries playing this sport', '/m/05bmq'], ['/m/01lb14', 'countries playing this sport', '/m/03gj2'], ['/m/01lb14', 'countries playing this sport', '/m/03__y'], ['/m/04hvw', 'gdp nominal currency', '/m/09nqf'], ['/m/06z6r', 'countries playing this sport', '/m/088q4'], ['/m/06z6r', 'countries playing this sport', '/m/0k6nt'], ['/m/06z6r', 'countries playing this sport', '/m/01rxw'], ['/m/070mff', 'includes representatives from', '/m/03s5t'], ['/m/03s5t', 'contains the administrative territorial entity', '/m/0lwyk'], ['/m/0fkvn', 'governments with this position', '/m/03s5t'], ['/m/06c6l', 'taxonomy entry of', '/m/04n6k'], ['/m/04llb', 'taxonomy entry of', '/m/04n6k'], ['/m/07hyk', 'applies to jurisdiction', '/m/09c7w0'], ['/m/07hyk', 'member of organization', '/m/02_l9'], ['/m/07hyk', 'sex or gender', '/m/05zppz'], ['/m/06c0j', 'sex or gender', '/m/05zppz'], ['/m/06ms6', 'notable people in this field', '/m/06c0j'], ['/m/06c0j', 'place of marriage', '/m/0k_q_'], ['/m/05kr_', 'taxonomy entry of', '/m/04n6k']]","[['/m/07twz', 'taxonomy entry of', '/m/04n6k'], ['/m/019pcs', 'taxonomy entry of', '/m/04n6k'], ['/m/03gj2', 'taxonomy entry of', '/m/04n6k'], ['/m/03__y', 'taxonomy entry of', '/m/04n6k'], ['/m/088q4', 'taxonomy entry of', '/m/04n6k'], ['/m/0k6nt', 'taxonomy entry of', '/m/04n6k'], ['/m/09c7w0', 'taxonomy entry of', '/m/04n6k'], ['/m/02_l9', 'taxonomy entry of', '/m/04n6k'], ['/m/06ms6', 'taxonomy entry of', '/m/04n6k']]"
