,zerohop,onehop,twohop,connecting
0,"[['/m/07vfqj', 'member of sports team', '/m/0266sb_']]","[['/m/07vfqj', 'current member of sports team', '/m/01gjlw'], ['/m/07vfqj', 'place of birth', '/m/01vskn'], ['/m/07vfqj', 'occupation', '/m/0gl2ny2'], ['/m/0dgrmp', 'sports teams with this position', '/m/0266sb_'], ['/m/0266sb_', 'sport', '/m/02vx4'], ['/m/0266sb_', 'position currenlty played on football team', '/m/02_j1w']]","[['/m/07vfqj', 'current member of sports team', '/m/0425c5'], ['/m/02sdk9v', 'sports teams with this position', '/m/01gjlw'], ['/m/01gjlw', 'position currently played on soccer team', '/m/02sdk9v'], ['/m/07vfqj', 'residence', '/m/01vskn'], ['/m/051n13', 'position currently played on soccer team', '/m/0dgrmp'], ['/m/01cw13', 'position currenlty played on football team', '/m/0dgrmp'], ['/m/0906w9', 'position currently played on soccer team', '/m/0dgrmp'], ['/m/0266sb_', 'position currently played on soccer team', '/m/02sdk9v'], ['/m/02nzb8', 'sports teams with this position', '/m/0266sb_'], ['/m/03gbty', 'sport', '/m/02vx4'], ['/m/06l22', 'sport', '/m/02vx4'], ['/m/02bh_v', 'sport', '/m/02vx4'], ['/m/0266sb_', 'position currenlty played on football team', '/m/02sdk9v'], ['/m/03n5v', 'position currently played on soccer team', '/m/02_j1w'], ['/m/03j6_5', 'position currently played on soccer team', '/m/02_j1w'], ['/m/02_j1w', 'sports teams with this position', '/m/03__77']]","[['/m/02sdk9v', 'sports teams with this position', '/m/0266sb_'], ['/m/02vx4', 'notable athelets', '/m/07vfqj'], ['/m/02_j1w', 'sports teams with this position', '/m/0266sb_']]"
1,"[['/m/0g9zjp', 'member of sports team', '/m/01x4wq']]","[['/m/0g9zjp', 'member of sports team', '/m/0j2jr'], ['/m/0g9zjp', 'member of sports team', '/m/025czw'], ['/m/0g9zjp', 'current member of sports team', '/m/02ryyk'], ['/m/02nzb8', 'sports teams with this position', '/m/01x4wq'], ['/m/01x4wq', 'sport', '/m/02vx4'], ['/m/01x4wq', 'position currently played on soccer team', '/m/02_j1w']]","[['/m/02vx4', 'notable athelets', '/m/0g9zjp'], ['/m/0j2jr', 'position currenlty played on football team', '/m/02nzb8'], ['/m/0g9zjp', 'member of sports team', '/m/02b1gz'], ['/m/02sdk9v', 'sports teams with this position', '/m/025czw'], ['/m/0dgrmp', 'sports teams with this position', '/m/025czw'], ['/m/02sdk9v', 'sports teams with this position', '/m/02ryyk'], ['/m/02nzb8', 'sports teams with this position', '/m/02ryyk'], ['/m/0dgrmp', 'sports teams with this position', '/m/02ryyk'], ['/m/07c2wt', 'position currenlty played on football team', '/m/02nzb8'], ['/m/02nzb8', 'sports teams with this position', '/m/01kkk4'], ['/m/07q9q2', 'position currenlty played on football team', '/m/02nzb8'], ['/m/07zr66', 'member of sports team', '/m/01x4wq'], ['/m/0d1swh', 'current member of sports team', '/m/01x4wq'], ['/m/03gbty', 'sport', '/m/02vx4'], ['/m/06l22', 'sport', '/m/02vx4'], ['/m/02bh_v', 'sport', '/m/02vx4']]","[['/m/02sdk9v', 'sports teams with this position', '/m/01x4wq'], ['/m/0dgrmp', 'sports teams with this position', '/m/01x4wq']]"
2,"[['/m/02y0dd', 'member of sports team', '/m/01xn7x1']]","[['/m/02y0dd', 'current member of sports team', '/m/02ryyk'], ['/m/02y0dd', 'sex or gender', '/m/05zppz'], ['/m/02y0dd', 'member of sports team', '/m/03x6m'], ['/m/02_j1w', 'sports teams with this position', '/m/01xn7x1'], ['/m/01xn7x1', 'sports team official color', '/m/01g5v'], ['/m/07h1h5', 'current member of sports team', '/m/01xn7x1']]","[['/m/02y0dd', 'country of citizenship', '/m/03rt9'], ['/m/02y0dd', 'current member of sports team', '/m/01xn7x1'], ['/m/02y0dd', 'current member of sports team', '/m/01fwqn'], ['/m/02sdk9v', 'sports teams with this position', '/m/02ryyk'], ['/m/0dgrmp', 'sports teams with this position', '/m/02ryyk'], ['/m/03n5v', 'position currently played on soccer team', '/m/02_j1w'], ['/m/03j6_5', 'position currently played on soccer team', '/m/02_j1w'], ['/m/05gsd2', 'position currently played on soccer team', '/m/02_j1w'], ['/m/02sdk9v', 'sports teams with this position', '/m/01xn7x1'], ['/m/0dgrmp', 'sports teams with this position', '/m/01xn7x1'], ['/m/07h1h5', 'current member of sports team', '/m/01rlzn'], ['/m/07h1h5', 'member of sports team', '/m/02q1hz'], ['/m/02vx4', 'notable athelets', '/m/07h1h5'], ['/m/01xn7x1', 'position currenlty played on football team', '/m/02nzb8']]","[['/m/07h1h5', 'member of sports team', '/m/01xn7x1']]"
3,"[['/m/02qny_', 'member of sports team', '/m/02s9vc']]","[['/m/02qny_', 'occupation', '/m/0gl2ny2'], ['/m/02qny_', 'marital status', '/m/04ztj'], ['/m/02qny_', 'current member of sports team', '/m/0175rc'], ['/m/02s9vc', 'national team has member from clubs', '/m/06ls0l'], ['/m/02s9vc', 'sport', '/m/02vx4'], ['/m/02s9vc', 'national team has member from clubs', '/m/02_lt']]","[['/m/02qny_', 'sex or gender', '/m/05zppz'], ['/m/02qny_', 'member of sports team', '/m/0mmd6'], ['/m/02qny_', 'member of sports team', '/m/02hzx8'], ['/m/0175rc', 'position currenlty played on football team', '/m/02_j1w'], ['/m/02qny_', 'member of sports team', '/m/0175rc'], ['/m/02s9vc', 'national team has member from clubs', '/m/0mmd6'], ['/m/02s9vc', 'position currently played on soccer team', '/m/02sdk9v'], ['/m/06ls0l', 'position currenlty played on football team', '/m/02_j1w'], ['/m/0dgrmp', 'sports teams with this position', '/m/06ls0l'], ['/m/02s9vc', 'national team has member from clubs', '/m/01k2yr'], ['/m/03gbty', 'sport', '/m/02vx4'], ['/m/06l22', 'sport', '/m/02vx4'], ['/m/02bh_v', 'sport', '/m/02vx4'], ['/m/02_j1w', 'sports teams with this position', '/m/02_lt']]","[['/m/02_j1w', 'sports teams with this position', '/m/02s9vc'], ['/m/0dgrmp', 'sports teams with this position', '/m/02s9vc'], ['/m/02vx4', 'notable athelets', '/m/02qny_']]"
4,"[['/m/09ntbc', 'member of sports team', '/m/02b17t']]","[['/m/09ntbc', 'occupation', '/m/0gl2ny2'], ['/m/09ntbc', 'current member of sports team', '/m/034_t5'], ['/m/09ntbc', 'country of citizenship', '/m/0ctw_b'], ['/m/09ntbc', 'current member of sports team', '/m/02b17t'], ['/m/02b17t', 'position currenlty played on football team', '/m/02nzb8'], ['/m/02_j1w', 'sports teams with this position', '/m/02b17t']]","[['/m/09ntbc', 'member of sports team', '/m/01x4wq'], ['/m/09ntbc', 'member of sports team', '/m/04mrfv'], ['/m/09ntbc', 'member of sports team', '/m/034_t5'], ['/m/02sdk9v', 'sports teams with this position', '/m/034_t5'], ['/m/0b7l1f', 'member of sports team', '/m/02b17t'], ['/m/03n5v', 'position currently played on soccer team', '/m/02_j1w'], ['/m/03j6_5', 'position currently played on soccer team', '/m/02_j1w'], ['/m/02_j1w', 'sports teams with this position', '/m/03__77'], ['/m/02b17t', 'position currenlty played on football team', '/m/02_j1w']]","[['/m/02sdk9v', 'sports teams with this position', '/m/02b17t']]"
5,"[['/m/0bhtzw', 'member of sports team', '/m/051n13']]","[['/m/0bhtzw', 'member of sports team', '/m/014nzp'], ['/m/0bhtzw', 'current member of sports team', '/m/049dzz'], ['/m/0bhtzw', 'current member of sports team', '/m/029q3k'], ['/m/051n13', 'position currenlty played on football team', '/m/02sdk9v'], ['/m/051n13', 'position currently played on soccer team', '/m/02sdk9v'], ['/m/02_j1w', 'sports teams with this position', '/m/051n13']]","[['/m/0bhtzw', 'sex or gender', '/m/05zppz'], ['/m/0bhtzw', 'place of birth', '/m/018f94'], ['/m/0bhtzw', 'current member of sports team', '/m/014nzp'], ['/m/02nzb8', 'sports teams with this position', '/m/049dzz'], ['/m/0bhtzw', 'member of sports team', '/m/029q3k'], ['/m/029q3k', 'position currenlty played on football team', '/m/0dgrmp'], ['/m/02_j1w', 'sports teams with this position', '/m/029q3k'], ['/m/0bhtzw', 'current member of sports team', '/m/051n13'], ['/m/051n13', 'position currently played on soccer team', '/m/0dgrmp'], ['/m/088_9g', 'position currently played on soccer team', '/m/02sdk9v'], ['/m/03ff65', 'position currenlty played on football team', '/m/02sdk9v'], ['/m/06c7mk', 'position currenlty played on football team', '/m/02sdk9v'], ['/m/02nzb8', 'sports teams with this position', '/m/051n13'], ['/m/03n5v', 'position currently played on soccer team', '/m/02_j1w'], ['/m/03j6_5', 'position currently played on soccer team', '/m/02_j1w'], ['/m/05gsd2', 'position currently played on soccer team', '/m/02_j1w']]","[['/m/0dgrmp', 'sports teams with this position', '/m/051n13'], ['/m/02sdk9v', 'sports teams with this position', '/m/051n13']]"
6,"[['/m/0457w0', 'member of sports team', '/m/01zhs3']]","[['/m/0457w0', 'sex or gender', '/m/05zppz'], ['/m/0457w0', 'current member of sports team', '/m/0k_l4'], ['/m/0457w0', 'member of sports team', '/m/027ffq'], ['/m/01zhs3', 'sports team official color', '/m/083jv'], ['/m/0g9zjp', 'member of sports team', '/m/01zhs3'], ['/m/0g9zjp', 'current member of sports team', '/m/01zhs3']]","[['/m/0457w0', 'member of sports team', '/m/01z1r'], ['/m/0457w0', 'place of birth', '/m/09b8m'], ['/m/0457w0', 'current member of sports team', '/m/027ffq'], ['/m/0k_l4', 'position currenlty played on football team', '/m/02nzb8'], ['/m/027ffq', 'position currently played on soccer team', '/m/0dgrmp'], ['/m/027ffq', 'position currenlty played on football team', '/m/02nzb8'], ['/m/0dgrmp', 'sports teams with this position', '/m/027ffq'], ['/m/01zhs3', 'position currenlty played on football team', '/m/02sdk9v'], ['/m/083qy7', 'member of sports team', '/m/01zhs3'], ['/m/0g9zjp', 'member of sports team', '/m/0j2jr'], ['/m/0g9zjp', 'member of sports team', '/m/025czw'], ['/m/0g9zjp', 'current member of sports team', '/m/02ryyk'], ['/m/0g9zjp', 'member of sports team', '/m/02b1gz'], ['/m/05_6_y', 'member of sports team', '/m/01zhs3']]","[['/m/02nzb8', 'sports teams with this position', '/m/01zhs3'], ['/m/0dgrmp', 'sports teams with this position', '/m/01zhs3']]"
7,"[['/m/04v68c', 'member of sports team', '/m/0j47s']]","[['/m/04v68c', 'current member of sports team', '/m/0ckf6'], ['/m/04v68c', 'current member of sports team', '/m/02029f'], ['/m/04v68c', 'member of sports team', '/m/0cj_v7'], ['/m/05_6_y', 'member of sports team', '/m/0j47s'], ['/m/0j47s', 'phone service language', '/m/02h40lc'], ['/m/0j47s', 'phone service location', '/m/07ssc']]","[['/m/04v68c', 'current member of sports team', '/m/06jd89'], ['/m/0784v1', 'member of sports team', '/m/0ckf6'], ['/m/04v68c', 'current member of sports team', '/m/050fh'], ['/m/04v68c', 'member of sports team', '/m/02029f'], ['/m/04v68c', 'member of sports team', '/m/0272vm'], ['/m/05_6_y', 'country of citizenship', '/m/07ssc'], ['/m/05_6_y', 'current member of sports team', '/m/0j47s'], ['/m/05_6_y', 'member of sports team', '/m/01zhs3'], ['/m/02_j1w', 'sports teams with this position', '/m/0j47s'], ['/m/0j47s', 'phone contact category', '/m/03w5xm']]","[['/m/0784v1', 'current member of sports team', '/m/0j47s']]"
8,"[['/m/0bn9sc', 'member of sports team', '/m/04ltf']]","[['/m/0bn9sc', 'member of sports team', '/m/02b10g'], ['/m/0bn9sc', 'current member of sports team', '/m/04ltf'], ['/m/0bn9sc', 'member of sports team', '/m/01rl_3'], ['/m/02bh_v', 'national team has member from clubs', '/m/04ltf'], ['/m/02rnns', 'member of sports team', '/m/04ltf'], ['/m/02y0dd', 'member of sports team', '/m/04ltf']]","[['/m/0bn9sc', 'marital status', '/m/01g63y'], ['/m/0bn9sc', 'current member of sports team', '/m/0cj_v7'], ['/m/02s2lg', 'national team has member from clubs', '/m/04ltf'], ['/m/0bn9sc', 'current member of sports team', '/m/03fhml'], ['/m/02bh_v', 'position currenlty played on football team', '/m/0dgrmp'], ['/m/02bh_v', 'position currenlty played on football team', '/m/02sdk9v'], ['/m/02bh_v', 'position currenlty played on football team', '/m/02nzb8'], ['/m/02rnns', 'current member of sports team', '/m/02s2ys'], ['/m/02rnns', 'current member of sports team', '/m/01kwhf'], ['/m/02rnns', 'country of citizenship', '/m/0j5g9'], ['/m/02w64f', 'national team has member from clubs', '/m/04ltf'], ['/m/02y0dd', 'country of citizenship', '/m/03rt9'], ['/m/02y0dd', 'current member of sports team', '/m/01xn7x1'], ['/m/02y0dd', 'current member of sports team', '/m/01fwqn']]","[['/m/02sdk9v', 'sports teams with this position', '/m/04ltf'], ['/m/02y0dd', 'current member of sports team', '/m/04ltf']]"
9,"[['/m/07vfqj', 'member of sports team', '/m/0xbm']]","[['/m/07vfqj', 'current member of sports team', '/m/0425c5'], ['/m/07vfqj', 'member of sports team', '/m/0266sb_'], ['/m/07vfqj', 'residence', '/m/01vskn'], ['/m/0dq_5', 'organizations with this leadership', '/m/0xbm'], ['/m/0xbm', 'phone service location', '/m/07ssc'], ['/m/0xbm', 'position currenlty played on football team', '/m/0dgrmp']]","[['/m/07vfqj', 'current member of sports team', '/m/01gjlw'], ['/m/07vfqj', 'occupation', '/m/0gl2ny2'], ['/m/07vfqj', 'place of birth', '/m/01vskn'], ['/m/0dgrmp', 'sports teams with this position', '/m/0266sb_'], ['/m/0266sb_', 'sport', '/m/02vx4'], ['/m/0266sb_', 'position currenlty played on football team', '/m/02_j1w'], ['/m/0dq_5', 'organizations with this leadership', '/m/02bm1v'], ['/m/0dq_5', 'organizations with this leadership', '/m/056ws9'], ['/m/0dq_5', 'organizations with this leadership', '/m/064r9cb'], ['/m/0xbm', 'sports team official color', '/m/06fvc'], ['/m/0dgrmp', 'sports teams with this position', '/m/0xbm'], ['/m/051n13', 'position currently played on soccer team', '/m/0dgrmp'], ['/m/01cw13', 'position currenlty played on football team', '/m/0dgrmp'], ['/m/0906w9', 'position currently played on soccer team', '/m/0dgrmp']]","[['/m/02vx4', 'notable athelets', '/m/07vfqj'], ['/m/02_j1w', 'sports teams with this position', '/m/0xbm']]"
