,zerohop,onehop,twohop,connecting
0,"[['/m/06dfz1', 'language of tv program', '/m/064_8sq']]","[['/m/0162c8', 'nominated for work', '/m/06dfz1'], ['/m/06dfz1', 'tv program genre', '/m/07s9rl0'], ['/m/043q6n_', 'nominated for work', '/m/06dfz1'], ['/m/01s753', 'academic discipline', '/m/064_8sq'], ['/m/014mlp', 'conferred by', '/m/064_8sq'], ['/m/02kcz', 'official language', '/m/064_8sq']]","[['/m/0162c8', 'sexual relationships', '/m/015z4j'], ['/m/0162c8', 'nominated alongside', '/m/02_340'], ['/m/0162c8', 'director of', '/m/033qdy'], ['/m/06dfz1', 'tv program genre', '/m/01htzx'], ['/m/043q6n_', 'nominated alongside', '/m/03h304l'], ['/m/0n6ds', 'film producer', '/m/043q6n_'], ['/m/025n07', 'film producer', '/m/043q6n_'], ['/m/06dfz1', 'tv program cast member', '/m/06t74h'], ['/m/014mlp', 'insitutions offering this academic degree', '/m/01s753'], ['/m/01s753', 'international tuition currency', '/m/01nv4h'], ['/m/01s753', 'academic discipline', '/m/02j62'], ['/m/08s6mr', 'language of film', '/m/064_8sq'], ['/m/0d7vtk', 'language of film', '/m/064_8sq'], ['/m/014mlp', 'notable people with this academic degree', '/m/0kst7v'], ['/m/014mlp', 'conferred by', '/m/0193x'], ['/m/014mlp', 'notable people with this academic degree', '/m/02r34n'], ['/m/02kcz', 'taxonomy entry of', '/m/04n6k'], ['/m/02kcz', 'administrative area type', '/m/0hzc9wc'], ['/m/03548', 'shares border with', '/m/02kcz'], ['/m/03_xj', 'official language', '/m/064_8sq']]","[['/m/0162c8', 'producer of', '/m/06dfz1'], ['/m/033qdy', 'language of film', '/m/064_8sq'], ['/m/043q6n_', 'producer of', '/m/06dfz1'], ['/m/03548', 'official language', '/m/064_8sq']]"
1,"[['/m/0283ph', 'language of tv program', '/m/02h40lc']]","[['/m/0283ph', 'tv program genre', '/m/0hcr'], ['/m/0283ph', 'language of tv program', '/m/03_9r'], ['/m/0283ph', 'tv program genre', '/m/06n90'], ['/m/01gglm', 'language of film', '/m/02h40lc'], ['/m/0dl6fv', 'language of tv program', '/m/02h40lc'], ['/m/01kff7', 'language of film', '/m/02h40lc']]","[['/m/014mlp', 'conferred by', '/m/0hcr'], ['/m/043qqt5', 'tv program genre', '/m/0hcr'], ['/m/0283ph', 'tv program genre', '/m/0jxy'], ['/m/060__7', 'language of film', '/m/03_9r'], ['/m/01hv3t', 'film genre', '/m/06n90'], ['/m/065_cjc', 'film genre', '/m/06n90'], ['/m/03cf9ly', 'tv program genre', '/m/06n90'], ['/m/01gglm', 'film written by', '/m/05kfs'], ['/m/0bj9k', 'cast member of', '/m/01gglm'], ['/m/01gglm', 'nominee of work', '/m/0bksh'], ['/m/02754c9', 'language of film', '/m/02h40lc'], ['/m/08720', 'language of film', '/m/02h40lc'], ['/m/0dl6fv', 'tv program genre', '/m/04xvh5'], ['/m/0dl6fv', 'film country of origin', '/m/07ssc'], ['/m/0dl6fv', 'tv program cast member', '/m/01tzm9'], ['/m/01kff7', 'film genre', '/m/0556j8'], ['/m/01kff7', 'film crew role', '/m/01pvkk'], ['/m/01kff7', 'film crew role', '/m/014kbl'], ['/m/01rp13', 'language of tv program', '/m/02h40lc']]","[['/m/014mlp', 'conferred by', '/m/02h40lc'], ['/m/043qqt5', 'language of tv program', '/m/02h40lc'], ['/m/060__7', 'language of film', '/m/02h40lc'], ['/m/01hv3t', 'language of film', '/m/02h40lc'], ['/m/065_cjc', 'language of film', '/m/02h40lc'], ['/m/03cf9ly', 'language of tv program', '/m/02h40lc'], ['/m/07ssc', 'official language', '/m/02h40lc'], ['/m/01tzm9', 'native language', '/m/02h40lc']]"
2,"[['/m/07gbf', 'language of tv program', '/m/02h40lc']]","[['/m/0bdw6t', 'nomination', '/m/07gbf'], ['/m/01dbgw', 'nominated for work', '/m/07gbf'], ['/m/07gbf', 'tv program cast member', '/m/01k8rb'], ['/m/02754c9', 'language of film', '/m/02h40lc'], ['/m/08720', 'language of film', '/m/02h40lc'], ['/m/01kff7', 'language of film', '/m/02h40lc']]","[['/m/030p35', 'award won', '/m/0bdw6t'], ['/m/048hf', 'award received', '/m/0bdw6t'], ['/m/0bdw6t', 'nomination', '/m/0pc_l'], ['/m/07gbf', 'tv program genre', '/m/07s9rl0'], ['/m/07gbf', 'tv program genre', '/m/0lsxr'], ['/m/01dbgw', 'cast member of', '/m/0ct5zc'], ['/m/01dbgw', 'nominated for work', '/m/0283_zv'], ['/m/01dbgw', 'award received', '/m/0gqyl'], ['/m/07gbf', 'nominee of work', '/m/026dx'], ['/m/02754c9', 'nominee of work', '/m/03qhyn8'], ['/m/02754c9', 'film country of origin', '/m/09c7w0'], ['/m/05b1610', 'nomination', '/m/02754c9'], ['/m/01gglm', 'language of film', '/m/02h40lc'], ['/m/08720', 'film release regions', '/m/05b4w'], ['/m/08720', 'nominee of work', '/m/027y151'], ['/m/08720', 'award won', '/m/02g3ft'], ['/m/0dl6fv', 'language of tv program', '/m/02h40lc'], ['/m/01kff7', 'film genre', '/m/0556j8'], ['/m/01kff7', 'film crew role', '/m/01pvkk'], ['/m/01kff7', 'film crew role', '/m/014kbl'], ['/m/01rp13', 'language of tv program', '/m/02h40lc']]","[['/m/030p35', 'language of tv program', '/m/02h40lc'], ['/m/048hf', 'nominated for work', '/m/07gbf'], ['/m/0pc_l', 'language of tv program', '/m/02h40lc'], ['/m/0ct5zc', 'language of film', '/m/02h40lc'], ['/m/0283_zv', 'language of film', '/m/02h40lc']]"
3,"[['/m/02md2d', 'language of tv program', '/m/02h40lc']]","[['/m/0bdw6t', 'nomination', '/m/02md2d'], ['/m/02md2d', 'nominee of work', '/m/05gnf'], ['/m/02md2d', 'tv program genre', '/m/01t_vv'], ['/m/01gglm', 'language of film', '/m/02h40lc'], ['/m/0dl6fv', 'language of tv program', '/m/02h40lc'], ['/m/01kff7', 'language of film', '/m/02h40lc']]","[['/m/030p35', 'award won', '/m/0bdw6t'], ['/m/048hf', 'award received', '/m/0bdw6t'], ['/m/0bdw6t', 'nomination', '/m/0pc_l'], ['/m/02md2d', 'award won', '/m/0bdw6t'], ['/m/02md2d', 'tv program cast member', '/m/06bzwt'], ['/m/05gnf', 'aired tv programs', '/m/0cpz4k'], ['/m/06gst', 'owner of', '/m/05gnf'], ['/m/05c1t6z', 'award winners', '/m/05gnf'], ['/m/0g69lg', 'producer of', '/m/02md2d'], ['/m/0h1x5f', 'film genre', '/m/01t_vv'], ['/m/016mhd', 'film genre', '/m/01t_vv'], ['/m/0m313', 'film genre', '/m/01t_vv'], ['/m/01gglm', 'film written by', '/m/05kfs'], ['/m/0bj9k', 'cast member of', '/m/01gglm'], ['/m/01gglm', 'nominee of work', '/m/0bksh'], ['/m/02754c9', 'language of film', '/m/02h40lc'], ['/m/08720', 'language of film', '/m/02h40lc'], ['/m/0dl6fv', 'tv program genre', '/m/04xvh5'], ['/m/0dl6fv', 'film country of origin', '/m/07ssc'], ['/m/0dl6fv', 'tv program cast member', '/m/01tzm9'], ['/m/01kff7', 'film genre', '/m/0556j8'], ['/m/01kff7', 'film crew role', '/m/01pvkk'], ['/m/01kff7', 'film crew role', '/m/014kbl'], ['/m/01rp13', 'language of tv program', '/m/02h40lc']]","[['/m/030p35', 'language of tv program', '/m/02h40lc'], ['/m/0pc_l', 'language of tv program', '/m/02h40lc'], ['/m/05gnf', 'aired tv programs', '/m/02md2d'], ['/m/0cpz4k', 'language of tv program', '/m/02h40lc'], ['/m/0h1x5f', 'language of film', '/m/02h40lc'], ['/m/016mhd', 'language of film', '/m/02h40lc'], ['/m/0m313', 'language of film', '/m/02h40lc'], ['/m/07ssc', 'official language', '/m/02h40lc'], ['/m/01tzm9', 'native language', '/m/02h40lc']]"
4,"[['/m/02qjv1p', 'language of tv program', '/m/02h40lc']]","[['/m/0415svh', 'producer of', '/m/02qjv1p'], ['/m/025y9fn', 'nominated for work', '/m/02qjv1p'], ['/m/04xvlr', 'films with this genre', '/m/02qjv1p'], ['/m/01gglm', 'language of film', '/m/02h40lc'], ['/m/0dl6fv', 'language of tv program', '/m/02h40lc'], ['/m/01kff7', 'language of film', '/m/02h40lc']]","[['/m/0gmblvq', 'film producer', '/m/0415svh'], ['/m/0gmblvq', 'executive producer', '/m/0415svh'], ['/m/09w6br', 'film producer', '/m/0415svh'], ['/m/01z77k', 'films with this genre', '/m/02qjv1p'], ['/m/025y9fn', 'nominated for work', '/m/07g9f'], ['/m/025y9fn', 'nominated alongside', '/m/01gp_x'], ['/m/02q5xsx', 'nominated alongside', '/m/025y9fn'], ['/m/04m_zp', 'nominated for work', '/m/02qjv1p'], ['/m/02qjv1p', 'film genre', '/m/082gq'], ['/m/04xvlr', 'films with this genre', '/m/05p09dd'], ['/m/04xvlr', 'films with this genre', '/m/02w9k1c'], ['/m/04xvlr', 'films with this genre', '/m/017180'], ['/m/01gglm', 'film written by', '/m/05kfs'], ['/m/0bj9k', 'cast member of', '/m/01gglm'], ['/m/01gglm', 'nominee of work', '/m/0bksh'], ['/m/02754c9', 'language of film', '/m/02h40lc'], ['/m/08720', 'language of film', '/m/02h40lc'], ['/m/0dl6fv', 'tv program genre', '/m/04xvh5'], ['/m/0dl6fv', 'film country of origin', '/m/07ssc'], ['/m/0dl6fv', 'tv program cast member', '/m/01tzm9'], ['/m/01kff7', 'film genre', '/m/0556j8'], ['/m/01kff7', 'film crew role', '/m/01pvkk'], ['/m/01kff7', 'film crew role', '/m/014kbl'], ['/m/01rp13', 'language of tv program', '/m/02h40lc']]","[['/m/0gmblvq', 'language of film', '/m/02h40lc'], ['/m/0415svh', 'nominated for work', '/m/02qjv1p'], ['/m/09w6br', 'language of film', '/m/02h40lc'], ['/m/05p09dd', 'language of film', '/m/02h40lc'], ['/m/02w9k1c', 'language of film', '/m/02h40lc'], ['/m/017180', 'language of film', '/m/02h40lc'], ['/m/07ssc', 'official language', '/m/02h40lc'], ['/m/01tzm9', 'native language', '/m/02h40lc']]"
5,"[['/m/0304nh', 'language of tv program', '/m/02h40lc']]","[['/m/020ffd', 'nominated for work', '/m/0304nh'], ['/m/0304nh', 'tv program genre', '/m/0m1xv'], ['/m/0304nh', 'award won', '/m/04fgkf_'], ['/m/01gglm', 'language of film', '/m/02h40lc'], ['/m/0dl6fv', 'language of tv program', '/m/02h40lc'], ['/m/01kff7', 'language of film', '/m/02h40lc']]","[['/m/05f7snc', 'award shared with', '/m/020ffd'], ['/m/049_zz', 'award shared with', '/m/020ffd'], ['/m/020ffd', 'award shared with', '/m/05f7snc'], ['/m/01xcr4', 'nominated for work', '/m/0304nh'], ['/m/01h1bf', 'tv program genre', '/m/0m1xv'], ['/m/0275kr', 'tv program genre', '/m/0m1xv'], ['/m/020ffd', 'regularly appeared on tv programs', '/m/0304nh'], ['/m/04fgkf_', 'part of award ceremony', '/m/0gkxgfq'], ['/m/04fgkf_', 'award received by', '/m/0c1j_'], ['/m/015pvh', 'award received', '/m/04fgkf_'], ['/m/01gglm', 'film written by', '/m/05kfs'], ['/m/0bj9k', 'cast member of', '/m/01gglm'], ['/m/01gglm', 'nominee of work', '/m/0bksh'], ['/m/02754c9', 'language of film', '/m/02h40lc'], ['/m/08720', 'language of film', '/m/02h40lc'], ['/m/0dl6fv', 'tv program genre', '/m/04xvh5'], ['/m/0dl6fv', 'film country of origin', '/m/07ssc'], ['/m/0dl6fv', 'tv program cast member', '/m/01tzm9'], ['/m/01kff7', 'film genre', '/m/0556j8'], ['/m/01kff7', 'film crew role', '/m/01pvkk'], ['/m/01kff7', 'film crew role', '/m/014kbl'], ['/m/01rp13', 'language of tv program', '/m/02h40lc']]","[['/m/01h1bf', 'language of tv program', '/m/02h40lc'], ['/m/0275kr', 'language of tv program', '/m/02h40lc'], ['/m/04fgkf_', 'nomination', '/m/0304nh'], ['/m/0gkxgfq', 'award winning works', '/m/0304nh'], ['/m/0c1j_', 'regularly appeared on tv programs', '/m/0304nh'], ['/m/07ssc', 'official language', '/m/02h40lc'], ['/m/01tzm9', 'native language', '/m/02h40lc']]"
6,"[['/m/01y6dz', 'language of tv program', '/m/02h40lc']]","[['/m/01y6dz', 'award won', '/m/02q1tc5'], ['/m/01y6dz', 'nominee of work', '/m/026n6cs'], ['/m/0646qh', 'screenwriter of', '/m/01y6dz'], ['/m/01gglm', 'language of film', '/m/02h40lc'], ['/m/0dl6fv', 'language of tv program', '/m/02h40lc'], ['/m/01kff7', 'language of film', '/m/02h40lc']]","[['/m/01y6dz', 'award won', '/m/02p_04b'], ['/m/08chdb', 'nominated alongside', '/m/026n6cs'], ['/m/02q1tc5', 'award received by', '/m/026n6cs'], ['/m/02760sl', 'nominated alongside', '/m/026n6cs'], ['/m/0646qh', 'nominated alongside', '/m/03clrng'], ['/m/0646qh', 'nominated alongside', '/m/026n3rs'], ['/m/0646qh', 'nominated for work', '/m/01y6dz'], ['/m/027qq9b', 'nomination', '/m/01y6dz'], ['/m/01gglm', 'film written by', '/m/05kfs'], ['/m/0bj9k', 'cast member of', '/m/01gglm'], ['/m/01gglm', 'nominee of work', '/m/0bksh'], ['/m/02754c9', 'language of film', '/m/02h40lc'], ['/m/08720', 'language of film', '/m/02h40lc'], ['/m/0dl6fv', 'tv program genre', '/m/04xvh5'], ['/m/0dl6fv', 'film country of origin', '/m/07ssc'], ['/m/0dl6fv', 'tv program cast member', '/m/01tzm9'], ['/m/01kff7', 'film genre', '/m/0556j8'], ['/m/01kff7', 'film crew role', '/m/01pvkk'], ['/m/01kff7', 'film crew role', '/m/014kbl'], ['/m/01rp13', 'language of tv program', '/m/02h40lc']]","[['/m/026n6cs', 'nominated for work', '/m/01y6dz'], ['/m/02760sl', 'nominated for work', '/m/01y6dz'], ['/m/026n3rs', 'nominated for work', '/m/01y6dz'], ['/m/026n3rs', 'screenwriter of', '/m/01y6dz'], ['/m/07ssc', 'official language', '/m/02h40lc'], ['/m/01tzm9', 'native language', '/m/02h40lc']]"
7,"[['/m/099pks', 'language of tv program', '/m/02h40lc']]","[['/m/06jnvs', 'producer of', '/m/099pks'], ['/m/099pks', 'tv program genre', '/m/07s9rl0'], ['/m/07c52', 'films with this genre', '/m/099pks'], ['/m/02754c9', 'language of film', '/m/02h40lc'], ['/m/08720', 'language of film', '/m/02h40lc'], ['/m/01kff7', 'language of film', '/m/02h40lc']]","[['/m/06jnvs', 'nominated for work', '/m/0557yqh'], ['/m/06jnvs', 'nominated alongside', '/m/0bczgm'], ['/m/06jnvs', 'occupation', '/m/03gjzk'], ['/m/099pks', 'tv program country of origin', '/m/09c7w0'], ['/m/01gvts', 'film genre', '/m/07s9rl0'], ['/m/07s9rl0', 'films with this genre', '/m/04165w'], ['/m/07c52', 'films with this genre', '/m/02r2j8'], ['/m/07c52', 'films with this genre', '/m/03ffcz'], ['/m/07c52', 'films with this genre', '/m/039cq4'], ['/m/099pks', 'tv program producer type', '/m/0ckd1'], ['/m/02754c9', 'nominee of work', '/m/03qhyn8'], ['/m/02754c9', 'film country of origin', '/m/09c7w0'], ['/m/05b1610', 'nomination', '/m/02754c9'], ['/m/01gglm', 'language of film', '/m/02h40lc'], ['/m/08720', 'film release regions', '/m/05b4w'], ['/m/08720', 'nominee of work', '/m/027y151'], ['/m/08720', 'award won', '/m/02g3ft'], ['/m/0dl6fv', 'language of tv program', '/m/02h40lc'], ['/m/01kff7', 'film genre', '/m/0556j8'], ['/m/01kff7', 'film crew role', '/m/01pvkk'], ['/m/01kff7', 'film crew role', '/m/014kbl'], ['/m/01rp13', 'language of tv program', '/m/02h40lc']]","[['/m/06jnvs', 'screenwriter of', '/m/099pks'], ['/m/01gvts', 'language of film', '/m/02h40lc'], ['/m/04165w', 'language of film', '/m/02h40lc'], ['/m/02r2j8', 'language of film', '/m/02h40lc'], ['/m/02r2j8', 'language of tv program', '/m/02h40lc'], ['/m/03ffcz', 'language of tv program', '/m/02h40lc'], ['/m/03ffcz', 'language of film', '/m/02h40lc'], ['/m/039cq4', 'language of tv program', '/m/02h40lc']]"
8,"[['/m/04f6hhm', 'language of tv program', '/m/02h40lc']]","[['/m/047sgz4', 'nomination', '/m/04f6hhm'], ['/m/04f6hhm', 'tv program genre', '/m/01htzx'], ['/m/04f6hhm', 'tv program cast member', '/m/03hhd3'], ['/m/02754c9', 'language of film', '/m/02h40lc'], ['/m/08720', 'language of film', '/m/02h40lc'], ['/m/01rp13', 'language of tv program', '/m/02h40lc']]","[['/m/026w_gk', 'award received', '/m/047sgz4'], ['/m/047sgz4', 'part of award ceremony', '/m/0lp_cd3'], ['/m/047sgz4', 'nomination', '/m/027tbrc'], ['/m/03w9sgh', 'producer of', '/m/04f6hhm'], ['/m/0828jw', 'tv program genre', '/m/01htzx'], ['/m/02py9yf', 'tv program genre', '/m/01htzx'], ['/m/04f6hhm', 'tv program genre', '/m/0lsxr'], ['/m/03hhd3', 'cast member of', '/m/0dp7wt'], ['/m/02754c9', 'nominee of work', '/m/03qhyn8'], ['/m/02754c9', 'film country of origin', '/m/09c7w0'], ['/m/05b1610', 'nomination', '/m/02754c9'], ['/m/01gglm', 'language of film', '/m/02h40lc'], ['/m/01kff7', 'language of film', '/m/02h40lc'], ['/m/08720', 'film release regions', '/m/05b4w'], ['/m/08720', 'nominee of work', '/m/027y151'], ['/m/08720', 'award won', '/m/02g3ft'], ['/m/0dl6fv', 'language of tv program', '/m/02h40lc'], ['/m/03ccq3s', 'nomination', '/m/01rp13'], ['/m/01rp13', 'award won', '/m/0m7yy'], ['/m/01rp13', 'tv program cast member', '/m/03vpf_']]","[['/m/027tbrc', 'language of tv program', '/m/02h40lc'], ['/m/0828jw', 'language of tv program', '/m/02h40lc'], ['/m/02py9yf', 'language of tv program', '/m/02h40lc'], ['/m/0dp7wt', 'language of film', '/m/02h40lc']]"
9,"[['/m/03r0rq', 'language of tv program', '/m/02h40lc']]","[['/m/03r0rq', 'tv program creator', '/m/076df9'], ['/m/07c52', 'films with this genre', '/m/03r0rq'], ['/m/03r0rq', 'tv program cast member', '/m/02tqkf'], ['/m/02754c9', 'language of film', '/m/02h40lc'], ['/m/08720', 'language of film', '/m/02h40lc'], ['/m/01kff7', 'language of film', '/m/02h40lc']]","[['/m/03r0rq', 'tv program genre', '/m/01z4y'], ['/m/027km64', 'nominated alongside', '/m/076df9'], ['/m/076df9', 'nominated alongside', '/m/027km64'], ['/m/03r0rq', 'tv program cast member', '/m/076df9'], ['/m/07c52', 'films with this genre', '/m/02r2j8'], ['/m/04b_46', 'academic discipline', '/m/07c52'], ['/m/07c52', 'films with this genre', '/m/039cq4'], ['/m/03r0rq', 'webpage category', '/m/08mbj5d'], ['/m/02tqkf', 'cast member of', '/m/026wlxw'], ['/m/02tqkf', 'cast member of', '/m/0gj9tn5'], ['/m/02tqkf', 'sex or gender', '/m/05zppz'], ['/m/02754c9', 'nominee of work', '/m/03qhyn8'], ['/m/02754c9', 'film country of origin', '/m/09c7w0'], ['/m/05b1610', 'nomination', '/m/02754c9'], ['/m/01gglm', 'language of film', '/m/02h40lc'], ['/m/08720', 'film release regions', '/m/05b4w'], ['/m/08720', 'nominee of work', '/m/027y151'], ['/m/08720', 'award won', '/m/02g3ft'], ['/m/0dl6fv', 'language of tv program', '/m/02h40lc'], ['/m/01kff7', 'film genre', '/m/0556j8'], ['/m/01kff7', 'film crew role', '/m/01pvkk'], ['/m/01kff7', 'film crew role', '/m/014kbl'], ['/m/01rp13', 'language of tv program', '/m/02h40lc']]","[['/m/076df9', 'producer of', '/m/03r0rq'], ['/m/02r2j8', 'language of film', '/m/02h40lc'], ['/m/02r2j8', 'language of tv program', '/m/02h40lc'], ['/m/039cq4', 'language of tv program', '/m/02h40lc'], ['/m/026wlxw', 'language of film', '/m/02h40lc'], ['/m/02tqkf', 'native language', '/m/02h40lc']]"
