,zerohop,onehop,twohop,connecting
0,"[['/m/0137g1', 'award received', '/m/02f72n']]","[['/m/0137g1', 'award received', '/m/01ck6h'], ['/m/0137g1', 'marital status', '/m/04ztj'], ['/m/0137g1', 'instrument played', '/m/01vj9c'], ['/m/014_lq', 'award received', '/m/02f72n'], ['/m/02f72n', 'award received by', '/m/0478__m'], ['/m/0187x8', 'award received', '/m/02f72n']]","[['/m/0137g1', 'instrument played', '/m/03qjg'], ['/m/0342h', 'notable people playing this instrument', '/m/0137g1'], ['/m/0167v4', 'award received', '/m/01ck6h'], ['/m/0fhxv', 'award received', '/m/01ck6h'], ['/m/0fq117k', 'award received', '/m/01ck6h'], ['/m/018vs', 'played by musical groups', '/m/014_lq'], ['/m/0xhtw', 'notable musical genre artists', '/m/014_lq'], ['/m/03lty', 'notable musical genre artists', '/m/014_lq'], ['/m/07mvp', 'award received', '/m/02f72n'], ['/m/02f72n', 'award received by', '/m/016l09'], ['/m/02f72n', 'award received by', '/m/01vs_v8'], ['/m/0dw4g', 'nominated alongside', '/m/0478__m'], ['/m/01vw20_', 'nominated alongside', '/m/0478__m'], ['/m/06by7', 'notable musical genre artists', '/m/0478__m'], ['/m/09lwrt', 'nominated alongside', '/m/0187x8'], ['/m/013x0b', 'artist signed to this record label', '/m/0187x8'], ['/m/0ggq0m', 'notable musical genre artists', '/m/0187x8']]","[['/m/01ck6h', 'award received by', '/m/0137g1'], ['/m/0fhxv', 'award received', '/m/02f72n'], ['/m/018vs', 'notable people playing this instrument', '/m/0137g1'], ['/m/0478__m', 'award received', '/m/02f72n']]"
1,"[['/m/01mbwlb', 'award received', '/m/04fgzb0']]","[['/m/01mbwlb', 'special film performance', '/m/02t8yb'], ['/m/01mbwlb', 'occupation', '/m/08z956'], ['/m/02qdgx', 'notable musical genre artists', '/m/01mbwlb'], ['/m/02v0ff', 'award received', '/m/04fgzb0'], ['/m/04fgzb0', 'award received by', '/m/020ffd'], ['/m/04fgzb0', 'nomination', '/m/0fpxp']]","[['/m/0557q', 'notable musical genre artists', '/m/01mbwlb'], ['/m/05bt6j', 'notable musical genre artists', '/m/01mbwlb'], ['/m/02qdgx', 'notable musical genre artists', '/m/018phr'], ['/m/02qdgx', 'notable musical genre artists', '/m/0qf11'], ['/m/02qdgx', 'notable musical genre artists', '/m/0178_w'], ['/m/01mbwlb', 'occupation', '/m/015cjr'], ['/m/049_zz', 'award shared with', '/m/02v0ff'], ['/m/02qssrm', 'award shared with', '/m/02v0ff'], ['/m/047q2wc', 'award shared with', '/m/02v0ff'], ['/m/04fgzb0', 'award received by', '/m/02238b'], ['/m/02_wxh', 'award received', '/m/04fgzb0'], ['/m/02nrdp', 'award received', '/m/04fgzb0'], ['/m/05f7snc', 'award shared with', '/m/020ffd'], ['/m/020ffd', 'residence', '/m/0c1d0'], ['/m/020ffd', 'award shared with', '/m/05f7snc'], ['/m/05gnf', 'aired tv programs', '/m/0fpxp'], ['/m/024jwt', 'nominated for work', '/m/0fpxp'], ['/m/0fpxp', 'tv program cast member', '/m/01gn36']]","[['/m/020ffd', 'award received', '/m/04fgzb0'], ['/m/0fpxp', 'award won', '/m/04fgzb0']]"
2,"[['/m/0164nb', 'award received', '/m/04ljl_l']]","[['/m/01vc5m', 'notable alumini', '/m/0164nb'], ['/m/0164nb', 'country of citizenship', '/m/09c7w0'], ['/m/0164nb', 'religion or worldview', '/m/04pk9'], ['/m/0dp7wt', 'award won', '/m/04ljl_l'], ['/m/04ljl_l', 'nomination', '/m/075wx7_'], ['/m/04ljl_l', 'nomination', '/m/07kb7vh']]","[['/m/060c4', 'organizations with this leadership', '/m/01vc5m'], ['/m/01vc5m', 'headquarters citytown', '/m/0tnkg'], ['/m/0tnkg', 'contains the administrative territorial entity', '/m/01vc5m'], ['/m/0164nb', 'marital status', '/m/04ztj'], ['/m/0164nb', 'residence', '/m/0ggh3'], ['/m/0d_84', 'nominated for work', '/m/0dp7wt'], ['/m/0dp7wt', 'film crew role', '/m/09vw2b7'], ['/m/0dp7wt', 'film genre', '/m/02kdv5l'], ['/m/04ljl_l', 'nomination', '/m/0gwgn1k'], ['/m/0bx_q', 'award received', '/m/04ljl_l'], ['/m/05p09zm', 'nomination', '/m/075wx7_'], ['/m/075wx7_', 'film genre', '/m/01hmnh'], ['/m/075wx7_', 'filming location', '/m/015jr'], ['/m/0187y5', 'award received', '/m/04ljl_l']]","[['/m/0d_84', 'award received', '/m/04ljl_l'], ['/m/075wx7_', 'award won', '/m/04ljl_l']]"
3,"[['/m/059fjj', 'award received', '/m/02x4x18']]","[['/m/059fjj', 'award received', '/m/0cqh6z'], ['/m/059fjj', 'award received', '/m/05pcn59'], ['/m/059fjj', 'friendship', '/m/0m66w'], ['/m/02x4x18', 'award received by', '/m/01j5ts'], ['/m/02tr7d', 'award received', '/m/02x4x18'], ['/m/02x4x18', 'award received by', '/m/03mp9s']]","[['/m/02_1q9', 'tv program cast member', '/m/059fjj'], ['/m/086sj', 'award received', '/m/02x4x18'], ['/m/02x4x18', 'nomination', '/m/04h41v'], ['/m/02pjvc', 'award received', '/m/02x4x18'], ['/m/01j5ts', 'nominated for work', '/m/0cmdwwg'], ['/m/01j5ts', 'cast member of', '/m/03cffvv'], ['/m/01j5ts', 'award received', '/m/0gqwc'], ['/m/02tr7d', 'nominated alongside', '/m/051wwp'], ['/m/03w1v2', 'award shared with', '/m/02tr7d'], ['/m/02tr7d', 'nominated alongside', '/m/01713c'], ['/m/03mp9s', 'award received', '/m/099cng'], ['/m/03mp9s', 'nominated alongside', '/m/03zg2x'], ['/m/02pjvc', 'nominated alongside', '/m/03mp9s']]","[['/m/01j5ts', 'award received', '/m/02x4x18'], ['/m/03mp9s', 'award received', '/m/02x4x18']]"
4,"[['/m/018417', 'award received', '/m/0bb57s']]","[['/m/018417', 'friendship', '/m/012vf6'], ['/m/018417', 'religion or worldview', '/m/0c8wxp'], ['/m/04045y', 'hall of fame inductee', '/m/018417'], ['/m/0bb57s', 'award received by', '/m/01dbk6'], ['/m/03yk8z', 'award received', '/m/0bb57s'], ['/m/0bb57s', 'award received by', '/m/01p7yb']]","[['/m/018417', 'cast member of', '/m/0pd57'], ['/m/018417', 'award received', '/m/02grdc'], ['/m/012vf6', 'friendship', '/m/03d9v8'], ['/m/0cgbf', 'friendship', '/m/012vf6'], ['/m/012vf6', 'marital status', '/m/04ztj'], ['/m/04045y', 'hall of fame inductee', '/m/0grwj'], ['/m/04045y', 'hall of fame inductee', '/m/0d9xq'], ['/m/04045y', 'hall of fame inductee', '/m/04nw9'], ['/m/0gqwc', 'award received by', '/m/018417'], ['/m/0bb57s', 'award received by', '/m/03yk8z'], ['/m/0184jc', 'nominated alongside', '/m/03yk8z'], ['/m/03yk8z', 'nominated alongside', '/m/0170pk'], ['/m/01rnpy', 'award received', '/m/0bb57s'], ['/m/0fbx6', 'award received', '/m/0bb57s'], ['/m/02qfhb', 'nominated alongside', '/m/01p7yb'], ['/m/01p7yb', 'cast member of', '/m/0yyg4'], ['/m/01g23m', 'nominated alongside', '/m/01p7yb']]","[['/m/012vf6', 'friendship', '/m/018417'], ['/m/0cgbf', 'friendship', '/m/018417'], ['/m/01p7yb', 'award received', '/m/0bb57s']]"
5,"[['/m/01wbgdv', 'award received', '/m/01d38g']]","[['/m/01wbgdv', 'nominated alongside', '/m/0163kf'], ['/m/0163kf', 'nominated alongside', '/m/01wbgdv'], ['/m/02g839', 'notable alumini', '/m/01wbgdv'], ['/m/01d38g', 'award received by', '/m/01jgkj2'], ['/m/01vvyvk', 'award received', '/m/01d38g'], ['/m/01vswwx', 'award received', '/m/01d38g']]","[['/m/01vvyvk', 'nominated alongside', '/m/01wbgdv'], ['/m/0163kf', 'nominated alongside', '/m/012x4t'], ['/m/0163kf', 'award shared with', '/m/01vrz41'], ['/m/0163kf', 'marital status', '/m/04ztj'], ['/m/0163kf', 'country of citizenship', '/m/09c7w0'], ['/m/01wbgdv', 'occupation', '/m/09jwl'], ['/m/07s3vqk', 'nominated alongside', '/m/01wbgdv'], ['/m/02g839', 'notable alumini', '/m/01kvqc'], ['/m/060c4', 'organizations with this leadership', '/m/02g839'], ['/m/05k7sb', 'contains the administrative territorial entity', '/m/02g839'], ['/m/06mt91', 'award received', '/m/01d38g'], ['/m/01d38g', 'award received by', '/m/01vvyvk'], ['/m/01vvyvk', 'award received', '/m/02f76h'], ['/m/03qbh5', 'award received by', '/m/01vvyvk'], ['/m/01d38g', 'part of award ceremony', '/m/01mhwk'], ['/m/0ffgh', 'nominated alongside', '/m/01vswwx'], ['/m/03qjg', 'notable people playing this instrument', '/m/01vswwx'], ['/m/016clz', 'notable musical genre artists', '/m/01vswwx'], ['/m/012xdf', 'award received', '/m/01d38g']]","[['/m/012x4t', 'award received', '/m/01d38g'], ['/m/0163kf', 'award received', '/m/01d38g'], ['/m/01vvyvk', 'award shared with', '/m/01wbgdv']]"
6,"[['/m/0p__8', 'award received', '/m/05ztrmj']]","[['/m/0p__8', 'award shared with', '/m/08qxx9'], ['/m/02yvct', 'nominee of work', '/m/0p__8'], ['/m/05b1610', 'award received by', '/m/0p__8'], ['/m/05r5w', 'award received', '/m/05ztrmj'], ['/m/05ztrmj', 'nomination', '/m/0bpm4yw'], ['/m/019pm_', 'award received', '/m/05ztrmj']]","[['/m/07cbcy', 'award received by', '/m/0p__8'], ['/m/0336mc', 'award shared with', '/m/08qxx9'], ['/m/08qxx9', 'nominated for work', '/m/02yvct'], ['/m/09k5jh7', 'award winners', '/m/08qxx9'], ['/m/0gs9p', 'nomination', '/m/02yvct'], ['/m/0k611', 'nomination', '/m/02yvct'], ['/m/09sdmz', 'nomination', '/m/02yvct'], ['/m/0p__8', 'influenced by', '/m/041c4'], ['/m/08qxx9', 'nominated alongside', '/m/0p__8'], ['/m/05m883', 'award received', '/m/05b1610'], ['/m/05b1610', 'nomination', '/m/075wx7_'], ['/m/05b1610', 'nomination', '/m/02qzmz6'], ['/m/05r5w', 'dated', '/m/01wkmgb'], ['/m/05r5w', 'occupation', '/m/02krf9'], ['/m/05r5w', 'spouse', '/m/01vw20_'], ['/m/02mz_6', 'award received', '/m/05ztrmj'], ['/m/05ztrmj', 'nomination', '/m/09bw4_'], ['/m/0hvb2', 'nominated alongside', '/m/019pm_'], ['/m/019pm_', 'nominated alongside', '/m/01d1st'], ['/m/019pm_', 'award shared with', '/m/02bj6k'], ['/m/05ztrmj', 'nomination', '/m/0x25q']]","[['/m/08qxx9', 'award shared with', '/m/0p__8'], ['/m/0336mc', 'award shared with', '/m/0p__8'], ['/m/0336mc', 'nominated alongside', '/m/0p__8'], ['/m/09k5jh7', 'award winners', '/m/0p__8'], ['/m/075wx7_', 'award won', '/m/05ztrmj']]"
7,"[['/m/02x0dzw', 'award received', '/m/09qwmm']]","[['/m/0gkz15s', 'nominee of work', '/m/02x0dzw'], ['/m/02x0dzw', 'cast member of', '/m/09v71cj'], ['/m/0f4dx2', 'award shared with', '/m/02x0dzw'], ['/m/0h1nt', 'award received', '/m/09qwmm'], ['/m/09qwmm', 'part of award ceremony', '/m/09qvms'], ['/m/09qwmm', 'nomination', '/m/0ds3t5x']]","[['/m/0gkz15s', 'film release regions', '/m/01crd5'], ['/m/0gkz15s', 'film release regions', '/m/03h64'], ['/m/0gkz15s', 'film format', '/m/017fx5'], ['/m/02x0dzw', 'award shared with', '/m/08wjf4'], ['/m/0f4dx2', 'cast member of', '/m/0b6tzs'], ['/m/03n_7k', 'award shared with', '/m/0f4dx2'], ['/m/0f4dx2', 'nominated alongside', '/m/02tr7d'], ['/m/02x0dzw', 'award shared with', '/m/0f4dx2'], ['/m/0fthdk', 'nominated alongside', '/m/0h1nt'], ['/m/0qm9n', 'nominee of work', '/m/0h1nt'], ['/m/014g22', 'nominated alongside', '/m/0h1nt'], ['/m/09qwmm', 'nomination', '/m/093dqjy'], ['/m/04lhc4', 'award won', '/m/09qwmm'], ['/m/03zqc1', 'award received', '/m/09qwmm'], ['/m/0ds3t5x', 'film release regions', '/m/07ylj'], ['/m/0ds3t5x', 'film release regions', '/m/06t2t'], ['/m/01gvr1', 'cast member of', '/m/0ds3t5x']]","[['/m/0f4dx2', 'nominated alongside', '/m/02x0dzw'], ['/m/0ds3t5x', 'award won', '/m/09qwmm']]"
8,"[['/m/0m_v0', 'award received', '/m/02ddq4']]","[['/m/02vr7', 'nominated alongside', '/m/0m_v0'], ['/m/01k5t_3', 'nominated alongside', '/m/0m_v0'], ['/m/0m_v0', 'musical performance role', '/m/02sgy'], ['/m/01d4cb', 'award received', '/m/02ddq4'], ['/m/02ddq4', 'part of award ceremony', '/m/019bk0'], ['/m/01kph_c', 'award received', '/m/02ddq4']]","[['/m/02vr7', 'instrument played', '/m/013y1f'], ['/m/01c6qp', 'award winners', '/m/02vr7'], ['/m/03qjg', 'notable people playing this instrument', '/m/02vr7'], ['/m/03h610', 'nominated alongside', '/m/0m_v0'], ['/m/01m1dzc', 'award shared with', '/m/01k5t_3'], ['/m/01k5t_3', 'webpage category', '/m/08mbj5d'], ['/m/01k5t_3', 'country of citizenship', '/m/09c7w0'], ['/m/0m_v0', 'award shared with', '/m/0x3b7'], ['/m/0m_v0', 'nominated alongside', '/m/01l03w2'], ['/m/016s0m', 'instrument played', '/m/02sgy'], ['/m/081l_', 'award shared with', '/m/01d4cb'], ['/m/0342h', 'notable people playing this instrument', '/m/01d4cb'], ['/m/031b91', 'award received by', '/m/01d4cb'], ['/m/01vrncs', 'award received', '/m/02ddq4'], ['/m/02ddq4', 'award received by', '/m/0x3b7'], ['/m/01bgqh', 'part of award ceremony', '/m/019bk0'], ['/m/0mhfr', 'notable musical genre artists', '/m/01kph_c'], ['/m/09n5t_', 'notable musical genre artists', '/m/01kph_c'], ['/m/01kph_c', 'occupation', '/m/016z4k'], ['/m/02ddq4', 'part of award ceremony', '/m/01bx35']]","[['/m/01m1dzc', 'award shared with', '/m/0m_v0'], ['/m/01m1dzc', 'nominated alongside', '/m/0m_v0'], ['/m/016s0m', 'award received', '/m/02ddq4'], ['/m/01bgqh', 'award received by', '/m/0m_v0']]"
9,"[['/m/02fn5r', 'award received', '/m/026mfs']]","[['/m/0gpjbt', 'award winners', '/m/02fn5r'], ['/m/02fn5r', 'award shared with', '/m/0ggjt'], ['/m/0bhvtc', 'nomination shared with', '/m/02fn5r'], ['/m/026mfs', 'award received by', '/m/01hgwkr'], ['/m/026mfs', 'part of award ceremony', '/m/019bk0'], ['/m/026mfs', 'award received by', '/m/058s57']]","[['/m/0gpjbt', 'award winners', '/m/01vrncs'], ['/m/025mb9', 'part of award ceremony', '/m/0gpjbt'], ['/m/02flq1', 'part of award ceremony', '/m/0gpjbt'], ['/m/02fn5r', 'nomination shared with', '/m/03cfjg'], ['/m/02qdgx', 'notable musical genre artists', '/m/02fn5r'], ['/m/02fn5r', 'award shared with', '/m/01kv4mb'], ['/m/0p_47', 'award shared with', '/m/0ggjt'], ['/m/0ggjt', 'nomination shared with', '/m/03cfjg'], ['/m/01k_r5b', 'award shared with', '/m/0ggjt'], ['/m/0ggjt', 'nomination shared with', '/m/0bhvtc'], ['/m/01lyv', 'notable musical genre artists', '/m/0bhvtc'], ['/m/0bhvtc', 'nomination shared with', '/m/03cfjg'], ['/m/026mfs', 'award received by', '/m/016srn'], ['/m/02cg41', 'award winners', '/m/01hgwkr'], ['/m/01hgwkr', 'sex or gender', '/m/02zsn'], ['/m/01hgwkr', 'award received', '/m/026mfs'], ['/m/018ndc', 'award received', '/m/026mfs'], ['/m/03gr7w', 'award received', '/m/026mfs'], ['/m/03cvfg', 'sexual relationships', '/m/058s57'], ['/m/058s57', 'country of citizenship', '/m/09c7w0'], ['/m/058s57', 'dietary practice', '/m/07_hy']]","[['/m/0ggjt', 'award received', '/m/026mfs'], ['/m/0ggjt', 'award shared with', '/m/02fn5r'], ['/m/0ggjt', 'nomination shared with', '/m/02fn5r'], ['/m/0p_47', 'nomination shared with', '/m/02fn5r'], ['/m/03cfjg', 'award received', '/m/026mfs'], ['/m/03cfjg', 'nomination shared with', '/m/02fn5r'], ['/m/03cfjg', 'award shared with', '/m/02fn5r'], ['/m/01k_r5b', 'award received', '/m/026mfs'], ['/m/01lyv', 'notable musical genre artists', '/m/02fn5r'], ['/m/02cg41', 'award winners', '/m/02fn5r'], ['/m/058s57', 'award received', '/m/026mfs']]"
