,zerohop,onehop,twohop,connecting
0,"[['00941990', 'also_see', '00916123']]","[['00941990', 'also_see', '01051956'], ['01065630', 'hypernym', '00941990'], ['00747640', 'hypernym', '00941990'], ['00916123', 'hypernym', '00941990']]","[['00943732', 'hypernym', '00941990'], ['09911570', 'derivationally_related_form', '01051956'], ['01051956', 'derivationally_related_form', '10034785'], ['10507070', 'derivationally_related_form', '01051956'], ['09911570', 'derivationally_related_form', '01065630'], ['06610143', 'derivationally_related_form', '01065630'], ['01065630', 'derivationally_related_form', '09911570'], ['00941990', 'derivationally_related_form', '10335801'], ['10630188', 'derivationally_related_form', '00941990']]","[['01051956', 'hypernym', '00941990']]"
1,"[['01410223', 'also_see', '01258302']]","[['10178216', 'derivationally_related_form', '01410223'], ['01230555', 'hypernym', '01410223'], ['01410223', 'hypernym', '01206218'], ['01258302', 'hypernym', '01552519'], ['01258302', 'derivationally_related_form', '00222376'], ['01258828', 'hypernym', '01258302']]","[['10178216', 'hypernym', '10335931'], ['10178216', 'derivationally_related_form', '01405044'], ['10765098', 'hypernym', '10178216'], ['01238640', 'hypernym', '01410223'], ['01230555', 'derivationally_related_form', '00334935'], ['00135952', 'derivationally_related_form', '01230555'], ['01230555', 'derivationally_related_form', '00135952'], ['00222376', 'derivationally_related_form', '01258302'], ['01258828', 'derivationally_related_form', '14943580'], ['14943580', 'derivationally_related_form', '01258828'], ['10276045', 'derivationally_related_form', '01258828']]","[['10276045', 'derivationally_related_form', '01258302']]"
2,"[['01125429', 'also_see', '01131043']]","[['00229630', 'also_see', '01125429'], ['01131043', 'also_see', '01125429'], ['01125429', 'also_see', '00229630'], ['04852088', 'derivationally_related_form', '01131043'], ['01131043', 'also_see', '01624633'], ['02037272', 'also_see', '01131043']]","[['00229630', 'also_see', '02345272'], ['00229630', 'derivationally_related_form', '07295955'], ['01613463', 'also_see', '01125429'], ['01125429', 'also_see', '00996448'], ['06693870', 'member_of_domain_usage', '00229630'], ['07295955', 'derivationally_related_form', '00229630'], ['00229630', 'derivationally_related_form', '00127672'], ['04852750', 'hypernym', '04852088'], ['04852088', 'hypernym', '04850589'], ['01131043', 'derivationally_related_form', '04852088'], ['01131043', 'also_see', '02513740'], ['01131043', 'also_see', '02037272'], ['01549291', 'also_see', '02037272'], ['02037272', 'also_see', '02513740'], ['02513740', 'also_see', '01131043']]","[['01549291', 'also_see', '01131043']]"
3,"[['00696518', 'also_see', '02451113']]","[['02542280', 'derivationally_related_form', '00696518'], ['00696518', 'derivationally_related_form', '04641153'], ['00696518', 'also_see', '01474513'], ['02388145', 'also_see', '02451113'], ['02451113', 'derivationally_related_form', '04905188'], ['02451113', 'also_see', '02388145']]","[['02542280', 'derivationally_related_form', '04641153'], ['02542280', 'verb_group', '00351406'], ['01203676', 'derivationally_related_form', '02542280'], ['02564986', 'also_see', '00696518'], ['00696518', 'also_see', '02564986'], ['04641153', 'derivationally_related_form', '02542280'], ['04641153', 'derivationally_related_form', '00696518'], ['04641153', 'hypernym', '04640927'], ['01612053', 'also_see', '00696518'], ['02443049', 'derivationally_related_form', '01474513'], ['01612053', 'also_see', '01474513'], ['01474513', 'derivationally_related_form', '02443049'], ['04905842', 'derivationally_related_form', '02388145'], ['02388145', 'derivationally_related_form', '04905842'], ['01612053', 'also_see', '02451113'], ['04905188', 'derivationally_related_form', '02451113'], ['04906026', 'hypernym', '04905188'], ['04905188', 'hypernym', '04616059'], ['04905842', 'hypernym', '04905188']]","[['01474513', 'also_see', '00696518'], ['01474513', 'also_see', '02451113']]"
4,"[['01475831', 'also_see', '01483324']]","[['04666837', 'derivationally_related_form', '01475831'], ['01483324', 'also_see', '01475831'], ['01475831', 'derivationally_related_form', '04666837'], ['05008227', 'derivationally_related_form', '01483324'], ['01476685', 'also_see', '01483324'], ['01483324', 'also_see', '01476685']]","[['04666837', 'hypernym', '04666615'], ['01483324', 'derivationally_related_form', '05008227'], ['05008227', 'hypernym', '05006898'], ['05008227', 'derivationally_related_form', '01476685'], ['01483324', 'derivationally_related_form', '04666615'], ['01476685', 'derivationally_related_form', '05008227']]","[['04666615', 'derivationally_related_form', '01483324']]"
5,"[['01366718', 'also_see', '01363613']]","[['01148283', 'also_see', '01366718'], ['07527352', 'derivationally_related_form', '01366718'], ['01366718', 'also_see', '01148283'], ['01148283', 'also_see', '01363613'], ['01363613', 'also_see', '01148283'], ['01363613', 'derivationally_related_form', '07527352']]","[['01148283', 'also_see', '00588797'], ['00999817', 'also_see', '01148283'], ['07527352', 'derivationally_related_form', '01813884'], ['07527352', 'hypernym', '07480068'], ['07555647', 'hypernym', '07527352'], ['01148283', 'hypernym', '01127623'], ['01148283', 'also_see', '00999817'], ['07527352', 'derivationally_related_form', '01813499']]","[['07527352', 'derivationally_related_form', '01363613']]"
6,"[['01129977', 'also_see', '02036578']]","[['01129977', 'also_see', '01123148'], ['01129977', 'also_see', '02034828'], ['02036578', 'also_see', '01129977'], ['02036578', 'also_see', '02584981'], ['02036578', 'also_see', '01548193'], ['02584981', 'also_see', '02036578']]","[['01123148', 'derivationally_related_form', '05142180'], ['01612053', 'also_see', '01123148'], ['05142180', 'derivationally_related_form', '01123148'], ['01129977', 'also_see', '02584981'], ['02034828', 'also_see', '01129977'], ['01878466', 'also_see', '02034828'], ['01369663', 'also_see', '02034828'], ['02513269', 'also_see', '01129977'], ['02036578', 'also_see', '01319874'], ['02500884', 'also_see', '02584981'], ['05138208', 'derivationally_related_form', '02584981'], ['02584981', 'derivationally_related_form', '05138208'], ['01548193', 'also_see', '01226240'], ['02513269', 'also_see', '01548193'], ['01548694', 'similar_to', '01548193'], ['02584981', 'also_see', '01129977']]","[['01123148', 'also_see', '01129977'], ['01369663', 'also_see', '02036578'], ['01548193', 'also_see', '01129977'], ['01548193', 'also_see', '02036578'], ['02513269', 'also_see', '02036578']]"
7,"[['00561036', 'also_see', '00508192']]","[['00561036', 'derivationally_related_form', '04714440'], ['00508192', 'also_see', '00561036'], ['00561036', 'also_see', '01076793'], ['00508192', 'derivationally_related_form', '04714440'], ['00508192', 'also_see', '02064745']]","[['04714440', 'derivationally_related_form', '00561036'], ['04714440', 'derivationally_related_form', '00508192'], ['04714440', 'hypernym', '04731497'], ['01076793', 'also_see', '01244410'], ['01076793', 'also_see', '02531422'], ['01244410', 'also_see', '01076793'], ['02064745', 'also_see', '00508192'], ['02064745', 'derivationally_related_form', '04748836'], ['02064745', 'derivationally_related_form', '02666239'], ['04748836', 'derivationally_related_form', '02064745']]","[['01076793', 'also_see', '00561036']]"
8,"[['01835496', 'also_see', '02051694']]","[['01949333', 'hypernym', '01835496'], ['01835496', 'also_see', '02072849'], ['02102398', 'hypernym', '01835496'], ['02053829', 'hypernym', '02051694'], ['02052226', 'hypernym', '02051694'], ['02052358', 'hypernym', '02051694']]","[['08427629', 'derivationally_related_form', '01949333'], ['01949333', 'derivationally_related_form', '08427629'], ['00283127', 'derivationally_related_form', '01835496'], ['01887576', 'hypernym', '01835496'], ['02994448', 'derivationally_related_form', '01835496'], ['01887576', 'also_see', '02072849'], ['01886488', 'also_see', '02072849'], ['01957529', 'verb_group', '02102398'], ['02102398', 'derivationally_related_form', '00307631'], ['02102398', 'verb_group', '01955984'], ['02051694', 'hypernym', '01835496'], ['02052090', 'hypernym', '02051694']]","[['01886488', 'hypernym', '01835496'], ['01957529', 'hypernym', '01835496']]"
9,"[['02038357', 'also_see', '01590007']]","[['02038357', 'derivationally_related_form', '00105624'], ['02038357', 'derivationally_related_form', '13887509'], ['02038357', 'derivationally_related_form', '05069199'], ['01545883', 'also_see', '01590007'], ['01590007', 'hypernym', '01205696']]","[['02038791', 'hypernym', '02038357'], ['00105624', 'derivationally_related_form', '02038357'], ['01606574', 'derivationally_related_form', '00105624'], ['00105624', 'hypernym', '00104539'], ['02047807', 'derivationally_related_form', '13887509'], ['13887509', 'derivationally_related_form', '02047807'], ['13888491', 'hypernym', '13887509'], ['05069199', 'derivationally_related_form', '02038357'], ['05069199', 'derivationally_related_form', '01884577'], ['02037090', 'derivationally_related_form', '05069199'], ['01545883', 'also_see', '02663643'], ['01546111', 'hypernym', '01545883'], ['01545883', 'derivationally_related_form', '10524973']]","[['13887509', 'derivationally_related_form', '02038357'], ['02037090', 'hypernym', '02038357']]"
