,zerohop,onehop,twohop,connecting
0,"[['fun', 'RelatedTo', 'read comic']]","[['spank', 'HasProperty', 'fun'], ['cross country ski', 'HasProperty', 'fun'], ['fun', 'CausesDesire', 'express how funny something be']]","[['child', 'NotDesires', 'spank'], ['human play game to', 'HasA', 'fun'], ['general mixed-sex study session', 'HasProperty', 'fun'], ['cross country ski', 'UsedFor', 'men and woman'], ['cross country ski', 'IsA', 'very hard exercise'], ['cross country ski', 'HasProperty', 'different from downhill ski'], ['person', 'HasA', 'fun'], ['express how funny something be', 'HasPrerequisite', 'laugh']]","[['child', 'HasA', 'fun'], ['child', 'UsedFor', 'fun'], ['laugh', 'IsA', 'fun'], ['laugh', 'HasProperty', 'fun']]"
1,"[['men', 'RelatedTo', 'woman']]","[['men', 'HasA', 'long hair like woman'], ['men', 'CapableOf', 'ask woman if they like rose'], ['men', 'IsA', 'big and strong than woman'], ['woman', 'CapableOf', 'step down mountain'], ['woman', 'CapableOf', 'make wine'], ['woman', 'CapableOf', 'masturbate']]","[['men', 'Desires', 'climb'], ['men', 'CapableOf', 'pee stand up'], ['men', 'CapableOf', 'father their child'], ['woman', 'HasProperty', 'dive into river to swim'], ['woman', 'HasProperty', 'female'], ['man', 'CapableOf', 'make wine'], ['men', 'CapableOf', 'make wine'], ['woman', 'CapableOf', 'carry purse']]","[['man', 'DesireOf', 'woman']]"
2,"[['hair', 'RelatedTo', 'hairband']]","[['shampoo', 'AtLocation', 'hair'], ['hair', 'ReceivesAction', 'find all over your body'], ['hair', 'AtLocation', 'mammal']]","[['shampoo', 'UsedFor', 'clean hair'], ['shampoo', 'UsedFor', 'wash your pet'], ['shampoo', 'AtLocation', 'supermarket'], ['hair', 'AtLocation', 'brush'], ['hair', 'AtLocation', 'skin'], ['hair', 'HasProperty', 'very thin'], ['mongoose', 'IsA', 'mammal'], ['gibbon', 'IsA', 'mammal'], ['jackrabbit', 'IsA', 'mammal']]","[['mammal', 'HasA', 'hair']]"
3,"[['wheat', 'RelatedTo', 'fart']]","[['wheat', 'UsedFor', 'make bread'], ['wheat', 'IsA', 'domesticate plant'], ['wheat', 'AtLocation', 'cereal packet'], ['fart', 'Causes', 'embarrassment'], ['fart', 'HasPrerequisite', 'butt'], ['fart', 'HasSubevent', 'embarrassment']]","[['wheat', 'IsA', 'grass'], ['chinese noodle', 'MadeOf', 'wheat'], ['wheat', 'AtLocation', 'mill'], ['fart', 'Causes', 'stinky air'], ['person', 'NotDesires', 'embarrassment'], ['gas', 'UsedFor', 'fart'], ['fart', 'HasPrerequisite', 'leave room']]","[['person', 'NotDesires', 'fart']]"
4,"[['film', 'RelatedTo', 'popcorn']]","[['film', 'ReceivesAction', 'place on reel'], ['film', 'IsA', 'movie'], ['film', 'ReceivesAction', 'store in metal can'], ['popcorn', 'AtLocation', 'drive-in movie'], ['popcorn', 'AtLocation', 'movie'], ['popcorn', 'AtLocation', 'movie house']]","[['film', 'IsA', 'on reel'], ['film', 'IsA', 'medium'], ['sound', 'AtLocation', 'movie'], ['thelma louise', 'IsA', 'movie'], ['movie', 'ReceivesAction', 'store on reel of film'], ['popcorn', 'AtLocation', 'show'], ['popcorn', 'IsA', 'meal']]","[['movie', 'IsA', 'film'], ['movie', 'RelatedTo', 'popcorn']]"
5,"[['wheat', 'RelatedTo', 'health']]","[['wheat', 'UsedFor', 'make bread'], ['wheat', 'IsA', 'domesticate plant'], ['wheat', 'AtLocation', 'cereal packet'], ['mental health', 'IsA', 'health'], ['sleep at night', 'UsedFor', 'health'], ['lose weight', 'UsedFor', 'health']]","[['wheat', 'IsA', 'grass'], ['chinese noodle', 'MadeOf', 'wheat'], ['wheat', 'AtLocation', 'mill'], ['make friend', 'UsedFor', 'mental health'], ['health', 'HasProperty', 'important'], ['sleep at night', 'HasPrerequisite', 'relax'], ['sleep at night', 'UsedFor', 'not be tire'], ['sleep at night', 'HasPrerequisite', 'lie down in bed'], ['take shower', 'UsedFor', 'health'], ['go for run', 'UsedFor', 'health'], ['lose weight', 'UsedFor', 'person who be get fat'], ['go jog', 'UsedFor', 'lose weight'], ['do some exercise', 'MotivatedByGoal', 'lose weight']]","[['do some exercise', 'UsedFor', 'health']]"
6,"[['chair', 'RelatedTo', 'table']]","[['chair', 'HasProperty', 'uncomfortable'], ['chair', 'AtLocation', 'church'], ['chair', 'AtLocation', 'friend house'], ['flower', 'AtLocation', 'table'], ['chair', 'LocatedNear', 'table'], ['computer monitor', 'AtLocation', 'table']]","[['different kind', 'AtLocation', 'chair'], ['chair', 'AtLocation', 'live room'], ['chair', 'UsedFor', 'rest'], ['in park', 'AtLocation', 'flower'], ['sunflower', 'IsA', 'flower'], ['flower', 'ReceivesAction', 'use as decoration'], ['pepper', 'AtLocation', 'table'], ['table', 'AtLocation', 'at restaurant'], ['place mat', 'AtLocation', 'table'], ['computer monitor', 'AtLocation', 'desk']]","[['desk', 'IsA', 'table'], ['desk', 'InheritsFrom', 'table']]"
7,"[['movie', 'RelatedTo', 'popcorn']]","[['sound', 'AtLocation', 'movie'], ['thelma louise', 'IsA', 'movie'], ['movie', 'ReceivesAction', 'store on reel of film'], ['film', 'RelatedTo', 'popcorn'], ['popcorn', 'AtLocation', 'movie'], ['popcorn', 'AtLocation', 'movie house']]","[['sound', 'CreatedBy', 'mind'], ['sound', 'HasProperty', 'save to be play again'], ['sound', 'AtLocation', 'theatre'], ['friend', 'AtLocation', 'movie'], ['coke', 'AtLocation', 'movie'], ['movie', 'IsA', 'consider intellectual property'], ['film', 'ReceivesAction', 'place on reel'], ['film', 'IsA', 'movie'], ['film', 'ReceivesAction', 'store in metal can'], ['popcorn', 'AtLocation', 'drive-in movie'], ['popcorn', 'AtLocation', 'show'], ['popcorn', 'IsA', 'meal'], ['movie house', 'UsedFor', 'entertainment']]","[['film', 'AtLocation', 'movie'], ['film', 'UsedFor', 'movie'], ['entertainment', 'AtLocation', 'movie']]"
8,"[['home', 'RelatedTo', 'sister']]","[['home', 'HasA', 'furniture'], ['tailor', 'AtLocation', 'home'], ['i', 'AtLocation', 'home'], ['sister', 'AtLocation', 'convent'], ['sister', 'IsA', 'sibling'], ['sister', 'AtLocation', 'house']]","[['home', 'DefinedAs', 'most comfortable place to be'], ['homeschooling', 'HasPrerequisite', 'home'], ['tailor', 'CapableOf', 'produce shirt'], ['tailor', 'CapableOf', 'fit man with suit'], ['tailor', 'IsA', 'craft'], ['seat', 'AtLocation', 'home'], ['i', 'NotCapableOf', 'stand itch'], ['i', 'AtLocation', 'new york'], ['i', 'CapableOf', 'use television'], ['sister', 'AtLocation', 'family reunion'], ['sister', 'HasA', 'same parent'], ['sister', 'IsA', 'relative'], ['shelter', 'AtLocation', 'house'], ['house', 'PartOf', 'someone asset'], ['student', 'AtLocation', 'house']]","[['house', 'NotIsA', 'home'], ['house', 'IsA', 'home']]"
9,"[['blanket', 'RelatedTo', 'pillow']]","[['someone', 'AtLocation', 'blanket'], ['blanket', 'AtLocation', 'wal-mart'], ['blanket', 'UsedFor', 'keep yourself warm'], ['pillow', 'AtLocation', 'motel'], ['pillow', 'UsedFor', 'sleep'], ['pillow', 'MadeOf', 'feather']]","[['someone', 'AtLocation', 'grocery store'], ['someone', 'CapableOf', 'play golf'], ['someone', 'AtLocation', 'file room'], ['something', 'AtLocation', 'blanket'], ['blanket', 'AtLocation', 'hospital'], ['blanket', 'UsedFor', 'cover thing'], ['pillow', 'AtLocation', 'home'], ['pillow', 'AtLocation', 'in bedroom'], ['feather', 'HasProperty', 'one form of exterior cover'], ['duck', 'HasA', 'feather'], ['feather', 'UsedFor', 'dust']]","[['feather', 'AtLocation', 'pillow']]"
