,zerohop,onehop,twohop,connecting
0,"[['smell bad', 'CausesDesire', 'bathe']]","[['smell bad', 'CausesDesire', 'become more clean'], ['locker room', 'CapableOf', 'smell bad'], ['compost', 'CapableOf', 'smell bad'], ['bathe', 'UsedFor', 'clean off grime'], ['bathe', 'HasSubevent', 'get clean'], ['bathe', 'HasFirstSubevent', 'take off your clothe']]","[['your sock', 'HasProperty', 'smell bad'], ['locker room', 'AtLocation', 'gymnasium'], ['locker room', 'UsedFor', 'shower'], ['locker room', 'AtLocation', 'locker house'], ['garbage can', 'UsedFor', 'compost'], ['compost', 'HasProperty', 'useful for recycle'], ['compost', 'AtLocation', 'garden'], ['bathe', 'UsedFor', 'soap dirt off'], ['wash cloth', 'UsedFor', 'bathe'], ['get clean', 'Causes', 'smell nice'], ['get clean', 'HasSubevent', 'shower'], ['get clean', 'MotivatedByGoal', 'dirt cause olfactory pain'], ['bathe', 'HasPrerequisite', 'get in bathtub'], ['get clean', 'HasPrerequisite', 'take off your clothe'], ['bathe', 'HasSubevent', 'take off your clothe']]","[['shower', 'UsedFor', 'bathe'], ['get clean', 'HasPrerequisite', 'bathe']]"
1,"[['lunchtime', 'CausesDesire', 'have food']]","[['have food', 'HasSubevent', 'use fork'], ['have food', 'UsedFor', 'get energy to live'], ['have food', 'HasSubevent', 'eat']]","[['have food', 'HasSubevent', 'loss of hunger'], ['have food', 'Causes', 'feel full'], ['have food', 'HasPrerequisite', 'cook'], ['human intelligence', 'UsedFor', 'eat'], ['eat', 'Causes', 'bloat'], ['goat', 'Desires', 'eat']]","[['eat', 'HasPrerequisite', 'have food']]"
2,"[['be male', 'CausesDesire', 'procreate']]","[['have erection', 'HasPrerequisite', 'be male'], ['each of our president', 'HasA', 'be male'], ['procreate', 'HasSubevent', 'have twin'], ['procreate', 'HasSubevent', 'transmit disease'], ['animal', 'CapableOf', 'procreate']]","[['sleep at night', 'HasSubevent', 'have erection'], ['man', 'CapableOf', 'have erection'], ['have erection', 'HasPrerequisite', 'stimulate your penis'], ['procreate', 'HasSubevent', 'sex'], ['procreate', 'Causes', 'pregnancy'], ['human', 'CapableOf', 'transmit disease'], ['animal', 'CapableOf', 'eat fish'], ['crab', 'IsA', 'animal'], ['animal', 'NotDesires', 'be attack'], ['live thing', 'CapableOf', 'procreate']]","[['human', 'CapableOf', 'procreate']]"
3,"[['book', 'CausesDesire', 'learn']]","[['book', 'HasA', 'any number of page'], ['book', 'IsA', 'different size'], ['book', 'HasA', 'chapter'], ['outerspace', 'UsedFor', 'learn'], ['improve yourself', 'HasSubevent', 'learn'], ['attend school', 'Causes', 'learn']]","[['book', 'HasA', 'information in guise of word'], ['book', 'IsA', 'story for mind'], ['book', 'IsA', 'keep spine-outward'], ['outerspace', 'MadeOf', 'space'], ['outerspace', 'AtLocation', 'sky'], ['black hole', 'AtLocation', 'outerspace'], ['use calculator', 'UsedFor', 'learn'], ['remember something', 'Causes', 'learn'], ['improve yourself', 'Causes', 'good operation in future'], ['improve yourself', 'HasSubevent', 'read'], ['improve yourself', 'HasPrerequisite', 'willpower'], ['attend school', 'HasSubevent', 'learn something'], ['attend school', 'Causes', 'stupidity'], ['attend school', 'HasPrerequisite', 'get school supply'], ['student', 'Desires', 'learn']]","[['read', 'UsedFor', 'learn'], ['read', 'IsA', 'learn'], ['read', 'HasPrerequisite', 'book'], ['attend school', 'UsedFor', 'learn']]"
4,"[['victory', 'CausesDesire', 'celebrate']]","[['conquer your opponent', 'MotivatedByGoal', 'victory'], ['fight enemy', 'HasSubevent', 'victory'], ['wage war', 'HasSubevent', 'victory'], ['celebrate', 'HasPrerequisite', 'throw party'], ['person make toast when they', 'IsA', 'celebrate'], ['celebrate', 'HasPrerequisite', 'have shower']]","[['conquer your opponent', 'HasPrerequisite', 'beat them'], ['conquer your opponent', 'HasSubevent', 'your opponent resign'], ['conquer your opponent', 'Causes', 'win'], ['conquer your opponent', 'UsedFor', 'victory'], ['fight enemy', 'HasSubevent', 'injury'], ['fight enemy', 'HasFirstSubevent', 'get weapon'], ['fight enemy', 'UsedFor', 'win war'], ['wage war', 'HasSubevent', 'kill person just like you'], ['wage war', 'UsedFor', 'settle disagreement'], ['insanity', 'CausesDesire', 'wage war'], ['play game of chess', 'Causes', 'victory'], ['celebrate', 'Causes', 'party'], ['celebrate', 'UsedFor', 'bar mitzvas'], ['champagne', 'UsedFor', 'celebrate']]","[['conquer your opponent', 'Causes', 'victory'], ['win', 'CausesDesire', 'celebrate']]"
5,"[['be lonely', 'CausesDesire', 'socialize']]","[['be lonely', 'CausesDesire', 'meet friend'], ['be lonely', 'CausesDesire', 'have friend over'], ['be lonely', 'CausesDesire', 'meet person'], ['socialize', 'MotivatedByGoal', 'relax and laugh'], ['socialize', 'MotivatedByGoal', 'friendship'], ['socialize', 'HasPrerequisite', 'go to party']]","[['meet person', 'UsedFor', 'do business'], ['meet person', 'UsedFor', 'have fun'], ['meet person', 'Causes', 'expand your relationship'], ['socialize', 'HasPrerequisite', 'go somewhere where there be person'], ['socialize', 'HasPrerequisite', 'find group of person'], ['socialize', 'HasSubevent', 'meet new person'], ['go to party', 'HasSubevent', 'drink too much'], ['go to party', 'UsedFor', 'meet new person'], ['go to party', 'HasSubevent', 'drink alcohol']]","[['meet person', 'UsedFor', 'socialize'], ['go to party', 'UsedFor', 'socialize']]"
6,"[['love', 'CausesDesire', 'procreate']]","[['love', 'Causes', 'child'], ['love', 'DefinedAs', 'single great force in universe'], ['love', 'Causes', 'happiness'], ['procreate', 'HasSubevent', 'sex'], ['procreate', 'Causes', 'pregnancy'], ['animal', 'CapableOf', 'procreate']]","[['kiss', 'SymbolOf', 'love'], ['love', 'IsA', 'emotion between person'], ['child', 'CapableOf', 'goofy thing'], ['child', 'CapableOf', 'watch dvd'], ['child', 'ReceivesAction', 'encourage to play sport'], ['love', 'HasProperty', 'painful'], ['procreate', 'HasSubevent', 'have twin'], ['procreate', 'HasSubevent', 'transmit disease'], ['reproduce', 'HasSubevent', 'sex'], ['eat pussy', 'MotivatedByGoal', 'sex'], ['get in shape', 'MotivatedByGoal', 'sex'], ['animal', 'CapableOf', 'eat fish'], ['crab', 'IsA', 'animal'], ['animal', 'NotDesires', 'be attack'], ['live thing', 'CapableOf', 'procreate']]","[['child', 'CapableOf', 'love'], ['child', 'Desires', 'love'], ['sex', 'InheritsFrom', 'love'], ['animal', 'CapableOf', 'love']]"
7,"[['be hungry', 'CausesDesire', 'eat hamburger']]","[['be hungry', 'CausesDesire', 'fish'], ['eat quickly', 'HasPrerequisite', 'be hungry'], ['baby', 'NotDesires', 'be hungry'], ['eat hamburger', 'HasSubevent', 'consume nutrient'], ['eat hamburger', 'MotivatedByGoal', 'satisfy your hunger'], ['eat hamburger', 'Causes', 'gain weight']]","[['be hungry', 'CausesDesire', 'cook'], ['eat quickly', 'MotivatedByGoal', 'finish'], ['eat quickly', 'Causes', 'hicups'], ['eat quickly', 'HasSubevent', 'get indigestion'], ['be hungry', 'HasSubevent', 'should eat food'], ['be hungry', 'CausesDesire', 'eat apple'], ['baby', 'HasProperty', 'messy'], ['baby', 'CapableOf', 'urinate'], ['baby', 'HasA', 'mother and father'], ['eat hamburger', 'MotivatedByGoal', 'it give nourishment'], ['eat hamburger', 'HasSubevent', 'choke'], ['eat hamburger', 'UsedFor', 'reduce hunger'], ['eat hamburger', 'UsedFor', 'satisfy your hunger'], ['eat', 'MotivatedByGoal', 'gain weight']]","[['eat', 'MotivatedByGoal', 'be hungry']]"
8,"[['be polite', 'CausesDesire', 'wait your turn']]","[['order meal', 'HasSubevent', 'be polite'], ['wait your turn', 'UsedFor', 'be polite'], ['wait your turn', 'MotivatedByGoal', 'be polite'], ['wait your turn', 'HasSubevent', 'get impatient'], ['wait your turn', 'HasSubevent', 'be impatient'], ['wait your turn', 'Causes', 'avoid fight']]","[['go to restaurant', 'HasSubevent', 'order meal'], ['go to restaurant', 'HasPrerequisite', 'order meal'], ['order meal', 'HasPrerequisite', 'go to restaurant'], ['thank someone', 'UsedFor', 'be polite'], ['laugh at joke', 'UsedFor', 'be polite'], ['wait your turn', 'Causes', 'orderly service'], ['wait your turn', 'HasSubevent', 'patience'], ['wait your turn', 'HasFirstSubevent', 'take your place in line'], ['stand in queue', 'HasSubevent', 'get impatient'], ['stand in queue', 'Causes', 'get impatient']]","[['stand in queue', 'Causes', 'wait your turn']]"
9,"[['my dog', 'CausesDesire', 'play frisbee']]","[['my dog', 'HasA', 'flea'], ['my dog', 'HasProperty', 'fun'], ['my dog', 'Desires', 'go for walk'], ['play frisbee', 'UsedFor', 'get exercise'], ['girl', 'CapableOf', 'play frisbee'], ['doogs', 'Desires', 'play frisbee']]","[['flea', 'AtLocation', 'dog'], ['play frisbee', 'HasPrerequisite', 'do it outside'], ['girl', 'IsA', 'wear school uniform'], ['girl', 'CapableOf', 'have pajama party'], ['girl', 'AtLocation', 'office'], ['dog', 'CapableOf', 'play frisbee'], ['most dog', 'Desires', 'play frisbee']]","[['dog', 'Desires', 'play frisbee']]"
