,zerohop,onehop,twohop,connecting
0,"[['someone', 'AtLocation', 'dock']]","[['someone', 'AtLocation', 'grocery store'], ['someone', 'CapableOf', 'play golf'], ['someone', 'AtLocation', 'file room'], ['container drum', 'AtLocation', 'dock'], ['something', 'AtLocation', 'dock'], ['dock', 'CapableOf', 'shore boat']]","[['someone', 'CapableOf', 'jump'], ['someone', 'AtLocation', 'jamba juice'], ['container drum', 'AtLocation', 'warehouse'], ['container drum', 'UsedFor', 'store liquid'], ['container drum', 'UsedFor', 'hold crude oil'], ['dock', 'IsA', 'where boat wait'], ['something', 'AtLocation', 'large'], ['something', 'AtLocation', 'your pleasure'], ['something', 'CapableOf', 'monitor your heartbeat']]","[['something', 'AtLocation', 'someone']]"
1,"[['jar', 'AtLocation', 'refrigerator']]","[['jar', 'AtLocation', 'kitchen cupboard'], ['jar', 'AtLocation', 'cabinet'], ['wooden spoon', 'AtLocation', 'jar'], ['refrigerator', 'UsedFor', 'store thing'], ['cricket', 'AtLocation', 'refrigerator'], ['refrigerator', 'IsA', 'container']]","[['ointment', 'AtLocation', 'jar'], ['marble', 'AtLocation', 'jar'], ['paper', 'AtLocation', 'cabinet'], ['wooden spoon', 'ReceivesAction', 'give as booby prize'], ['wooden spoon', 'ReceivesAction', 'use in cook'], ['wooden spoon', 'UsedFor', 'stir'], ['this', 'IsA', 'jar'], ['ham', 'AtLocation', 'refrigerator'], ['cricket', 'IsA', 'game'], ['cricket', 'IsA', 'sport'], ['grape juice', 'AtLocation', 'refrigerator'], ['sour milk', 'AtLocation', 'refrigerator'], ['container', 'MadeOf', 'metal'], ['bag', 'IsA', 'container'], ['peanut butter', 'AtLocation', 'container']]","[['paper', 'AtLocation', 'refrigerator'], ['container', 'AtLocation', 'refrigerator'], ['peanut butter', 'AtLocation', 'refrigerator']]"
2,"[['cat', 'AtLocation', 'pet store']]","[['cat', 'Desires', 'catch fat mouse'], ['cat', 'IsA', 'beautiful animal'], ['cat', 'AtLocation', 'bookcase'], ['chinchilla', 'AtLocation', 'pet store'], ['snake', 'AtLocation', 'pet store'], ['kitten', 'AtLocation', 'pet store']]","[['cat', 'AtLocation', 'fence'], ['cat', 'NotDesires', 'eat vegetable'], ['cat', 'HasA', 'fur to keep them warm'], ['chinchilla', 'DefinedAs', 'chinchilla brevicaudata boliviana'], ['animal', 'AtLocation', 'pet store'], ['snake', 'AtLocation', 'desert'], ['snake', 'AtLocation', 'outdoors'], ['snake', 'AtLocation', 'hole'], ['lizard', 'AtLocation', 'pet store'], ['kitten', 'IsA', 'small than elephant'], ['this', 'IsA', 'kitten'], ['kitten', 'HasProperty', 'fluffy and cute']]","[['kitten', 'IsA', 'cat'], ['kitten', 'AtLocation', 'cat']]"
3,"[['geology', 'AtLocation', 'university']]","[['geology', 'IsA', 'science'], ['ufscar', 'InstanceOf', 'university'], ['mit', 'InstanceOf', 'university'], ['kyushi university', 'InstanceOf', 'university']]","[['university', 'AtLocation', 'professor'], ['laboratory', 'AtLocation', 'university'], ['system engineer department', 'AtLocation', 'university'], ['someone', 'AtLocation', 'mit'], ['media lab', 'PartOf', 'mit'], ['computer', 'AtLocation', 'mit']]","[['someone', 'AtLocation', 'university'], ['mit', 'IsA', 'university']]"
4,"[['knit', 'AtLocation', 'build']]","[['knit', 'UsedFor', 'make clothe'], ['knit', 'Causes', 'you relax'], ['knit', 'Causes', 'scarf'], ['build', 'HasProperty', 'large'], ['build', 'CapableOf', 'be different size'], ['entrance hall', 'AtLocation', 'build']]","[['knit', 'HasSubevent', 'watch tv'], ['yarn', 'UsedFor', 'knit'], ['knit', 'MotivatedByGoal', 'you enjoy make clothe'], ['church', 'IsA', 'build'], ['dental office', 'AtLocation', 'build'], ['build', 'IsA', 'in town'], ['room', 'CapableOf', 'be different size'], ['entrance hall', 'UsedFor', 'enter'], ['foyer', 'DefinedAs', 'entrance hall'], ['entrance hall', 'AtLocation', 'school']]","[['room', 'PartOf', 'build'], ['foyer', 'AtLocation', 'build'], ['school', 'IsA', 'build']]"
5,"[['mail', 'AtLocation', 'mail box']]","[['mail', 'ReceivesAction', 'deliver to your house'], ['flag raise mean you', 'HasA', 'mail'], ['mailbox', 'HasA', 'mail'], ['mail box', 'AtLocation', 'street corner'], ['junk mail', 'AtLocation', 'mail box'], ['package', 'AtLocation', 'mail box']]","[['mail', 'IsA', 'information pass'], ['mail', 'UsedFor', 'pick your tooth'], ['advertisement', 'AtLocation', 'mail'], ['something', 'AtLocation', 'mailbox'], ['mailbox', 'ReceivesAction', 'attach to post'], ['mailbox', 'CapableOf', 'keep out water'], ['circular', 'AtLocation', 'mail box'], ['letter from friend', 'AtLocation', 'mail box'], ['advertisement', 'AtLocation', 'mail box'], ['mailbox', 'AtLocation', 'street corner'], ['junk mail', 'AtLocation', 'desk'], ['junk mail', 'AtLocation', 'waste bin'], ['something you find home', 'IsA', 'junk mail'], ['package', 'AtLocation', 'mail'], ['package', 'AtLocation', 'post office'], ['this form', 'PartOf', 'package']]","[['junk mail', 'AtLocation', 'mail']]"
6,"[['theater box', 'AtLocation', 'theater']]","[['theater box', 'UsedFor', 'have privacy'], ['theater box', 'UsedFor', 'view movie with some privacy'], ['theater box', 'AtLocation', 'theatre'], ['performer', 'AtLocation', 'theater'], ['annoy person', 'AtLocation', 'theater'], ['balcony', 'AtLocation', 'theater']]","[['theater box', 'UsedFor', 'good view pleasure'], ['theater box', 'UsedFor', 'sit there'], ['orchestra seat', 'AtLocation', 'theatre'], ['aisle', 'AtLocation', 'theatre'], ['singer', 'IsA', 'performer'], ['performer', 'AtLocation', 'at concert'], ['performer', 'HasA', 'long hair'], ['chair', 'AtLocation', 'theater'], ['loge seat', 'AtLocation', 'theater'], ['move slowly', 'CapableOf', 'annoy person'], ['annoy person', 'CapableOf', 'get to you'], ['acoustic ceiling', 'AtLocation', 'theater'], ['balcony seat', 'AtLocation', 'balcony'], ['balcony', 'AtLocation', 'opera'], ['mezzanine', 'UsedFor', 'balcony']]","[['orchestra seat', 'AtLocation', 'theater'], ['aisle', 'AtLocation', 'theater'], ['balcony seat', 'AtLocation', 'theater'], ['mezzanine', 'AtLocation', 'theater']]"
7,"[['shop basket', 'AtLocation', 'grocery store']]","[['shop basket', 'HasA', 'handle'], ['shop basket', 'UsedFor', 'carry item'], ['shop basket', 'UsedFor', 'hold grocery'], ['beer', 'AtLocation', 'grocery store'], ['grocery store', 'UsedFor', 'buy ice cream'], ['bag', 'AtLocation', 'grocery store']]","[['shop basket', 'UsedFor', 'carry item to purchase'], ['shop basket', 'UsedFor', 'shop'], ['shop basket', 'AtLocation', 'store'], ['shop bag', 'HasA', 'handle'], ['beer', 'HasProperty', 'bitter'], ['beer', 'AtLocation', 'store'], ['tap', 'UsedFor', 'beer'], ['potato in produce department', 'AtLocation', 'grocery store'], ['grocery store', 'UsedFor', 'buy toilet paper'], ['bag', 'AtLocation', 'fast-food restaurant'], ['book', 'AtLocation', 'bag'], ['bag', 'UsedFor', 'carry thing']]","[['shop bag', 'AtLocation', 'grocery store']]"
8,"[['pamphlet', 'AtLocation', 'library']]","[['this', 'IsA', 'pamphlet'], ['index card', 'AtLocation', 'library'], ['library', 'UsedFor', 'find information'], ['library', 'IsA', 'great place to meet girl']]","[['this', 'IsA', 'rose bud'], ['this', 'IsA', 'hour-glass'], ['this', 'IsA', 'school bus'], ['index card', 'AtLocation', 'rolladex'], ['index card', 'IsA', 'small piece of lightweight card'], ['index card', 'AtLocation', 'index card box'], ['library', 'UsedFor', 'research'], ['library', 'UsedFor', 'public good'], ['library', 'IsA', 'place to be quiet']]","[['this', 'IsA', 'library']]"
9,"[['potato', 'AtLocation', 'garden']]","[['potato', 'AtLocation', 'maine'], ['potato', 'IsA', 'legume'], ['potato', 'AtLocation', 'produce section'], ['cannabis', 'AtLocation', 'garden'], ['garden', 'AtLocation', 'park'], ['garden', 'AtLocation', 'great outdoors']]","[['potato', 'AtLocation', 'dirt'], ['potato', 'AtLocation', 'tin foil'], ['grape', 'AtLocation', 'produce section'], ['cannabis', 'AtLocation', 'growhouse'], ['cannabis', 'HasProperty', 'good'], ['cannabis', 'AtLocation', 'amsterdam'], ['garden', 'UsedFor', 'grow plant'], ['gardener', 'AtLocation', 'garden'], ['worm in grind and bird', 'AtLocation', 'garden']]","[['grape', 'AtLocation', 'garden']]"
