,zerohop,onehop,twohop,connecting
0,"[['clay pot', 'MadeOf', 'clay']]","[['pottery', 'MadeOf', 'clay'], ['tool', 'MadeOf', 'clay'], ['clay', 'MadeOf', 'soil']]","[['pottery', 'HasProperty', 'both functional and artistic'], ['pottery', 'IsA', 'art form'], ['pottery', 'ReceivesAction', 'consider work of art'], ['clay', 'ReceivesAction', 'mold'], ['tool', 'AtLocation', 'workbench'], ['ladder', 'IsA', 'tool'], ['tool', 'ReceivesAction', 'need to do job well'], ['brick', 'MadeOf', 'clay'], ['pot', 'MadeOf', 'soil']]","[['pot', 'MadeOf', 'clay']]"
1,"[['early roller coaster', 'MadeOf', 'wood']]","[['door', 'MadeOf', 'wood'], ['wood', 'IsA', 'fuel'], ['plant', 'AtLocation', 'wood']]","[['door', 'UsedFor', 'separate room'], ['locker', 'PartOf', 'door'], ['door', 'UsedFor', 'access to room'], ['wood', 'ReceivesAction', 'polish'], ['wood', 'IsA', 'combustible natural material'], ['wood', 'AtLocation', 'house'], ['plant', 'NotCapableOf', 'pay tax'], ['make it grow', 'UsedFor', 'plant'], ['fruit', 'CreatedBy', 'plant']]","[['door', 'IsA', 'wood']]"
2,"[['outerspace', 'MadeOf', 'space']]","[['outerspace', 'HasProperty', 'dangerous'], ['outerspace', 'AtLocation', 'sky'], ['black hole', 'AtLocation', 'outerspace'], ['planet earth', 'AtLocation', 'space'], ['hydrogen atom', 'AtLocation', 'space'], ['space', 'IsA', 'become clutter']]","[['gravity', 'AtLocation', 'black hole'], ['black hole', 'IsA', 'dense massive object'], ['black hole', 'IsA', 'object of great mass'], ['meteor', 'AtLocation', 'outerspace'], ['planet earth', 'DefinedAs', 'present home to human race'], ['planet earth', 'IsA', 'sphere'], ['mountain', 'AtLocation', 'planet earth'], ['space', 'AtLocation', 'you'], ['space', 'IsA', 'deviod'], ['hydrogen atom', 'AtLocation', 'water'], ['hydrogen atom', 'HasA', 'only one electron'], ['hydrogen atom', 'AtLocation', 'sun'], ['orbit', 'AtLocation', 'space']]","[['planet earth', 'AtLocation', 'outerspace']]"
3,"[['some instrument', 'MadeOf', 'wood']]","[['some instrument', 'ReceivesAction', 'tune'], ['wood', 'ReceivesAction', 'polish'], ['wood', 'IsA', 'combustible natural material'], ['wood', 'AtLocation', 'house']]","[['door', 'MadeOf', 'wood'], ['wood', 'IsA', 'fuel'], ['plant', 'AtLocation', 'wood'], ['shelter', 'AtLocation', 'house'], ['house', 'PartOf', 'someone asset'], ['student', 'AtLocation', 'house']]","[['house', 'MadeOf', 'wood']]"
4,"[['smile', 'MadeOf', 'happiness']]","[['kiss someone', 'HasLastSubevent', 'smile'], ['see your favorite show', 'HasSubevent', 'smile'], ['taste something sweet', 'HasSubevent', 'smile'], ['get good grade', 'Causes', 'happiness'], ['happiness', 'DefinedAs', 'reverse of sadness'], ['enjoy day', 'Causes', 'happiness']]","[['kiss someone', 'HasSubevent', 'you may catch their cold'], ['kiss someone', 'UsedFor', 'mix bacteria'], ['kiss someone', 'Causes', 'your lip will touch someone'], ['get good grade', 'HasFirstSubevent', 'smile'], ['see your favorite show', 'UsedFor', 'keep schedule'], ['see your favorite show', 'HasPrerequisite', 'television set'], ['see your favorite show', 'UsedFor', 'anger'], ['taste something sweet', 'UsedFor', 'enjoyment'], ['taste something sweet', 'UsedFor', 'pleasure'], ['crave for chocolate', 'CausesDesire', 'taste something sweet'], ['open gift', 'HasSubevent', 'smile'], ['pass course', 'MotivatedByGoal', 'get good grade'], ['get good grade', 'HasPrerequisite', 'study hard'], ['enjoy company of your friend', 'Causes', 'happiness'], ['pass course', 'Causes', 'happiness'], ['enjoy day', 'HasSubevent', 'take nap'], ['enjoy day', 'HasFirstSubevent', 'wake up'], ['enjoy day', 'HasPrerequisite', 'get out of bed']]","[['taste something sweet', 'HasFirstSubevent', 'smile'], ['get good grade', 'HasSubevent', 'smile'], ['enjoy day', 'HasSubevent', 'smile'], ['enjoy day', 'HasFirstSubevent', 'smile']]"
5,"[['pudding', 'MadeOf', 'egg']]","[['skin', 'AtLocation', 'pudding'], ['pudding', 'MadeOf', 'milk'], ['pudding', 'MadeOf', 'sugar'], ['pancake', 'MadeOf', 'egg'], ['egg', 'IsA', 'type of food'], ['egg', 'HasProperty', 'round']]","[['skin', 'AtLocation', 'your finger'], ['bacteria', 'AtLocation', 'skin'], ['skin', 'CapableOf', 'burn'], ['cake', 'MadeOf', 'milk'], ['pancake', 'MadeOf', 'flour'], ['pancake', 'IsA', 'usually'], ['pancake', 'MadeOf', 'milk'], ['egg', 'HasProperty', 'good'], ['egg', 'HasProperty', 'good for food']]","[['cake', 'MadeOf', 'egg']]"
6,"[['house', 'MadeOf', 'wood or brick']]","[['shelter', 'AtLocation', 'house'], ['chimney', 'PartOf', 'house'], ['student', 'AtLocation', 'house']]","[['kitten', 'AtLocation', 'shelter'], ['school', 'UsedFor', 'shelter'], ['shelter', 'AtLocation', 'bus stop'], ['house', 'AtLocation', 'mirror in carnival'], ['house', 'PartOf', 'someone asset'], ['chimney', 'AtLocation', 'on roof'], ['some house', 'HasA', 'chimney'], ['many live room', 'HasA', 'chimney'], ['student', 'CapableOf', 'question their teacher'], ['student', 'NotDesires', 'be reject'], ['student', 'NotDesires', 'pop quiz'], ['aunt', 'AtLocation', 'house']]","[['kitten', 'AtLocation', 'house']]"
7,"[['pot', 'MadeOf', 'soil']]","[['pot', 'HasA', 'water'], ['pot', 'UsedFor', 'plant plant'], ['pot', 'UsedFor', 'make soup'], ['house', 'MadeOf', 'soil'], ['soil', 'AtLocation', 'garden'], ['pottery', 'MadeOf', 'soil']]","[['pot', 'HasProperty', 'decorative'], ['pot', 'HasProperty', 'make of metal'], ['pot', 'UsedFor', 'store thing in'], ['shelter', 'AtLocation', 'house'], ['house', 'PartOf', 'someone asset'], ['student', 'AtLocation', 'house'], ['worm', 'AtLocation', 'soil'], ['soil', 'AtLocation', 'grind'], ['pottery', 'HasProperty', 'both functional and artistic'], ['pottery', 'IsA', 'art form'], ['pottery', 'MadeOf', 'clay']]","[['clay', 'MadeOf', 'soil']]"
8,"[['house', 'MadeOf', 'wood']]","[['shelter', 'AtLocation', 'house'], ['chimney', 'PartOf', 'house'], ['student', 'AtLocation', 'house'], ['wood', 'ReceivesAction', 'polish'], ['wood', 'IsA', 'combustible natural material'], ['wood', 'AtLocation', 'house']]","[['kitten', 'AtLocation', 'shelter'], ['school', 'UsedFor', 'shelter'], ['shelter', 'AtLocation', 'bus stop'], ['house', 'AtLocation', 'mirror in carnival'], ['house', 'PartOf', 'someone asset'], ['chimney', 'AtLocation', 'on roof'], ['some house', 'HasA', 'chimney'], ['many live room', 'HasA', 'chimney'], ['student', 'CapableOf', 'question their teacher'], ['student', 'NotDesires', 'be reject'], ['student', 'NotDesires', 'pop quiz'], ['aunt', 'AtLocation', 'house'], ['door', 'MadeOf', 'wood'], ['wood', 'IsA', 'fuel'], ['plant', 'AtLocation', 'wood']]","[['kitten', 'AtLocation', 'house']]"
9,"[['cookie', 'MadeOf', 'flour']]","[['fortune', 'AtLocation', 'cookie'], ['cookie', 'AtLocation', 'my mouth'], ['cookie', 'CapableOf', 'crumble into crumb'], ['pancake', 'MadeOf', 'flour'], ['make bread', 'HasPrerequisite', 'flour'], ['flour', 'AtLocation', 'cupboard']]","[['fortune', 'IsA', 'prediction of future'], ['fortune', 'AtLocation', 'bank'], ['fortune', 'AtLocation', 'shrine'], ['person', 'Desires', 'cookie'], ['bake oven', 'UsedFor', 'cookie'], ['cookie', 'IsA', 'not spell cooky'], ['pancake', 'IsA', 'usually'], ['pancake', 'MadeOf', 'egg'], ['pancake', 'MadeOf', 'milk'], ['ramen', 'MadeOf', 'flour'], ['grain', 'UsedFor', 'make bread'], ['make bread', 'HasSubevent', 'heat oven'], ['make bread', 'Causes', 'bread'], ['flour', 'UsedFor', 'make bread']]","[['bread', 'CreatedBy', 'flour']]"
