,zerohop,onehop,twohop,connecting
0,"[['penguin', 'PartOf', 'animal']]","[['penguin', 'IsA', 'bird who cannot fly'], ['penguin', 'NotCapableOf', 'fly although they be bird'], ['penguin', 'NotCapableOf', 'live on greenland'], ['animal', 'CapableOf', 'eat fish'], ['crab', 'IsA', 'animal'], ['animal', 'NotDesires', 'be attack']]","[['penguin', 'NotHasProperty', 'capable of flight'], ['penguin', 'IsA', 'often'], ['penguin', 'CapableOf', 'where it cold'], ['kitten', 'IsA', 'animal'], ['child', 'CapableOf', 'eat fish'], ['crab', 'AtLocation', 'salt water aquarium'], ['crab', 'AtLocation', 'fishmonger'], ['crab', 'AtLocation', 'resteraunt'], ['groundhog', 'IsA', 'animal'], ['animal', 'PartOf', 'ecosystem'], ['be attack', 'HasSubevent', 'duck']]","[['child', 'IsA', 'animal'], ['duck', 'IsA', 'animal'], ['duck', 'PartOf', 'animal']]"
1,"[['moniter', 'PartOf', 'computer']]","[['computer', 'IsA', 'make encyclopedia extinct'], ['apple', 'IsA', 'computer'], ['computer', 'HasA', 'mouse']]","[['computer', 'IsA', 'source of information'], ['apple', 'CapableOf', 'represent fall of man'], ['apple', 'IsA', 'first domesticate in ancient greece'], ['apple', 'IsA', 'green fruit'], ['computer', 'IsA', 'reduce paper work'], ['mouse', 'ReceivesAction', 'invent as computer aid'], ['button', 'AtLocation', 'mouse'], ['mouse', 'AtLocation', 'mousehouse']]","[['mouse', 'PartOf', 'computer'], ['mouse', 'AtLocation', 'computer'], ['mouse', 'RelatedTo', 'computer'], ['mouse', 'IsA', 'computer']]"
2,"[['sheet', 'PartOf', 'bed']]","[['sheet', 'AtLocation', 'bedroom'], ['sheet', 'UsedFor', 'stay warm while sleep'], ['sheet', 'UsedFor', 'cover your bed'], ['bed', 'AtLocation', 'in house'], ['bed', 'UsedFor', 'be lazy'], ['monster', 'AtLocation', 'bed']]","[['sheet', 'AtLocation', 'linen store'], ['sheet', 'AtLocation', 'drawer'], ['gravity', 'AtLocation', 'bedroom'], ['birth control pill', 'AtLocation', 'bedroom'], ['television', 'AtLocation', 'bedroom'], ['sheet', 'AtLocation', 'paper in notebook'], ['bed', 'CausesDesire', 'rest'], ['human', 'AtLocation', 'in house'], ['bed', 'IsA', 'place where you sleep'], ['monster', 'AtLocation', 'under bed'], ['werewolf', 'IsA', 'monster'], ['monster', 'AtLocation', 'mythology'], ['bed', 'IsA', 'usually in bedroom']]","[['gravity', 'AtLocation', 'bed'], ['bedroom', 'HasA', 'bed'], ['human', 'AtLocation', 'bed']]"
3,"[['seam', 'PartOf', 'dress']]","[['basketball', 'HasA', 'seam'], ['dress', 'IsA', 'form of clothe'], ['shirt', 'UsedFor', 'dress'], ['dress', 'AtLocation', 'refrigerator']]","[['basketball', 'IsA', 'physical sport'], ['basketball', 'UsedFor', 'play basketball'], ['basketball', 'HasProperty', 'competitive'], ['wake up in morning', 'HasSubevent', 'dress'], ['dress', 'IsA', 'skirt'], ['shirt', 'IsA', 'form of clothe'], ['skirt', 'IsA', 'form of clothe'], ['shirt', 'HasProperty', 'stripe'], ['shirt', 'IsA', 'article of clothe'], ['shirt', 'ReceivesAction', 'wear on your upper body'], ['someone', 'CapableOf', 'dress']]","[['skirt', 'IsA', 'dress']]"
4,"[['smile', 'PartOf', 'make love']]","[['kiss someone', 'HasLastSubevent', 'smile'], ['see your favorite show', 'HasSubevent', 'smile'], ['taste something sweet', 'HasSubevent', 'smile'], ['go to bed', 'UsedFor', 'make love'], ['couple', 'CapableOf', 'make love'], ['go to bed', 'Causes', 'make love']]","[['kiss someone', 'HasSubevent', 'you may catch their cold'], ['kiss someone', 'UsedFor', 'mix bacteria'], ['kiss someone', 'Causes', 'your lip will touch someone'], ['get good grade', 'HasFirstSubevent', 'smile'], ['see your favorite show', 'UsedFor', 'keep schedule'], ['see your favorite show', 'HasPrerequisite', 'television set'], ['see your favorite show', 'UsedFor', 'anger'], ['taste something sweet', 'UsedFor', 'enjoyment'], ['taste something sweet', 'UsedFor', 'pleasure'], ['crave for chocolate', 'CausesDesire', 'taste something sweet'], ['open gift', 'HasSubevent', 'smile'], ['go to bed', 'HasSubevent', 'you fall asleep'], ['go to bed', 'HasSubevent', 'lie down'], ['go to bed', 'HasPrerequisite', 'lie down'], ['rubber', 'UsedFor', 'make love'], ['couple', 'CapableOf', 'see counselor'], ['couple', 'HasA', 'quickie'], ['couple', 'CapableOf', 'watch sunset'], ['make love', 'HasProperty', 'good'], ['make love', 'HasPrerequisite', 'have sex'], ['go to bed', 'HasSubevent', 'get change']]","[['taste something sweet', 'HasFirstSubevent', 'smile'], ['go to bed', 'HasSubevent', 'make love']]"
5,"[['bud', 'PartOf', 'plant']]","[['bud', 'HasProperty', 'good'], ['bud', 'AtLocation', 'sack'], ['plant', 'NotCapableOf', 'pay tax'], ['make it grow', 'UsedFor', 'plant'], ['plant', 'IsA', 'live thing']]","[['weed', 'HasProperty', 'good'], ['plant', 'HasProperty', 'very far from each other'], ['fruit', 'CreatedBy', 'plant'], ['make it grow', 'Causes', 'add vitality'], ['make it grow', 'HasSubevent', 'water'], ['make it grow', 'MotivatedByGoal', 'it to be big'], ['flower', 'PartOf', 'plant']]","[['weed', 'IsA', 'plant'], ['make it grow', 'Causes', 'plant']]"
6,"[['pupil', 'PartOf', 'class']]","[['pupil', 'PartOf', 'eye'], ['pupil', 'AtLocation', 'at school'], ['pupil', 'AtLocation', 'classroom'], ['black board and teacher', 'AtLocation', 'class'], ['class', 'UsedFor', 'improve vision'], ['6.170', 'IsA', 'class']]","[['young person', 'AtLocation', 'classroom'], ['new knowledge', 'AtLocation', 'class'], ['tire child', 'AtLocation', 'class'], ['class', 'AtLocation', 'school house']]","[['young person', 'AtLocation', 'class']]"
7,"[['pain', 'PartOf', 'life']]","[['exercise', 'HasSubevent', 'pain'], ['find truth', 'Causes', 'pain'], ['love', 'Causes', 'pain'], ['life', 'NotDesires', 'be sad'], ['life', 'NotDesires', 'become extinct'], ['life', 'NotHasProperty', 'fair']]","[['exercise', 'HasProperty', 'good for your heart'], ['mdicine ball', 'UsedFor', 'exercise'], ['exercise', 'UsedFor', 'get in shape'], ['pain', 'HasProperty', 'bad'], ['conduct trial', 'Causes', 'find truth'], ['find truth', 'MotivatedByGoal', 'know truth'], ['find truth', 'HasPrerequisite', 'careful analysis of evidence'], ['kiss', 'SymbolOf', 'love'], ['love', 'IsA', 'emotion between person'], ['love', 'Causes', 'happiness'], ['pain', 'Causes', 'unhappiness'], ['life', 'NotDesires', 'be melodramatic'], ['loss', 'PartOf', 'life']]","[['exercise', 'Causes', 'pain'], ['get in shape', 'Causes', 'pain']]"
8,"[['nail', 'PartOf', 'house']]","[['wood', 'ReceivesAction', 'nail'], ['nail', 'UsedFor', 'construct'], ['nail', 'UsedFor', 'be place in solid object'], ['shelter', 'AtLocation', 'house'], ['house', 'PartOf', 'someone asset'], ['student', 'AtLocation', 'house']]","[['wood', 'ReceivesAction', 'polish'], ['wood', 'IsA', 'combustible natural material'], ['wood', 'AtLocation', 'house'], ['nail', 'AtLocation', 'store'], ['nail', 'MadeOf', 'steel'], ['nail', 'MadeOf', 'metal'], ['kitten', 'AtLocation', 'shelter'], ['school', 'UsedFor', 'shelter'], ['shelter', 'AtLocation', 'bus stop'], ['house', 'AtLocation', 'mirror in carnival'], ['chimney', 'PartOf', 'house'], ['student', 'CapableOf', 'question their teacher'], ['student', 'NotDesires', 'be reject'], ['student', 'NotDesires', 'pop quiz'], ['aunt', 'AtLocation', 'house']]","[['kitten', 'AtLocation', 'house']]"
9,"[['aunt', 'PartOf', 'family']]","[['aunt', 'IsA', 'family relationship term'], ['aunt', 'PartOf', 'relative'], ['aunt', 'AtLocation', 'house'], ['daughter', 'PartOf', 'family'], ['family', 'ReceivesAction', 'mean to stick together'], ['parent', 'AtLocation', 'family']]","[['aunt', 'AtLocation', 'home'], ['aunt', 'DefinedAs', 'wife of your uncle'], ['aunt', 'DefinedAs', 'uncle wife'], ['brother', 'IsA', 'family relationship term'], ['daughter', 'IsA', 'relative'], ['daughter', 'IsA', 'girl'], ['daughter', 'IsA', 'female child'], ['baby', 'PartOf', 'family'], ['family', 'IsA', 'glue'], ['support', 'AtLocation', 'family'], ['parent', 'NotDesires', 'their child to be rude'], ['every person', 'HasA', 'parent'], ['parent', 'NotDesires', 'their child to get arrest']]","[['brother', 'PartOf', 'family'], ['brother', 'AtLocation', 'family']]"
