,zerohop,onehop,twohop,connecting
0,"[['Q7838_Swahili', 'P737_influenced_by', 'Q13955_Arabic']]","[['Q176826_The_Last_King_of_Scotland', 'P364_original_language_of_film_or_TV_show', 'Q7838_Swahili'], ['Q7838_Swahili', 'P17_country', 'Q1036_Uganda'], ['Q208266_Out_of_Africa', 'P364_original_language_of_film_or_TV_show', 'Q7838_Swahili'], ['Q13955_Arabic', 'P17_country', 'Q851_Saudi_Arabia'], ['Q13955_Arabic', 'P17_country', 'Q657_Chad'], ['Q1057015_Taken_2', 'P364_original_language_of_film_or_TV_show', 'Q13955_Arabic']]","[['Q176826_The_Last_King_of_Scotland', 'P161_cast_member', 'Q485298_Gillian_Anderson'], ['Q176826_The_Last_King_of_Scotland', 'P31_instance_of', 'Q11424_film'], ['Q176826_The_Last_King_of_Scotland', 'P58_screenwriter', 'Q948122_Peter_Morgan'], ['Q924_Tanzania', 'P37_official_language', 'Q7838_Swahili'], ['Q7838_Swahili', 'P17_country', 'Q974_Democratic_Republic_of_the_Congo'], ['Q1036_Uganda', 'P47_shares_border_with', 'Q924_Tanzania'], ['Q208266_Out_of_Africa', 'P161_cast_member', 'Q59215_Robert_Redford'], ['Q208266_Out_of_Africa', 'P58_screenwriter', 'Q1793822_Kurt_Luedtke'], ['Q208266_Out_of_Africa', 'P162_producer', 'Q51522_Sydney_Pollack'], ['Q645168_The_Constant_Gardener', 'P364_original_language_of_film_or_TV_show', 'Q7838_Swahili'], ['Q408_Australia', 'P2936_language_used', 'Q13955_Arabic'], ['Q851_Saudi_Arabia', 'P530_diplomatic_relation', 'Q115_Ethiopia'], ['Q878_United_Arab_Emirates', 'P530_diplomatic_relation', 'Q851_Saudi_Arabia'], ['Q374365_Jeddah', 'P17_country', 'Q851_Saudi_Arabia'], ['Q13955_Arabic', 'P17_country', 'Q1049_Sudan'], ['Q851_Saudi_Arabia', 'P37_official_language', 'Q13955_Arabic'], ['Q458_European_Union', 'P530_diplomatic_relation', 'Q657_Chad'], ['Q1016_Libya', 'P530_diplomatic_relation', 'Q657_Chad'], ['Q1016_Libya', 'P47_shares_border_with', 'Q657_Chad'], ['Q1057015_Taken_2', 'P162_producer', 'Q484779_Luc_Besson'], ['Q1057015_Taken_2', 'P750_distributor', 'Q1375196_EuropaCorp'], ['Q1057015_Taken_2', 'P840_narrative_location', 'Q90_Paris']]","[['Q657_Chad', 'P37_official_language', 'Q13955_Arabic'], ['Q1016_Libya', 'P37_official_language', 'Q13955_Arabic']]"
1,"[['Q251_Java', 'P737_influenced_by', 'Q2407_C++']]","[['Q251_Java', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q251_Java'], ['Q48493_iOS', 'P277_programming_language', 'Q251_Java'], ['Q2370_C#', 'P737_influenced_by', 'Q2407_C++'], ['Q14116_macOS', 'P277_programming_language', 'Q2407_C++'], ['Q59_PHP', 'P737_influenced_by', 'Q2407_C++']]","[['Q2370_C#', 'P737_influenced_by', 'Q251_Java'], ['Q251_Java', 'P1889_different_from', 'Q2005_JavaScript'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P31_instance_of', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P31_instance_of', 'Q193076_functional_programming'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q28865_Python'], ['Q251_Java', 'P737_influenced_by', 'Q15777_C'], ['Q48493_iOS', 'P407_language_of_work_or_name', 'Q9288_Hebrew'], ['Q48493_iOS', 'P279_subclass_of', 'Q14656_Unix-like_operating_system'], ['Q48493_iOS', 'P1038_relative', 'Q11368_Unix'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2370_C#', 'P138_named_after', 'Q2407_C++'], ['Q94_Android', 'P277_programming_language', 'Q2407_C++'], ['Q14646_Solaris', 'P277_programming_language', 'Q2407_C++'], ['Q43627_Mac_OS', 'P1889_different_from', 'Q14116_macOS'], ['Q1759208_Guitar_Hero_World_Tour', 'P400_platform', 'Q14116_macOS'], ['Q14116_macOS', 'P407_language_of_work_or_name', 'Q9199_Vietnamese'], ['Q42478_Perl', 'P737_influenced_by', 'Q2407_C++'], ['Q59_PHP', 'P737_influenced_by', 'Q42478_Perl'], ['Q59_PHP', 'P737_influenced_by', 'Q251_Java'], ['Q59_PHP', 'P737_influenced_by', 'Q15777_C']]","[['Q28865_Python', 'P1889_different_from', 'Q2407_C++'], ['Q28865_Python', 'P737_influenced_by', 'Q251_Java'], ['Q28865_Python', 'P1889_different_from', 'Q251_Java'], ['Q28865_Python', 'P737_influenced_by', 'Q2407_C++']]"
2,"[['Q81438_Walt_Whitman', 'P737_influenced_by', 'Q48226_Ralph_Waldo_Emerson']]","[['Q81438_Walt_Whitman', 'P737_influenced_by', 'Q131149_Henry_David_Thoreau'], ['Q81438_Walt_Whitman', 'P27_country_of_citizenship', 'Q30_United_States_of_America'], ['Q81438_Walt_Whitman', 'P31_instance_of', 'Q5_human'], ['Q48226_Ralph_Waldo_Emerson', 'P737_influenced_by', 'Q9235_Georg_Wilhelm_Friedrich_Hegel'], ['Q48226_Ralph_Waldo_Emerson', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q9358_Friedrich_Nietzsche', 'P737_influenced_by', 'Q48226_Ralph_Waldo_Emerson']]","[['Q37767_T._S._Eliot', 'P737_influenced_by', 'Q81438_Walt_Whitman'], ['Q131149_Henry_David_Thoreau', 'P31_instance_of', 'Q5_human'], ['Q131149_Henry_David_Thoreau', 'P106_occupation', 'Q482980_author'], ['Q131149_Henry_David_Thoreau', 'P140_religion', 'Q106687_Unitarianism'], ['Q81438_Walt_Whitman', 'P19_place_of_birth', 'Q18438_Long_Island'], ['Q81438_Walt_Whitman', 'P509_cause_of_death', 'Q12192_pneumonia'], ['Q48226_Ralph_Waldo_Emerson', 'P119_place_of_burial', 'Q771_Massachusetts'], ['Q9358_Friedrich_Nietzsche', 'P737_influenced_by', 'Q1035_Charles_Darwin'], ['Q9358_Friedrich_Nietzsche', 'P937_work_location', 'Q78_Basel'], ['Q9358_Friedrich_Nietzsche', 'P106_occupation', 'Q36834_composer'], ['Q48226_Ralph_Waldo_Emerson', 'P31_instance_of', 'Q5_human']]","[['Q131149_Henry_David_Thoreau', 'P737_influenced_by', 'Q48226_Ralph_Waldo_Emerson']]"
3,"[['Q1701254_John_Oliver', 'P737_influenced_by', 'Q211987_Jon_Stewart']]","[['Q1701254_John_Oliver', 'P551_residence', 'Q60_New_York_City'], ['Q824192_The_Daily_Show', 'P161_cast_member', 'Q1701254_John_Oliver'], ['Q1701254_John_Oliver', 'P106_occupation', 'Q245068_comedian'], ['Q211987_Jon_Stewart', 'P106_occupation', 'Q1930187_journalist'], ['Q211987_Jon_Stewart', 'P102_member_of_political_party', 'Q29552_Democratic_Party'], ['Q602600_Death_to_Smoochy', 'P161_cast_member', 'Q211987_Jon_Stewart']]","[['Q824192_The_Daily_Show', 'P161_cast_member', 'Q180252_Lewis_Black'], ['Q824192_The_Daily_Show', 'P407_language_of_work_or_name', 'Q1860_English'], ['Q824192_The_Daily_Show', 'P161_cast_member', 'Q5605949_Wyatt_Cenac'], ['Q1701254_John_Oliver', 'P106_occupation', 'Q947873_television_presenter'], ['Q1701254_John_Oliver', 'P106_occupation', 'Q1930187_journalist'], ['Q211987_Jon_Stewart', 'P166_award_received', 'Q1044427_Primetime_Emmy_Award'], ['Q832190_Jay_and_Silent_Bob_Strike_Back', 'P161_cast_member', 'Q211987_Jon_Stewart'], ['Q602600_Death_to_Smoochy', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q602600_Death_to_Smoochy', 'P161_cast_member', 'Q125904_Edward_Norton'], ['Q602600_Death_to_Smoochy', 'P31_instance_of', 'Q11424_film'], ['Q824192_The_Daily_Show', 'P58_screenwriter', 'Q211987_Jon_Stewart']]","[['Q824192_The_Daily_Show', 'P371_presenter', 'Q211987_Jon_Stewart']]"
4,"[['Q93346_The_Who', 'P737_influenced_by', 'Q188713_The_Kinks']]","[['Q956288_Woodstock', 'P161_cast_member', 'Q93346_The_Who'], ['Q93346_The_Who', 'P737_influenced_by', 'Q255_Ludwig_van_Beethoven'], ['Q93346_The_Who', 'P737_influenced_by', 'Q5928_Jimi_Hendrix'], ['Q188713_The_Kinks', 'P136_genre', 'Q11399_rock_music'], ['Q188713_The_Kinks', 'P264_record_label', 'Q645889_Reprise_Records'], ['Q188713_The_Kinks', 'P264_record_label', 'Q935090_London_Records']]","[['Q956288_Woodstock', 'P31_instance_of', 'Q1800833_rockumentary'], ['Q956288_Woodstock', 'P57_director', 'Q41148_Martin_Scorsese'], ['Q956288_Woodstock', 'P272_production_company', 'Q126399_Warner_Bros.'], ['Q93346_The_Who', 'P495_country_of_origin', 'Q145_United_Kingdom'], ['Q93346_The_Who', 'P166_award_received', 'Q179191_Rock_and_Roll_Hall_of_Fame'], ['Q93346_The_Who', 'P264_record_label', 'Q843402_Warner_Bros._Records'], ['Q5928_Jimi_Hendrix', 'P106_occupation', 'Q4991371_soldier'], ['Q5928_Jimi_Hendrix', 'P106_occupation', 'Q36834_composer'], ['Q5928_Jimi_Hendrix', 'P19_place_of_birth', 'Q5083_Seattle'], ['Q188713_The_Kinks', 'P264_record_label', 'Q202585_RCA_Records'], ['Q382890_Oasis', 'P264_record_label', 'Q645889_Reprise_Records'], ['Q382890_Oasis', 'P737_influenced_by', 'Q188713_The_Kinks']]","[['Q5928_Jimi_Hendrix', 'P737_influenced_by', 'Q93346_The_Who'], ['Q382890_Oasis', 'P737_influenced_by', 'Q93346_The_Who']]"
5,"[['Q313466_Michael_Chabon', 'P737_influenced_by', 'Q909_Jorge_Luis_Borges']]","[['Q313466_Michael_Chabon', 'P31_instance_of', 'Q5_human'], ['Q313466_Michael_Chabon', 'P737_influenced_by', 'Q43444_Gustave_Flaubert'], ['Q313466_Michael_Chabon', 'P937_work_location', 'Q484678_Berkeley'], ['Q909_Jorge_Luis_Borges', 'P737_influenced_by', 'Q42511_H._G._Wells'], ['Q909_Jorge_Luis_Borges', 'P108_employer', 'Q194223_University_of_Buenos_Aires'], ['Q909_Jorge_Luis_Borges', 'P106_occupation', 'Q36180_writer']]","[['Q2576795_Locus_Award_for_Best_Science_Fiction_Novel', 'P1346_winner', 'Q313466_Michael_Chabon'], ['Q313466_Michael_Chabon', 'P737_influenced_by', 'Q181677_George_R._R._Martin'], ['Q313466_Michael_Chabon', 'P1411_nominated_for', 'Q2576795_Locus_Award_for_Best_Science_Fiction_Novel'], ['Q909_Jorge_Luis_Borges', 'P737_influenced_by', 'Q82925_Joseph_Conrad'], ['Q181659_Ursula_K._Le_Guin', 'P737_influenced_by', 'Q42511_H._G._Wells'], ['Q909_Jorge_Luis_Borges', 'P737_influenced_by', 'Q859_Plato'], ['Q909_Jorge_Luis_Borges', 'P737_influenced_by', 'Q30875_Oscar_Wilde']]","[['Q181659_Ursula_K._Le_Guin', 'P737_influenced_by', 'Q909_Jorge_Luis_Borges']]"
6,"[['Q83338_Robin_Williams', 'P737_influenced_by', 'Q561401_Spike_Milligan']]","[['Q483852_Mrs._Doubtfire', 'P162_producer', 'Q83338_Robin_Williams'], ['Q83338_Robin_Williams', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor'], ['Q83338_Robin_Williams', 'P1411_nominated_for', 'Q518675_Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture'], ['Q561401_Spike_Milligan', 'P509_cause_of_death', 'Q476921_kidney_failure'], ['Q561401_Spike_Milligan', 'P27_country_of_citizenship', 'Q27_Ireland'], ['Q561401_Spike_Milligan', 'P106_occupation', 'Q1930187_journalist']]","[['Q483852_Mrs._Doubtfire', 'P272_production_company', 'Q434841_20th_Century_Fox'], ['Q483852_Mrs._Doubtfire', 'P136_genre', 'Q859369_comedy-drama'], ['Q483852_Mrs._Doubtfire', 'P136_genre', 'Q52162262_film_based_on_literature'], ['Q83338_Robin_Williams', 'P166_award_received', 'Q106291_Academy_Award_for_Best_Supporting_Actor'], ['Q83338_Robin_Williams', 'P69_educated_at', 'Q503246_Juilliard_School'], ['Q311615_Thomas_Haden_Church', 'P166_award_received', 'Q518675_Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture'], ['Q518675_Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture', 'P1346_winner', 'Q45772_Christian_Bale'], ['Q518675_Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture', 'P1346_winner', 'Q223110_John_C._Reilly'], ['Q561401_Spike_Milligan', 'P1196_manner_of_death', 'Q3739104_natural_causes'], ['Q561401_Spike_Milligan', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q561401_Spike_Milligan', 'P31_instance_of', 'Q5_human']]","[['Q518675_Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture', 'P1346_winner', 'Q83338_Robin_Williams']]"
7,"[['Q11036_The_Rolling_Stones', 'P737_influenced_by', 'Q1299_The_Beatles']]","[['Q382890_Oasis', 'P737_influenced_by', 'Q11036_The_Rolling_Stones'], ['Q11036_The_Rolling_Stones', 'P264_record_label', 'Q557632_Decca'], ['Q11036_The_Rolling_Stones', 'P527_has_part', 'Q204943_Brian_Jones'], ['Q1299_The_Beatles', 'P737_influenced_by', 'Q183048_The_Beach_Boys'], ['Q1299_The_Beatles', 'P740_location_of_formation', 'Q24826_Liverpool'], ['Q1299_The_Beatles', 'P264_record_label', 'Q1542119_United_Artists_Records']]","[['Q382890_Oasis', 'P737_influenced_by', 'Q188713_The_Kinks'], ['Q382890_Oasis', 'P136_genre', 'Q11366_alternative_rock'], ['Q382890_Oasis', 'P737_influenced_by', 'Q93346_The_Who'], ['Q11036_The_Rolling_Stones', 'P264_record_label', 'Q231694_Interscope_Records'], ['Q11036_The_Rolling_Stones', 'P166_award_received', 'Q2976730_Grammy_Award_for_Best_Music_Video'], ['Q189599_Keith_Richards', 'P361_part_of', 'Q11036_The_Rolling_Stones'], ['Q204943_Brian_Jones', 'P1303_instrument', 'Q165666_xylophone'], ['Q204943_Brian_Jones', 'P1303_instrument', 'Q258896_banjo'], ['Q204943_Brian_Jones', 'P1884_hair_color', 'Q202466_blond'], ['Q1299_The_Beatles', 'P737_influenced_by', 'Q5921_Chuck_Berry'], ['Q2599_Paul_McCartney', 'P361_part_of', 'Q1299_The_Beatles'], ['Q1299_The_Beatles', 'P737_influenced_by', 'Q82222_Little_Richard']]","[['Q204943_Brian_Jones', 'P463_member_of', 'Q11036_The_Rolling_Stones']]"
8,"[['Q216195_Tom_Wolfe', 'P737_influenced_by', 'Q23434_Ernest_Hemingway']]","[['Q216195_Tom_Wolfe', 'P551_residence', 'Q60_New_York_City'], ['Q216195_Tom_Wolfe', 'P737_influenced_by', 'Q160534_Jack_Kerouac'], ['Q216195_Tom_Wolfe', 'P106_occupation', 'Q36180_writer'], ['Q23434_Ernest_Hemingway', 'P737_influenced_by', 'Q1512_Robert_Louis_Stevenson'], ['Q23434_Ernest_Hemingway', 'P1411_nominated_for', 'Q37922_Nobel_Prize_in_Literature'], ['Q180962_Norman_Mailer', 'P737_influenced_by', 'Q23434_Ernest_Hemingway']]","[['Q216195_Tom_Wolfe', 'P937_work_location', 'Q61_Washington,_D.C.'], ['Q216195_Tom_Wolfe', 'P737_influenced_by', 'Q5686_Charles_Dickens'], ['Q216195_Tom_Wolfe', 'P106_occupation', 'Q1930187_journalist'], ['Q217557_Joyce_Carol_Oates', 'P106_occupation', 'Q36180_writer'], ['Q23434_Ernest_Hemingway', 'P106_occupation', 'Q214917_playwright'], ['Q180962_Norman_Mailer', 'P106_occupation', 'Q33999_actor'], ['Q180962_Norman_Mailer', 'P1411_nominated_for', 'Q833633_Pulitzer_Prize_for_Fiction'], ['Q1779974_When_We_Were_Kings', 'P161_cast_member', 'Q180962_Norman_Mailer'], ['Q23434_Ernest_Hemingway', 'P551_residence', 'Q485186_Key_West']]","[['Q217557_Joyce_Carol_Oates', 'P737_influenced_by', 'Q23434_Ernest_Hemingway']]"
9,"[['Q35802_Baruch_Spinoza', 'P737_influenced_by', 'Q859_Plato']]","[['Q35802_Baruch_Spinoza', 'P27_country_of_citizenship', 'Q170072_Dutch_Republic'], ['Q35802_Baruch_Spinoza', 'P1412_languages_spoken,_written_or_signed', 'Q652_Italian'], ['Q35802_Baruch_Spinoza', 'P1412_languages_spoken,_written_or_signed', 'Q1321_Spanish'], ['Q60025_Hannah_Arendt', 'P737_influenced_by', 'Q859_Plato'], ['Q859_Plato', 'P802_student', 'Q868_Aristotle'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q859_Plato']]","[['Q35802_Baruch_Spinoza', 'P1412_languages_spoken,_written_or_signed', 'Q5146_Portuguese'], ['Q184226_Gilles_Deleuze', 'P737_influenced_by', 'Q35802_Baruch_Spinoza'], ['Q60025_Hannah_Arendt', 'P103_native_language', 'Q188_German'], ['Q60025_Hannah_Arendt', 'P19_place_of_birth', 'Q1715_Hanover'], ['Q60025_Hannah_Arendt', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q9358_Friedrich_Nietzsche', 'P737_influenced_by', 'Q859_Plato'], ['Q48226_Ralph_Waldo_Emerson', 'P737_influenced_by', 'Q859_Plato'], ['Q868_Aristotle', 'P106_occupation', 'Q11063_astronomer'], ['Q868_Aristotle', 'P31_instance_of', 'Q5_human'], ['Q132524_Ayn_Rand', 'P737_influenced_by', 'Q868_Aristotle'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q8018_Augustine_of_Hippo'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q8011_Avicenna'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q868_Aristotle']]","[['Q868_Aristotle', 'P1066_student_of', 'Q859_Plato'], ['Q868_Aristotle', 'P737_influenced_by', 'Q859_Plato']]"
