,zerohop,onehop,twohop,connecting
0,"[['Q1325_Friedrich_Hayek', 'P1066_student_of', 'Q84233_Ludwig_von_Mises']]","[['Q1325_Friedrich_Hayek', 'P101_field_of_work', 'Q5891_philosophy'], ['Q1325_Friedrich_Hayek', 'P27_country_of_citizenship', 'Q40_Austria'], ['Q1325_Friedrich_Hayek', 'P106_occupation', 'Q188094_economist'], ['Q47426_Milton_Friedman', 'P737_influenced_by', 'Q84233_Ludwig_von_Mises'], ['Q84233_Ludwig_von_Mises', 'P20_place_of_death', 'Q60_New_York_City'], ['Q84233_Ludwig_von_Mises', 'P101_field_of_work', 'Q8134_economics']]","[['Q1325_Friedrich_Hayek', 'P551_residence', 'Q2833_Freiburg_im_Breisgau'], ['Q1325_Friedrich_Hayek', 'P31_instance_of', 'Q5_human'], ['Q47426_Milton_Friedman', 'P106_occupation', 'Q37226_teacher'], ['Q47426_Milton_Friedman', 'P106_occupation', 'Q36180_writer'], ['Q47426_Milton_Friedman', 'P69_educated_at', 'Q131252_University_of_Chicago'], ['Q84233_Ludwig_von_Mises', 'P69_educated_at', 'Q165980_University_of_Vienna'], ['Q84233_Ludwig_von_Mises', 'P108_employer', 'Q49210_New_York_University'], ['Q84233_Ludwig_von_Mises', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English']]","[['Q47426_Milton_Friedman', 'P737_influenced_by', 'Q1325_Friedrich_Hayek']]"
1,"[['Q7199_Marcel_Proust', 'P1066_student_of', 'Q42156_Henri_Bergson']]","[['Q7199_Marcel_Proust', 'P106_occupation', 'Q36180_writer'], ['Q7199_Marcel_Proust', 'P27_country_of_citizenship', 'Q142_France'], ['Q83158_Jean_Cocteau', 'P737_influenced_by', 'Q7199_Marcel_Proust'], ['Q42156_Henri_Bergson', 'P737_influenced_by', 'Q937_Albert_Einstein'], ['Q42156_Henri_Bergson', 'P1411_nominated_for', 'Q37922_Nobel_Prize_in_Literature'], ['Q42156_Henri_Bergson', 'P737_influenced_by', 'Q1035_Charles_Darwin']]","[['Q7199_Marcel_Proust', 'P19_place_of_birth', 'Q90_Paris'], ['Q7199_Marcel_Proust', 'P1196_manner_of_death', 'Q3739104_natural_causes'], ['Q83158_Jean_Cocteau', 'P136_genre', 'Q25372_drama'], ['Q734335_Louis_Delluc_Prize', 'P1346_winner', 'Q83158_Jean_Cocteau'], ['Q83158_Jean_Cocteau', 'P1411_nominated_for', 'Q139184_BAFTA_Award_for_Best_Film'], ['Q42156_Henri_Bergson', 'P19_place_of_birth', 'Q90_Paris'], ['Q42156_Henri_Bergson', 'P106_occupation', 'Q36180_writer'], ['Q83059_Saul_Bellow', 'P166_award_received', 'Q37922_Nobel_Prize_in_Literature']]","[['Q83059_Saul_Bellow', 'P737_influenced_by', 'Q7199_Marcel_Proust']]"
2,"[['Q7312_Franz_Schubert', 'P1066_student_of', 'Q51088_Antonio_Salieri']]","[['Q7312_Franz_Schubert', 'P106_occupation', 'Q36834_composer'], ['Q7312_Franz_Schubert', 'P27_country_of_citizenship', 'Q40_Austria'], ['Q637820_Amour', 'P86_composer', 'Q7312_Franz_Schubert'], ['Q51088_Antonio_Salieri', 'P27_country_of_citizenship', 'Q131964_Austrian_Empire'], ['Q255_Ludwig_van_Beethoven', 'P1066_student_of', 'Q51088_Antonio_Salieri'], ['Q51088_Antonio_Salieri', 'P802_student', 'Q41309_Franz_Liszt']]","[['Q7312_Franz_Schubert', 'P172_ethnic_group', 'Q237534_Austrians'], ['Q7312_Franz_Schubert', 'P1303_instrument', 'Q8355_violin'], ['Q181555_Crimes_and_Misdemeanors', 'P86_composer', 'Q7312_Franz_Schubert'], ['Q637820_Amour', 'P57_director', 'Q84199_Michael_Haneke'], ['Q637820_Amour', 'P1411_nominated_for', 'Q103618_Academy_Award_for_Best_Actress'], ['Q637820_Amour', 'P1411_nominated_for', 'Q102427_Academy_Award_for_Best_Picture'], ['Q51088_Antonio_Salieri', 'P802_student', 'Q7312_Franz_Schubert'], ['Q190956_Amadeus', 'P86_composer', 'Q51088_Antonio_Salieri'], ['Q255_Ludwig_van_Beethoven', 'P1303_instrument', 'Q5994_piano'], ['Q51088_Antonio_Salieri', 'P802_student', 'Q255_Ludwig_van_Beethoven'], ['Q93346_The_Who', 'P737_influenced_by', 'Q255_Ludwig_van_Beethoven'], ['Q51088_Antonio_Salieri', 'P20_place_of_death', 'Q1741_Vienna'], ['Q41309_Franz_Liszt', 'P1412_languages_spoken,_written_or_signed', 'Q188_German'], ['Q41309_Franz_Liszt', 'P1303_instrument', 'Q5994_piano'], ['Q41309_Franz_Liszt', 'P106_occupation', 'Q639669_musician']]","[['Q41309_Franz_Liszt', 'P1066_student_of', 'Q51088_Antonio_Salieri']]"
3,"[['Q49481_Sergei_Prokofiev', 'P1066_student_of', 'Q93227_Nikolai_Rimsky-Korsakov']]","[['Q49481_Sergei_Prokofiev', 'P106_occupation', 'Q36834_composer'], ['Q49481_Sergei_Prokofiev', 'P136_genre', 'Q9730_classical_music'], ['Q49481_Sergei_Prokofiev', 'P136_genre', 'Q9734_symphony'], ['Q93227_Nikolai_Rimsky-Korsakov', 'P103_native_language', 'Q7737_Russian'], ['Q93227_Nikolai_Rimsky-Korsakov', 'P802_student', 'Q7314_Igor_Stravinsky'], ['Q93227_Nikolai_Rimsky-Korsakov', 'P106_occupation', 'Q36834_composer']]","[['Q49481_Sergei_Prokofiev', 'P1303_instrument', 'Q5994_piano'], ['Q49481_Sergei_Prokofiev', 'P136_genre', 'Q41425_ballet'], ['Q49481_Sergei_Prokofiev', 'P106_occupation', 'Q486748_pianist'], ['Q93227_Nikolai_Rimsky-Korsakov', 'P140_religion', 'Q35032_Eastern_Orthodox_Church'], ['Q93227_Nikolai_Rimsky-Korsakov', 'P108_employer', 'Q178416_Saint_Petersburg_Conservatory'], ['Q93227_Nikolai_Rimsky-Korsakov', 'P136_genre', 'Q9734_symphony'], ['Q7314_Igor_Stravinsky', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q7314_Igor_Stravinsky', 'P136_genre', 'Q9734_symphony'], ['Q7314_Igor_Stravinsky', 'P551_residence', 'Q60_New_York_City']]","[['Q7314_Igor_Stravinsky', 'P1066_student_of', 'Q93227_Nikolai_Rimsky-Korsakov']]"
4,"[['Q868_Aristotle', 'P1066_student_of', 'Q859_Plato']]","[['Q868_Aristotle', 'P106_occupation', 'Q11063_astronomer'], ['Q868_Aristotle', 'P31_instance_of', 'Q5_human'], ['Q868_Aristotle', 'P101_field_of_work', 'Q5891_philosophy'], ['Q60025_Hannah_Arendt', 'P737_influenced_by', 'Q859_Plato'], ['Q35802_Baruch_Spinoza', 'P737_influenced_by', 'Q859_Plato'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q859_Plato']]","[['Q8011_Avicenna', 'P737_influenced_by', 'Q868_Aristotle'], ['Q132524_Ayn_Rand', 'P737_influenced_by', 'Q868_Aristotle'], ['Q42156_Henri_Bergson', 'P101_field_of_work', 'Q5891_philosophy'], ['Q60025_Hannah_Arendt', 'P103_native_language', 'Q188_German'], ['Q60025_Hannah_Arendt', 'P19_place_of_birth', 'Q1715_Hanover'], ['Q60025_Hannah_Arendt', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q9358_Friedrich_Nietzsche', 'P737_influenced_by', 'Q859_Plato'], ['Q48226_Ralph_Waldo_Emerson', 'P737_influenced_by', 'Q859_Plato'], ['Q35802_Baruch_Spinoza', 'P27_country_of_citizenship', 'Q170072_Dutch_Republic'], ['Q35802_Baruch_Spinoza', 'P1412_languages_spoken,_written_or_signed', 'Q652_Italian'], ['Q35802_Baruch_Spinoza', 'P1412_languages_spoken,_written_or_signed', 'Q1321_Spanish'], ['Q859_Plato', 'P802_student', 'Q868_Aristotle'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q8018_Augustine_of_Hippo'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q8011_Avicenna'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q868_Aristotle']]","[['Q42156_Henri_Bergson', 'P737_influenced_by', 'Q859_Plato'], ['Q60025_Hannah_Arendt', 'P737_influenced_by', 'Q868_Aristotle']]"
5,"[['Q41532_Carl_Gustav_Jung', 'P1066_student_of', 'Q9215_Sigmund_Freud']]","[['Q41532_Carl_Gustav_Jung', 'P106_occupation', 'Q211346_psychiatrist'], ['Q41532_Carl_Gustav_Jung', 'P101_field_of_work', 'Q9418_psychology'], ['Q41532_Carl_Gustav_Jung', 'P101_field_of_work', 'Q7867_psychiatry'], ['Q9215_Sigmund_Freud', 'P108_employer', 'Q165980_University_of_Vienna'], ['Q9215_Sigmund_Freud', 'P937_work_location', 'Q1741_Vienna'], ['Q184226_Gilles_Deleuze', 'P737_influenced_by', 'Q9215_Sigmund_Freud']]","[['Q41532_Carl_Gustav_Jung', 'P1412_languages_spoken,_written_or_signed', 'Q188_German'], ['Q169906_Jacques_Lacan', 'P106_occupation', 'Q211346_psychiatrist'], ['Q41532_Carl_Gustav_Jung', 'P108_employer', 'Q372608_University_of_Basel'], ['Q41532_Carl_Gustav_Jung', 'P31_instance_of', 'Q5_human'], ['Q9215_Sigmund_Freud', 'P802_student', 'Q41532_Carl_Gustav_Jung'], ['Q9215_Sigmund_Freud', 'P103_native_language', 'Q188_German'], ['Q9215_Sigmund_Freud', 'P27_country_of_citizenship', 'Q40_Austria'], ['Q184226_Gilles_Deleuze', 'P103_native_language', 'Q150_French'], ['Q184226_Gilles_Deleuze', 'P101_field_of_work', 'Q5891_philosophy'], ['Q184226_Gilles_Deleuze', 'P737_influenced_by', 'Q909_Jorge_Luis_Borges']]","[['Q169906_Jacques_Lacan', 'P737_influenced_by', 'Q9215_Sigmund_Freud']]"
6,"[['Q204685_John_Gielgud', 'P1066_student_of', 'Q318734_Claude_Rains']]","[['Q2545565_Oh!_What_a_Lovely_War', 'P161_cast_member', 'Q204685_John_Gielgud'], ['Q272860_The_Elephant_Man', 'P161_cast_member', 'Q204685_John_Gielgud'], ['Q204685_John_Gielgud', 'P1411_nominated_for', 'Q106291_Academy_Award_for_Best_Supporting_Actor'], ['Q318734_Claude_Rains', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q583525_Here_Comes_Mr._Jordan', 'P161_cast_member', 'Q318734_Claude_Rains'], ['Q318734_Claude_Rains', 'P31_instance_of', 'Q5_human']]","[['Q2545565_Oh!_What_a_Lovely_War', 'P161_cast_member', 'Q172653_Maggie_Smith'], ['Q2545565_Oh!_What_a_Lovely_War', 'P495_country_of_origin', 'Q145_United_Kingdom'], ['Q2545565_Oh!_What_a_Lovely_War', 'P136_genre', 'Q842256_musical_film'], ['Q787148_BAFTA_Academy_Fellowship_Award', 'P1346_winner', 'Q204685_John_Gielgud'], ['Q272860_The_Elephant_Man', 'P915_filming_location', 'Q84_London'], ['Q272860_The_Elephant_Man', 'P1411_nominated_for', 'Q107258_Academy_Award_for_Best_Writing,_Adapted_Screenplay'], ['Q272860_The_Elephant_Man', 'P31_instance_of', 'Q11424_film'], ['Q204685_John_Gielgud', 'P27_country_of_citizenship', 'Q145_United_Kingdom'], ['Q204685_John_Gielgud', 'P166_award_received', 'Q19020_Academy_Awards'], ['Q478371_Mrs._Miniver', 'P1411_nominated_for', 'Q106291_Academy_Award_for_Best_Supporting_Actor'], ['Q503313_Ordinary_People', 'P166_award_received', 'Q106291_Academy_Award_for_Best_Supporting_Actor'], ['Q1532392_Peyton_Place', 'P1411_nominated_for', 'Q106291_Academy_Award_for_Best_Supporting_Actor'], ['Q583525_Here_Comes_Mr._Jordan', 'P31_instance_of', 'Q11424_film'], ['Q583525_Here_Comes_Mr._Jordan', 'P161_cast_member', 'Q366956_Robert_Montgomery'], ['Q637180_Heaven_Can_Wait', 'P144_based_on', 'Q583525_Here_Comes_Mr._Jordan'], ['Q318734_Claude_Rains', 'P27_country_of_citizenship', 'Q145_United_Kingdom'], ['Q318734_Claude_Rains', 'P1411_nominated_for', 'Q106291_Academy_Award_for_Best_Supporting_Actor']]","[['Q106291_Academy_Award_for_Best_Supporting_Actor', 'P1346_winner', 'Q204685_John_Gielgud']]"
7,"[['Q8409_Alexander_the_Great', 'P1066_student_of', 'Q868_Aristotle']]","[['Q8409_Alexander_the_Great', 'P119_place_of_burial', 'Q87_Alexandria'], ['Q87_Alexandria', 'P138_named_after', 'Q8409_Alexander_the_Great'], ['Q162277_Alexander', 'P674_characters', 'Q8409_Alexander_the_Great'], ['Q868_Aristotle', 'P106_occupation', 'Q11063_astronomer'], ['Q868_Aristotle', 'P31_instance_of', 'Q5_human'], ['Q868_Aristotle', 'P101_field_of_work', 'Q5891_philosophy']]","[['Q8409_Alexander_the_Great', 'P509_cause_of_death', 'Q38933_fever'], ['Q868_Aristotle', 'P802_student', 'Q8409_Alexander_the_Great'], ['Q87_Alexandria', 'P190_twinned_administrative_body', 'Q374365_Jeddah'], ['Q87_Alexandria', 'P190_twinned_administrative_body', 'Q37320_Cleveland'], ['Q5092_Baltimore', 'P190_twinned_administrative_body', 'Q87_Alexandria'], ['Q162277_Alexander', 'P495_country_of_origin', 'Q38_Italy'], ['Q162277_Alexander', 'P840_narrative_location', 'Q11772_Ancient_Greece'], ['Q162277_Alexander', 'P57_director', 'Q179497_Oliver_Stone'], ['Q8409_Alexander_the_Great', 'P106_occupation', 'Q82955_politician'], ['Q8011_Avicenna', 'P737_influenced_by', 'Q868_Aristotle'], ['Q132524_Ayn_Rand', 'P737_influenced_by', 'Q868_Aristotle']]","[['Q162277_Alexander', 'P674_characters', 'Q868_Aristotle']]"
8,"[['Q297079_Murray_Rothbard', 'P1066_student_of', 'Q84233_Ludwig_von_Mises']]","[['Q297079_Murray_Rothbard', 'P108_employer', 'Q2302311_University_of_Nevada,_Las_Vegas'], ['Q297079_Murray_Rothbard', 'P106_occupation', 'Q201788_historian'], ['Q297079_Murray_Rothbard', 'P69_educated_at', 'Q49088_Columbia_University'], ['Q47426_Milton_Friedman', 'P737_influenced_by', 'Q84233_Ludwig_von_Mises'], ['Q84233_Ludwig_von_Mises', 'P20_place_of_death', 'Q60_New_York_City'], ['Q84233_Ludwig_von_Mises', 'P101_field_of_work', 'Q8134_economics']]","[['Q297079_Murray_Rothbard', 'P509_cause_of_death', 'Q12152_myocardial_infarction'], ['Q297079_Murray_Rothbard', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q297079_Murray_Rothbard', 'P19_place_of_birth', 'Q18426_The_Bronx'], ['Q47426_Milton_Friedman', 'P106_occupation', 'Q37226_teacher'], ['Q47426_Milton_Friedman', 'P106_occupation', 'Q36180_writer'], ['Q47426_Milton_Friedman', 'P69_educated_at', 'Q131252_University_of_Chicago'], ['Q84233_Ludwig_von_Mises', 'P69_educated_at', 'Q165980_University_of_Vienna'], ['Q84233_Ludwig_von_Mises', 'P108_employer', 'Q49210_New_York_University'], ['Q84233_Ludwig_von_Mises', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English']]","[['Q47426_Milton_Friedman', 'P737_influenced_by', 'Q297079_Murray_Rothbard']]"
9,"[['Q45909_John_Cale', 'P1066_student_of', 'Q181936_F._Murray_Abraham']]","[['Q45909_John_Cale', 'P1303_instrument', 'Q831698_drum_machine'], ['Q45909_John_Cale', 'P106_occupation', 'Q488205_singer-songwriter'], ['Q45909_John_Cale', 'P412_voice_type', 'Q31687_baritone'], ['Q155018_The_Name_of_the_Rose', 'P161_cast_member', 'Q181936_F._Murray_Abraham'], ['Q181936_F._Murray_Abraham', 'P166_award_received', 'Q103916_Academy_Award_for_Best_Actor'], ['Q181936_F._Murray_Abraham', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor']]","[['Q45909_John_Cale', 'P136_genre', 'Q1641839_experimental_rock'], ['Q45909_John_Cale', 'P361_part_of', 'Q103550_The_Velvet_Underground'], ['Q45909_John_Cale', 'P1303_instrument', 'Q31561_acoustic_guitar'], ['Q155018_The_Name_of_the_Rose', 'P136_genre', 'Q130232_drama_film'], ['Q155018_The_Name_of_the_Rose', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q155018_The_Name_of_the_Rose', 'P2554_production_designer', 'Q939842_Dante_Ferretti'], ['Q503034_Los_Angeles_Film_Critics_Association_Award_for_Best_Actor', 'P1346_winner', 'Q181936_F._Murray_Abraham'], ['Q15623971_The_Sunshine_Boys', 'P161_cast_member', 'Q181936_F._Murray_Abraham'], ['Q188718_The_Bridge_on_the_River_Kwai', 'P166_award_received', 'Q103916_Academy_Award_for_Best_Actor'], ['Q201215_My_Fair_Lady', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor'], ['Q43228_Goodbye,_Mr._Chips', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor']]","[['Q103916_Academy_Award_for_Best_Actor', 'P1346_winner', 'Q181936_F._Murray_Abraham']]"
