,zerohop,onehop,twohop,connecting
0,"[['Q1212587_Woman_of_the_Year', 'P2515_costume_designer', 'Q1366554_Adrian']]","[['Q1212587_Woman_of_the_Year', 'P136_genre', 'Q860626_romantic_comedy'], ['Q1212587_Woman_of_the_Year', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q1212587_Woman_of_the_Year', 'P750_distributor', 'Q179200_Metro-Goldwyn-Mayer'], ['Q946030_When_Ladies_Meet', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q1367668_Waterloo_Bridge', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q2026605_Operator_13', 'P2515_costume_designer', 'Q1366554_Adrian']]","[['Q1724081_Romance', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q2410237_The_Chocolate_Soldier', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q2026605_Operator_13', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q1212587_Woman_of_the_Year', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q946030_When_Ladies_Meet', 'P161_cast_member', 'Q366956_Robert_Montgomery'], ['Q946030_When_Ladies_Meet', 'P136_genre', 'Q860626_romantic_comedy'], ['Q946030_When_Ladies_Meet', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q1366554_Adrian', 'P106_occupation', 'Q1323191_costume_designer'], ['Q1367668_Waterloo_Bridge', 'P57_director', 'Q103788_Mervyn_LeRoy'], ['Q1367668_Waterloo_Bridge', 'P136_genre', 'Q369747_war_film'], ['Q1367668_Waterloo_Bridge', 'P31_instance_of', 'Q11424_film'], ['Q1243374_Conquest', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q1366554_Adrian', 'P119_place_of_burial', 'Q1624932_Hollywood_Forever_Cemetery'], ['Q2026605_Operator_13', 'P750_distributor', 'Q179200_Metro-Goldwyn-Mayer'], ['Q2026605_Operator_13', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q2026605_Operator_13', 'P840_narrative_location', 'Q1370_Virginia']]","[['Q1724081_Romance', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q2410237_The_Chocolate_Soldier', 'P2515_costume_designer', 'Q1366554_Adrian']]"
1,"[['Q1724081_Romance', 'P2515_costume_designer', 'Q1366554_Adrian']]","[['Q1724081_Romance', 'P1411_nominated_for', 'Q103360_Academy_Award_for_Best_Director'], ['Q1724081_Romance', 'P462_color', 'Q838368_black-and-white'], ['Q1724081_Romance', 'P57_director', 'Q435029_Clarence_Brown'], ['Q946030_When_Ladies_Meet', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q1367668_Waterloo_Bridge', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q2026605_Operator_13', 'P2515_costume_designer', 'Q1366554_Adrian']]","[['Q1724081_Romance', 'P344_director_of_photography', 'Q1359405_William_H._Daniels'], ['Q1724081_Romance', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q1724081_Romance', 'P162_producer', 'Q435029_Clarence_Brown'], ['Q185214_Anna_Christie', 'P162_producer', 'Q435029_Clarence_Brown'], ['Q946030_When_Ladies_Meet', 'P161_cast_member', 'Q366956_Robert_Montgomery'], ['Q946030_When_Ladies_Meet', 'P136_genre', 'Q860626_romantic_comedy'], ['Q946030_When_Ladies_Meet', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q1366554_Adrian', 'P106_occupation', 'Q1323191_costume_designer'], ['Q1367668_Waterloo_Bridge', 'P57_director', 'Q103788_Mervyn_LeRoy'], ['Q1367668_Waterloo_Bridge', 'P136_genre', 'Q369747_war_film'], ['Q1367668_Waterloo_Bridge', 'P31_instance_of', 'Q11424_film'], ['Q1243374_Conquest', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q1366554_Adrian', 'P119_place_of_burial', 'Q1624932_Hollywood_Forever_Cemetery'], ['Q2026605_Operator_13', 'P750_distributor', 'Q179200_Metro-Goldwyn-Mayer'], ['Q2026605_Operator_13', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q2026605_Operator_13', 'P840_narrative_location', 'Q1370_Virginia']]","[['Q185214_Anna_Christie', 'P2515_costume_designer', 'Q1366554_Adrian']]"
2,"[['Q208266_Out_of_Africa', 'P2515_costume_designer', 'Q440313_Milena_Canonero']]","[['Q208266_Out_of_Africa', 'P161_cast_member', 'Q59215_Robert_Redford'], ['Q208266_Out_of_Africa', 'P58_screenwriter', 'Q1793822_Kurt_Luedtke'], ['Q208266_Out_of_Africa', 'P162_producer', 'Q51522_Sydney_Pollack'], ['Q181086_A_Clockwork_Orange', 'P2515_costume_designer', 'Q440313_Milena_Canonero'], ['Q440313_Milena_Canonero', 'P1411_nominated_for', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q169564_Carnage', 'P2515_costume_designer', 'Q440313_Milena_Canonero']]","[['Q208266_Out_of_Africa', 'P1411_nominated_for', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q208266_Out_of_Africa', 'P31_instance_of', 'Q11424_film'], ['Q208266_Out_of_Africa', 'P1411_nominated_for', 'Q103618_Academy_Award_for_Best_Actress'], ['Q181086_A_Clockwork_Orange', 'P161_cast_member', 'Q529849_Steven_Berkoff'], ['Q181086_A_Clockwork_Orange', 'P750_distributor', 'Q126399_Warner_Bros.'], ['Q181086_A_Clockwork_Orange', 'P915_filming_location', 'Q3410_Hertfordshire'], ['Q1542371_Single_White_Female', 'P2515_costume_designer', 'Q440313_Milena_Canonero'], ['Q440313_Milena_Canonero', 'P27_country_of_citizenship', 'Q38_Italy'], ['Q184768_The_Godfather_Part_II', 'P1411_nominated_for', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q277536_Academy_Award_for_Best_Costume_Design', 'P1346_winner', 'Q289952_Sandy_Powell'], [""Q107325_Bram_Stoker's_Dracula"", 'P166_award_received', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q169564_Carnage', 'P161_cast_member', 'Q76819_Christoph_Waltz'], ['Q169564_Carnage', 'P136_genre', 'Q130232_drama_film'], ['Q169564_Carnage', 'P495_country_of_origin', 'Q29_Spain']]","[['Q277536_Academy_Award_for_Best_Costume_Design', 'P1346_winner', 'Q440313_Milena_Canonero']]"
3,"[[""Q193066_Breakfast_at_Tiffany's"", 'P2515_costume_designer', 'Q234961_Edith_Head']]","[[""Q193066_Breakfast_at_Tiffany's"", 'P915_filming_location', 'Q60_New_York_City'], [""Q193066_Breakfast_at_Tiffany's"", 'P166_award_received', 'Q823422_National_Film_Registry'], [""Q193066_Breakfast_at_Tiffany's"", 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q426352_Samson_and_Delilah', 'P2515_costume_designer', 'Q234961_Edith_Head'], ['Q173945_A_Foreign_Affair', 'P2515_costume_designer', 'Q234961_Edith_Head'], ['Q280470_Souls_at_Sea', 'P2515_costume_designer', 'Q234961_Edith_Head']]","[[""Q193066_Breakfast_at_Tiffany's"", 'P161_cast_member', 'Q42786_Audrey_Hepburn'], ['Q468877_Going_My_Way', 'P166_award_received', 'Q823422_National_Film_Registry'], [""Q193066_Breakfast_at_Tiffany's"", 'P161_cast_member', 'Q104081_Mickey_Rooney'], ['Q426352_Samson_and_Delilah', 'P86_composer', 'Q365199_Victor_Young'], ['Q426352_Samson_and_Delilah', 'P344_director_of_photography', 'Q365199_Victor_Young'], ['Q426352_Samson_and_Delilah', 'P750_distributor', 'Q159846_Paramount_Pictures'], ['Q234961_Edith_Head', 'P1196_manner_of_death', 'Q3739104_natural_causes'], ['Q173945_A_Foreign_Affair', 'P57_director', 'Q51547_Billy_Wilder'], ['Q173945_A_Foreign_Affair', 'P31_instance_of', 'Q11424_film'], ['Q173945_A_Foreign_Affair', 'P272_production_company', 'Q159846_Paramount_Pictures'], ['Q280470_Souls_at_Sea', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q280470_Souls_at_Sea', 'P162_producer', 'Q457250_Henry_Hathaway'], ['Q280470_Souls_at_Sea', 'P495_country_of_origin', 'Q30_United_States_of_America'], ['Q234961_Edith_Head', 'P69_educated_at', 'Q168756_University_of_California,_Berkeley']]","[['Q468877_Going_My_Way', 'P2515_costume_designer', 'Q234961_Edith_Head']]"
4,"[['Q1635819_Titus', 'P2515_costume_designer', 'Q440313_Milena_Canonero']]","[['Q1635819_Titus', 'P161_cast_member', 'Q173585_Jessica_Lange'], ['Q1635819_Titus', 'P915_filming_location', 'Q224_Croatia'], ['Q1635819_Titus', 'P161_cast_member', 'Q213567_Jonathan_Rhys_Meyers'], ['Q169564_Carnage', 'P2515_costume_designer', 'Q440313_Milena_Canonero'], ['Q440313_Milena_Canonero', 'P1411_nominated_for', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q1542371_Single_White_Female', 'P2515_costume_designer', 'Q440313_Milena_Canonero']]","[['Q1635819_Titus', 'P161_cast_member', 'Q316629_Alan_Cumming'], ['Q1635819_Titus', 'P161_cast_member', 'Q65932_Anthony_Hopkins'], ['Q1635819_Titus', 'P915_filming_location', 'Q812_Florida'], ['Q169564_Carnage', 'P161_cast_member', 'Q76819_Christoph_Waltz'], ['Q169564_Carnage', 'P136_genre', 'Q130232_drama_film'], ['Q169564_Carnage', 'P495_country_of_origin', 'Q29_Spain'], ['Q181086_A_Clockwork_Orange', 'P2515_costume_designer', 'Q440313_Milena_Canonero'], ['Q440313_Milena_Canonero', 'P27_country_of_citizenship', 'Q38_Italy'], ['Q184768_The_Godfather_Part_II', 'P1411_nominated_for', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q277536_Academy_Award_for_Best_Costume_Design', 'P1346_winner', 'Q289952_Sandy_Powell'], [""Q107325_Bram_Stoker's_Dracula"", 'P166_award_received', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q1542371_Single_White_Female', 'P2554_production_designer', 'Q440313_Milena_Canonero'], ['Q1542371_Single_White_Female', 'P31_instance_of', 'Q11424_film'], ['Q1542371_Single_White_Female', 'P86_composer', 'Q207773_Howard_Shore']]","[['Q277536_Academy_Award_for_Best_Costume_Design', 'P1346_winner', 'Q440313_Milena_Canonero']]"
5,"[['Q629975_The_Tourist', 'P2515_costume_designer', 'Q258156_Colleen_Atwood']]","[['Q629975_The_Tourist', 'P86_composer', 'Q213869_James_Newton_Howard'], ['Q629975_The_Tourist', 'P162_producer', 'Q3758467_Gary_Barber'], ['Q629975_The_Tourist', 'P58_screenwriter', 'Q336018_Julian_Fellowes'], ['Q18199330_Fantastic_Beasts_and_Where_to_Find_Them', 'P2515_costume_designer', 'Q258156_Colleen_Atwood'], ['Q258156_Colleen_Atwood', 'P1411_nominated_for', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q258156_Colleen_Atwood', 'P31_instance_of', 'Q5_human']]","[['Q629975_The_Tourist', 'P272_production_company', 'Q2450848_StudioCanal'], ['Q629975_The_Tourist', 'P364_original_language_of_film_or_TV_show', 'Q7737_Russian'], ['Q629975_The_Tourist', 'P136_genre', 'Q130232_drama_film'], ['Q45839_Memoirs_of_a_Geisha', 'P162_producer', 'Q3758467_Gary_Barber'], ['Q18199330_Fantastic_Beasts_and_Where_to_Find_Them', 'P344_director_of_photography', 'Q750718_Philippe_Rousselot'], ['Q18199330_Fantastic_Beasts_and_Where_to_Find_Them', 'P136_genre', 'Q130232_drama_film'], ['Q18199330_Fantastic_Beasts_and_Where_to_Find_Them', 'P161_cast_member', 'Q37175_Johnny_Depp'], ['Q1647268_Satellite_Award_for_Best_Costume_Design', 'P1346_winner', 'Q258156_Colleen_Atwood'], ['Q277536_Academy_Award_for_Best_Costume_Design', 'P1346_winner', 'Q258156_Colleen_Atwood'], ['Q204057_Philadelphia', 'P2515_costume_designer', 'Q258156_Colleen_Atwood'], ['Q830874_Cries_and_Whispers', 'P1411_nominated_for', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q241085_Bugsy', 'P166_award_received', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q1699409_John_Bright', 'P166_award_received', 'Q277536_Academy_Award_for_Best_Costume_Design']]","[['Q45839_Memoirs_of_a_Geisha', 'P2515_costume_designer', 'Q258156_Colleen_Atwood']]"
6,"[['Q1740704_The_Rocketeer', 'P2515_costume_designer', 'Q6763645_Marilyn_Vance']]","[['Q1740704_The_Rocketeer', 'P175_performer', 'Q106221_James_Horner'], ['Q1740704_The_Rocketeer', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q1740704_The_Rocketeer', 'P272_production_company', 'Q497155_Touchstone_Pictures'], ['Q6763645_Marilyn_Vance', 'P106_occupation', 'Q1323191_costume_designer'], ['Q6763645_Marilyn_Vance', 'P166_award_received', 'Q971008_Saturn_Award_for_Best_Costume'], ['Q6763645_Marilyn_Vance', 'P800_notable_work', 'Q108525_The_Untouchables']]","[['Q1740704_The_Rocketeer', 'P161_cast_member', 'Q269901_Melora_Hardin'], ['Q1740704_The_Rocketeer', 'P161_cast_member', ""Q271637_Terry_O'Quinn""], ['Q1740704_The_Rocketeer', 'P272_production_company', 'Q191224_Walt_Disney_Pictures'], ['Q6763645_Marilyn_Vance', 'P27_country_of_citizenship', 'Q30_United_States_of_America'], [""Q102438_Harry_Potter_and_the_Philosopher's_Stone"", 'P1411_nominated_for', 'Q971008_Saturn_Award_for_Best_Costume'], ['Q162182_Watchmen', 'P1411_nominated_for', 'Q971008_Saturn_Award_for_Best_Costume'], ['Q102244_Harry_Potter_and_the_Chamber_of_Secrets', 'P1411_nominated_for', 'Q971008_Saturn_Award_for_Best_Costume'], ['Q6763645_Marilyn_Vance', 'P800_notable_work', 'Q207954_Pretty_Woman']]","[['Q971008_Saturn_Award_for_Best_Costume', 'P1346_winner', 'Q6763645_Marilyn_Vance']]"
7,"[['Q1168233_The_Letter', 'P2515_costume_designer', 'Q922527_Orry-Kelly']]","[['Q1168233_The_Letter', 'P136_genre', 'Q185867_film_noir'], ['Q1168233_The_Letter', 'P1411_nominated_for', 'Q103618_Academy_Award_for_Best_Actress'], ['Q1168233_The_Letter', 'P1431_executive_producer', 'Q472520_Hal_B._Wallis'], ['Q922527_Orry-Kelly', 'P509_cause_of_death', 'Q623031_liver_cancer'], ['Q1346566_Now,_Voyager', 'P2515_costume_designer', 'Q922527_Orry-Kelly'], ['Q922527_Orry-Kelly', 'P20_place_of_death', 'Q34006_Hollywood']]","[['Q1168233_The_Letter', 'P161_cast_member', 'Q71206_Bette_Davis'], ['Q1168233_The_Letter', 'P344_director_of_photography', 'Q460376_Tony_Gaudio'], ['Q1193221_G_Men', 'P1431_executive_producer', 'Q472520_Hal_B._Wallis'], ['Q1536746_Four_Daughters', 'P2515_costume_designer', 'Q922527_Orry-Kelly'], ['Q1346566_Now,_Voyager', 'P1411_nominated_for', 'Q103618_Academy_Award_for_Best_Actress'], ['Q1346566_Now,_Voyager', 'P136_genre', 'Q130232_drama_film'], ['Q1346566_Now,_Voyager', 'P840_narrative_location', 'Q8678_Rio_de_Janeiro'], ['Q922527_Orry-Kelly', 'P27_country_of_citizenship', 'Q30_United_States_of_America']]","[['Q1193221_G_Men', 'P2515_costume_designer', 'Q922527_Orry-Kelly']]"
8,"[['Q860764_A_Free_Soul', 'P2515_costume_designer', 'Q1366554_Adrian']]","[['Q860764_A_Free_Soul', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor'], ['Q860764_A_Free_Soul', 'P57_director', 'Q435029_Clarence_Brown'], ['Q860764_A_Free_Soul', 'P840_narrative_location', 'Q62_San_Francisco'], ['Q1366554_Adrian', 'P106_occupation', 'Q1323191_costume_designer'], ['Q1367668_Waterloo_Bridge', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q2026605_Operator_13', 'P2515_costume_designer', 'Q1366554_Adrian']]","[['Q860764_A_Free_Soul', 'P135_movement', 'Q3408764_Pre-Code_Hollywood'], ['Q860764_A_Free_Soul', 'P750_distributor', 'Q179200_Metro-Goldwyn-Mayer'], ['Q1724081_Romance', 'P162_producer', 'Q435029_Clarence_Brown'], ['Q185214_Anna_Christie', 'P162_producer', 'Q435029_Clarence_Brown'], ['Q946030_When_Ladies_Meet', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q1367668_Waterloo_Bridge', 'P57_director', 'Q103788_Mervyn_LeRoy'], ['Q1367668_Waterloo_Bridge', 'P136_genre', 'Q369747_war_film'], ['Q1367668_Waterloo_Bridge', 'P31_instance_of', 'Q11424_film'], ['Q1243374_Conquest', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q1366554_Adrian', 'P119_place_of_burial', 'Q1624932_Hollywood_Forever_Cemetery'], ['Q2026605_Operator_13', 'P750_distributor', 'Q179200_Metro-Goldwyn-Mayer'], ['Q2026605_Operator_13', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q2026605_Operator_13', 'P840_narrative_location', 'Q1370_Virginia']]","[['Q1724081_Romance', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q185214_Anna_Christie', 'P2515_costume_designer', 'Q1366554_Adrian']]"
9,"[['Q212041_Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street', 'P2515_costume_designer', 'Q258156_Colleen_Atwood']]","[['Q212041_Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street', 'P161_cast_member', 'Q180338_Christopher_Lee'], ['Q212041_Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street', 'P921_main_subject', 'Q484188_serial_killer'], ['Q212041_Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street', 'P272_production_company', 'Q192557_DreamWorks'], ['Q1647268_Satellite_Award_for_Best_Costume_Design', 'P1346_winner', 'Q258156_Colleen_Atwood'], ['Q258156_Colleen_Atwood', 'P1411_nominated_for', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q258156_Colleen_Atwood', 'P31_instance_of', 'Q5_human']]","[['Q212041_Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street', 'P2554_production_designer', 'Q939842_Dante_Ferretti'], ['Q323318_Dark_Shadows', 'P161_cast_member', 'Q180338_Christopher_Lee'], ['Q212041_Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street', 'P166_award_received', 'Q277751_Academy_Award_for_Best_Production_Design'], ['Q212041_Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q1027247_An_Ideal_Husband', 'P1411_nominated_for', 'Q1647268_Satellite_Award_for_Best_Costume_Design'], ['Q1647268_Satellite_Award_for_Best_Costume_Design', 'P1346_winner', 'Q440313_Milena_Canonero'], ['Q1046841_Vanity_Fair', 'P166_award_received', 'Q1647268_Satellite_Award_for_Best_Costume_Design'], ['Q18199330_Fantastic_Beasts_and_Where_to_Find_Them', 'P2515_costume_designer', 'Q258156_Colleen_Atwood'], ['Q277536_Academy_Award_for_Best_Costume_Design', 'P1346_winner', 'Q258156_Colleen_Atwood'], ['Q204057_Philadelphia', 'P2515_costume_designer', 'Q258156_Colleen_Atwood'], ['Q830874_Cries_and_Whispers', 'P1411_nominated_for', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q241085_Bugsy', 'P166_award_received', 'Q277536_Academy_Award_for_Best_Costume_Design'], ['Q1699409_John_Bright', 'P166_award_received', 'Q277536_Academy_Award_for_Best_Costume_Design']]","[['Q323318_Dark_Shadows', 'P2515_costume_designer', 'Q258156_Colleen_Atwood']]"
