,zerohop,onehop,twohop,connecting
0,"[['Q215443_Swedish_Empire', 'P1269_facet_of', 'Q34_Sweden']]","[['Q25286_Uppsala', 'P1376_capital_of', 'Q215443_Swedish_Empire'], ['Q215443_Swedish_Empire', 'P36_capital', 'Q1754_Stockholm'], ['Q215443_Swedish_Empire', 'P30_continent', 'Q46_Europe'], ['Q34_Sweden', 'P47_shares_border_with', 'Q20_Norway'], ['Q34_Sweden', 'P530_diplomatic_relation', 'Q801_Israel'], ['Q34_Sweden', 'P530_diplomatic_relation', 'Q16_Canada']]","[['Q165651_Fanny_and_Alexander', 'P840_narrative_location', 'Q25286_Uppsala'], ['Q474093_The_Girl_with_the_Dragon_Tattoo', 'P915_filming_location', 'Q25286_Uppsala'], ['Q7724_August_Strindberg', 'P551_residence', 'Q25286_Uppsala'], ['Q215443_Swedish_Empire', 'P2936_language_used', 'Q9027_Swedish'], ['Q215443_Swedish_Empire', 'P36_capital', 'Q25286_Uppsala'], ['Q585_Oslo', 'P190_twinned_administrative_body', 'Q1754_Stockholm'], ['Q228862_Lena_Olin', 'P19_place_of_birth', 'Q1754_Stockholm'], ['Q1748_Copenhagen', 'P190_twinned_administrative_body', 'Q1754_Stockholm'], ['Q215443_Swedish_Empire', 'P3075_official_religion', 'Q75809_Lutheranism'], ['Q28_Hungary', 'P30_continent', 'Q46_Europe'], ['Q165651_Fanny_and_Alexander', 'P495_country_of_origin', 'Q34_Sweden'], ['Q20_Norway', 'P150_contains_administrative_territorial_entity', 'Q585_Oslo'], ['Q96_Mexico', 'P530_diplomatic_relation', 'Q20_Norway'], ['Q33_Finland', 'P530_diplomatic_relation', 'Q20_Norway'], ['Q34_Sweden', 'P530_diplomatic_relation', 'Q33_Finland'], ['Q916_Angola', 'P530_diplomatic_relation', 'Q801_Israel'], ['Q801_Israel', 'P530_diplomatic_relation', 'Q774_Guatemala'], ['Q79_Egypt', 'P530_diplomatic_relation', 'Q801_Israel'], ['Q253918_melodic_death_metal', 'P495_country_of_origin', 'Q34_Sweden'], ['Q201603_Simon_Fraser_University', 'P17_country', 'Q16_Canada'], ['Q16_Canada', 'P530_diplomatic_relation', 'Q1028_Morocco'], ['Q732022_Mr._Nobody', 'P495_country_of_origin', 'Q16_Canada']]","[['Q25286_Uppsala', 'P17_country', 'Q34_Sweden'], ['Q474093_The_Girl_with_the_Dragon_Tattoo', 'P495_country_of_origin', 'Q34_Sweden'], ['Q1754_Stockholm', 'P1376_capital_of', 'Q34_Sweden'], ['Q1754_Stockholm', 'P17_country', 'Q34_Sweden'], ['Q228862_Lena_Olin', 'P27_country_of_citizenship', 'Q34_Sweden'], ['Q28_Hungary', 'P530_diplomatic_relation', 'Q34_Sweden'], ['Q20_Norway', 'P530_diplomatic_relation', 'Q34_Sweden'], ['Q20_Norway', 'P47_shares_border_with', 'Q34_Sweden'], ['Q96_Mexico', 'P530_diplomatic_relation', 'Q34_Sweden'], ['Q33_Finland', 'P530_diplomatic_relation', 'Q34_Sweden'], ['Q33_Finland', 'P47_shares_border_with', 'Q34_Sweden'], ['Q801_Israel', 'P530_diplomatic_relation', 'Q34_Sweden'], ['Q16_Canada', 'P530_diplomatic_relation', 'Q34_Sweden']]"
1,"[['Q1337556_54th_Annual_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]","[['Q1337556_54th_Annual_Grammy_Awards', 'P371_presenter', 'Q52440_LL_Cool_J'], ['Q1337556_54th_Annual_Grammy_Awards', 'P175_performer', 'Q23215_Adele'], ['Q1542327_2005_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance', 'P31_instance_of', 'Q41254_Grammy_Award'], ['Q105487_Maurice_Jarre', 'P166_award_received', 'Q41254_Grammy_Award']]","[['Q1542327_2005_Grammy_Awards', 'P156_followed_by', 'Q1542334_2006_Grammy_Awards'], ['Q1542327_2005_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q1542334_2006_Grammy_Awards', 'P155_follows', 'Q1542327_2005_Grammy_Awards'], ['Q1836411_Grammy_Award_for_Best_Recording_Package', 'P279_subclass_of', 'Q41254_Grammy_Award'], ['Q189080_Lou_Reed', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q2306_Pink_Floyd', 'P166_award_received', 'Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance'], ['Q2306_Pink_Floyd', 'P1411_nominated_for', 'Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance'], ['Q11647_Nine_Inch_Nails', 'P1411_nominated_for', 'Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance'], ['Q967225_Isadora', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1199439_The_Last_Tycoon', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1479291_The_Mosquito_Coast', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1744_Madonna', 'P166_award_received', 'Q41254_Grammy_Award']]","[['Q1542334_2006_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]"
2,"[['Q186579_English_literature', 'P1269_facet_of', 'Q1860_English']]","[['Q186579_English_literature', 'P279_subclass_of', 'Q8242_literature'], ['Q27968_English_Studies', 'P2578_studies', 'Q186579_English_literature'], ['Q918769_Extremely_Loud_and_Incredibly_Close', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q311103_Jeff_Bennett', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q207482_1941', 'P364_original_language_of_film_or_TV_show', 'Q1860_English']]","[['Q27968_English_Studies', 'P2578_studies', 'Q1860_English'], ['Q918769_Extremely_Loud_and_Incredibly_Close', 'P161_cast_member', 'Q40791_Sandra_Bullock'], ['Q918769_Extremely_Loud_and_Incredibly_Close', 'P915_filming_location', 'Q60_New_York_City'], ['Q918769_Extremely_Loud_and_Incredibly_Close', 'P161_cast_member', 'Q215072_John_Goodman'], ['Q1130799_The_Colbert_Report', 'P407_language_of_work_or_name', 'Q1860_English'], ['Q171861_The_Artist', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q62975_Sharon_Stone', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q834165_Looney_Tunes:_Back_in_Action', 'P725_voice_actor', 'Q311103_Jeff_Bennett'], ['Q1051023_Frankenweenie', 'P725_voice_actor', 'Q311103_Jeff_Bennett'], ['Q490464_Enchanted', 'P725_voice_actor', 'Q311103_Jeff_Bennett'], ['Q207482_1941', 'P272_production_company', 'Q186941_Columbia_Pictures'], ['Q207482_1941', 'P161_cast_member', 'Q1384181_Michael_McKean'], ['Q207482_1941', 'P161_cast_member', 'Q180338_Christopher_Lee']]","[['Q40791_Sandra_Bullock', 'P103_native_language', 'Q1860_English'], ['Q40791_Sandra_Bullock', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q215072_John_Goodman', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q834165_Looney_Tunes:_Back_in_Action', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q311103_Jeff_Bennett', 'P103_native_language', 'Q1860_English'], ['Q1051023_Frankenweenie', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q490464_Enchanted', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q180338_Christopher_Lee', 'P103_native_language', 'Q1860_English'], ['Q180338_Christopher_Lee', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English']]"
3,"[['Q777063_2001_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]","[['Q777063_2001_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q777063_2001_Grammy_Awards', 'P155_follows', 'Q1542319_2000_Grammy_Awards'], ['Q777063_2001_Grammy_Awards', 'P156_followed_by', 'Q637650_2002_Grammy_Awards'], ['Q1542327_2005_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance', 'P31_instance_of', 'Q41254_Grammy_Award'], ['Q105487_Maurice_Jarre', 'P166_award_received', 'Q41254_Grammy_Award']]","[['Q637650_2002_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q637650_2002_Grammy_Awards', 'P156_followed_by', 'Q1542326_2003_Grammy_Awards'], ['Q637650_2002_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q1542327_2005_Grammy_Awards', 'P156_followed_by', 'Q1542334_2006_Grammy_Awards'], ['Q1542327_2005_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q1542334_2006_Grammy_Awards', 'P155_follows', 'Q1542327_2005_Grammy_Awards'], ['Q1836411_Grammy_Award_for_Best_Recording_Package', 'P279_subclass_of', 'Q41254_Grammy_Award'], ['Q189080_Lou_Reed', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q2306_Pink_Floyd', 'P166_award_received', 'Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance'], ['Q2306_Pink_Floyd', 'P1411_nominated_for', 'Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance'], ['Q11647_Nine_Inch_Nails', 'P1411_nominated_for', 'Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance'], ['Q967225_Isadora', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1199439_The_Last_Tycoon', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1479291_The_Mosquito_Coast', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1744_Madonna', 'P166_award_received', 'Q41254_Grammy_Award']]","[['Q1542326_2003_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q1542334_2006_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]"
4,"[['Q45670_Kingdom_of_Portugal', 'P1269_facet_of', 'Q45_Portugal']]","[['Q45670_Kingdom_of_Portugal', 'P36_capital', 'Q597_Lisbon'], ['Q45_Portugal', 'P155_follows', 'Q45670_Kingdom_of_Portugal'], ['Q45670_Kingdom_of_Portugal', 'P36_capital', 'Q8678_Rio_de_Janeiro'], ['Q547137_Latin_pop', 'P495_country_of_origin', 'Q45_Portugal'], ['Q219_Bulgaria', 'P530_diplomatic_relation', 'Q45_Portugal']]","[['Q51654_Second_Crusade', 'P710_participant', 'Q45670_Kingdom_of_Portugal'], ['Q597_Lisbon', 'P190_twinned_administrative_body', 'Q8678_Rio_de_Janeiro'], ['Q42800_Belo_Horizonte', 'P190_twinned_administrative_body', 'Q597_Lisbon'], ['Q641_Venice', 'P190_twinned_administrative_body', 'Q597_Lisbon'], ['Q1011_Cape_Verde', 'P530_diplomatic_relation', 'Q45_Portugal'], ['Q45670_Kingdom_of_Portugal', 'P37_official_language', 'Q5146_Portuguese'], ['Q232214_Julieta_Venegas', 'P136_genre', 'Q547137_Latin_pop'], ['Q547137_Latin_pop', 'P495_country_of_origin', 'Q12585_Latin_America'], ['Q547137_Latin_pop', 'P279_subclass_of', 'Q37073_pop_music'], ['Q399_Armenia', 'P530_diplomatic_relation', 'Q219_Bulgaria'], ['Q29_Spain', 'P530_diplomatic_relation', 'Q219_Bulgaria'], ['Q218_Romania', 'P530_diplomatic_relation', 'Q219_Bulgaria']]","[['Q597_Lisbon', 'P17_country', 'Q45670_Kingdom_of_Portugal'], ['Q597_Lisbon', 'P17_country', 'Q45_Portugal'], ['Q29_Spain', 'P530_diplomatic_relation', 'Q45_Portugal']]"
5,"[['Q1542330_2004_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]","[['Q1542327_2005_Grammy_Awards', 'P155_follows', 'Q1542330_2004_Grammy_Awards'], ['Q1542330_2004_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q1542330_2004_Grammy_Awards', 'P156_followed_by', 'Q1542327_2005_Grammy_Awards'], ['Q1836411_Grammy_Award_for_Best_Recording_Package', 'P279_subclass_of', 'Q41254_Grammy_Award'], ['Q189080_Lou_Reed', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q105487_Maurice_Jarre', 'P166_award_received', 'Q41254_Grammy_Award']]","[['Q1542327_2005_Grammy_Awards', 'P156_followed_by', 'Q1542334_2006_Grammy_Awards'], ['Q1542327_2005_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q1542334_2006_Grammy_Awards', 'P155_follows', 'Q1542327_2005_Grammy_Awards'], ['Q1542327_2005_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q297935_Eiko_Ishioka', 'P166_award_received', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q205721_Joni_Mitchell', 'P166_award_received', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q205721_Joni_Mitchell', 'P1411_nominated_for', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q189080_Lou_Reed', 'P136_genre', 'Q650316_drone_music'], ['Q189080_Lou_Reed', 'P1196_manner_of_death', 'Q3739104_natural_causes'], ['Q189080_Lou_Reed', 'P136_genre', 'Q885561_blue-eyed_soul'], ['Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance', 'P31_instance_of', 'Q41254_Grammy_Award'], ['Q967225_Isadora', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1199439_The_Last_Tycoon', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1479291_The_Mosquito_Coast', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1744_Madonna', 'P166_award_received', 'Q41254_Grammy_Award']]","[['Q1542334_2006_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]"
6,"[['Q1542334_2006_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]","[['Q1542334_2006_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q1542342_2007_Grammy_Awards', 'P155_follows', 'Q1542334_2006_Grammy_Awards'], ['Q1542334_2006_Grammy_Awards', 'P155_follows', 'Q1542327_2005_Grammy_Awards'], ['Q1836411_Grammy_Award_for_Best_Recording_Package', 'P279_subclass_of', 'Q41254_Grammy_Award'], ['Q189080_Lou_Reed', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q105487_Maurice_Jarre', 'P166_award_received', 'Q41254_Grammy_Award']]","[['Q1542327_2005_Grammy_Awards', 'P156_followed_by', 'Q1542334_2006_Grammy_Awards'], ['Q34424_Shakira', 'P1344_participant_of', 'Q1542342_2007_Grammy_Awards'], ['Q23685_Jimmy_Carter', 'P166_award_received', 'Q1542342_2007_Grammy_Awards'], ['Q1542342_2007_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q1542327_2005_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q1542330_2004_Grammy_Awards', 'P156_followed_by', 'Q1542327_2005_Grammy_Awards'], ['Q297935_Eiko_Ishioka', 'P166_award_received', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q205721_Joni_Mitchell', 'P166_award_received', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q205721_Joni_Mitchell', 'P1411_nominated_for', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q189080_Lou_Reed', 'P136_genre', 'Q650316_drone_music'], ['Q189080_Lou_Reed', 'P1196_manner_of_death', 'Q3739104_natural_causes'], ['Q189080_Lou_Reed', 'P136_genre', 'Q885561_blue-eyed_soul'], ['Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance', 'P31_instance_of', 'Q41254_Grammy_Award'], ['Q967225_Isadora', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1199439_The_Last_Tycoon', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1479291_The_Mosquito_Coast', 'P86_composer', 'Q105487_Maurice_Jarre'], ['Q1744_Madonna', 'P166_award_received', 'Q41254_Grammy_Award']]","[['Q23685_Jimmy_Carter', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q1542330_2004_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]"
7,"[['Q1349100_52nd_Annual_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]","[['Q1349100_52nd_Annual_Grammy_Awards', 'P155_follows', 'Q1481140_51st_Annual_Grammy_Awards'], ['Q1481140_51st_Annual_Grammy_Awards', 'P156_followed_by', 'Q1349100_52nd_Annual_Grammy_Awards'], ['Q1836411_Grammy_Award_for_Best_Recording_Package', 'P279_subclass_of', 'Q41254_Grammy_Award'], ['Q189080_Lou_Reed', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q1744_Madonna', 'P166_award_received', 'Q41254_Grammy_Award']]","[['Q1481140_51st_Annual_Grammy_Awards', 'P155_follows', 'Q1518357_2008_Grammy_Awards'], ['Q1481140_51st_Annual_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q1518357_2008_Grammy_Awards', 'P156_followed_by', 'Q1481140_51st_Annual_Grammy_Awards'], ['Q297935_Eiko_Ishioka', 'P166_award_received', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q205721_Joni_Mitchell', 'P166_award_received', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q205721_Joni_Mitchell', 'P1411_nominated_for', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q1542327_2005_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q105487_Maurice_Jarre', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q189080_Lou_Reed', 'P136_genre', 'Q650316_drone_music'], ['Q189080_Lou_Reed', 'P1196_manner_of_death', 'Q3739104_natural_causes'], ['Q189080_Lou_Reed', 'P136_genre', 'Q885561_blue-eyed_soul'], ['Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance', 'P31_instance_of', 'Q41254_Grammy_Award'], ['Q1744_Madonna', 'P1303_instrument', 'Q6607_guitar'], ['Q917698_MTV_Video_Music_Award_for_Best_Art_Direction', 'P1346_winner', 'Q1744_Madonna'], ['Q1744_Madonna', 'P264_record_label', 'Q21077_Warner_Music_Group']]","[['Q1518357_2008_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q1481140_51st_Annual_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]"
8,"[['Q637650_2002_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]","[['Q637650_2002_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q637650_2002_Grammy_Awards', 'P156_followed_by', 'Q1542326_2003_Grammy_Awards'], ['Q777063_2001_Grammy_Awards', 'P156_followed_by', 'Q637650_2002_Grammy_Awards'], ['Q1836411_Grammy_Award_for_Best_Recording_Package', 'P279_subclass_of', 'Q41254_Grammy_Award'], ['Q189080_Lou_Reed', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q1744_Madonna', 'P166_award_received', 'Q41254_Grammy_Award']]","[['Q1542326_2003_Grammy_Awards', 'P276_location', 'Q60_New_York_City'], ['Q1542330_2004_Grammy_Awards', 'P155_follows', 'Q1542326_2003_Grammy_Awards'], ['Q1542326_2003_Grammy_Awards', 'P155_follows', 'Q637650_2002_Grammy_Awards'], ['Q777063_2001_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q777063_2001_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q777063_2001_Grammy_Awards', 'P155_follows', 'Q1542319_2000_Grammy_Awards'], ['Q297935_Eiko_Ishioka', 'P166_award_received', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q205721_Joni_Mitchell', 'P166_award_received', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q205721_Joni_Mitchell', 'P1411_nominated_for', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q1542327_2005_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q105487_Maurice_Jarre', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q189080_Lou_Reed', 'P136_genre', 'Q650316_drone_music'], ['Q189080_Lou_Reed', 'P1196_manner_of_death', 'Q3739104_natural_causes'], ['Q189080_Lou_Reed', 'P136_genre', 'Q885561_blue-eyed_soul'], ['Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance', 'P31_instance_of', 'Q41254_Grammy_Award'], ['Q1744_Madonna', 'P1303_instrument', 'Q6607_guitar'], ['Q917698_MTV_Video_Music_Award_for_Best_Art_Direction', 'P1346_winner', 'Q1744_Madonna'], ['Q1744_Madonna', 'P264_record_label', 'Q21077_Warner_Music_Group']]","[['Q1542326_2003_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q1542330_2004_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]"
9,"[['Q1542326_2003_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]","[['Q1542326_2003_Grammy_Awards', 'P276_location', 'Q60_New_York_City'], ['Q637650_2002_Grammy_Awards', 'P156_followed_by', 'Q1542326_2003_Grammy_Awards'], ['Q1542330_2004_Grammy_Awards', 'P155_follows', 'Q1542326_2003_Grammy_Awards'], ['Q1836411_Grammy_Award_for_Best_Recording_Package', 'P279_subclass_of', 'Q41254_Grammy_Award'], ['Q189080_Lou_Reed', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q1744_Madonna', 'P166_award_received', 'Q41254_Grammy_Award']]","[['Q1542326_2003_Grammy_Awards', 'P155_follows', 'Q637650_2002_Grammy_Awards'], ['Q637650_2002_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q637650_2002_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q777063_2001_Grammy_Awards', 'P156_followed_by', 'Q637650_2002_Grammy_Awards'], ['Q1542327_2005_Grammy_Awards', 'P155_follows', 'Q1542330_2004_Grammy_Awards'], ['Q1542330_2004_Grammy_Awards', 'P276_location', 'Q65_Los_Angeles'], ['Q1542330_2004_Grammy_Awards', 'P156_followed_by', 'Q1542327_2005_Grammy_Awards'], ['Q297935_Eiko_Ishioka', 'P166_award_received', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q205721_Joni_Mitchell', 'P166_award_received', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q205721_Joni_Mitchell', 'P1411_nominated_for', 'Q1836411_Grammy_Award_for_Best_Recording_Package'], ['Q1542327_2005_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q105487_Maurice_Jarre', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q189080_Lou_Reed', 'P136_genre', 'Q650316_drone_music'], ['Q189080_Lou_Reed', 'P1196_manner_of_death', 'Q3739104_natural_causes'], ['Q189080_Lou_Reed', 'P136_genre', 'Q885561_blue-eyed_soul'], ['Q1542186_Grammy_Award_for_Best_Rock_Instrumental_Performance', 'P31_instance_of', 'Q41254_Grammy_Award'], ['Q1744_Madonna', 'P1303_instrument', 'Q6607_guitar'], ['Q917698_MTV_Video_Music_Award_for_Best_Art_Direction', 'P1346_winner', 'Q1744_Madonna'], ['Q1744_Madonna', 'P264_record_label', 'Q21077_Warner_Music_Group']]","[['Q777063_2001_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award'], ['Q1542330_2004_Grammy_Awards', 'P1269_facet_of', 'Q41254_Grammy_Award']]"
