,zerohop,onehop,twohop,connecting
0,"[['Q33999_actor', 'P425_field_of_this_occupation', 'Q222749_acting']]","[['Q346285_David_Arnold', 'P106_occupation', 'Q33999_actor'], ['Q4617_Corbin_Bleu', 'P106_occupation', 'Q33999_actor'], ['Q83359_James_Dean', 'P106_occupation', 'Q33999_actor'], ['Q47664_Catherine_Zeta-Jones', 'P106_occupation', 'Q222749_acting'], ['Q222749_acting', 'P3095_practiced_by', 'Q33999_actor'], ['Q222749_acting', 'P1889_different_from', 'Q184485_performing_arts']]","[['Q346285_David_Arnold', 'P136_genre', 'Q492264_film_score'], ['Q972300_Venus', 'P86_composer', 'Q346285_David_Arnold'], ['Q30931_Die_Another_Day', 'P86_composer', 'Q346285_David_Arnold'], ['Q3772_Quentin_Tarantino', 'P106_occupation', 'Q33999_actor'], ['Q4617_Corbin_Bleu', 'P31_instance_of', 'Q5_human'], ['Q4617_Corbin_Bleu', 'P136_genre', 'Q37073_pop_music'], ['Q4617_Corbin_Bleu', 'P106_occupation', 'Q4610556_model'], ['Q106418_Catherine_Deneuve', 'P106_occupation', 'Q33999_actor'], ['Q83359_James_Dean', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q83359_James_Dean', 'P69_educated_at', 'Q174710_University_of_California,_Los_Angeles'], ['Q2842976_American_Masters', 'P161_cast_member', 'Q83359_James_Dean'], ['Q2702252_Scott_McNeil', 'P106_occupation', 'Q33999_actor'], ['Q119798_Michael_Douglas', 'P26_spouse', 'Q47664_Catherine_Zeta-Jones'], ['Q780197_Christopher_Columbus:_The_Discovery', 'P161_cast_member', 'Q47664_Catherine_Zeta-Jones'], ['Q47664_Catherine_Zeta-Jones', 'P19_place_of_birth', 'Q23051_Swansea'], ['Q222749_acting', 'P31_instance_of', 'Q735_art'], ['Q11637_Judy_Garland', 'P101_field_of_work', 'Q184485_performing_arts']]","[['Q119798_Michael_Douglas', 'P106_occupation', 'Q33999_actor'], ['Q47664_Catherine_Zeta-Jones', 'P106_occupation', 'Q33999_actor'], ['Q11637_Judy_Garland', 'P101_field_of_work', 'Q33999_actor'], ['Q11637_Judy_Garland', 'P106_occupation', 'Q33999_actor']]"
1,"[['Q336286_defender', 'P425_field_of_this_occupation', 'Q2736_association_football']]","[['Q280658_forward', 'P461_opposite_of', 'Q336286_defender'], ['Q336286_defender', 'P461_opposite_of', 'Q280658_forward'], ['Q6755655_Marc_Joseph', 'P413_position_played_on_team_/_speciality', 'Q336286_defender'], ['Q1124841_PFC_Lokomotiv_Plovdiv', 'P641_sport', 'Q2736_association_football'], ['Q203573_Bursaspor', 'P641_sport', 'Q2736_association_football'], ['Q483020_Paris_Saint-Germain_F.C.', 'P641_sport', 'Q2736_association_football']]","[['Q466127_Mohamed_Kallon', 'P413_position_played_on_team_/_speciality', 'Q280658_forward'], ['Q545303_Dean_Saunders', 'P413_position_played_on_team_/_speciality', 'Q280658_forward'], ['Q1625059_Taiwo_Atieno', 'P413_position_played_on_team_/_speciality', 'Q280658_forward'], ['Q569028_Leon_Cort', 'P413_position_played_on_team_/_speciality', 'Q336286_defender'], ['Q342364_Ben_Sahar', 'P413_position_played_on_team_/_speciality', 'Q280658_forward'], ['Q439949_Rory_Fallon', 'P413_position_played_on_team_/_speciality', 'Q280658_forward'], ['Q6755655_Marc_Joseph', 'P31_instance_of', 'Q5_human'], ['Q6755655_Marc_Joseph', 'P27_country_of_citizenship', 'Q145_United_Kingdom'], ['Q6755655_Marc_Joseph', 'P19_place_of_birth', 'Q83065_Leicester'], ['Q1124841_PFC_Lokomotiv_Plovdiv', 'P6364_official_color', 'Q23444_white'], ['Q1124841_PFC_Lokomotiv_Plovdiv', 'P6364_official_color', 'Q23445_black'], ['Q1124841_PFC_Lokomotiv_Plovdiv', 'P159_headquarters_location', 'Q459_Plovdiv'], ['Q6651_Brescia_Calcio', 'P641_sport', 'Q2736_association_football'], ['Q203573_Bursaspor', 'P641_sport', 'Q5372_basketball'], ['Q203573_Bursaspor', 'P17_country', 'Q43_Turkey'], ['Q635654_Lyngby_Boldklub', 'P641_sport', 'Q2736_association_football'], ['Q10520_David_Beckham', 'P54_member_of_sports_team', 'Q483020_Paris_Saint-Germain_F.C.'], ['Q210453_Thiago_Silva', 'P54_member_of_sports_team', 'Q483020_Paris_Saint-Germain_F.C.'], ['Q142794_Neymar', 'P54_member_of_sports_team', 'Q483020_Paris_Saint-Germain_F.C.'], ['Q309480_Ittihad_FC', 'P641_sport', 'Q2736_association_football']]","[['Q466127_Mohamed_Kallon', 'P641_sport', 'Q2736_association_football'], ['Q280658_forward', 'P641_sport', 'Q2736_association_football'], ['Q545303_Dean_Saunders', 'P641_sport', 'Q2736_association_football'], ['Q342364_Ben_Sahar', 'P641_sport', 'Q2736_association_football'], ['Q439949_Rory_Fallon', 'P641_sport', 'Q2736_association_football'], ['Q6755655_Marc_Joseph', 'P641_sport', 'Q2736_association_football'], ['Q10520_David_Beckham', 'P641_sport', 'Q2736_association_football'], ['Q210453_Thiago_Silva', 'P641_sport', 'Q2736_association_football'], ['Q142794_Neymar', 'P641_sport', 'Q2736_association_football']]"
2,"[['Q3282637_film_producer', 'P425_field_of_this_occupation', 'Q932586_filmmaking']]","[['Q928022_Neal_H._Moritz', 'P106_occupation', 'Q3282637_film_producer'], ['Q72267_Cecil_B._DeMille', 'P106_occupation', 'Q3282637_film_producer'], ['Q56094_Francis_Ford_Coppola', 'P106_occupation', 'Q3282637_film_producer'], ['Q564960_Constantin_Film', 'P452_industry', 'Q932586_filmmaking'], ['Q179200_Metro-Goldwyn-Mayer', 'P452_industry', 'Q932586_filmmaking'], ['Q467348_American_Zoetrope', 'P452_industry', 'Q932586_filmmaking']]","[['Q15040917_22_Jump_Street', 'P162_producer', 'Q928022_Neal_H._Moritz'], ['Q212689_I_Am_Legend', 'P162_producer', 'Q928022_Neal_H._Moritz'], ['Q222867_2_Fast_2_Furious', 'P162_producer', 'Q928022_Neal_H._Moritz'], ['Q531599_Harvey_Weinstein', 'P106_occupation', 'Q3282637_film_producer'], ['Q233054_Mimi_Rogers', 'P106_occupation', 'Q3282637_film_producer'], ['Q963688_North_West_Mounted_Police', 'P57_director', 'Q72267_Cecil_B._DeMille'], ['Q193570_Sunset_Boulevard', 'P161_cast_member', 'Q72267_Cecil_B._DeMille'], ['Q1269007_Dynamite', 'P57_director', 'Q72267_Cecil_B._DeMille'], ['Q182692_Apocalypse_Now', 'P57_director', 'Q56094_Francis_Ford_Coppola'], ['Q1338368_Somewhere', 'P162_producer', 'Q56094_Francis_Ford_Coppola'], ['Q108622_Talia_Shire', 'P3373_sibling', 'Q56094_Francis_Ford_Coppola'], ['Q102341_Farrah_Fawcett', 'P106_occupation', 'Q3282637_film_producer'], ['Q156069_Resident_Evil:_Extinction', 'P272_production_company', 'Q564960_Constantin_Film'], ['Q564960_Constantin_Film', 'P159_headquarters_location', 'Q1726_Munich'], ['Q155018_The_Name_of_the_Rose', 'P272_production_company', 'Q564960_Constantin_Film'], ['Q2049232_And_Starring_Pancho_Villa_as_Himself', 'P921_main_subject', 'Q932586_filmmaking'], ['Q79202_New_Line_Cinema', 'P452_industry', 'Q932586_filmmaking'], ['Q59084_Mutiny_on_the_Bounty', 'P750_distributor', 'Q179200_Metro-Goldwyn-Mayer'], ['Q627931_Green_Dolphin_Street', 'P750_distributor', 'Q179200_Metro-Goldwyn-Mayer'], ['Q1824959_Lili', 'P750_distributor', 'Q179200_Metro-Goldwyn-Mayer'], ['Q375855_American_Graffiti', 'P272_production_company', 'Q467348_American_Zoetrope'], ['Q467348_American_Zoetrope', 'P17_country', 'Q30_United_States_of_America'], [""Q107325_Bram_Stoker's_Dracula"", 'P272_production_company', 'Q467348_American_Zoetrope'], ['Q512858_Spyglass_Entertainment', 'P452_industry', 'Q932586_filmmaking']]","[['Q108622_Talia_Shire', 'P106_occupation', 'Q3282637_film_producer']]"
3,"[['Q49757_poet', 'P425_field_of_this_occupation', 'Q482_poetry']]","[['Q470040_Sammy_Cahn', 'P106_occupation', 'Q49757_poet'], ['Q1744_Madonna', 'P106_occupation', 'Q49757_poet'], ['Q35610_Arthur_Conan_Doyle', 'P106_occupation', 'Q49757_poet'], ['Q469454_Beah_Richards', 'P101_field_of_work', 'Q482_poetry'], ['Q5682_Miguel_de_Cervantes', 'P136_genre', 'Q482_poetry'], ['Q183492_Margaret_Atwood', 'P101_field_of_work', 'Q482_poetry']]","[['Q470040_Sammy_Cahn', 'P119_place_of_burial', 'Q1358639_Westwood_Village_Memorial_Park_Cemetery'], ['Q470040_Sammy_Cahn', 'P27_country_of_citizenship', 'Q30_United_States_of_America'], ['Q470040_Sammy_Cahn', 'P106_occupation', 'Q753110_songwriter'], ['Q132805_Thomas_Hardy', 'P106_occupation', 'Q49757_poet'], ['Q220584_Michael_Madsen', 'P106_occupation', 'Q49757_poet'], ['Q16867_Edgar_Allan_Poe', 'P106_occupation', 'Q49757_poet'], ['Q1744_Madonna', 'P1303_instrument', 'Q6607_guitar'], ['Q917698_MTV_Video_Music_Award_for_Best_Art_Direction', 'P1346_winner', 'Q1744_Madonna'], ['Q1744_Madonna', 'P264_record_label', 'Q21077_Warner_Music_Group'], ['Q35610_Arthur_Conan_Doyle', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q243643_Sherlock_Holmes:_A_Game_of_Shadows', 'P58_screenwriter', 'Q35610_Arthur_Conan_Doyle'], ['Q35610_Arthur_Conan_Doyle', 'P641_sport', 'Q5375_cricket'], ['Q622240_In_the_Heat_of_the_Night', 'P161_cast_member', 'Q469454_Beah_Richards'], [""Q736969_Guess_Who's_Coming_to_Dinner"", 'P161_cast_member', 'Q469454_Beah_Richards'], ['Q469454_Beah_Richards', 'P106_occupation', 'Q49757_poet'], ['Q7200_Alexander_Pushkin', 'P136_genre', 'Q482_poetry'], ['Q557_Patti_Smith', 'P101_field_of_work', 'Q482_poetry'], ['Q5682_Miguel_de_Cervantes', 'P106_occupation', 'Q482980_author'], ['Q5682_Miguel_de_Cervantes', 'P136_genre', 'Q80930_tragedy'], ['Q83059_Saul_Bellow', 'P737_influenced_by', 'Q5682_Miguel_de_Cervantes'], ['Q183492_Margaret_Atwood', 'P108_employer', 'Q391028_University_of_British_Columbia'], ['Q183492_Margaret_Atwood', 'P27_country_of_citizenship', 'Q16_Canada'], ['Q183492_Margaret_Atwood', 'P108_employer', 'Q640694_University_of_Alberta'], ['Q188111_Ayumi_Hamasaki', 'P101_field_of_work', 'Q482_poetry']]","[['Q5682_Miguel_de_Cervantes', 'P106_occupation', 'Q49757_poet'], ['Q183492_Margaret_Atwood', 'P106_occupation', 'Q49757_poet']]"
4,"[['Q169470_physicist', 'P425_field_of_this_occupation', 'Q413_physics']]","[['Q169470_physicist', 'P279_subclass_of', 'Q901_scientist'], ['Q307_Galileo_Galilei', 'P106_occupation', 'Q169470_physicist'], ['Q39631_physician', 'P1889_different_from', 'Q169470_physicist'], ['Q307_Galileo_Galilei', 'P101_field_of_work', 'Q413_physics'], ['Q9123_Ernest_Rutherford', 'P101_field_of_work', 'Q413_physics'], ['Q8011_Avicenna', 'P101_field_of_work', 'Q413_physics']]","[['Q7604_Leonhard_Euler', 'P106_occupation', 'Q169470_physicist'], ['Q307_Galileo_Galilei', 'P937_work_location', 'Q617_Padua'], ['Q307_Galileo_Galilei', 'P512_academic_degree', 'Q121594_professor'], ['Q5685_Anton_Chekhov', 'P106_occupation', 'Q39631_physician'], ['Q169906_Jacques_Lacan', 'P106_occupation', 'Q39631_physician'], ['Q39631_physician', 'P1889_different_from', 'Q752297_Doctor_of_Philosophy'], ['Q5879_Johann_Wolfgang_von_Goethe', 'P106_occupation', 'Q169470_physicist'], ['Q307_Galileo_Galilei', 'P101_field_of_work', 'Q333_astronomy'], ['Q307_Galileo_Galilei', 'P108_employer', 'Q193510_University_of_Padua'], ['Q202631_John_Archibald_Wheeler', 'P101_field_of_work', 'Q413_physics'], ['Q9123_Ernest_Rutherford', 'P463_member_of', 'Q466089_American_Philosophical_Society'], ['Q9123_Ernest_Rutherford', 'P106_occupation', 'Q593644_chemist'], ['Q9123_Ernest_Rutherford', 'P19_place_of_birth', 'Q206687_Nelson'], ['Q8011_Avicenna', 'P140_religion', 'Q9585_Shia_Islam'], ['Q8011_Avicenna', 'P101_field_of_work', 'Q333_astronomy'], ['Q8011_Avicenna', 'P551_residence', 'Q42053_Isfahan'], ['Q11023_engineering', 'P2578_studies', 'Q413_physics']]","[['Q9123_Ernest_Rutherford', 'P106_occupation', 'Q169470_physicist'], ['Q8011_Avicenna', 'P106_occupation', 'Q169470_physicist']]"
5,"[['Q593644_chemist', 'P425_field_of_this_occupation', 'Q2329_chemistry']]","[['Q9123_Ernest_Rutherford', 'P106_occupation', 'Q593644_chemist'], ['Q450675_Francis', 'P106_occupation', 'Q593644_chemist'], ['Q8011_Avicenna', 'P106_occupation', 'Q593644_chemist'], ['Q7094_biochemistry', 'P361_part_of', 'Q2329_chemistry'], ['Q11023_engineering', 'P2578_studies', 'Q2329_chemistry'], ['Q2329_chemistry', 'P3095_practiced_by', 'Q593644_chemist']]","[['Q9123_Ernest_Rutherford', 'P27_country_of_citizenship', 'Q174193_United_Kingdom_of_Great_Britain_and_Ireland'], ['Q9123_Ernest_Rutherford', 'P108_employer', 'Q201492_McGill_University'], ['Q9123_Ernest_Rutherford', 'P463_member_of', 'Q466089_American_Philosophical_Society'], ['Q450675_Francis', 'P140_religion', 'Q1841_Catholicism'], ['Q450675_Francis', 'P1412_languages_spoken,_written_or_signed', 'Q150_French'], ['Q450675_Francis', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q593644_chemist', 'P279_subclass_of', 'Q901_scientist'], ['Q8011_Avicenna', 'P140_religion', 'Q9585_Shia_Islam'], ['Q8011_Avicenna', 'P101_field_of_work', 'Q333_astronomy'], ['Q8011_Avicenna', 'P551_residence', 'Q42053_Isfahan'], ['Q217533_The_Joker', 'P106_occupation', 'Q593644_chemist'], ['Q2329_chemistry', 'P527_has_part', 'Q7094_biochemistry'], ['Q34981_Isaac_Asimov', 'P101_field_of_work', 'Q7094_biochemistry'], ['Q7094_biochemistry', 'P3095_practiced_by', 'Q2919046_biochemist'], ['Q2876213_aerospace', 'P279_subclass_of', 'Q11023_engineering'], ['Q77590_civil_engineering', 'P279_subclass_of', 'Q11023_engineering'], ['Q43035_electrical_engineering', 'P279_subclass_of', 'Q11023_engineering']]","[['Q2919046_biochemist', 'P279_subclass_of', 'Q593644_chemist']]"
6,"[['Q170790_mathematician', 'P425_field_of_this_occupation', 'Q395_mathematics']]","[['Q9047_Gottfried_Wilhelm_Leibniz', 'P106_occupation', 'Q170790_mathematician'], ['Q935_Isaac_Newton', 'P106_occupation', 'Q170790_mathematician'], ['Q41585_David_Hilbert', 'P106_occupation', 'Q170790_mathematician'], ['Q8087_geometry', 'P279_subclass_of', 'Q395_mathematics'], ['Q395_mathematics', 'P527_has_part', 'Q12483_statistics'], ['Q395_mathematics', 'P527_has_part', 'Q12479_number_theory']]","[['Q9047_Gottfried_Wilhelm_Leibniz', 'P140_religion', 'Q75809_Lutheranism'], ['Q9047_Gottfried_Wilhelm_Leibniz', 'P69_educated_at', 'Q154561_University_of_Jena'], ['Q9047_Gottfried_Wilhelm_Leibniz', 'P1196_manner_of_death', 'Q3739104_natural_causes'], ['Q37621_Thomas_Hobbes', 'P106_occupation', 'Q170790_mathematician'], ['Q7251_Alan_Turing', 'P106_occupation', 'Q170790_mathematician'], ['Q9068_Voltaire', 'P737_influenced_by', 'Q935_Isaac_Newton'], ['Q935_Isaac_Newton', 'P20_place_of_death', 'Q288781_Kensington'], ['Q935_Isaac_Newton', 'P106_occupation', 'Q82955_politician'], ['Q41585_David_Hilbert', 'P31_instance_of', 'Q5_human'], ['Q41585_David_Hilbert', 'P27_country_of_citizenship', 'Q41304_Weimar_Republic'], ['Q41585_David_Hilbert', 'P463_member_of', 'Q123885_Royal_Society'], ['Q8743_Thomas_Alva_Edison', 'P106_occupation', 'Q170790_mathematician'], ['Q395_mathematics', 'P527_has_part', 'Q8087_geometry'], ['Q8087_geometry', 'P361_part_of', 'Q395_mathematics'], ['Q41585_David_Hilbert', 'P101_field_of_work', 'Q8087_geometry'], ['Q41585_David_Hilbert', 'P101_field_of_work', 'Q395_mathematics'], ['Q33521_applied_mathematics', 'P279_subclass_of', 'Q395_mathematics'], ['Q12483_statistics', 'P361_part_of', 'Q395_mathematics'], ['Q12483_statistics', 'P3095_practiced_by', 'Q2732142_statistician'], ['Q2732142_statistician', 'P425_field_of_this_occupation', 'Q12483_statistics'], ['Q6722_Carl_Friedrich_Gauss', 'P101_field_of_work', 'Q12479_number_theory'], ['Q12479_number_theory', 'P279_subclass_of', 'Q395_mathematics'], ['Q41585_David_Hilbert', 'P101_field_of_work', 'Q12479_number_theory']]","[['Q2732142_statistician', 'P279_subclass_of', 'Q170790_mathematician'], ['Q12483_statistics', 'P279_subclass_of', 'Q395_mathematics'], ['Q6722_Carl_Friedrich_Gauss', 'P101_field_of_work', 'Q395_mathematics'], ['Q6722_Carl_Friedrich_Gauss', 'P106_occupation', 'Q170790_mathematician']]"
7,"[['Q1075651_keyboardist', 'P425_field_of_this_occupation', 'Q52954_keyboard_instrument']]","[['Q503264_Gregg_Allman', 'P106_occupation', 'Q1075651_keyboardist'], ['Q1075651_keyboardist', 'P2283_uses', 'Q52954_keyboard_instrument'], ['Q355009_Jackson_Browne', 'P106_occupation', 'Q1075651_keyboardist'], ['Q81982_harpsichord', 'P279_subclass_of', 'Q52954_keyboard_instrument'], ['Q185610_will.i.am', 'P1303_instrument', 'Q52954_keyboard_instrument'], ['Q182665_Iggy_Pop', 'P1303_instrument', 'Q52954_keyboard_instrument']]","[['Q503264_Gregg_Allman', 'P1303_instrument', 'Q6607_guitar'], ['Q503264_Gregg_Allman', 'P31_instance_of', 'Q5_human'], ['Q503264_Gregg_Allman', 'P264_record_label', 'Q1392321_Liberty_Records'], ['Q108912_Ray_Manzarek', 'P106_occupation', 'Q1075651_keyboardist'], ['Q190251_Richard_Wright', 'P106_occupation', 'Q1075651_keyboardist'], ['Q221155_T-Pain', 'P1303_instrument', 'Q52954_keyboard_instrument'], ['Q519273_David_Sylvian', 'P1303_instrument', 'Q52954_keyboard_instrument'], ['Q2060077_Walk_Hard:_The_Dewey_Cox_Story', 'P161_cast_member', 'Q355009_Jackson_Browne'], ['Q355009_Jackson_Browne', 'P106_occupation', 'Q36834_composer'], ['Q355009_Jackson_Browne', 'P1303_instrument', 'Q5994_piano'], ['Q77112_David_Foster', 'P106_occupation', 'Q1075651_keyboardist'], ['Q81982_harpsichord', 'P279_subclass_of', 'Q230262_plucked_string_instrument'], ['Q131285_John_Williams', 'P1303_instrument', 'Q81982_harpsichord'], ['Q7302_George_Frideric_Handel', 'P1303_instrument', 'Q81982_harpsichord'], ['Q185610_will.i.am', 'P136_genre', 'Q11401_hip_hop_music'], ['Q858778_Late_Show_with_David_Letterman', 'P5030_talk_show_guest', 'Q185610_will.i.am'], ['Q34397_The_Cleveland_Show', 'P725_voice_actor', 'Q185610_will.i.am'], ['Q182665_Iggy_Pop', 'P31_instance_of', 'Q5_human'], ['Q182665_Iggy_Pop', 'P69_educated_at', 'Q230492_University_of_Michigan'], ['Q182665_Iggy_Pop', 'P1303_instrument', 'Q6607_guitar']]","[['Q5994_piano', 'P279_subclass_of', 'Q52954_keyboard_instrument']]"
8,"[['Q212980_psychologist', 'P425_field_of_this_occupation', 'Q9418_psychology']]","[['Q125249_William_James', 'P106_occupation', 'Q212980_psychologist'], ['Q131805_John_Dewey', 'P106_occupation', 'Q212980_psychologist'], ['Q41532_Carl_Gustav_Jung', 'P106_occupation', 'Q212980_psychologist'], ['Q34749_social_science', 'P527_has_part', 'Q9418_psychology'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q9418_psychology'], ['Q9418_psychology', 'P3095_practiced_by', 'Q212980_psychologist']]","[['Q125249_William_James', 'P108_employer', 'Q13371_Harvard_University'], ['Q125249_William_James', 'P19_place_of_birth', 'Q60_New_York_City'], ['Q125249_William_James', 'P69_educated_at', 'Q49121_Harvard_Medical_School'], ['Q314215_Robert_Anton_Wilson', 'P106_occupation', 'Q212980_psychologist'], ['Q131805_John_Dewey', 'P108_employer', 'Q230492_University_of_Michigan'], ['Q131805_John_Dewey', 'P140_religion', 'Q7066_atheism'], ['Q131805_John_Dewey', 'P20_place_of_death', 'Q60_New_York_City'], ['Q41532_Carl_Gustav_Jung', 'P106_occupation', 'Q211346_psychiatrist'], ['Q41532_Carl_Gustav_Jung', 'P101_field_of_work', 'Q9418_psychology'], ['Q41532_Carl_Gustav_Jung', 'P101_field_of_work', 'Q7867_psychiatry'], ['Q8134_economics', 'P279_subclass_of', 'Q34749_social_science'], ['Q1071_geography', 'P279_subclass_of', 'Q34749_social_science'], ['Q34749_social_science', 'P527_has_part', 'Q36442_political_science'], ['Q9418_psychology', 'P279_subclass_of', 'Q34749_social_science'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q183257_psychotherapy', 'P2578_studies', 'Q8388_pedophilia'], ['Q8011_Avicenna', 'P101_field_of_work', 'Q9418_psychology']]","[['Q125249_William_James', 'P101_field_of_work', 'Q9418_psychology'], ['Q183257_psychotherapy', 'P361_part_of', 'Q9418_psychology']]"
9,"[['Q11063_astronomer', 'P425_field_of_this_occupation', 'Q333_astronomy']]","[['Q17714_Stephen_Hawking', 'P106_occupation', 'Q11063_astronomer'], ['Q315069_David_Brin', 'P106_occupation', 'Q11063_astronomer'], ['Q11903_Hypatia', 'P106_occupation', 'Q11063_astronomer'], ['Q34362_astrology', 'P1889_different_from', 'Q333_astronomy'], ['Q307_Galileo_Galilei', 'P101_field_of_work', 'Q333_astronomy'], ['Q7604_Leonhard_Euler', 'P101_field_of_work', 'Q333_astronomy']]","[['Q17714_Stephen_Hawking', 'P737_influenced_by', 'Q81244_Karl_Popper'], ['Q17714_Stephen_Hawking', 'P31_instance_of', 'Q5_human'], ['Q17714_Stephen_Hawking', 'P1066_student_of', 'Q284336_Dennis_W._Sciama'], ['Q315069_David_Brin', 'P27_country_of_citizenship', 'Q30_United_States_of_America'], ['Q315069_David_Brin', 'P136_genre', 'Q24925_science_fiction'], ['Q2576795_Locus_Award_for_Best_Science_Fiction_Novel', 'P1346_winner', 'Q315069_David_Brin'], ['Q8011_Avicenna', 'P106_occupation', 'Q11063_astronomer'], ['Q11903_Hypatia', 'P31_instance_of', 'Q5_human'], ['Q395411_Agora', 'P921_main_subject', 'Q11903_Hypatia'], ['Q11903_Hypatia', 'P101_field_of_work', 'Q395_mathematics'], ['Q154353_François_Arago', 'P106_occupation', 'Q11063_astronomer'], ['Q34362_astrology', 'P3095_practiced_by', 'Q155647_astrologer'], ['Q333_astronomy', 'P1889_different_from', 'Q34362_astrology'], ['Q155647_astrologer', 'P425_field_of_this_occupation', 'Q34362_astrology'], ['Q6722_Carl_Friedrich_Gauss', 'P101_field_of_work', 'Q333_astronomy'], ['Q307_Galileo_Galilei', 'P937_work_location', 'Q617_Padua'], ['Q307_Galileo_Galilei', 'P512_academic_degree', 'Q121594_professor'], ['Q307_Galileo_Galilei', 'P101_field_of_work', 'Q413_physics'], ['Q935_Isaac_Newton', 'P101_field_of_work', 'Q333_astronomy'], ['Q7604_Leonhard_Euler', 'P101_field_of_work', 'Q12479_number_theory'], ['Q7604_Leonhard_Euler', 'P1412_languages_spoken,_written_or_signed', 'Q188_German'], ['Q7604_Leonhard_Euler', 'P937_work_location', 'Q656_Saint_Petersburg']]","[['Q307_Galileo_Galilei', 'P106_occupation', 'Q11063_astronomer']]"
