,zerohop,onehop,twohop,connecting
0,"[['Q15777_C', 'P3966_programming_paradigm', 'Q275596_imperative_programming']]","[['Q14646_Solaris', 'P277_programming_language', 'Q15777_C'], ['Q42478_Perl', 'P277_programming_language', 'Q15777_C'], ['Q94_Android', 'P277_programming_language', 'Q15777_C'], ['Q1418502_procedural_programming', 'P279_subclass_of', 'Q275596_imperative_programming'], ['Q251_Java', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P31_instance_of', 'Q275596_imperative_programming']]","[['Q14646_Solaris', 'P178_developer', 'Q14647_Sun_Microsystems'], ['Q14646_Solaris', 'P178_developer', 'Q19900_Oracle_Corporation'], ['Q14646_Solaris', 'P277_programming_language', 'Q2407_C++'], ['Q15777_C', 'P178_developer', 'Q1107006_Ken_Thompson'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q42478_Perl'], ['Q42478_Perl', 'P737_influenced_by', 'Q15777_C'], ['Q42478_Perl', 'P737_influenced_by', 'Q2407_C++'], ['Q11368_Unix', 'P277_programming_language', 'Q15777_C'], ['Q94_Android', 'P407_language_of_work_or_name', 'Q7033959_Yue_Chinese'], ['Q94_Android', 'P144_based_on', 'Q14656_Unix-like_operating_system'], ['Q94_Android', 'P178_developer', 'Q95_Google'], ['Q2370_C#', 'P138_named_after', 'Q15777_C'], ['Q15777_C', 'P3966_programming_paradigm', 'Q1418502_procedural_programming'], ['Q2407_C++', 'P3966_programming_paradigm', 'Q1418502_procedural_programming'], ['Q28865_Python', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q59_PHP', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2370_C#', 'P737_influenced_by', 'Q251_Java'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q251_Java'], ['Q251_Java', 'P1889_different_from', 'Q2005_JavaScript'], ['Q2005_JavaScript', 'P127_owned_by', 'Q19900_Oracle_Corporation'], ['Q14647_Sun_Microsystems', 'P1830_owner_of', 'Q2005_JavaScript'], ['Q2005_JavaScript', 'P127_owned_by', 'Q14647_Sun_Microsystems']]","[['Q2407_C++', 'P737_influenced_by', 'Q15777_C'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q15777_C'], ['Q251_Java', 'P737_influenced_by', 'Q15777_C'], ['Q2370_C#', 'P737_influenced_by', 'Q15777_C']]"
1,"[['Q28865_Python', 'P3966_programming_paradigm', 'Q193076_functional_programming']]","[['Q28865_Python', 'P737_influenced_by', 'Q132874_Lisp'], ['Q28865_Python', 'P737_influenced_by', 'Q15777_C'], ['Q28865_Python', 'P1889_different_from', 'Q251_Java'], ['Q251_Java', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q34010_Haskell', 'P31_instance_of', 'Q193076_functional_programming'], ['Q2005_JavaScript', 'P31_instance_of', 'Q193076_functional_programming']]","[['Q2005_JavaScript', 'P737_influenced_by', 'Q28865_Python'], ['Q28865_Python', 'P1889_different_from', 'Q2407_C++'], ['Q132874_Lisp', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q28865_Python', 'P737_influenced_by', 'Q42478_Perl'], ['Q251_Java', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q251_Java'], ['Q48493_iOS', 'P277_programming_language', 'Q251_Java'], ['Q34010_Haskell', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2407_C++', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2005_JavaScript', 'P127_owned_by', 'Q19900_Oracle_Corporation'], ['Q251_Java', 'P1889_different_from', 'Q2005_JavaScript'], ['Q2005_JavaScript', 'P127_owned_by', 'Q14647_Sun_Microsystems']]","[['Q2005_JavaScript', 'P3966_programming_paradigm', 'Q193076_functional_programming']]"
2,"[['Q2370_C#', 'P3966_programming_paradigm', 'Q223335_structured_programming']]","[['Q2370_C#', 'P3966_programming_paradigm', 'Q79872_object-oriented_programming'], ['Q2370_C#', 'P737_influenced_by', 'Q251_Java'], ['Q2370_C#', 'P138_named_after', 'Q2407_C++'], ['Q79872_object-oriented_programming', 'P279_subclass_of', 'Q223335_structured_programming'], ['Q223335_structured_programming', 'P279_subclass_of', 'Q80006_computer_programming'], ['Q15777_C', 'P3966_programming_paradigm', 'Q223335_structured_programming']]","[['Q2370_C#', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q251_Java', 'P3966_programming_paradigm', 'Q79872_object-oriented_programming'], ['Q2407_C++', 'P3966_programming_paradigm', 'Q79872_object-oriented_programming'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q251_Java', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q251_Java'], ['Q251_Java', 'P1889_different_from', 'Q2005_JavaScript'], ['Q2370_C#', 'P138_named_after', 'Q15777_C'], ['Q2370_C#', 'P737_influenced_by', 'Q2407_C++'], ['Q15777_C', 'P178_developer', 'Q1107006_Ken_Thompson'], ['Q42478_Perl', 'P277_programming_language', 'Q15777_C'], ['Q94_Android', 'P277_programming_language', 'Q15777_C']]","[['Q251_Java', 'P3966_programming_paradigm', 'Q223335_structured_programming']]"
3,"[['Q2005_JavaScript', 'P3966_programming_paradigm', 'Q193076_functional_programming']]","[['Q2005_JavaScript', 'P31_instance_of', 'Q193076_functional_programming'], ['Q251_Java', 'P1889_different_from', 'Q2005_JavaScript'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q28865_Python'], ['Q251_Java', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q34010_Haskell', 'P31_instance_of', 'Q193076_functional_programming']]","[['Q2005_JavaScript', 'P127_owned_by', 'Q19900_Oracle_Corporation'], ['Q2005_JavaScript', 'P127_owned_by', 'Q14647_Sun_Microsystems'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2407_C++', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q251_Java', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q251_Java'], ['Q48493_iOS', 'P277_programming_language', 'Q251_Java'], ['Q14647_Sun_Microsystems', 'P1830_owner_of', 'Q2005_JavaScript'], ['Q28865_Python', 'P737_influenced_by', 'Q132874_Lisp'], ['Q28865_Python', 'P1889_different_from', 'Q2407_C++'], ['Q28865_Python', 'P1889_different_from', 'Q251_Java'], ['Q34010_Haskell', 'P3966_programming_paradigm', 'Q193076_functional_programming']]","[['Q28865_Python', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q132874_Lisp', 'P3966_programming_paradigm', 'Q193076_functional_programming']]"
4,"[['Q2370_C#', 'P3966_programming_paradigm', 'Q193076_functional_programming']]","[['Q2370_C#', 'P3966_programming_paradigm', 'Q79872_object-oriented_programming'], ['Q2370_C#', 'P737_influenced_by', 'Q251_Java'], ['Q2370_C#', 'P138_named_after', 'Q2407_C++'], ['Q251_Java', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q34010_Haskell', 'P31_instance_of', 'Q193076_functional_programming'], ['Q2005_JavaScript', 'P31_instance_of', 'Q193076_functional_programming']]","[['Q251_Java', 'P3966_programming_paradigm', 'Q79872_object-oriented_programming'], ['Q2407_C++', 'P3966_programming_paradigm', 'Q79872_object-oriented_programming'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q251_Java', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q251_Java'], ['Q251_Java', 'P1889_different_from', 'Q2005_JavaScript'], ['Q2370_C#', 'P138_named_after', 'Q15777_C'], ['Q2370_C#', 'P737_influenced_by', 'Q2407_C++'], ['Q14116_macOS', 'P277_programming_language', 'Q2407_C++'], ['Q59_PHP', 'P737_influenced_by', 'Q2407_C++'], ['Q48493_iOS', 'P277_programming_language', 'Q251_Java'], ['Q34010_Haskell', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2407_C++', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2005_JavaScript', 'P127_owned_by', 'Q19900_Oracle_Corporation'], ['Q2005_JavaScript', 'P127_owned_by', 'Q14647_Sun_Microsystems']]","[['Q2005_JavaScript', 'P3966_programming_paradigm', 'Q193076_functional_programming']]"
5,"[['Q2370_C#', 'P3966_programming_paradigm', 'Q275596_imperative_programming']]","[['Q2370_C#', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2370_C#', 'P737_influenced_by', 'Q251_Java'], ['Q2370_C#', 'P138_named_after', 'Q2407_C++'], ['Q1418502_procedural_programming', 'P279_subclass_of', 'Q275596_imperative_programming'], ['Q251_Java', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P31_instance_of', 'Q275596_imperative_programming']]","[['Q2370_C#', 'P3966_programming_paradigm', 'Q79872_object-oriented_programming'], ['Q251_Java', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2005_JavaScript', 'P31_instance_of', 'Q193076_functional_programming'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q251_Java'], ['Q251_Java', 'P1889_different_from', 'Q2005_JavaScript'], ['Q2370_C#', 'P138_named_after', 'Q15777_C'], ['Q2370_C#', 'P737_influenced_by', 'Q2407_C++'], ['Q59_PHP', 'P737_influenced_by', 'Q2407_C++'], ['Q15777_C', 'P3966_programming_paradigm', 'Q1418502_procedural_programming'], ['Q2407_C++', 'P3966_programming_paradigm', 'Q1418502_procedural_programming'], ['Q28865_Python', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q59_PHP', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P127_owned_by', 'Q19900_Oracle_Corporation'], ['Q14647_Sun_Microsystems', 'P1830_owner_of', 'Q2005_JavaScript'], ['Q2005_JavaScript', 'P127_owned_by', 'Q14647_Sun_Microsystems']]","[['Q15777_C', 'P3966_programming_paradigm', 'Q275596_imperative_programming']]"
6,"[['Q2407_C++', 'P3966_programming_paradigm', 'Q193076_functional_programming']]","[['Q94_Android', 'P277_programming_language', 'Q2407_C++'], ['Q14116_macOS', 'P277_programming_language', 'Q2407_C++'], ['Q14646_Solaris', 'P277_programming_language', 'Q2407_C++'], ['Q251_Java', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2005_JavaScript', 'P31_instance_of', 'Q193076_functional_programming']]","[['Q94_Android', 'P407_language_of_work_or_name', 'Q7033959_Yue_Chinese'], ['Q94_Android', 'P407_language_of_work_or_name', 'Q7737_Russian'], ['Q94_Android', 'P178_developer', 'Q95_Google'], ['Q2370_C#', 'P737_influenced_by', 'Q2407_C++'], ['Q43627_Mac_OS', 'P1889_different_from', 'Q14116_macOS'], ['Q1759208_Guitar_Hero_World_Tour', 'P400_platform', 'Q14116_macOS'], ['Q14116_macOS', 'P407_language_of_work_or_name', 'Q9199_Vietnamese'], ['Q42478_Perl', 'P737_influenced_by', 'Q2407_C++'], ['Q14646_Solaris', 'P277_programming_language', 'Q15777_C'], ['Q14646_Solaris', 'P178_developer', 'Q14647_Sun_Microsystems'], ['Q14646_Solaris', 'P178_developer', 'Q19900_Oracle_Corporation'], ['Q59_PHP', 'P737_influenced_by', 'Q2407_C++'], ['Q251_Java', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q251_Java'], ['Q48493_iOS', 'P277_programming_language', 'Q251_Java'], ['Q34010_Haskell', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q79872_object-oriented_programming'], ['Q2370_C#', 'P737_influenced_by', 'Q251_Java'], ['Q2370_C#', 'P138_named_after', 'Q2407_C++'], ['Q34010_Haskell', 'P31_instance_of', 'Q193076_functional_programming'], ['Q2005_JavaScript', 'P127_owned_by', 'Q19900_Oracle_Corporation'], ['Q251_Java', 'P1889_different_from', 'Q2005_JavaScript'], ['Q2005_JavaScript', 'P127_owned_by', 'Q14647_Sun_Microsystems']]","[['Q251_Java', 'P737_influenced_by', 'Q2407_C++'], ['Q2005_JavaScript', 'P3966_programming_paradigm', 'Q193076_functional_programming']]"
7,"[['Q251_Java', 'P3966_programming_paradigm', 'Q275596_imperative_programming']]","[['Q2370_C#', 'P737_influenced_by', 'Q251_Java'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q251_Java'], ['Q251_Java', 'P1889_different_from', 'Q2005_JavaScript'], ['Q1418502_procedural_programming', 'P279_subclass_of', 'Q275596_imperative_programming'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P31_instance_of', 'Q275596_imperative_programming']]","[['Q2370_C#', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2370_C#', 'P138_named_after', 'Q2407_C++'], ['Q2005_JavaScript', 'P31_instance_of', 'Q193076_functional_programming'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q28865_Python'], ['Q251_Java', 'P737_influenced_by', 'Q15777_C'], ['Q48493_iOS', 'P277_programming_language', 'Q251_Java'], ['Q2005_JavaScript', 'P127_owned_by', 'Q19900_Oracle_Corporation'], ['Q14647_Sun_Microsystems', 'P1830_owner_of', 'Q2005_JavaScript'], ['Q2005_JavaScript', 'P127_owned_by', 'Q14647_Sun_Microsystems'], ['Q15777_C', 'P3966_programming_paradigm', 'Q1418502_procedural_programming'], ['Q2407_C++', 'P3966_programming_paradigm', 'Q1418502_procedural_programming'], ['Q28865_Python', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q59_PHP', 'P3966_programming_paradigm', 'Q275596_imperative_programming']]","[['Q28865_Python', 'P737_influenced_by', 'Q251_Java'], ['Q28865_Python', 'P1889_different_from', 'Q251_Java'], ['Q15777_C', 'P3966_programming_paradigm', 'Q275596_imperative_programming']]"
8,"[['Q59_PHP', 'P3966_programming_paradigm', 'Q275596_imperative_programming']]","[['Q59_PHP', 'P737_influenced_by', 'Q2407_C++'], ['Q59_PHP', 'P737_influenced_by', 'Q251_Java'], ['Q59_PHP', 'P737_influenced_by', 'Q15777_C'], ['Q1418502_procedural_programming', 'P279_subclass_of', 'Q275596_imperative_programming'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P31_instance_of', 'Q275596_imperative_programming']]","[['Q59_PHP', 'P737_influenced_by', 'Q42478_Perl'], ['Q2370_C#', 'P737_influenced_by', 'Q2407_C++'], ['Q59_PHP', 'P277_programming_language', 'Q15777_C'], ['Q2370_C#', 'P737_influenced_by', 'Q251_Java'], ['Q2005_JavaScript', 'P737_influenced_by', 'Q251_Java'], ['Q251_Java', 'P1889_different_from', 'Q2005_JavaScript'], ['Q15777_C', 'P178_developer', 'Q1107006_Ken_Thompson'], ['Q42478_Perl', 'P277_programming_language', 'Q15777_C'], ['Q94_Android', 'P277_programming_language', 'Q15777_C'], ['Q15777_C', 'P3966_programming_paradigm', 'Q1418502_procedural_programming'], ['Q2407_C++', 'P3966_programming_paradigm', 'Q1418502_procedural_programming'], ['Q28865_Python', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2370_C#', 'P138_named_after', 'Q2407_C++'], ['Q251_Java', 'P3966_programming_paradigm', 'Q275596_imperative_programming'], ['Q2005_JavaScript', 'P127_owned_by', 'Q19900_Oracle_Corporation'], ['Q14647_Sun_Microsystems', 'P1830_owner_of', 'Q2005_JavaScript'], ['Q2005_JavaScript', 'P127_owned_by', 'Q14647_Sun_Microsystems']]","[['Q15777_C', 'P3966_programming_paradigm', 'Q275596_imperative_programming']]"
9,"[['Q2407_C++', 'P3966_programming_paradigm', 'Q79872_object-oriented_programming']]","[['Q94_Android', 'P277_programming_language', 'Q2407_C++'], ['Q14116_macOS', 'P277_programming_language', 'Q2407_C++'], ['Q14646_Solaris', 'P277_programming_language', 'Q2407_C++'], ['Q251_Java', 'P3966_programming_paradigm', 'Q79872_object-oriented_programming'], ['Q79872_object-oriented_programming', 'P279_subclass_of', 'Q223335_structured_programming'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q79872_object-oriented_programming']]","[['Q94_Android', 'P407_language_of_work_or_name', 'Q7033959_Yue_Chinese'], ['Q94_Android', 'P407_language_of_work_or_name', 'Q7737_Russian'], ['Q94_Android', 'P178_developer', 'Q95_Google'], ['Q2370_C#', 'P737_influenced_by', 'Q2407_C++'], ['Q43627_Mac_OS', 'P1889_different_from', 'Q14116_macOS'], ['Q1759208_Guitar_Hero_World_Tour', 'P400_platform', 'Q14116_macOS'], ['Q14116_macOS', 'P407_language_of_work_or_name', 'Q9199_Vietnamese'], ['Q42478_Perl', 'P737_influenced_by', 'Q2407_C++'], ['Q14646_Solaris', 'P277_programming_language', 'Q15777_C'], ['Q14646_Solaris', 'P178_developer', 'Q14647_Sun_Microsystems'], ['Q14646_Solaris', 'P178_developer', 'Q19900_Oracle_Corporation'], ['Q59_PHP', 'P737_influenced_by', 'Q2407_C++'], ['Q2370_C#', 'P737_influenced_by', 'Q251_Java'], ['Q251_Java', 'P737_influenced_by', 'Q15777_C'], ['Q251_Java', 'P1889_different_from', 'Q2005_JavaScript'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q223335_structured_programming'], ['Q2370_C#', 'P3966_programming_paradigm', 'Q193076_functional_programming'], ['Q2370_C#', 'P138_named_after', 'Q2407_C++']]","[['Q251_Java', 'P737_influenced_by', 'Q2407_C++']]"
