,zerohop,onehop,twohop,connecting
0,"[['Q317427_Donovan', 'P802_student', 'Q1203_John_Lennon']]","[['Q317427_Donovan', 'P136_genre', 'Q186472_folk_rock'], ['Q317427_Donovan', 'P106_occupation', 'Q36180_writer'], ['Q317427_Donovan', 'P106_occupation', 'Q49757_poet'], ['Q1203_John_Lennon', 'P264_record_label', 'Q193023_Capitol_Records'], ['Q1131791_Yellow_Submarine', 'P725_voice_actor', 'Q1203_John_Lennon'], ['Q1203_John_Lennon', 'P136_genre', 'Q546264_beat_music']]","[['Q317427_Donovan', 'P136_genre', 'Q1500364_psychedelic_folk'], ['Q317427_Donovan', 'P106_occupation', 'Q855091_guitarist'], ['Q317427_Donovan', 'P106_occupation', 'Q488205_singer-songwriter'], ['Q1203_John_Lennon', 'P106_occupation', 'Q2526255_film_director'], ['Q1203_John_Lennon', 'P106_occupation', 'Q639669_musician'], ['Q1131791_Yellow_Submarine', 'P725_voice_actor', 'Q1299_The_Beatles'], ['Q1131791_Yellow_Submarine', 'P31_instance_of', 'Q219557_cult_film'], ['Q1131791_Yellow_Submarine', 'P750_distributor', 'Q219400_United_Artists'], ['Q1203_John_Lennon', 'P106_occupation', 'Q488205_singer-songwriter']]","[['Q1131791_Yellow_Submarine', 'P86_composer', 'Q1203_John_Lennon']]"
1,"[['Q859_Plato', 'P802_student', 'Q868_Aristotle']]","[['Q60025_Hannah_Arendt', 'P737_influenced_by', 'Q859_Plato'], ['Q35802_Baruch_Spinoza', 'P737_influenced_by', 'Q859_Plato'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q859_Plato'], ['Q868_Aristotle', 'P106_occupation', 'Q11063_astronomer'], ['Q868_Aristotle', 'P31_instance_of', 'Q5_human'], ['Q132524_Ayn_Rand', 'P737_influenced_by', 'Q868_Aristotle']]","[['Q60025_Hannah_Arendt', 'P103_native_language', 'Q188_German'], ['Q60025_Hannah_Arendt', 'P19_place_of_birth', 'Q1715_Hanover'], ['Q60025_Hannah_Arendt', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q9358_Friedrich_Nietzsche', 'P737_influenced_by', 'Q859_Plato'], ['Q48226_Ralph_Waldo_Emerson', 'P737_influenced_by', 'Q859_Plato'], ['Q35802_Baruch_Spinoza', 'P27_country_of_citizenship', 'Q170072_Dutch_Republic'], ['Q35802_Baruch_Spinoza', 'P1412_languages_spoken,_written_or_signed', 'Q652_Italian'], ['Q35802_Baruch_Spinoza', 'P1412_languages_spoken,_written_or_signed', 'Q1321_Spanish'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q8018_Augustine_of_Hippo'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q8011_Avicenna'], ['Q9438_Thomas_Aquinas', 'P737_influenced_by', 'Q868_Aristotle'], ['Q8011_Avicenna', 'P737_influenced_by', 'Q868_Aristotle'], ['Q868_Aristotle', 'P101_field_of_work', 'Q5891_philosophy'], ['Q132524_Ayn_Rand', 'P509_cause_of_death', 'Q47912_lung_cancer'], ['Q132524_Ayn_Rand', 'P27_country_of_citizenship', 'Q30_United_States_of_America'], ['Q132524_Ayn_Rand', 'P1196_manner_of_death', 'Q3739104_natural_causes']]","[['Q60025_Hannah_Arendt', 'P737_influenced_by', 'Q868_Aristotle']]"
2,"[['Q93227_Nikolai_Rimsky-Korsakov', 'P802_student', 'Q7314_Igor_Stravinsky']]","[['Q93227_Nikolai_Rimsky-Korsakov', 'P140_religion', 'Q35032_Eastern_Orthodox_Church'], ['Q93227_Nikolai_Rimsky-Korsakov', 'P136_genre', 'Q9734_symphony'], ['Q93227_Nikolai_Rimsky-Korsakov', 'P108_employer', 'Q178416_Saint_Petersburg_Conservatory'], ['Q7314_Igor_Stravinsky', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q7314_Igor_Stravinsky', 'P136_genre', 'Q9734_symphony'], ['Q7314_Igor_Stravinsky', 'P551_residence', 'Q60_New_York_City']]","[['Q93227_Nikolai_Rimsky-Korsakov', 'P103_native_language', 'Q7737_Russian'], ['Q93227_Nikolai_Rimsky-Korsakov', 'P106_occupation', 'Q36834_composer'], ['Q49481_Sergei_Prokofiev', 'P69_educated_at', 'Q178416_Saint_Petersburg_Conservatory'], ['Q178416_Saint_Petersburg_Conservatory', 'P159_headquarters_location', 'Q656_Saint_Petersburg'], ['Q178416_Saint_Petersburg_Conservatory', 'P31_instance_of', 'Q184644_conservatory'], ['Q7314_Igor_Stravinsky', 'P551_residence', 'Q90_Paris'], ['Q7314_Igor_Stravinsky', 'P166_award_received', 'Q41254_Grammy_Award'], ['Q7314_Igor_Stravinsky', 'P136_genre', 'Q1344_opera']]","[['Q49481_Sergei_Prokofiev', 'P1066_student_of', 'Q93227_Nikolai_Rimsky-Korsakov'], ['Q178416_Saint_Petersburg_Conservatory', 'P138_named_after', 'Q93227_Nikolai_Rimsky-Korsakov']]"
3,"[['Q181936_F._Murray_Abraham', 'P802_student', 'Q45909_John_Cale']]","[['Q155018_The_Name_of_the_Rose', 'P161_cast_member', 'Q181936_F._Murray_Abraham'], ['Q181936_F._Murray_Abraham', 'P166_award_received', 'Q103916_Academy_Award_for_Best_Actor'], ['Q181936_F._Murray_Abraham', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor'], ['Q45909_John_Cale', 'P136_genre', 'Q1641839_experimental_rock'], ['Q45909_John_Cale', 'P106_occupation', 'Q488205_singer-songwriter'], ['Q45909_John_Cale', 'P412_voice_type', 'Q31687_baritone']]","[['Q155018_The_Name_of_the_Rose', 'P136_genre', 'Q130232_drama_film'], ['Q155018_The_Name_of_the_Rose', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q155018_The_Name_of_the_Rose', 'P2554_production_designer', 'Q939842_Dante_Ferretti'], ['Q503034_Los_Angeles_Film_Critics_Association_Award_for_Best_Actor', 'P1346_winner', 'Q181936_F._Murray_Abraham'], ['Q45909_John_Cale', 'P1066_student_of', 'Q181936_F._Murray_Abraham'], ['Q15623971_The_Sunshine_Boys', 'P161_cast_member', 'Q181936_F._Murray_Abraham'], ['Q188718_The_Bridge_on_the_River_Kwai', 'P166_award_received', 'Q103916_Academy_Award_for_Best_Actor'], ['Q201215_My_Fair_Lady', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor'], ['Q43228_Goodbye,_Mr._Chips', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor'], ['Q45909_John_Cale', 'P1303_instrument', 'Q831698_drum_machine'], ['Q45909_John_Cale', 'P361_part_of', 'Q103550_The_Velvet_Underground'], ['Q45909_John_Cale', 'P1303_instrument', 'Q31561_acoustic_guitar']]","[['Q103916_Academy_Award_for_Best_Actor', 'P1346_winner', 'Q181936_F._Murray_Abraham']]"
4,"[['Q6882_James_Joyce', 'P802_student', 'Q37327_Samuel_Beckett']]","[['Q6882_James_Joyce', 'P20_place_of_death', 'Q72_Zürich'], ['Q6882_James_Joyce', 'P937_work_location', 'Q546_Trieste'], ['Q6882_James_Joyce', 'P937_work_location', 'Q90_Paris'], ['Q37327_Samuel_Beckett', 'P641_sport', 'Q5375_cricket'], ['Q37327_Samuel_Beckett', 'P106_occupation', 'Q49757_poet'], ['Q37327_Samuel_Beckett', 'P106_occupation', 'Q36180_writer']]","[['Q6882_James_Joyce', 'P106_occupation', 'Q36180_writer'], ['Q6882_James_Joyce', 'P937_work_location', 'Q72_Zürich'], ['Q37327_Samuel_Beckett', 'P106_occupation', 'Q214917_playwright'], ['Q37327_Samuel_Beckett', 'P19_place_of_birth', 'Q1761_Dublin'], ['Q217557_Joyce_Carol_Oates', 'P106_occupation', 'Q36180_writer']]","[['Q217557_Joyce_Carol_Oates', 'P737_influenced_by', 'Q6882_James_Joyce']]"
5,"[['Q58586_Edmund_Husserl', 'P802_student', 'Q48301_Martin_Heidegger']]","[['Q58586_Edmund_Husserl', 'P108_employer', 'Q153987_University_of_Freiburg'], ['Q58586_Edmund_Husserl', 'P31_instance_of', 'Q5_human'], ['Q58586_Edmund_Husserl', 'P101_field_of_work', 'Q5891_philosophy'], ['Q48301_Martin_Heidegger', 'P27_country_of_citizenship', 'Q713750_West_Germany'], ['Q48301_Martin_Heidegger', 'P737_influenced_by', 'Q9312_Immanuel_Kant'], ['Q48301_Martin_Heidegger', 'P1412_languages_spoken,_written_or_signed', 'Q188_German']]","[['Q58586_Edmund_Husserl', 'P106_occupation', 'Q170790_mathematician'], ['Q48301_Martin_Heidegger', 'P69_educated_at', 'Q153987_University_of_Freiburg'], ['Q60025_Hannah_Arendt', 'P69_educated_at', 'Q153987_University_of_Freiburg'], ['Q77144_Leo_Strauss', 'P69_educated_at', 'Q153987_University_of_Freiburg'], ['Q58586_Edmund_Husserl', 'P937_work_location', 'Q2833_Freiburg_im_Breisgau'], ['Q58586_Edmund_Husserl', 'P27_country_of_citizenship', 'Q183_Germany'], ['Q48301_Martin_Heidegger', 'P108_employer', 'Q155354_University_of_Marburg'], ['Q48301_Martin_Heidegger', 'P937_work_location', 'Q2833_Freiburg_im_Breisgau']]","[['Q60025_Hannah_Arendt', 'P737_influenced_by', 'Q58586_Edmund_Husserl'], ['Q60025_Hannah_Arendt', 'P1066_student_of', 'Q48301_Martin_Heidegger'], ['Q77144_Leo_Strauss', 'P737_influenced_by', 'Q48301_Martin_Heidegger']]"
6,"[['Q868_Aristotle', 'P802_student', 'Q8409_Alexander_the_Great']]","[['Q868_Aristotle', 'P106_occupation', 'Q11063_astronomer'], ['Q868_Aristotle', 'P31_instance_of', 'Q5_human'], ['Q868_Aristotle', 'P101_field_of_work', 'Q5891_philosophy'], ['Q8409_Alexander_the_Great', 'P119_place_of_burial', 'Q87_Alexandria'], ['Q87_Alexandria', 'P138_named_after', 'Q8409_Alexander_the_Great'], ['Q162277_Alexander', 'P674_characters', 'Q8409_Alexander_the_Great']]","[['Q8011_Avicenna', 'P737_influenced_by', 'Q868_Aristotle'], ['Q132524_Ayn_Rand', 'P737_influenced_by', 'Q868_Aristotle'], ['Q8409_Alexander_the_Great', 'P509_cause_of_death', 'Q38933_fever'], ['Q87_Alexandria', 'P190_twinned_administrative_body', 'Q374365_Jeddah'], ['Q87_Alexandria', 'P190_twinned_administrative_body', 'Q37320_Cleveland'], ['Q5092_Baltimore', 'P190_twinned_administrative_body', 'Q87_Alexandria'], ['Q162277_Alexander', 'P495_country_of_origin', 'Q38_Italy'], ['Q162277_Alexander', 'P840_narrative_location', 'Q11772_Ancient_Greece'], ['Q162277_Alexander', 'P57_director', 'Q179497_Oliver_Stone'], ['Q8409_Alexander_the_Great', 'P106_occupation', 'Q82955_politician']]","[['Q162277_Alexander', 'P674_characters', 'Q868_Aristotle']]"
7,"[['Q84233_Ludwig_von_Mises', 'P802_student', 'Q297079_Murray_Rothbard']]","[['Q47426_Milton_Friedman', 'P737_influenced_by', 'Q84233_Ludwig_von_Mises'], ['Q84233_Ludwig_von_Mises', 'P20_place_of_death', 'Q60_New_York_City'], ['Q84233_Ludwig_von_Mises', 'P101_field_of_work', 'Q8134_economics'], ['Q297079_Murray_Rothbard', 'P108_employer', 'Q2302311_University_of_Nevada,_Las_Vegas'], ['Q297079_Murray_Rothbard', 'P106_occupation', 'Q201788_historian'], ['Q297079_Murray_Rothbard', 'P69_educated_at', 'Q49088_Columbia_University']]","[['Q47426_Milton_Friedman', 'P106_occupation', 'Q37226_teacher'], ['Q47426_Milton_Friedman', 'P106_occupation', 'Q36180_writer'], ['Q47426_Milton_Friedman', 'P69_educated_at', 'Q131252_University_of_Chicago'], ['Q84233_Ludwig_von_Mises', 'P69_educated_at', 'Q165980_University_of_Vienna'], ['Q84233_Ludwig_von_Mises', 'P108_employer', 'Q49210_New_York_University'], ['Q84233_Ludwig_von_Mises', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q297079_Murray_Rothbard', 'P509_cause_of_death', 'Q12152_myocardial_infarction'], ['Q297079_Murray_Rothbard', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q297079_Murray_Rothbard', 'P19_place_of_birth', 'Q18426_The_Bronx']]","[['Q47426_Milton_Friedman', 'P737_influenced_by', 'Q297079_Murray_Rothbard']]"
8,"[['Q51088_Antonio_Salieri', 'P802_student', 'Q255_Ludwig_van_Beethoven']]","[['Q51088_Antonio_Salieri', 'P27_country_of_citizenship', 'Q131964_Austrian_Empire'], ['Q255_Ludwig_van_Beethoven', 'P1066_student_of', 'Q51088_Antonio_Salieri'], ['Q51088_Antonio_Salieri', 'P802_student', 'Q41309_Franz_Liszt'], ['Q255_Ludwig_van_Beethoven', 'P737_influenced_by', 'Q7349_Joseph_Haydn'], ['Q255_Ludwig_van_Beethoven', 'P106_occupation', 'Q486748_pianist'], ['Q255_Ludwig_van_Beethoven', 'P136_genre', 'Q1344_opera']]","[['Q51088_Antonio_Salieri', 'P802_student', 'Q7312_Franz_Schubert'], ['Q190956_Amadeus', 'P86_composer', 'Q51088_Antonio_Salieri'], ['Q255_Ludwig_van_Beethoven', 'P1303_instrument', 'Q5994_piano'], ['Q93346_The_Who', 'P737_influenced_by', 'Q255_Ludwig_van_Beethoven'], ['Q51088_Antonio_Salieri', 'P20_place_of_death', 'Q1741_Vienna'], ['Q41309_Franz_Liszt', 'P1412_languages_spoken,_written_or_signed', 'Q188_German'], ['Q41309_Franz_Liszt', 'P1303_instrument', 'Q5994_piano'], ['Q41309_Franz_Liszt', 'P106_occupation', 'Q639669_musician']]","[['Q41309_Franz_Liszt', 'P1066_student_of', 'Q51088_Antonio_Salieri']]"
9,"[['Q9123_Ernest_Rutherford', 'P802_student', 'Q7085_Niels_Bohr']]","[['Q9123_Ernest_Rutherford', 'P27_country_of_citizenship', 'Q174193_United_Kingdom_of_Great_Britain_and_Ireland'], ['Q9123_Ernest_Rutherford', 'P106_occupation', 'Q593644_chemist'], ['Q9123_Ernest_Rutherford', 'P463_member_of', 'Q466089_American_Philosophical_Society'], ['Q7085_Niels_Bohr', 'P166_award_received', 'Q3141777_Franklin_Medal'], ['Q7085_Niels_Bohr', 'P69_educated_at', 'Q186285_University_of_Copenhagen'], ['Q7085_Niels_Bohr', 'P551_residence', 'Q30_United_States_of_America']]","[['Q9123_Ernest_Rutherford', 'P19_place_of_birth', 'Q206687_Nelson'], ['Q9123_Ernest_Rutherford', 'P108_employer', 'Q201492_McGill_University'], ['Q7085_Niels_Bohr', 'P69_educated_at', 'Q35794_University_of_Cambridge'], ['Q28003_Copley_Medal', 'P1346_winner', 'Q7085_Niels_Bohr'], ['Q202631_John_Archibald_Wheeler', 'P166_award_received', 'Q3141777_Franklin_Medal'], ['Q7085_Niels_Bohr', 'P108_employer', 'Q186285_University_of_Copenhagen']]","[['Q202631_John_Archibald_Wheeler', 'P1066_student_of', 'Q7085_Niels_Bohr']]"
