,zerohop,onehop,twohop,connecting
0,"[['Q163872_The_Dark_Knight', 'P674_characters', 'Q116113_James_Gordon']]","[['Q163872_The_Dark_Knight', 'P58_screenwriter', 'Q25191_Christopher_Nolan'], ['Q163872_The_Dark_Knight', 'P86_composer', 'Q76364_Hans_Zimmer'], ['Q163872_The_Dark_Knight', 'P1411_nominated_for', 'Q131520_Academy_Award_for_Best_Cinematography'], ['Q116113_James_Gordon', 'P1441_present_in_work', 'Q20501835_Justice_League'], ['Q116113_James_Gordon', 'P1441_present_in_work', 'Q221345_Batman_Forever'], ['Q166262_Batman_Begins', 'P674_characters', 'Q116113_James_Gordon']]","[['Q163872_The_Dark_Knight', 'P58_screenwriter', 'Q464282_Bill_Finger'], ['Q163872_The_Dark_Knight', 'P161_cast_member', 'Q48337_Morgan_Freeman'], ['Q2695156_Batman', 'P1441_present_in_work', 'Q163872_The_Dark_Knight'], ['Q189330_The_Dark_Knight_Rises', 'P86_composer', 'Q76364_Hans_Zimmer'], ['Q116113_James_Gordon', 'P106_occupation', 'Q842782_detective'], ['Q2695156_Batman', 'P4969_derivative_work', 'Q221345_Batman_Forever'], ['Q166262_Batman_Begins', 'P161_cast_member', 'Q211322_Tom_Wilkinson'], ['Q166262_Batman_Begins', 'P144_based_on', 'Q2695156_Batman'], ['Q166262_Batman_Begins', 'P915_filming_location', 'Q60_New_York_City'], ['Q116113_James_Gordon', 'P170_creator', 'Q464282_Bill_Finger']]","[['Q189330_The_Dark_Knight_Rises', 'P674_characters', 'Q116113_James_Gordon'], ['Q2695156_Batman', 'P4969_derivative_work', 'Q163872_The_Dark_Knight']]"
1,"[['Q134773_Forrest_Gump', 'P674_characters', 'Q9696_John_F._Kennedy']]","[['Q2263_Tom_Hanks', 'P800_notable_work', 'Q134773_Forrest_Gump'], ['Q134773_Forrest_Gump', 'P161_cast_member', 'Q1203_John_Lennon'], ['Q134773_Forrest_Gump', 'P750_distributor', 'Q159846_Paramount_Pictures'], ['Q9696_John_F._Kennedy', 'P241_military_branch', 'Q11220_United_States_Navy'], ['Q128730_Thirteen_Days', 'P674_characters', 'Q9696_John_F._Kennedy'], ['Q9696_John_F._Kennedy', 'P1411_nominated_for', 'Q35637_Nobel_Peace_Prize']]","[['Q2263_Tom_Hanks', 'P106_occupation', 'Q28389_screenwriter'], ['Q234144_Rita_Wilson', 'P26_spouse', 'Q2263_Tom_Hanks'], ['Q165817_Saving_Private_Ryan', 'P161_cast_member', 'Q2263_Tom_Hanks'], ['Q187364_Robert_Zemeckis', 'P800_notable_work', 'Q134773_Forrest_Gump'], ['Q134773_Forrest_Gump', 'P1411_nominated_for', 'Q277751_Academy_Award_for_Best_Production_Design'], ['Q134773_Forrest_Gump', 'P162_producer', 'Q7482626_Steve_Tisch'], ['Q9696_John_F._Kennedy', 'P106_occupation', 'Q189290_military_officer'], ['Q134549_Ted_Kennedy', 'P3373_sibling', 'Q9696_John_F._Kennedy'], ['Q1197185_The_Right_Stuff', 'P161_cast_member', 'Q9696_John_F._Kennedy'], ['Q128730_Thirteen_Days', 'P364_original_language_of_film_or_TV_show', 'Q7913_Romanian'], ['Q128730_Thirteen_Days', 'P921_main_subject', 'Q8683_Cold_War'], ['Q128730_Thirteen_Days', 'P495_country_of_origin', 'Q30_United_States_of_America']]","[['Q30_United_States_of_America', 'P6_head_of_government', 'Q9696_John_F._Kennedy']]"
2,"[['Q166262_Batman_Begins', 'P674_characters', 'Q116113_James_Gordon']]","[['Q166262_Batman_Begins', 'P161_cast_member', 'Q211322_Tom_Wilkinson'], ['Q166262_Batman_Begins', 'P144_based_on', 'Q2695156_Batman'], ['Q166262_Batman_Begins', 'P915_filming_location', 'Q60_New_York_City'], ['Q116113_James_Gordon', 'P1441_present_in_work', 'Q20501835_Justice_League'], ['Q116113_James_Gordon', 'P106_occupation', 'Q842782_detective'], ['Q116113_James_Gordon', 'P170_creator', 'Q464282_Bill_Finger']]","[['Q166262_Batman_Begins', 'P272_production_company', 'Q126399_Warner_Bros.'], ['Q166262_Batman_Begins', 'P161_cast_member', 'Q123351_Michael_Caine'], ['Q163872_The_Dark_Knight', 'P155_follows', 'Q166262_Batman_Begins'], ['Q1247201_Batman', 'P144_based_on', 'Q2695156_Batman'], ['Q2695156_Batman', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe'], ['Q2695156_Batman', 'P27_country_of_citizenship', 'Q30_United_States_of_America'], ['Q163872_The_Dark_Knight', 'P674_characters', 'Q116113_James_Gordon'], ['Q116113_James_Gordon', 'P1441_present_in_work', 'Q221345_Batman_Forever']]","[['Q1247201_Batman', 'P674_characters', 'Q116113_James_Gordon'], ['Q2695156_Batman', 'P4969_derivative_work', 'Q166262_Batman_Begins'], ['Q2695156_Batman', 'P1441_present_in_work', 'Q166262_Batman_Begins']]"
3,"[['Q106571_From_Russia_with_Love', 'P674_characters', 'Q2009573_James_Bond']]","[['Q106571_From_Russia_with_Love', 'P915_filming_location', 'Q2807_Madrid'], ['Q106571_From_Russia_with_Love', 'P915_filming_location', 'Q39_Switzerland'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q106571_From_Russia_with_Love'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q4941_Skyfall'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q320423_The_Spy_Who_Loved_Me'], ['Q2009573_James_Bond', 'P1412_languages_spoken,_written_or_signed', 'Q9035_Danish']]","[['Q106571_From_Russia_with_Love', 'P136_genre', 'Q52162262_film_based_on_literature'], ['Q106571_From_Russia_with_Love', 'P840_narrative_location', 'Q3711_Belgrade'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q204398_Octopussy'], ['Q106440_Goldfinger', 'P674_characters', 'Q2009573_James_Bond'], ['Q4941_Skyfall', 'P136_genre', 'Q2297927_spy_film'], ['Q4941_Skyfall', 'P161_cast_member', 'Q28054_Judi_Dench'], ['Q4941_Skyfall', 'P840_narrative_location', 'Q8686_Shanghai'], ['Q2009573_James_Bond', 'P4969_derivative_work', 'Q30931_Die_Another_Day'], ['Q320423_The_Spy_Who_Loved_Me', 'P136_genre', 'Q188473_action_film'], ['Q320423_The_Spy_Who_Loved_Me', 'P840_narrative_location', 'Q15180_Soviet_Union'], ['Q246154_M', 'P1441_present_in_work', 'Q320423_The_Spy_Who_Loved_Me']]","[['Q4941_Skyfall', 'P144_based_on', 'Q2009573_James_Bond'], ['Q320423_The_Spy_Who_Loved_Me', 'P144_based_on', 'Q2009573_James_Bond'], ['Q246154_M', 'P1441_present_in_work', 'Q106571_From_Russia_with_Love']]"
4,"[['Q221168_X-Men:_The_Last_Stand', 'P674_characters', 'Q5350072_Jean_Grey']]","[['Q221168_X-Men:_The_Last_Stand', 'P840_narrative_location', 'Q1384_New_York'], ['Q221168_X-Men:_The_Last_Stand', 'P161_cast_member', 'Q202792_Rebecca_Romijn'], ['Q221168_X-Men:_The_Last_Stand', 'P161_cast_member', 'Q196560_Kelsey_Grammer'], ['Q5350072_Jean_Grey', 'P1441_present_in_work', 'Q106182_X-Men'], ['Q5350072_Jean_Grey', 'P451_partner', 'Q186422_Wolverine'], ['Q5350072_Jean_Grey', 'P106_occupation', 'Q37226_teacher']]","[['Q221168_X-Men:_The_Last_Stand', 'P161_cast_member', 'Q173399_Ellen_Page'], ['Q841372_Juggernaut', 'P1441_present_in_work', 'Q221168_X-Men:_The_Last_Stand'], ['Q106182_X-Men', 'P161_cast_member', 'Q202792_Rebecca_Romijn'], ['Q221168_X-Men:_The_Last_Stand', 'P915_filming_location', 'Q1974_British_Columbia'], ['Q186422_Wolverine', 'P451_partner', 'Q5350072_Jean_Grey'], ['Q5350072_Jean_Grey', 'P31_instance_of', 'Q188784_superhero'], ['Q106182_X-Men', 'P750_distributor', 'Q434841_20th_Century_Fox'], ['Q106182_X-Men', 'P840_narrative_location', 'Q118152_Meridian'], ['Q106182_X-Men', 'P915_filming_location', 'Q133116_Hamilton'], ['Q186422_Wolverine', 'P175_performer', 'Q129591_Hugh_Jackman'], ['Q186422_Wolverine', 'P175_performer', 'Q210447_Mark_Hamill'], ['Q186422_Wolverine', 'P607_conflict', 'Q362_World_War_II'], ['Q5350072_Jean_Grey', 'P175_performer', 'Q190794_Famke_Janssen']]","[['Q106182_X-Men', 'P674_characters', 'Q5350072_Jean_Grey'], ['Q186422_Wolverine', 'P1441_present_in_work', 'Q221168_X-Men:_The_Last_Stand']]"
5,"[['Q116852_Batman', 'P674_characters', 'Q295599_Two-Face']]","[['Q116852_Batman', 'P162_producer', 'Q2563751_Jon_Peters'], ['Q116852_Batman', 'P161_cast_member', 'Q138005_Michael_Keaton'], ['Q116113_James_Gordon', 'P1441_present_in_work', 'Q116852_Batman'], ['Q295599_Two-Face', 'P27_country_of_citizenship', 'Q30_United_States_of_America'], ['Q295599_Two-Face', 'P1441_present_in_work', 'Q221345_Batman_Forever'], ['Q295599_Two-Face', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English']]","[['Q116852_Batman', 'P272_production_company', 'Q126399_Warner_Bros.'], ['Q116852_Batman', 'P1877_after_a_work_by', 'Q313048_Bob_Kane'], ['Q2695156_Batman', 'P175_performer', 'Q138005_Michael_Keaton'], ['Q116113_James_Gordon', 'P1441_present_in_work', 'Q20501835_Justice_League'], ['Q116113_James_Gordon', 'P1441_present_in_work', 'Q221345_Batman_Forever'], ['Q166262_Batman_Begins', 'P674_characters', 'Q116113_James_Gordon'], ['Q295599_Two-Face', 'P1441_present_in_work', 'Q116852_Batman'], ['Q295599_Two-Face', 'P175_performer', 'Q170587_Tommy_Lee_Jones'], ['Q295599_Two-Face', 'P1441_present_in_work', 'Q163872_The_Dark_Knight'], ['Q2695156_Batman', 'P4969_derivative_work', 'Q221345_Batman_Forever']]","[['Q2695156_Batman', 'P4969_derivative_work', 'Q116852_Batman'], ['Q2695156_Batman', 'P1441_present_in_work', 'Q116852_Batman']]"
6,"[['Q221168_X-Men:_The_Last_Stand', 'P674_characters', 'Q838076_Professor_X']]","[['Q221168_X-Men:_The_Last_Stand', 'P840_narrative_location', 'Q1384_New_York'], ['Q221168_X-Men:_The_Last_Stand', 'P161_cast_member', 'Q202792_Rebecca_Romijn'], ['Q221168_X-Men:_The_Last_Stand', 'P161_cast_member', 'Q196560_Kelsey_Grammer'], ['Q838076_Professor_X', 'P3373_sibling', 'Q841372_Juggernaut'], ['Q838076_Professor_X', 'P170_creator', 'Q181900_Stan_Lee'], ['Q838076_Professor_X', 'P1441_present_in_work', 'Q223596_X-Men:_First_Class']]","[['Q221168_X-Men:_The_Last_Stand', 'P161_cast_member', 'Q173399_Ellen_Page'], ['Q841372_Juggernaut', 'P1441_present_in_work', 'Q221168_X-Men:_The_Last_Stand'], ['Q106182_X-Men', 'P161_cast_member', 'Q202792_Rebecca_Romijn'], ['Q221168_X-Men:_The_Last_Stand', 'P915_filming_location', 'Q1974_British_Columbia'], ['Q838076_Professor_X', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q841372_Juggernaut', 'P1441_present_in_work', 'Q383700_Marvel_vs._Capcom_2:_New_Age_of_Heroes'], ['Q841372_Juggernaut', 'P170_creator', 'Q181900_Stan_Lee'], ['Q841372_Juggernaut', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q841372_Juggernaut', 'P3373_sibling', 'Q838076_Professor_X'], ['Q840291_Magneto', 'P170_creator', 'Q181900_Stan_Lee'], ['Q838076_Professor_X', 'P106_occupation', 'Q1056391_head_teacher']]","[['Q106182_X-Men', 'P674_characters', 'Q838076_Professor_X'], ['Q840291_Magneto', 'P1441_present_in_work', 'Q221168_X-Men:_The_Last_Stand']]"
7,"[['Q107914_Diamonds_Are_Forever', 'P674_characters', 'Q1104987_Ernst_Stavro_Blofeld']]","[['Q107914_Diamonds_Are_Forever', 'P915_filming_location', 'Q727_Amsterdam'], ['Q107914_Diamonds_Are_Forever', 'P840_narrative_location', 'Q258_South_Africa'], ['Q287297_Q', 'P1441_present_in_work', 'Q107914_Diamonds_Are_Forever'], ['Q1104987_Ernst_Stavro_Blofeld', 'P1441_present_in_work', 'Q107761_You_Only_Live_Twice'], ['Q106571_From_Russia_with_Love', 'P674_characters', 'Q1104987_Ernst_Stavro_Blofeld'], ['Q1104987_Ernst_Stavro_Blofeld', 'P175_performer', 'Q203215_Max_von_Sydow']]","[['Q107914_Diamonds_Are_Forever', 'P86_composer', 'Q111074_John_Barry'], ['Q107914_Diamonds_Are_Forever', 'P31_instance_of', 'Q11424_film'], ['Q287297_Q', 'P1441_present_in_work', 'Q102754_Dr._No'], ['Q287297_Q', 'P1441_present_in_work', 'Q4941_Skyfall'], ['Q287297_Q', 'P1441_present_in_work', 'Q106571_From_Russia_with_Love'], ['Q107761_You_Only_Live_Twice', 'P674_characters', 'Q1104987_Ernst_Stavro_Blofeld'], ['Q107761_You_Only_Live_Twice', 'P344_director_of_photography', 'Q965659_Freddie_Young'], ['Q246154_M', 'P1441_present_in_work', 'Q107761_You_Only_Live_Twice'], ['Q106571_From_Russia_with_Love', 'P915_filming_location', 'Q2807_Madrid'], ['Q106571_From_Russia_with_Love', 'P915_filming_location', 'Q39_Switzerland'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q106571_From_Russia_with_Love'], ['Q1104987_Ernst_Stavro_Blofeld', 'P175_performer', 'Q76819_Christoph_Waltz'], ['Q1104987_Ernst_Stavro_Blofeld', 'P27_country_of_citizenship', 'Q36_Poland']]","[['Q246154_M', 'P1441_present_in_work', 'Q107914_Diamonds_Are_Forever'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q107914_Diamonds_Are_Forever']]"
8,"[['Q106440_Goldfinger', 'P674_characters', 'Q2009573_James_Bond']]","[['Q106440_Goldfinger', 'P1411_nominated_for', 'Q488645_Academy_Award_for_Best_Sound_Editing'], ['Q106440_Goldfinger', 'P915_filming_location', 'Q39_Switzerland'], ['Q106440_Goldfinger', 'P840_narrative_location', 'Q61_Washington,_D.C.'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q4941_Skyfall'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q320423_The_Spy_Who_Loved_Me'], ['Q2009573_James_Bond', 'P1412_languages_spoken,_written_or_signed', 'Q9035_Danish']]","[['Q106440_Goldfinger', 'P674_characters', 'Q287297_Q'], ['Q106440_Goldfinger', 'P495_country_of_origin', 'Q145_United_Kingdom'], ['Q106440_Goldfinger', 'P915_filming_location', 'Q8652_Miami'], ['Q4941_Skyfall', 'P136_genre', 'Q2297927_spy_film'], ['Q4941_Skyfall', 'P161_cast_member', 'Q28054_Judi_Dench'], ['Q4941_Skyfall', 'P840_narrative_location', 'Q8686_Shanghai'], ['Q2009573_James_Bond', 'P4969_derivative_work', 'Q30931_Die_Another_Day'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q204398_Octopussy'], ['Q320423_The_Spy_Who_Loved_Me', 'P136_genre', 'Q188473_action_film'], ['Q320423_The_Spy_Who_Loved_Me', 'P840_narrative_location', 'Q15180_Soviet_Union'], ['Q246154_M', 'P1441_present_in_work', 'Q320423_The_Spy_Who_Loved_Me']]","[['Q4941_Skyfall', 'P144_based_on', 'Q2009573_James_Bond'], ['Q320423_The_Spy_Who_Loved_Me', 'P144_based_on', 'Q2009573_James_Bond'], ['Q246154_M', 'P1441_present_in_work', 'Q106440_Goldfinger']]"
9,"[['Q107914_Diamonds_Are_Forever', 'P674_characters', 'Q287297_Q']]","[['Q107914_Diamonds_Are_Forever', 'P674_characters', 'Q1104987_Ernst_Stavro_Blofeld'], ['Q107914_Diamonds_Are_Forever', 'P840_narrative_location', 'Q258_South_Africa'], ['Q287297_Q', 'P1441_present_in_work', 'Q107914_Diamonds_Are_Forever'], ['Q287297_Q', 'P1441_present_in_work', 'Q106571_From_Russia_with_Love'], ['Q287297_Q', 'P1441_present_in_work', 'Q4941_Skyfall'], ['Q107761_You_Only_Live_Twice', 'P674_characters', 'Q287297_Q']]","[['Q107914_Diamonds_Are_Forever', 'P915_filming_location', 'Q727_Amsterdam'], ['Q1104987_Ernst_Stavro_Blofeld', 'P1441_present_in_work', 'Q107761_You_Only_Live_Twice'], ['Q106571_From_Russia_with_Love', 'P674_characters', 'Q1104987_Ernst_Stavro_Blofeld'], ['Q1104987_Ernst_Stavro_Blofeld', 'P175_performer', 'Q203215_Max_von_Sydow'], ['Q107914_Diamonds_Are_Forever', 'P86_composer', 'Q111074_John_Barry'], ['Q107914_Diamonds_Are_Forever', 'P31_instance_of', 'Q11424_film'], ['Q287297_Q', 'P1441_present_in_work', 'Q102754_Dr._No'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q106571_From_Russia_with_Love'], ['Q287297_Q', 'P1441_present_in_work', 'Q334780_Moonraker'], ['Q107761_You_Only_Live_Twice', 'P344_director_of_photography', 'Q965659_Freddie_Young'], ['Q107761_You_Only_Live_Twice', 'P840_narrative_location', 'Q61_Washington,_D.C.'], ['Q246154_M', 'P1441_present_in_work', 'Q107761_You_Only_Live_Twice']]","[['Q1104987_Ernst_Stavro_Blofeld', 'P1441_present_in_work', 'Q107914_Diamonds_Are_Forever'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q107914_Diamonds_Are_Forever'], ['Q246154_M', 'P1441_present_in_work', 'Q107914_Diamonds_Are_Forever']]"
