,zerohop,onehop,twohop,connecting
0,"[['Q8388_pedophilia', 'P1995_health_specialty', 'Q9418_psychology']]","[['Q8388_pedophilia', 'P2579_studied_by', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q183257_psychotherapy', 'P2578_studies', 'Q8388_pedophilia'], ['Q34749_social_science', 'P527_has_part', 'Q9418_psychology'], ['Q212980_psychologist', 'P425_field_of_this_occupation', 'Q9418_psychology'], ['Q9418_psychology', 'P3095_practiced_by', 'Q212980_psychologist']]","[['Q10737_suicide', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q183257_psychotherapy'], ['Q131755_bipolar_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q15326_alcoholism', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q8134_economics', 'P279_subclass_of', 'Q34749_social_science'], ['Q1071_geography', 'P279_subclass_of', 'Q34749_social_science'], ['Q34749_social_science', 'P527_has_part', 'Q36442_political_science'], ['Q9418_psychology', 'P279_subclass_of', 'Q34749_social_science'], ['Q125249_William_James', 'P106_occupation', 'Q212980_psychologist'], ['Q131805_John_Dewey', 'P106_occupation', 'Q212980_psychologist'], ['Q41532_Carl_Gustav_Jung', 'P106_occupation', 'Q212980_psychologist'], ['Q8011_Avicenna', 'P101_field_of_work', 'Q9418_psychology']]","[['Q10737_suicide', 'P1995_health_specialty', 'Q9418_psychology'], ['Q183257_psychotherapy', 'P361_part_of', 'Q9418_psychology'], ['Q15326_alcoholism', 'P1995_health_specialty', 'Q9418_psychology'], ['Q125249_William_James', 'P101_field_of_work', 'Q9418_psychology'], ['Q41532_Carl_Gustav_Jung', 'P101_field_of_work', 'Q9418_psychology']]"
1,"[['Q12135_mental_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy']]","[['Q12135_mental_disorder', 'P1995_health_specialty', 'Q9418_psychology'], ['Q12135_mental_disorder', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q183257_psychotherapy'], ['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q183257_psychotherapy', 'P2578_studies', 'Q8388_pedophilia']]","[['Q8388_pedophilia', 'P1995_health_specialty', 'Q9418_psychology'], ['Q170082_psychosis', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q183257_psychotherapy', 'P361_part_of', 'Q9418_psychology'], ['Q131755_bipolar_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q15326_alcoholism', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q9418_psychology'], ['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q83338_Robin_Williams', 'P1050_medical_condition', 'Q42844_major_depressive_disorder']]","[['Q170082_psychosis', 'P1995_health_specialty', 'Q183257_psychotherapy']]"
2,"[['Q2840_influenza', 'P1995_health_specialty', 'Q18123741_infectious_disease']]","[['Q33760_Bertrand_Russell', 'P1050_medical_condition', 'Q2840_influenza'], ['Q35678_Benjamin_Harrison', 'P1050_medical_condition', 'Q2840_influenza'], ['Q2840_influenza', 'P1995_health_specialty', 'Q3505712_family_medicine'], ['Q3520369_K._Balachander', 'P509_cause_of_death', 'Q18123741_infectious_disease'], ['Q12195_poliomyelitis', 'P31_instance_of', 'Q18123741_infectious_disease'], ['Q12090_cholera', 'P31_instance_of', 'Q18123741_infectious_disease']]","[['Q33760_Bertrand_Russell', 'P737_influenced_by', 'Q50020_John_Stuart_Mill'], ['Q33760_Bertrand_Russell', 'P103_native_language', 'Q1860_English'], ['Q33760_Bertrand_Russell', 'P106_occupation', 'Q82955_politician'], ['Q9387_Max_Weber', 'P509_cause_of_death', 'Q2840_influenza'], ['Q35678_Benjamin_Harrison', 'P410_military_rank', 'Q83460_general_officer'], ['Q35678_Benjamin_Harrison', 'P607_conflict', 'Q8676_American_Civil_War'], ['Q35678_Benjamin_Harrison', 'P106_occupation', 'Q82955_politician'], ['Q343037_Trevor_Howard', 'P509_cause_of_death', 'Q2840_influenza'], ['Q3520369_K._Balachander', 'P106_occupation', 'Q33999_actor'], ['Q3520369_K._Balachander', 'P106_occupation', 'Q3282637_film_producer'], ['Q3520369_K._Balachander', 'P31_instance_of', 'Q5_human'], ['Q709857_Jack_Nitzsche', 'P509_cause_of_death', 'Q18123741_infectious_disease'], ['Q221668_acute_cystitis', 'P279_subclass_of', 'Q18123741_infectious_disease'], ['Q166231_infection', 'P1542_has_effect', 'Q18123741_infectious_disease'], ['Q103784_Donald_Sutherland', 'P1050_medical_condition', 'Q12195_poliomyelitis'], ['Q215905_Itzhak_Perlman', 'P1050_medical_condition', 'Q12195_poliomyelitis'], ['Q466502_Dinah_Shore', 'P1050_medical_condition', 'Q12195_poliomyelitis'], ['Q11891_James_K._Polk', 'P509_cause_of_death', 'Q12090_cholera'], ['Q12090_cholera', 'P780_symptoms', 'Q127076_vomiting'], ['Q9235_Georg_Wilhelm_Friedrich_Hegel', 'P509_cause_of_death', 'Q12090_cholera']]","[['Q33760_Bertrand_Russell', 'P509_cause_of_death', 'Q2840_influenza'], ['Q35678_Benjamin_Harrison', 'P509_cause_of_death', 'Q2840_influenza']]"
3,"[['Q12135_mental_disorder', 'P1995_health_specialty', 'Q9418_psychology']]","[['Q12135_mental_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q12135_mental_disorder', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q34749_social_science', 'P527_has_part', 'Q9418_psychology'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q9418_psychology'], ['Q9418_psychology', 'P3095_practiced_by', 'Q212980_psychologist']]","[['Q8388_pedophilia', 'P2579_studied_by', 'Q183257_psychotherapy'], ['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q183257_psychotherapy', 'P2578_studies', 'Q8388_pedophilia'], ['Q8134_economics', 'P279_subclass_of', 'Q34749_social_science'], ['Q1071_geography', 'P279_subclass_of', 'Q34749_social_science'], ['Q34749_social_science', 'P527_has_part', 'Q36442_political_science'], ['Q9418_psychology', 'P279_subclass_of', 'Q34749_social_science'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q212980_psychologist', 'P425_field_of_this_occupation', 'Q9418_psychology'], ['Q8011_Avicenna', 'P101_field_of_work', 'Q9418_psychology'], ['Q125249_William_James', 'P106_occupation', 'Q212980_psychologist'], ['Q131805_John_Dewey', 'P106_occupation', 'Q212980_psychologist']]","[['Q183257_psychotherapy', 'P361_part_of', 'Q9418_psychology'], ['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q9418_psychology'], ['Q125249_William_James', 'P101_field_of_work', 'Q9418_psychology']]"
4,"[['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q9418_psychology']]","[['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q83338_Robin_Williams', 'P1050_medical_condition', 'Q42844_major_depressive_disorder'], ['Q34749_social_science', 'P527_has_part', 'Q9418_psychology'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q9418_psychology'], ['Q9418_psychology', 'P3095_practiced_by', 'Q212980_psychologist']]","[['Q10737_suicide', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q183257_psychotherapy'], ['Q131755_bipolar_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q183257_psychotherapy', 'P2578_studies', 'Q8388_pedophilia'], ['Q83338_Robin_Williams', 'P166_award_received', 'Q106291_Academy_Award_for_Best_Supporting_Actor'], ['Q83338_Robin_Williams', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor'], ['Q83338_Robin_Williams', 'P1411_nominated_for', 'Q518675_Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture'], ['Q8134_economics', 'P279_subclass_of', 'Q34749_social_science'], ['Q1071_geography', 'P279_subclass_of', 'Q34749_social_science'], ['Q34749_social_science', 'P527_has_part', 'Q36442_political_science'], ['Q9418_psychology', 'P279_subclass_of', 'Q34749_social_science'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q7867_psychiatry'], ['Q212980_psychologist', 'P425_field_of_this_occupation', 'Q9418_psychology'], ['Q8011_Avicenna', 'P101_field_of_work', 'Q9418_psychology'], ['Q125249_William_James', 'P106_occupation', 'Q212980_psychologist'], ['Q131805_John_Dewey', 'P106_occupation', 'Q212980_psychologist']]","[['Q10737_suicide', 'P1995_health_specialty', 'Q9418_psychology'], ['Q183257_psychotherapy', 'P361_part_of', 'Q9418_psychology'], ['Q125249_William_James', 'P101_field_of_work', 'Q9418_psychology']]"
5,"[['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q7867_psychiatry']]","[['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q9418_psychology'], ['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q83338_Robin_Williams', 'P1050_medical_condition', 'Q42844_major_depressive_disorder'], ['Q10737_suicide', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q211346_psychiatrist', 'P425_field_of_this_occupation', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q7867_psychiatry']]","[['Q8388_pedophilia', 'P1995_health_specialty', 'Q9418_psychology'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q183257_psychotherapy'], ['Q131755_bipolar_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q183257_psychotherapy', 'P2578_studies', 'Q8388_pedophilia'], ['Q83338_Robin_Williams', 'P166_award_received', 'Q106291_Academy_Award_for_Best_Supporting_Actor'], ['Q83338_Robin_Williams', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor'], ['Q83338_Robin_Williams', 'P1411_nominated_for', 'Q518675_Screen_Actors_Guild_Award_for_Outstanding_Performance_by_a_Cast_in_a_Motion_Picture'], ['Q270935_Chris_Cornell', 'P1196_manner_of_death', 'Q10737_suicide'], ['Q635924_Seven_Pounds', 'P921_main_subject', 'Q10737_suicide'], ['Q570221_Reuben,_Reuben', 'P921_main_subject', 'Q10737_suicide'], ['Q170082_psychosis', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q169906_Jacques_Lacan', 'P106_occupation', 'Q211346_psychiatrist'], ['Q211346_psychiatrist', 'P279_subclass_of', 'Q39631_physician'], ['Q7867_psychiatry', 'P3095_practiced_by', 'Q211346_psychiatrist'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q7867_psychiatry'], ['Q38404_classic_autism', 'P1995_health_specialty', 'Q7867_psychiatry']]","[['Q131755_bipolar_disorder', 'P1995_health_specialty', 'Q7867_psychiatry']]"
6,"[['Q170082_psychosis', 'P1995_health_specialty', 'Q7867_psychiatry']]","[['Q170082_psychosis', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q41112_schizophrenia', 'P279_subclass_of', 'Q170082_psychosis'], ['Q10737_suicide', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q211346_psychiatrist', 'P425_field_of_this_occupation', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q7867_psychiatry']]","[['Q8388_pedophilia', 'P2579_studied_by', 'Q183257_psychotherapy'], ['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q183257_psychotherapy', 'P2578_studies', 'Q8388_pedophilia'], ['Q41112_schizophrenia', 'P1995_health_specialty', 'Q9418_psychology'], ['Q41112_schizophrenia', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q270935_Chris_Cornell', 'P1196_manner_of_death', 'Q10737_suicide'], ['Q635924_Seven_Pounds', 'P921_main_subject', 'Q10737_suicide'], ['Q570221_Reuben,_Reuben', 'P921_main_subject', 'Q10737_suicide'], ['Q169906_Jacques_Lacan', 'P106_occupation', 'Q211346_psychiatrist'], ['Q211346_psychiatrist', 'P279_subclass_of', 'Q39631_physician'], ['Q7867_psychiatry', 'P3095_practiced_by', 'Q211346_psychiatrist'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q9418_psychology'], ['Q38404_classic_autism', 'P1995_health_specialty', 'Q7867_psychiatry']]","[['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q7867_psychiatry']]"
7,"[['Q10737_suicide', 'P1995_health_specialty', 'Q7867_psychiatry']]","[['Q270935_Chris_Cornell', 'P1196_manner_of_death', 'Q10737_suicide'], ['Q635924_Seven_Pounds', 'P921_main_subject', 'Q10737_suicide'], ['Q570221_Reuben,_Reuben', 'P921_main_subject', 'Q10737_suicide'], ['Q170082_psychosis', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q211346_psychiatrist', 'P425_field_of_this_occupation', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q7867_psychiatry']]","[['Q270935_Chris_Cornell', 'P1303_instrument', 'Q5994_piano'], ['Q270935_Chris_Cornell', 'P1303_instrument', 'Q51290_harmonica'], ['Q270935_Chris_Cornell', 'P106_occupation', 'Q753110_songwriter'], ['Q313246_David_Foster_Wallace', 'P1196_manner_of_death', 'Q10737_suicide'], ['Q110278_Vanilla_Sky', 'P921_main_subject', 'Q10737_suicide'], ['Q635924_Seven_Pounds', 'P31_instance_of', 'Q11424_film'], ['Q635924_Seven_Pounds', 'P915_filming_location', 'Q65_Los_Angeles'], ['Q635924_Seven_Pounds', 'P161_cast_member', 'Q228692_Rosario_Dawson'], [""Q2450702_You_Don't_Know_Jack"", 'P921_main_subject', 'Q10737_suicide'], ['Q570221_Reuben,_Reuben', 'P136_genre', 'Q130232_drama_film'], ['Q570221_Reuben,_Reuben', 'P162_producer', 'Q795022_Julius_J._Epstein'], ['Q570221_Reuben,_Reuben', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q170082_psychosis', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q41112_schizophrenia', 'P279_subclass_of', 'Q170082_psychosis'], ['Q169906_Jacques_Lacan', 'P106_occupation', 'Q211346_psychiatrist'], ['Q211346_psychiatrist', 'P279_subclass_of', 'Q39631_physician'], ['Q7867_psychiatry', 'P3095_practiced_by', 'Q211346_psychiatrist'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q9418_psychology'], ['Q183257_psychotherapy', 'P2578_studies', 'Q8388_pedophilia'], ['Q38404_classic_autism', 'P1995_health_specialty', 'Q7867_psychiatry']]","[['Q41112_schizophrenia', 'P1995_health_specialty', 'Q7867_psychiatry']]"
8,"[['Q38404_classic_autism', 'P1995_health_specialty', 'Q7867_psychiatry']]","[['Q241391_Breaking_and_Entering', 'P921_main_subject', 'Q38404_classic_autism'], ['Q640387_I_Am_Sam', 'P921_main_subject', 'Q38404_classic_autism'], ['Q602256_Salmon_Fishing_in_the_Yemen', 'P921_main_subject', 'Q38404_classic_autism'], ['Q170082_psychosis', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q211346_psychiatrist', 'P425_field_of_this_occupation', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q7867_psychiatry']]","[['Q241391_Breaking_and_Entering', 'P86_composer', 'Q502957_Gabriel_Yared'], ['Q241391_Breaking_and_Entering', 'P161_cast_member', 'Q272972_Robin_Wright'], ['Q241391_Breaking_and_Entering', 'P58_screenwriter', 'Q188726_Anthony_Minghella'], ['Q188845_Rain_Man', 'P921_main_subject', 'Q38404_classic_autism'], ['Q918769_Extremely_Loud_and_Incredibly_Close', 'P921_main_subject', 'Q38404_classic_autism'], ['Q2304429_Temple_Grandin', 'P921_main_subject', 'Q38404_classic_autism'], ['Q640387_I_Am_Sam', 'P495_country_of_origin', 'Q30_United_States_of_America'], ['Q640387_I_Am_Sam', 'P840_narrative_location', 'Q65_Los_Angeles'], ['Q640387_I_Am_Sam', 'P161_cast_member', 'Q44221_Sean_Penn'], ['Q602256_Salmon_Fishing_in_the_Yemen', 'P136_genre', 'Q860626_romantic_comedy'], ['Q602256_Salmon_Fishing_in_the_Yemen', 'P840_narrative_location', 'Q84_London'], ['Q602256_Salmon_Fishing_in_the_Yemen', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q170082_psychosis', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q41112_schizophrenia', 'P279_subclass_of', 'Q170082_psychosis'], ['Q10737_suicide', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q169906_Jacques_Lacan', 'P106_occupation', 'Q211346_psychiatrist'], ['Q211346_psychiatrist', 'P279_subclass_of', 'Q39631_physician'], ['Q7867_psychiatry', 'P3095_practiced_by', 'Q211346_psychiatrist'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q9418_psychology'], ['Q183257_psychotherapy', 'P2578_studies', 'Q8388_pedophilia']]","[['Q41112_schizophrenia', 'P1995_health_specialty', 'Q7867_psychiatry']]"
9,"[['Q15326_alcoholism', 'P1995_health_specialty', 'Q183257_psychotherapy']]","[['Q15326_alcoholism', 'P1542_has_effect', 'Q147778_liver_cirrhosis'], ['Q15326_alcoholism', 'P1995_health_specialty', 'Q9418_psychology'], ['Q1113987_Tender_Mercies', 'P921_main_subject', 'Q15326_alcoholism'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q183257_psychotherapy'], ['Q131755_bipolar_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy'], ['Q183257_psychotherapy', 'P2578_studies', 'Q8388_pedophilia']]","[['Q1545071_Ironweed', 'P921_main_subject', 'Q15326_alcoholism'], ['Q576371_Round_Midnight', 'P921_main_subject', 'Q15326_alcoholism'], ['Q208205_Bill_Evans', 'P509_cause_of_death', 'Q147778_liver_cirrhosis'], ['Q318261_Lon_Chaney_Jr.', 'P509_cause_of_death', 'Q147778_liver_cirrhosis'], ['Q104358_Billie_Holiday', 'P509_cause_of_death', 'Q147778_liver_cirrhosis'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q9418_psychology'], ['Q1113987_Tender_Mercies', 'P1411_nominated_for', 'Q41417_Academy_Award_for_Best_Writing,_Original_Screenplay'], ['Q1113987_Tender_Mercies', 'P1411_nominated_for', 'Q1967731_National_Society_of_Film_Critics_Award_for_Best_Actor'], ['Q1113987_Tender_Mercies', 'P1411_nominated_for', 'Q102427_Academy_Award_for_Best_Picture'], ['Q23434_Ernest_Hemingway', 'P1050_medical_condition', 'Q15326_alcoholism'], ['Q8388_pedophilia', 'P2579_studied_by', 'Q7867_psychiatry'], ['Q8388_pedophilia', 'P1995_health_specialty', 'Q7867_psychiatry'], ['Q183257_psychotherapy', 'P361_part_of', 'Q9418_psychology'], ['Q213793_Phil_Spector', 'P1050_medical_condition', 'Q131755_bipolar_disorder'], ['Q215062_Mary_Todd_Lincoln', 'P1050_medical_condition', 'Q131755_bipolar_disorder'], ['Q879174_Biutiful', 'P921_main_subject', 'Q131755_bipolar_disorder'], ['Q42844_major_depressive_disorder', 'P1995_health_specialty', 'Q183257_psychotherapy']]","[['Q147778_liver_cirrhosis', 'P828_has_cause', 'Q15326_alcoholism']]"
