,zerohop,onehop,twohop,connecting
0,"[['Q188791_Cyprus_national_football_team', 'P6364_official_color', 'Q23444_white']]","[['Q188791_Cyprus_national_football_team', 'P17_country', 'Q229_Cyprus'], ['Q188791_Cyprus_national_football_team', 'P6364_official_color', 'Q1088_blue'], ['Q188791_Cyprus_national_football_team', 'P641_sport', 'Q2736_association_football'], ['Q18516_Hereford_United_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q38245_Eintracht_Frankfurt', 'P6364_official_color', 'Q23444_white'], ['Q19470_Derby_County_F.C.', 'P6364_official_color', 'Q23444_white']]","[['Q211912_Odense_Boldklub', 'P6364_official_color', 'Q1088_blue'], ['Q3021900_Delroy_Facey', 'P54_member_of_sports_team', 'Q18516_Hereford_United_F.C.'], ['Q18516_Hereford_United_F.C.', 'P159_headquarters_location', 'Q204720_Hereford'], ['Q18516_Hereford_United_F.C.', 'P17_country', 'Q145_United_Kingdom'], ['Q459622_Derry_City_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q23444_white'], ['Q311191_Junichi_Inamoto', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q201885_Theofanis_Gekas', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q38245_Eintracht_Frankfurt', 'P159_headquarters_location', 'Q1794_Frankfurt'], ['Q19470_Derby_County_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q258824_Roy_Carroll', 'P54_member_of_sports_team', 'Q19470_Derby_County_F.C.'], ['Q19470_Derby_County_F.C.', 'P6364_official_color', 'Q23445_black']]","[['Q211912_Odense_Boldklub', 'P6364_official_color', 'Q23444_white'], ['Q23445_black', 'P461_opposite_of', 'Q23444_white']]"
1,"[['Q839997_Brisbane_Roar_FC', 'P6364_official_color', 'Q23445_black']]","[['Q839997_Brisbane_Roar_FC', 'P159_headquarters_location', 'Q34932_Brisbane'], ['Q839997_Brisbane_Roar_FC', 'P17_country', 'Q408_Australia'], ['Q839997_Brisbane_Roar_FC', 'P6364_official_color', 'Q39338_orange'], ['Q129164_Fukuoka_SoftBank_Hawks', 'P6364_official_color', 'Q23445_black'], ['Q9408_Barnet_F.C.', 'P6364_official_color', 'Q23445_black'], ['Q18515_Grimsby_Town_F.C.', 'P6364_official_color', 'Q23445_black']]","[['Q839997_Brisbane_Roar_FC', 'P641_sport', 'Q2736_association_football'], ['Q49762_Christian_Democratic_Union', 'P6364_official_color', 'Q39338_orange'], ['Q129164_Fukuoka_SoftBank_Hawks', 'P17_country', 'Q17_Japan'], ['Q129164_Fukuoka_SoftBank_Hawks', 'P6364_official_color', 'Q943_yellow'], ['Q129164_Fukuoka_SoftBank_Hawks', 'P641_sport', 'Q5369_baseball'], ['Q48911_F.C._Lorient', 'P6364_official_color', 'Q23445_black'], ['Q18513_Gateshead_F.C.', 'P6364_official_color', 'Q23445_black'], ['Q23444_white', 'P461_opposite_of', 'Q23445_black'], ['Q9408_Barnet_F.C.', 'P6364_official_color', 'Q39338_orange'], ['Q9408_Barnet_F.C.', 'P17_country', 'Q145_United_Kingdom'], ['Q2638248_Albert_Jarrett', 'P54_member_of_sports_team', 'Q9408_Barnet_F.C.'], ['Q18515_Grimsby_Town_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q18515_Grimsby_Town_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q18515_Grimsby_Town_F.C.', 'P17_country', 'Q145_United_Kingdom']]","[['Q49762_Christian_Democratic_Union', 'P462_color', 'Q23445_black'], ['Q49762_Christian_Democratic_Union', 'P6364_official_color', 'Q23445_black']]"
2,"[['Q19451_Bolton_Wanderers_F.C.', 'P6364_official_color', 'Q23444_white']]","[['Q19451_Bolton_Wanderers_F.C.', 'P118_league', 'Q19510_EFL_Championship'], ['Q19451_Bolton_Wanderers_F.C.', 'P6364_official_color', 'Q3142_red'], ['Q19451_Bolton_Wanderers_F.C.', 'P17_country', 'Q145_United_Kingdom'], ['Q38245_Eintracht_Frankfurt', 'P6364_official_color', 'Q23444_white'], ['Q459622_Derry_City_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q23444_white']]","[['Q18739_Sunderland_A.F.C.', 'P118_league', 'Q19510_EFL_Championship'], ['Q3021900_Delroy_Facey', 'P54_member_of_sports_team', 'Q19451_Bolton_Wanderers_F.C.'], ['Q19451_Bolton_Wanderers_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q48941_Fleetwood_Town_F.C.', 'P6364_official_color', 'Q3142_red'], ['Q311191_Junichi_Inamoto', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q201885_Theofanis_Gekas', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q38245_Eintracht_Frankfurt', 'P159_headquarters_location', 'Q1794_Frankfurt'], ['Q18516_Hereford_United_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q459622_Derry_City_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q459622_Derry_City_F.C.', 'P6364_official_color', 'Q3142_red'], ['Q459622_Derry_City_F.C.', 'P159_headquarters_location', 'Q163584_Derry'], ['Q376635_S.V._Zulte_Waregem', 'P17_country', 'Q31_Belgium'], ['Q376635_S.V._Zulte_Waregem', 'P641_sport', 'Q2736_association_football'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q3142_red'], ['Q19470_Derby_County_F.C.', 'P6364_official_color', 'Q23444_white']]","[['Q18739_Sunderland_A.F.C.', 'P6364_official_color', 'Q23444_white'], ['Q48941_Fleetwood_Town_F.C.', 'P6364_official_color', 'Q23444_white']]"
3,"[['Q105254_1._FSV_Mainz_05', 'P6364_official_color', 'Q23444_white']]","[['Q105254_1._FSV_Mainz_05', 'P641_sport', 'Q8418_handball'], ['Q105254_1._FSV_Mainz_05', 'P6364_official_color', 'Q3142_red'], ['Q105254_1._FSV_Mainz_05', 'P17_country', 'Q183_Germany'], ['Q38245_Eintracht_Frankfurt', 'P6364_official_color', 'Q23444_white'], ['Q459622_Derry_City_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q23444_white']]","[['Q105254_1._FSV_Mainz_05', 'P641_sport', 'Q2736_association_football'], ['Q48941_Fleetwood_Town_F.C.', 'P6364_official_color', 'Q3142_red'], ['Q311191_Junichi_Inamoto', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q201885_Theofanis_Gekas', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q38245_Eintracht_Frankfurt', 'P159_headquarters_location', 'Q1794_Frankfurt'], ['Q18516_Hereford_United_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q459622_Derry_City_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q459622_Derry_City_F.C.', 'P6364_official_color', 'Q3142_red'], ['Q459622_Derry_City_F.C.', 'P159_headquarters_location', 'Q163584_Derry'], ['Q376635_S.V._Zulte_Waregem', 'P17_country', 'Q31_Belgium'], ['Q376635_S.V._Zulte_Waregem', 'P641_sport', 'Q2736_association_football'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q3142_red'], ['Q19470_Derby_County_F.C.', 'P6364_official_color', 'Q23444_white']]","[['Q48941_Fleetwood_Town_F.C.', 'P6364_official_color', 'Q23444_white']]"
4,"[['Q214940_Estudiantes_de_La_Plata', 'P6364_official_color', 'Q3142_red']]","[['Q214940_Estudiantes_de_La_Plata', 'P17_country', 'Q414_Argentina'], ['Q214940_Estudiantes_de_La_Plata', 'P6364_official_color', 'Q23444_white'], ['Q214940_Estudiantes_de_La_Plata', 'P641_sport', 'Q2736_association_football'], ['Q797446_burgundy', 'P279_subclass_of', 'Q3142_red'], ['Q48941_Fleetwood_Town_F.C.', 'P6364_official_color', 'Q3142_red'], ['Q205685_SK_Brann', 'P6364_official_color', 'Q3142_red']]","[['Q18516_Hereford_United_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q38245_Eintracht_Frankfurt', 'P6364_official_color', 'Q23444_white'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q23444_white'], ['Q190219_Norwegian_Labour_Party', 'P462_color', 'Q3142_red'], ['Q48941_Fleetwood_Town_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q48941_Fleetwood_Town_F.C.', 'P17_country', 'Q145_United_Kingdom'], ['Q48941_Fleetwood_Town_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q355771_Indian_Army', 'P462_color', 'Q3142_red'], ['Q121_July', 'P138_named_after', 'Q3142_red'], ['Q205685_SK_Brann', 'P6364_official_color', 'Q23444_white'], ['Q205685_SK_Brann', 'P159_headquarters_location', 'Q26793_Bergen'], ['Q205685_SK_Brann', 'P17_country', 'Q20_Norway']]","[['Q23444_white', 'P527_has_part', 'Q3142_red'], ['Q38245_Eintracht_Frankfurt', 'P6364_official_color', 'Q3142_red'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q3142_red']]"
5,"[['Q354059_Adelaide_United_Football_Club', 'P6364_official_color', 'Q3142_red']]","[['Q215481_Shane_Smeltz', 'P54_member_of_sports_team', 'Q354059_Adelaide_United_Football_Club'], ['Q354059_Adelaide_United_Football_Club', 'P17_country', 'Q408_Australia'], ['Q354059_Adelaide_United_Football_Club', 'P159_headquarters_location', 'Q5112_Adelaide'], ['Q797446_burgundy', 'P279_subclass_of', 'Q3142_red'], ['Q48941_Fleetwood_Town_F.C.', 'P6364_official_color', 'Q3142_red'], ['Q121_July', 'P138_named_after', 'Q3142_red']]","[['Q215481_Shane_Smeltz', 'P31_instance_of', 'Q5_human'], ['Q215481_Shane_Smeltz', 'P27_country_of_citizenship', 'Q664_New_Zealand'], ['Q215481_Shane_Smeltz', 'P1532_country_for_sport', 'Q183_Germany'], ['Q190219_Norwegian_Labour_Party', 'P462_color', 'Q3142_red'], ['Q205685_SK_Brann', 'P6364_official_color', 'Q3142_red'], ['Q48941_Fleetwood_Town_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q48941_Fleetwood_Town_F.C.', 'P17_country', 'Q145_United_Kingdom'], ['Q48941_Fleetwood_Town_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q355771_Indian_Army', 'P462_color', 'Q3142_red'], ['Q121_July', 'P155_follows', 'Q120_June'], ['Q121_July', 'P138_named_after', 'Q1048_Julius_Caesar'], ['Q121_July', 'P156_followed_by', 'Q122_August']]","[['Q23444_white', 'P527_has_part', 'Q3142_red']]"
6,"[['Q19490_Nottingham_Forest_F.C.', 'P6364_official_color', 'Q23444_white']]","[['Q573341_Felix_Bastians', 'P54_member_of_sports_team', 'Q19490_Nottingham_Forest_F.C.'], ['Q19490_Nottingham_Forest_F.C.', 'P159_headquarters_location', 'Q41262_Nottingham'], ['Q19490_Nottingham_Forest_F.C.', 'P118_league', 'Q19510_EFL_Championship'], ['Q38245_Eintracht_Frankfurt', 'P6364_official_color', 'Q23444_white'], ['Q459622_Derry_City_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q23444_white']]","[['Q573341_Felix_Bastians', 'P19_place_of_birth', 'Q2103_Bochum'], ['Q573341_Felix_Bastians', 'P641_sport', 'Q2736_association_football'], ['Q573341_Felix_Bastians', 'P54_member_of_sports_team', 'Q48943_Gillingham_F.C.'], ['Q19490_Nottingham_Forest_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q545303_Dean_Saunders', 'P54_member_of_sports_team', 'Q19490_Nottingham_Forest_F.C.'], ['Q19451_Bolton_Wanderers_F.C.', 'P118_league', 'Q19510_EFL_Championship'], ['Q18739_Sunderland_A.F.C.', 'P118_league', 'Q19510_EFL_Championship'], ['Q311191_Junichi_Inamoto', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q201885_Theofanis_Gekas', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q38245_Eintracht_Frankfurt', 'P159_headquarters_location', 'Q1794_Frankfurt'], ['Q18516_Hereford_United_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q459622_Derry_City_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q459622_Derry_City_F.C.', 'P6364_official_color', 'Q3142_red'], ['Q459622_Derry_City_F.C.', 'P159_headquarters_location', 'Q163584_Derry'], ['Q376635_S.V._Zulte_Waregem', 'P17_country', 'Q31_Belgium'], ['Q376635_S.V._Zulte_Waregem', 'P641_sport', 'Q2736_association_football'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q3142_red'], ['Q19470_Derby_County_F.C.', 'P6364_official_color', 'Q23444_white']]","[['Q48943_Gillingham_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q19451_Bolton_Wanderers_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q18739_Sunderland_A.F.C.', 'P6364_official_color', 'Q23444_white']]"
7,"[['Q155730_1._FC_Magdeburg', 'P6364_official_color', 'Q23444_white']]","[['Q155730_1._FC_Magdeburg', 'P159_headquarters_location', 'Q1733_Magdeburg'], ['Q155730_1._FC_Magdeburg', 'P6364_official_color', 'Q1088_blue'], ['Q155730_1._FC_Magdeburg', 'P138_named_after', 'Q1733_Magdeburg'], ['Q38245_Eintracht_Frankfurt', 'P6364_official_color', 'Q23444_white'], ['Q459622_Derry_City_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q23444_white']]","[['Q155730_1._FC_Magdeburg', 'P641_sport', 'Q2736_association_football'], ['Q211912_Odense_Boldklub', 'P6364_official_color', 'Q1088_blue'], ['Q311191_Junichi_Inamoto', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q201885_Theofanis_Gekas', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q38245_Eintracht_Frankfurt', 'P159_headquarters_location', 'Q1794_Frankfurt'], ['Q18516_Hereford_United_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q459622_Derry_City_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q459622_Derry_City_F.C.', 'P6364_official_color', 'Q3142_red'], ['Q459622_Derry_City_F.C.', 'P159_headquarters_location', 'Q163584_Derry'], ['Q376635_S.V._Zulte_Waregem', 'P17_country', 'Q31_Belgium'], ['Q376635_S.V._Zulte_Waregem', 'P641_sport', 'Q2736_association_football'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q3142_red'], ['Q19470_Derby_County_F.C.', 'P6364_official_color', 'Q23444_white']]","[['Q211912_Odense_Boldklub', 'P6364_official_color', 'Q23444_white']]"
8,"[['Q291447_AEK_Larnaca_F.C.', 'P6364_official_color', 'Q3133_green']]","[['Q291447_AEK_Larnaca_F.C.', 'P17_country', 'Q229_Cyprus'], ['Q291447_AEK_Larnaca_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q500606_University_of_South_Florida', 'P6364_official_color', 'Q3133_green'], ['Q18721_Norwich_City_F.C.', 'P6364_official_color', 'Q3133_green'], ['Q374254_PFC_Beroe_Stara_Zagora', 'P6364_official_color', 'Q3133_green']]","[['Q303538_Aasif_Mandvi', 'P69_educated_at', 'Q500606_University_of_South_Florida'], ['Q44176_Hulk_Hogan', 'P69_educated_at', 'Q500606_University_of_South_Florida'], ['Q500606_University_of_South_Florida', 'P31_instance_of', 'Q3918_university'], ['Q364698_Cercle_Brugge_K.S.V.', 'P6364_official_color', 'Q3133_green'], ['Q18721_Norwich_City_F.C.', 'P6364_official_color', 'Q943_yellow'], ['Q18721_Norwich_City_F.C.', 'P159_headquarters_location', 'Q130191_Norwich'], ['Q190515_Craig_Bellamy', 'P54_member_of_sports_team', 'Q18721_Norwich_City_F.C.'], ['Q19593_Celtic_F.C.', 'P6364_official_color', 'Q3133_green'], ['Q374254_PFC_Beroe_Stara_Zagora', 'P17_country', 'Q219_Bulgaria'], ['Q374254_PFC_Beroe_Stara_Zagora', 'P6364_official_color', 'Q23444_white'], ['Q374254_PFC_Beroe_Stara_Zagora', 'P641_sport', 'Q2736_association_football']]","[['Q23444_white', 'P527_has_part', 'Q3133_green']]"
9,"[['Q18750_Wigan_Athletic_F.C.', 'P6364_official_color', 'Q23444_white']]","[['Q18750_Wigan_Athletic_F.C.', 'P6364_official_color', 'Q1088_blue'], ['Q258824_Roy_Carroll', 'P54_member_of_sports_team', 'Q18750_Wigan_Athletic_F.C.'], ['Q18750_Wigan_Athletic_F.C.', 'P159_headquarters_location', 'Q208143_Wigan'], ['Q18516_Hereford_United_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q38245_Eintracht_Frankfurt', 'P6364_official_color', 'Q23444_white'], ['Q19470_Derby_County_F.C.', 'P6364_official_color', 'Q23444_white']]","[['Q18750_Wigan_Athletic_F.C.', 'P118_league', 'Q19510_EFL_Championship'], ['Q211912_Odense_Boldklub', 'P6364_official_color', 'Q1088_blue'], ['Q258824_Roy_Carroll', 'P1532_country_for_sport', 'Q26_Northern_Ireland'], ['Q258824_Roy_Carroll', 'P641_sport', 'Q2736_association_football'], ['Q258824_Roy_Carroll', 'P54_member_of_sports_team', 'Q19598_Notts_County_F.C.'], ['Q3021900_Delroy_Facey', 'P54_member_of_sports_team', 'Q18516_Hereford_United_F.C.'], ['Q18516_Hereford_United_F.C.', 'P159_headquarters_location', 'Q204720_Hereford'], ['Q18516_Hereford_United_F.C.', 'P17_country', 'Q145_United_Kingdom'], ['Q459622_Derry_City_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q376635_S.V._Zulte_Waregem', 'P6364_official_color', 'Q23444_white'], ['Q311191_Junichi_Inamoto', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q201885_Theofanis_Gekas', 'P54_member_of_sports_team', 'Q38245_Eintracht_Frankfurt'], ['Q38245_Eintracht_Frankfurt', 'P159_headquarters_location', 'Q1794_Frankfurt'], ['Q19470_Derby_County_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q258824_Roy_Carroll', 'P54_member_of_sports_team', 'Q19470_Derby_County_F.C.'], ['Q19470_Derby_County_F.C.', 'P6364_official_color', 'Q23445_black']]","[['Q211912_Odense_Boldklub', 'P6364_official_color', 'Q23444_white'], ['Q19598_Notts_County_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q23445_black', 'P461_opposite_of', 'Q23444_white']]"
