,zerohop,onehop,twohop,connecting
0,"[['Q41262_Nottingham', 'P501_enclave_within', 'Q23092_Nottinghamshire']]","[['Q3921_Harare', 'P190_twinned_administrative_body', 'Q41262_Nottingham'], ['Q41262_Nottingham', 'P190_twinned_administrative_body', 'Q3921_Harare'], ['Q41262_Nottingham', 'P37_official_language', 'Q1860_English'], ['Q23092_Nottinghamshire', 'P47_shares_border_with', 'Q23098_Derbyshire'], ['Q23092_Nottinghamshire', 'P47_shares_border_with', 'Q23090_Lincolnshire'], ['Q23098_Derbyshire', 'P47_shares_border_with', 'Q23092_Nottinghamshire']]","[['Q3921_Harare', 'P1376_capital_of', 'Q217169_Rhodesia'], ['Q43196_Cincinnati', 'P190_twinned_administrative_body', 'Q3921_Harare'], ['Q3921_Harare', 'P17_country', 'Q954_Zimbabwe'], ['Q2280_Minsk', 'P190_twinned_administrative_body', 'Q41262_Nottingham'], ['Q838544_Earache_Records', 'P159_headquarters_location', 'Q41262_Nottingham'], ['Q41262_Nottingham', 'P190_twinned_administrative_body', 'Q2280_Minsk'], ['Q23095_South_Yorkshire', 'P47_shares_border_with', 'Q23092_Nottinghamshire'], ['Q23092_Nottinghamshire', 'P17_country', 'Q179876_England'], ['Q23092_Nottinghamshire', 'P17_country', 'Q145_United_Kingdom'], ['Q23105_Staffordshire', 'P47_shares_border_with', 'Q23098_Derbyshire'], ['Q23106_Leicestershire', 'P47_shares_border_with', 'Q23098_Derbyshire'], ['Q23099_Greater_Manchester', 'P47_shares_border_with', 'Q23098_Derbyshire'], ['Q23109_Norfolk', 'P47_shares_border_with', 'Q23090_Lincolnshire'], ['Q180057_Lincoln', 'P1376_capital_of', 'Q23090_Lincolnshire'], ['Q23090_Lincolnshire', 'P17_country', 'Q145_United_Kingdom'], ['Q23098_Derbyshire', 'P47_shares_border_with', 'Q23106_Leicestershire']]","[['Q23090_Lincolnshire', 'P47_shares_border_with', 'Q23092_Nottinghamshire']]"
1,"[['Q64_Berlin', 'P501_enclave_within', 'Q1208_Brandenburg']]","[['Q204398_Octopussy', 'P840_narrative_location', 'Q64_Berlin'], ['Q7724_August_Strindberg', 'P551_residence', 'Q64_Berlin'], ['Q102720_Hertha_BSC', 'P131_located_in_the_administrative_territorial_entity', 'Q64_Berlin'], ['Q1208_Brandenburg', 'P47_shares_border_with', 'Q1202_Saxony'], ['Q1208_Brandenburg', 'P150_contains_administrative_territorial_entity', 'Q1711_Potsdam'], ['Q64_Berlin', 'P47_shares_border_with', 'Q1208_Brandenburg']]","[['Q204398_Octopussy', 'P344_director_of_photography', 'Q490240_Alan_Hume'], ['Q204398_Octopussy', 'P840_narrative_location', 'Q183_Germany'], ['Q204398_Octopussy', 'P161_cast_member', 'Q134333_Roger_Moore'], ['Q64_Berlin', 'P190_twinned_administrative_body', 'Q649_Moscow'], ['Q64_Berlin', 'P190_twinned_administrative_body', 'Q90_Paris'], ['Q32165_32nd_Berlin_International_Film_Festival', 'P276_location', 'Q64_Berlin'], ['Q7724_August_Strindberg', 'P1412_languages_spoken,_written_or_signed', 'Q9027_Swedish'], ['Q7724_August_Strindberg', 'P1196_manner_of_death', 'Q3739104_natural_causes'], ['Q7724_August_Strindberg', 'P106_occupation', 'Q28389_screenwriter'], ['Q573341_Felix_Bastians', 'P54_member_of_sports_team', 'Q102720_Hertha_BSC'], ['Q201885_Theofanis_Gekas', 'P54_member_of_sports_team', 'Q102720_Hertha_BSC'], ['Q102720_Hertha_BSC', 'P17_country', 'Q183_Germany'], ['Q128186_Saitama_Prefecture', 'P190_twinned_administrative_body', 'Q1208_Brandenburg'], ['Q1731_Dresden', 'P131_located_in_the_administrative_territorial_entity', 'Q1202_Saxony'], ['Q1202_Saxony', 'P47_shares_border_with', 'Q1206_Saxony-Anhalt'], ['Q1202_Saxony', 'P17_country', 'Q41304_Weimar_Republic'], ['Q1711_Potsdam', 'P17_country', 'Q41304_Weimar_Republic'], ['Q1711_Potsdam', 'P17_country', 'Q7318_Nazi_Germany'], ['Q1711_Potsdam', 'P190_twinned_administrative_body', 'Q2280_Minsk'], ['Q1208_Brandenburg', 'P47_shares_border_with', 'Q1197_Lower_Saxony']]","[['Q204398_Octopussy', 'P915_filming_location', 'Q64_Berlin'], ['Q183_Germany', 'P150_contains_administrative_territorial_entity', 'Q64_Berlin'], ['Q183_Germany', 'P36_capital', 'Q64_Berlin'], ['Q183_Germany', 'P150_contains_administrative_territorial_entity', 'Q1208_Brandenburg'], ['Q102720_Hertha_BSC', 'P159_headquarters_location', 'Q64_Berlin'], ['Q1202_Saxony', 'P47_shares_border_with', 'Q1208_Brandenburg'], ['Q41304_Weimar_Republic', 'P36_capital', 'Q64_Berlin'], ['Q1711_Potsdam', 'P131_located_in_the_administrative_territorial_entity', 'Q1208_Brandenburg'], ['Q1711_Potsdam', 'P47_shares_border_with', 'Q64_Berlin'], ['Q7318_Nazi_Germany', 'P150_contains_administrative_territorial_entity', 'Q64_Berlin'], ['Q7318_Nazi_Germany', 'P36_capital', 'Q64_Berlin']]"
2,"[['Q83065_Leicester', 'P501_enclave_within', 'Q23106_Leicestershire']]","[['Q1333399_University_of_Leicester', 'P159_headquarters_location', 'Q83065_Leicester'], ['Q23106_Leicestershire', 'P138_named_after', 'Q83065_Leicester'], ['Q24962_Graham_Chapman', 'P19_place_of_birth', 'Q83065_Leicester'], ['Q23106_Leicestershire', 'P131_located_in_the_administrative_territorial_entity', 'Q21_England'], ['Q23106_Leicestershire', 'P47_shares_border_with', 'Q23098_Derbyshire'], ['Q23106_Leicestershire', 'P47_shares_border_with', 'Q23115_Northamptonshire']]","[['Q1333399_University_of_Leicester', 'P131_located_in_the_administrative_territorial_entity', 'Q83065_Leicester'], ['Q1333399_University_of_Leicester', 'P31_instance_of', 'Q3918_university'], ['Q192114_Jon_Lord', 'P19_place_of_birth', 'Q83065_Leicester'], ['Q23140_Warwickshire', 'P47_shares_border_with', 'Q23106_Leicestershire'], ['Q368831_Colin_Wilson', 'P19_place_of_birth', 'Q83065_Leicester'], ['Q16402_Monty_Python', 'P527_has_part', 'Q24962_Graham_Chapman'], ['Q24962_Graham_Chapman', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q24962_Graham_Chapman', 'P106_occupation', 'Q28389_screenwriter'], ['Q823600_Chesterfield', 'P131_located_in_the_administrative_territorial_entity', 'Q23098_Derbyshire'], ['Q270385_Pride_&_Prejudice', 'P840_narrative_location', 'Q23098_Derbyshire'], ['Q23098_Derbyshire', 'P47_shares_border_with', 'Q23106_Leicestershire'], ['Q23229_Buckinghamshire', 'P47_shares_border_with', 'Q23115_Northamptonshire'], ['Q23115_Northamptonshire', 'P36_capital', 'Q192240_Northampton'], ['Q23115_Northamptonshire', 'P47_shares_border_with', 'Q23112_Cambridgeshire']]","[['Q23115_Northamptonshire', 'P47_shares_border_with', 'Q23106_Leicestershire']]"
3,"[['Q1013_Lesotho', 'P501_enclave_within', 'Q258_South_Africa']]","[['Q1013_Lesotho', 'P463_member_of', 'Q1065_United_Nations'], ['Q1013_Lesotho', 'P463_member_of', 'Q7825_World_Trade_Organization'], ['Q1013_Lesotho', 'P30_continent', 'Q15_Africa'], ['Q258_South_Africa', 'P47_shares_border_with', 'Q1013_Lesotho'], ['Q458_European_Union', 'P530_diplomatic_relation', 'Q258_South_Africa'], ['Q258_South_Africa', 'P530_diplomatic_relation', 'Q963_Botswana']]","[['Q258_South_Africa', 'P530_diplomatic_relation', 'Q1013_Lesotho'], ['Q668_India', 'P530_diplomatic_relation', 'Q1013_Lesotho'], ['Q212_Ukraine', 'P463_member_of', 'Q1065_United_Nations'], ['Q1013_Lesotho', 'P463_member_of', 'Q294278_African,_Caribbean_and_Pacific_Group_of_States'], ['Q35_Denmark', 'P530_diplomatic_relation', 'Q258_South_Africa'], ['Q458_European_Union', 'P47_shares_border_with', 'Q28_Hungary'], ['Q458_European_Union', 'P47_shares_border_with', 'Q36_Poland'], ['Q37_Lithuania', 'P463_member_of', 'Q458_European_Union'], ['Q41_Greece', 'P530_diplomatic_relation', 'Q258_South_Africa'], ['Q185591_Pietermaritzburg', 'P17_country', 'Q258_South_Africa'], ['Q963_Botswana', 'P530_diplomatic_relation', 'Q30_United_States_of_America'], ['Q963_Botswana', 'P47_shares_border_with', 'Q258_South_Africa'], ['Q963_Botswana', 'P463_member_of', 'Q7785_Commonwealth_of_Nations']]","[['Q212_Ukraine', 'P530_diplomatic_relation', 'Q258_South_Africa']]"
4,"[['Q1865_Kuala_Lumpur', 'P501_enclave_within', 'Q189710_Selangor']]","[['Q1865_Kuala_Lumpur', 'P190_twinned_administrative_body', 'Q987_New_Delhi'], ['Q6397066_Shiraz', 'P190_twinned_administrative_body', 'Q1865_Kuala_Lumpur'], ['Q42053_Isfahan', 'P190_twinned_administrative_body', 'Q1865_Kuala_Lumpur'], ['Q189710_Selangor', 'P131_located_in_the_administrative_territorial_entity', 'Q833_Malaysia'], ['Q1835695_Selangor_FA', 'P159_headquarters_location', 'Q189710_Selangor'], ['Q189710_Selangor', 'P47_shares_border_with', 'Q1865_Kuala_Lumpur']]","[['Q84_London', 'P190_twinned_administrative_body', 'Q1865_Kuala_Lumpur'], ['Q987_New_Delhi', 'P190_twinned_administrative_body', 'Q61_Washington,_D.C.'], ['Q1297_Chicago', 'P190_twinned_administrative_body', 'Q987_New_Delhi'], ['Q987_New_Delhi', 'P190_twinned_administrative_body', 'Q649_Moscow'], ['Q11725_Chongqing', 'P190_twinned_administrative_body', 'Q6397066_Shiraz'], ['Q6397066_Shiraz', 'P17_country', 'Q794_Iran'], ['Q1865_Kuala_Lumpur', 'P190_twinned_administrative_body', 'Q6397066_Shiraz'], ['Q3640_Ankara', 'P190_twinned_administrative_body', 'Q1865_Kuala_Lumpur'], ['Q42053_Isfahan', 'P190_twinned_administrative_body', 'Q85_Cairo'], ['Q1492_Barcelona', 'P190_twinned_administrative_body', 'Q42053_Isfahan'], ['Q42053_Isfahan', 'P190_twinned_administrative_body', 'Q2044_Florence'], ['Q1865_Kuala_Lumpur', 'P47_shares_border_with', 'Q189710_Selangor'], ['Q833_Malaysia', 'P530_diplomatic_relation', 'Q227_Azerbaijan'], ['Q28_Hungary', 'P530_diplomatic_relation', 'Q833_Malaysia'], ['Q833_Malaysia', 'P530_diplomatic_relation', 'Q142_France'], ['Q1835695_Selangor_FA', 'P17_country', 'Q833_Malaysia'], ['Q1835695_Selangor_FA', 'P641_sport', 'Q2736_association_football']]","[['Q987_New_Delhi', 'P190_twinned_administrative_body', 'Q1865_Kuala_Lumpur'], ['Q833_Malaysia', 'P36_capital', 'Q1865_Kuala_Lumpur'], ['Q833_Malaysia', 'P150_contains_administrative_territorial_entity', 'Q189710_Selangor']]"
5,"[['Q1741_Vienna', 'P501_enclave_within', 'Q42497_Lower_Austria']]","[['Q1741_Vienna', 'P131_located_in_the_administrative_territorial_entity', 'Q40_Austria'], ['Q1741_Vienna', 'P190_twinned_administrative_body', 'Q437_Ljubljana'], ['Q7312_Franz_Schubert', 'P20_place_of_death', 'Q1741_Vienna'], ['Q40_Austria', 'P150_contains_administrative_territorial_entity', 'Q42497_Lower_Austria'], ['Q42497_Lower_Austria', 'P47_shares_border_with', 'Q213_Czech_Republic'], ['Q42497_Lower_Austria', 'P47_shares_border_with', 'Q41358_Styria']]","[['Q7294_Johannes_Brahms', 'P20_place_of_death', 'Q1741_Vienna'], ['Q40_Austria', 'P530_diplomatic_relation', 'Q881_Vietnam'], ['Q737065_The_Cardinal', 'P915_filming_location', 'Q40_Austria'], ['Q40_Austria', 'P530_diplomatic_relation', 'Q865_Taiwan'], ['Q165980_University_of_Vienna', 'P159_headquarters_location', 'Q1741_Vienna'], ['Q30002_Chengdu', 'P190_twinned_administrative_body', 'Q437_Ljubljana'], ['Q437_Ljubljana', 'P17_country', 'Q215_Slovenia'], ['Q437_Ljubljana', 'P190_twinned_administrative_body', 'Q30002_Chengdu'], ['Q7312_Franz_Schubert', 'P106_occupation', 'Q36834_composer'], ['Q7312_Franz_Schubert', 'P27_country_of_citizenship', 'Q40_Austria'], ['Q637820_Amour', 'P86_composer', 'Q7312_Franz_Schubert'], ['Q1741_Vienna', 'P1376_capital_of', 'Q12548_Holy_Roman_Empire'], ['Q33946_Czechoslovakia', 'P47_shares_border_with', 'Q42497_Lower_Austria'], ['Q42497_Lower_Austria', 'P17_country', 'Q40_Austria'], ['Q40_Austria', 'P150_contains_administrative_territorial_entity', 'Q41358_Styria']]","[['Q40_Austria', 'P150_contains_administrative_territorial_entity', 'Q1741_Vienna'], ['Q40_Austria', 'P36_capital', 'Q1741_Vienna'], ['Q737065_The_Cardinal', 'P915_filming_location', 'Q1741_Vienna'], ['Q437_Ljubljana', 'P190_twinned_administrative_body', 'Q1741_Vienna']]"
6,"[['Q237_Vatican_City', 'P501_enclave_within', 'Q220_Rome']]","[['Q288173_Mission:_Impossible_III', 'P840_narrative_location', 'Q237_Vatican_City'], ['Q19546_pope', 'P17_country', 'Q237_Vatican_City'], ['Q288173_Mission:_Impossible_III', 'P915_filming_location', 'Q237_Vatican_City'], ['Q220_Rome', 'P37_official_language', 'Q652_Italian'], ['Q1002100_Miracle_at_St._Anna', 'P915_filming_location', 'Q220_Rome'], ['Q115385_Il_Divo', 'P840_narrative_location', 'Q220_Rome']]","[['Q288173_Mission:_Impossible_III', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q288173_Mission:_Impossible_III', 'P161_cast_member', 'Q45647_Eddie_Marsan'], ['Q288173_Mission:_Impossible_III', 'P161_cast_member', 'Q180560_Philip_Seymour_Hoffman'], ['Q211009_Van_Helsing', 'P840_narrative_location', 'Q237_Vatican_City'], ['Q237_Vatican_City', 'P421_located_in_time_zone', 'Q25989_Central_European_Time'], ['Q19546_pope', 'P279_subclass_of', 'Q116_monarch'], ['Q450675_Francis', 'P39_position_held', 'Q19546_pope'], ['Q19546_pope', 'P1308_officeholder', 'Q450675_Francis'], ['Q288173_Mission:_Impossible_III', 'P915_filming_location', 'Q8686_Shanghai'], ['Q288173_Mission:_Impossible_III', 'P86_composer', 'Q155124_Michael_Giacchino'], ['Q288173_Mission:_Impossible_III', 'P364_original_language_of_film_or_TV_show', 'Q9056_Czech'], ['Q19546_pope', 'P1001_applies_to_jurisdiction', 'Q237_Vatican_City'], ['Q1468980_Eclipse', 'P840_narrative_location', 'Q220_Rome'], ['Q1002100_Miracle_at_St._Anna', 'P495_country_of_origin', 'Q30_United_States_of_America'], ['Q1002100_Miracle_at_St._Anna', 'P161_cast_member', 'Q295233_John_Leguizamo'], ['Q1002100_Miracle_at_St._Anna', 'P136_genre', 'Q7168625_historical_period_drama'], ['Q1764086_Paisà', 'P840_narrative_location', 'Q220_Rome'], ['Q1405_Augustus', 'P19_place_of_birth', 'Q220_Rome'], ['Q115385_Il_Divo', 'P364_original_language_of_film_or_TV_show', 'Q652_Italian'], ['Q115385_Il_Divo', 'P495_country_of_origin', 'Q38_Italy'], ['Q115385_Il_Divo', 'P1411_nominated_for', 'Q487136_Academy_Award_for_Best_Makeup_and_Hairstyling']]","[['Q288173_Mission:_Impossible_III', 'P915_filming_location', 'Q220_Rome'], ['Q450675_Francis', 'P937_work_location', 'Q237_Vatican_City'], ['Q450675_Francis', 'P551_residence', 'Q237_Vatican_City'], ['Q450675_Francis', 'P27_country_of_citizenship', 'Q237_Vatican_City'], ['Q450675_Francis', 'P937_work_location', 'Q220_Rome'], ['Q38_Italy', 'P36_capital', 'Q220_Rome'], ['Q38_Italy', 'P47_shares_border_with', 'Q237_Vatican_City']]"
7,"[['Q43475_Derby', 'P501_enclave_within', 'Q23098_Derbyshire']]","[['Q43475_Derby', 'P17_country', 'Q174193_United_Kingdom_of_Great_Britain_and_Ireland'], ['Q43475_Derby', 'P30_continent', 'Q46_Europe'], ['Q19470_Derby_County_F.C.', 'P159_headquarters_location', 'Q43475_Derby'], ['Q23105_Staffordshire', 'P47_shares_border_with', 'Q23098_Derbyshire'], ['Q23106_Leicestershire', 'P47_shares_border_with', 'Q23098_Derbyshire'], ['Q23099_Greater_Manchester', 'P47_shares_border_with', 'Q23098_Derbyshire']]","[['Q19470_Derby_County_F.C.', 'P641_sport', 'Q2736_association_football'], ['Q258824_Roy_Carroll', 'P54_member_of_sports_team', 'Q19470_Derby_County_F.C.'], ['Q19470_Derby_County_F.C.', 'P6364_official_color', 'Q23444_white'], ['Q23105_Staffordshire', 'P47_shares_border_with', 'Q23064_Cheshire'], ['Q23064_Cheshire', 'P47_shares_border_with', 'Q23105_Staffordshire'], ['Q23105_Staffordshire', 'P47_shares_border_with', 'Q23124_West_Midlands'], ['Q823600_Chesterfield', 'P131_located_in_the_administrative_territorial_entity', 'Q23098_Derbyshire'], ['Q23098_Derbyshire', 'P47_shares_border_with', 'Q23106_Leicestershire'], ['Q23140_Warwickshire', 'P47_shares_border_with', 'Q23106_Leicestershire'], ['Q23106_Leicestershire', 'P138_named_after', 'Q83065_Leicester'], ['Q83065_Leicester', 'P501_enclave_within', 'Q23106_Leicestershire'], ['Q270385_Pride_&_Prejudice', 'P840_narrative_location', 'Q23098_Derbyshire'], ['Q23099_Greater_Manchester', 'P131_located_in_the_administrative_territorial_entity', 'Q21_England'], ['Q23100_Merseyside', 'P47_shares_border_with', 'Q23099_Greater_Manchester'], ['Q23083_West_Yorkshire', 'P47_shares_border_with', 'Q23099_Greater_Manchester']]","[['Q23064_Cheshire', 'P47_shares_border_with', 'Q23098_Derbyshire'], ['Q23083_West_Yorkshire', 'P47_shares_border_with', 'Q23098_Derbyshire']]"
8,"[['Q24879_Bremen', 'P501_enclave_within', 'Q1197_Lower_Saxony']]","[['Q24879_Bremen', 'P17_country', 'Q183_Germany'], ['Q1538_Pune', 'P190_twinned_administrative_body', 'Q24879_Bremen'], ['Q24879_Bremen', 'P190_twinned_administrative_body', 'Q2861_Rostock'], ['Q1197_Lower_Saxony', 'P131_located_in_the_administrative_territorial_entity', 'Q183_Germany'], ['Q1197_Lower_Saxony', 'P47_shares_border_with', 'Q1194_Schleswig-Holstein'], ['Q1194_Schleswig-Holstein', 'P47_shares_border_with', 'Q1197_Lower_Saxony']]","[['Q24879_Bremen', 'P190_twinned_administrative_body', 'Q1538_Pune'], ['Q35997_İzmir', 'P190_twinned_administrative_body', 'Q24879_Bremen'], ['Q1538_Pune', 'P17_country', 'Q668_India'], ['Q1538_Pune', 'P190_twinned_administrative_body', 'Q79638_Fairbanks'], ['Q1414326_Film_and_Television_Institute_of_India', 'P131_located_in_the_administrative_territorial_entity', 'Q1538_Pune'], ['Q2861_Rostock', 'P190_twinned_administrative_body', 'Q24879_Bremen'], ['Q2861_Rostock', 'P190_twinned_administrative_body', 'Q38511_Turku'], ['Q2861_Rostock', 'P190_twinned_administrative_body', 'Q546_Trieste'], ['Q2861_Rostock', 'P17_country', 'Q43287_German_Empire'], ['Q1199_Hesse', 'P47_shares_border_with', 'Q1197_Lower_Saxony'], ['Q713750_West_Germany', 'P150_contains_administrative_territorial_entity', 'Q1194_Schleswig-Holstein'], ['Q1194_Schleswig-Holstein', 'P131_located_in_the_administrative_territorial_entity', 'Q183_Germany'], ['Q1707_Kiel', 'P131_located_in_the_administrative_territorial_entity', 'Q1194_Schleswig-Holstein']]","[['Q713750_West_Germany', 'P150_contains_administrative_territorial_entity', 'Q1197_Lower_Saxony']]"
9,"[['Q238_San_Marino', 'P501_enclave_within', 'Q38_Italy']]","[['Q238_San_Marino', 'P530_diplomatic_relation', 'Q159_Russia'], ['Q238_San_Marino', 'P421_located_in_time_zone', 'Q25989_Central_European_Time'], ['Q238_San_Marino', 'P17_country', 'Q238_San_Marino'], ['Q38_Italy', 'P530_diplomatic_relation', 'Q805_Yemen'], ['Q38_Italy', 'P47_shares_border_with', 'Q40_Austria'], ['Q312674_Giorgio_Moroder', 'P27_country_of_citizenship', 'Q38_Italy']]","[['Q38_Italy', 'P530_diplomatic_relation', 'Q238_San_Marino'], ['Q17497_FC_Dinamo_Moscow', 'P17_country', 'Q159_Russia'], ['Q159_Russia', 'P530_diplomatic_relation', 'Q34_Sweden'], ['Q185729_War_on_Terror', 'P710_participant', 'Q159_Russia'], ['Q238_San_Marino', 'P530_diplomatic_relation', 'Q865_Taiwan'], ['Q347_Liechtenstein', 'P421_located_in_time_zone', 'Q25989_Central_European_Time'], ['Q831536_Danilo_Donati', 'P27_country_of_citizenship', 'Q38_Italy'], ['Q105624_The_Bourne_Identity', 'P840_narrative_location', 'Q38_Italy'], ['Q1305647_Anthony_Adverse', 'P840_narrative_location', 'Q38_Italy'], ['Q805_Yemen', 'P530_diplomatic_relation', 'Q833_Malaysia'], ['Q145_United_Kingdom', 'P530_diplomatic_relation', 'Q805_Yemen'], ['Q43_Turkey', 'P530_diplomatic_relation', 'Q805_Yemen'], ['Q40_Austria', 'P530_diplomatic_relation', 'Q881_Vietnam'], ['Q737065_The_Cardinal', 'P915_filming_location', 'Q40_Austria'], ['Q40_Austria', 'P530_diplomatic_relation', 'Q865_Taiwan'], ['Q312674_Giorgio_Moroder', 'P106_occupation', 'Q753110_songwriter'], ['Q611043_Flashdance', 'P86_composer', 'Q312674_Giorgio_Moroder'], ['Q1415045_Flashdance..._What_a_Feeling', 'P162_producer', 'Q312674_Giorgio_Moroder']]","[['Q159_Russia', 'P530_diplomatic_relation', 'Q238_San_Marino'], ['Q159_Russia', 'P530_diplomatic_relation', 'Q38_Italy'], ['Q34_Sweden', 'P530_diplomatic_relation', 'Q38_Italy'], ['Q347_Liechtenstein', 'P530_diplomatic_relation', 'Q38_Italy'], ['Q805_Yemen', 'P530_diplomatic_relation', 'Q38_Italy'], ['Q145_United_Kingdom', 'P530_diplomatic_relation', 'Q238_San_Marino'], ['Q145_United_Kingdom', 'P530_diplomatic_relation', 'Q38_Italy'], ['Q43_Turkey', 'P530_diplomatic_relation', 'Q38_Italy'], ['Q881_Vietnam', 'P530_diplomatic_relation', 'Q38_Italy'], ['Q40_Austria', 'P47_shares_border_with', 'Q38_Italy'], ['Q40_Austria', 'P530_diplomatic_relation', 'Q38_Italy'], ['Q865_Taiwan', 'P530_diplomatic_relation', 'Q238_San_Marino'], ['Q865_Taiwan', 'P530_diplomatic_relation', 'Q38_Italy']]"
