,zerohop,onehop,twohop,connecting
0,"[['Q464951_Flags_of_Our_Fathers', 'P2554_production_designer', 'Q714747_Henry_Bumstead']]","[['Q464951_Flags_of_Our_Fathers', 'P915_filming_location', 'Q17_Japan'], ['Q464951_Flags_of_Our_Fathers', 'P161_cast_member', 'Q514527_Tom_McCarthy'], ['Q464951_Flags_of_Our_Fathers', 'P840_narrative_location', 'Q1439_Texas'], ['Q47296_Family_Plot', 'P2554_production_designer', 'Q714747_Henry_Bumstead'], ['Q62665_The_Sting', 'P2554_production_designer', 'Q714747_Henry_Bumstead'], ['Q275187_Letters_from_Iwo_Jima', 'P2554_production_designer', 'Q714747_Henry_Bumstead']]","[['Q464951_Flags_of_Our_Fathers', 'P161_cast_member', 'Q374346_John_Slattery'], ['Q464951_Flags_of_Our_Fathers', 'P162_producer', 'Q8877_Steven_Spielberg'], ['Q464951_Flags_of_Our_Fathers', 'P161_cast_member', 'Q315604_Barry_Pepper'], ['Q47296_Family_Plot', 'P136_genre', 'Q52162262_film_based_on_literature'], ['Q47296_Family_Plot', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q47296_Family_Plot', 'P495_country_of_origin', 'Q30_United_States_of_America'], ['Q104137_Unforgiven', 'P2554_production_designer', 'Q714747_Henry_Bumstead'], ['Q62665_The_Sting', 'P1411_nominated_for', 'Q41417_Academy_Award_for_Best_Writing,_Original_Screenplay'], ['Q62665_The_Sting', 'P166_award_received', 'Q281939_Academy_Award_for_Best_Film_Editing'], ['Q62665_The_Sting', 'P1411_nominated_for', 'Q830079_Academy_Award_for_Best_Sound_Mixing'], ['Q714747_Henry_Bumstead', 'P31_instance_of', 'Q5_human'], ['Q275187_Letters_from_Iwo_Jima', 'P272_production_company', 'Q192557_DreamWorks'], ['Q275187_Letters_from_Iwo_Jima', 'P57_director', 'Q43203_Clint_Eastwood'], ['Q275187_Letters_from_Iwo_Jima', 'P272_production_company', 'Q457893_Amblin_Entertainment'], ['Q714747_Henry_Bumstead', 'P69_educated_at', 'Q4614_University_of_Southern_California']]","[['Q275187_Letters_from_Iwo_Jima', 'P155_follows', 'Q464951_Flags_of_Our_Fathers']]"
1,"[['Q169564_Carnage', 'P2554_production_designer', 'Q940271_Dean_Tavoularis']]","[['Q169564_Carnage', 'P161_cast_member', 'Q76819_Christoph_Waltz'], ['Q169564_Carnage', 'P136_genre', 'Q130232_drama_film'], ['Q169564_Carnage', 'P495_country_of_origin', 'Q29_Spain'], [""Q1171276_The_Brink's_Job"", 'P2554_production_designer', 'Q940271_Dean_Tavoularis'], ['Q184768_The_Godfather_Part_II', 'P2554_production_designer', 'Q940271_Dean_Tavoularis'], ['Q1421355_Tucker:_The_Man_and_His_Dream', 'P2554_production_designer', 'Q940271_Dean_Tavoularis']]","[['Q169564_Carnage', 'P272_production_company', 'Q564960_Constantin_Film'], ['Q169564_Carnage', 'P495_country_of_origin', 'Q142_France'], ['Q169564_Carnage', 'P840_narrative_location', 'Q18419_Brooklyn'], [""Q1171276_The_Brink's_Job"", 'P58_screenwriter', 'Q1660432_Walon_Green'], [""Q1171276_The_Brink's_Job"", 'P161_cast_member', 'Q1545340_Sheldon_Leonard'], [""Q1171276_The_Brink's_Job"", 'P750_distributor', 'Q168383_Universal_Pictures'], ['Q1009788_The_Conversation', 'P2554_production_designer', 'Q940271_Dean_Tavoularis'], ['Q729782_The_Parent_Trap', 'P2554_production_designer', 'Q940271_Dean_Tavoularis'], ['Q184768_The_Godfather_Part_II', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor'], ['Q184768_The_Godfather_Part_II', 'P161_cast_member', 'Q95043_James_Caan'], ['Q184768_The_Godfather_Part_II', 'P840_narrative_location', 'Q60_New_York_City'], ['Q940271_Dean_Tavoularis', 'P106_occupation', 'Q3282637_film_producer'], ['Q1421355_Tucker:_The_Man_and_His_Dream', 'P86_composer', 'Q962103_Joe_Jackson'], ['Q1421355_Tucker:_The_Man_and_His_Dream', 'P136_genre', 'Q130232_drama_film'], ['Q1421355_Tucker:_The_Man_and_His_Dream', 'P136_genre', 'Q645928_biographical_film']]","[[""Q1171276_The_Brink's_Job"", 'P162_producer', 'Q940271_Dean_Tavoularis']]"
2,"[['Q1162433_The_Young_in_Heart', 'P2554_production_designer', 'Q586320_Lyle_R._Wheeler']]","[['Q1162433_The_Young_in_Heart', 'P1411_nominated_for', 'Q488651_Academy_Award_for_Best_Original_Score'], ['Q1162433_The_Young_in_Heart', 'P344_director_of_photography', 'Q1346696_Leon_Shamroy'], ['Q1162433_The_Young_in_Heart', 'P840_narrative_location', 'Q84_London'], [""Q1194888_Twelve_O'Clock_High"", 'P2554_production_designer', 'Q586320_Lyle_R._Wheeler'], ['Q1139023_The_Robe', 'P2554_production_designer', 'Q586320_Lyle_R._Wheeler'], ['Q586320_Lyle_R._Wheeler', 'P1196_manner_of_death', 'Q3739104_natural_causes']]","[['Q1162433_The_Young_in_Heart', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q1162433_The_Young_in_Heart', 'P31_instance_of', 'Q11424_film'], ['Q3548988_With_a_Song_in_My_Heart', 'P344_director_of_photography', 'Q1346696_Leon_Shamroy'], ['Q1162433_The_Young_in_Heart', 'P86_composer', 'Q213611_Franz_Waxman'], [""Q1194888_Twelve_O'Clock_High"", 'P161_cast_member', 'Q108366_Gregory_Peck'], [""Q1194888_Twelve_O'Clock_High"", 'P58_screenwriter', 'Q269505_Henry_King'], [""Q1194888_Twelve_O'Clock_High"", 'P166_award_received', 'Q830079_Academy_Award_for_Best_Sound_Mixing'], ['Q586320_Lyle_R._Wheeler', 'P69_educated_at', 'Q4614_University_of_Southern_California'], ['Q204212_Rebecca', 'P2554_production_designer', 'Q586320_Lyle_R._Wheeler'], ['Q1139023_The_Robe', 'P161_cast_member', 'Q345325_Harry_Shearer'], ['Q1139023_The_Robe', 'P1411_nominated_for', 'Q102427_Academy_Award_for_Best_Picture'], ['Q1139023_The_Robe', 'P166_award_received', 'Q1419495_National_Board_of_Review_Award_for_Best_Actress'], ['Q586320_Lyle_R._Wheeler', 'P20_place_of_death', 'Q1337818_Woodland_Hills']]","[['Q3548988_With_a_Song_in_My_Heart', 'P2554_production_designer', 'Q586320_Lyle_R._Wheeler']]"
3,"[['Q2604605_Thousands_Cheer', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]","[['Q2604605_Thousands_Cheer', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q2604605_Thousands_Cheer', 'P31_instance_of', 'Q11424_film'], ['Q2604605_Thousands_Cheer', 'P161_cast_member', 'Q224021_Donna_Reed'], ['Q1724081_Romance', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q2410237_The_Chocolate_Soldier', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q1219026_The_Merry_Widow', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]","[['Q2604605_Thousands_Cheer', 'P161_cast_member', 'Q104081_Mickey_Rooney'], ['Q1824959_Lili', 'P750_distributor', 'Q179200_Metro-Goldwyn-Mayer'], ['Q2604605_Thousands_Cheer', 'P161_cast_member', 'Q235289_Ann_Sothern'], ['Q1167299_The_Picture_of_Dorian_Gray', 'P161_cast_member', 'Q224021_Donna_Reed'], ['Q1724081_Romance', 'P344_director_of_photography', 'Q1359405_William_H._Daniels'], ['Q1724081_Romance', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q1724081_Romance', 'P57_director', 'Q435029_Clarence_Brown'], ['Q2410237_The_Chocolate_Soldier', 'P462_color', 'Q838368_black-and-white'], ['Q2410237_The_Chocolate_Soldier', 'P136_genre', 'Q842256_musical_film'], ['Q2410237_The_Chocolate_Soldier', 'P495_country_of_origin', 'Q30_United_States_of_America'], ['Q1219026_The_Merry_Widow', 'P161_cast_member', 'Q725507_Sterling_Holloway'], ['Q1219026_The_Merry_Widow', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q1219026_The_Merry_Widow', 'P58_screenwriter', 'Q51562_Ernst_Lubitsch'], ['Q2026605_Operator_13', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]","[['Q1824959_Lili', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q1167299_The_Picture_of_Dorian_Gray', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]"
4,"[['Q182692_Apocalypse_Now', 'P2554_production_designer', 'Q940271_Dean_Tavoularis']]","[['Q182692_Apocalypse_Now', 'P840_narrative_location', 'Q424_Cambodia'], ['Q182692_Apocalypse_Now', 'P495_country_of_origin', 'Q30_United_States_of_America'], ['Q182692_Apocalypse_Now', 'P364_original_language_of_film_or_TV_show', 'Q9205_Khmer'], [""Q1171276_The_Brink's_Job"", 'P2554_production_designer', 'Q940271_Dean_Tavoularis'], ['Q184768_The_Godfather_Part_II', 'P2554_production_designer', 'Q940271_Dean_Tavoularis'], ['Q1421355_Tucker:_The_Man_and_His_Dream', 'P2554_production_designer', 'Q940271_Dean_Tavoularis']]","[['Q182692_Apocalypse_Now', 'P1411_nominated_for', 'Q107258_Academy_Award_for_Best_Writing,_Adapted_Screenplay'], ['Q182692_Apocalypse_Now', 'P58_screenwriter', 'Q937835_Michael_Herr'], ['Q182692_Apocalypse_Now', 'P915_filming_location', 'Q928_Philippines'], [""Q1171276_The_Brink's_Job"", 'P58_screenwriter', 'Q1660432_Walon_Green'], [""Q1171276_The_Brink's_Job"", 'P161_cast_member', 'Q1545340_Sheldon_Leonard'], [""Q1171276_The_Brink's_Job"", 'P750_distributor', 'Q168383_Universal_Pictures'], ['Q1009788_The_Conversation', 'P2554_production_designer', 'Q940271_Dean_Tavoularis'], ['Q729782_The_Parent_Trap', 'P2554_production_designer', 'Q940271_Dean_Tavoularis'], ['Q184768_The_Godfather_Part_II', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor'], ['Q184768_The_Godfather_Part_II', 'P161_cast_member', 'Q95043_James_Caan'], ['Q184768_The_Godfather_Part_II', 'P840_narrative_location', 'Q60_New_York_City'], ['Q940271_Dean_Tavoularis', 'P106_occupation', 'Q3282637_film_producer'], ['Q1421355_Tucker:_The_Man_and_His_Dream', 'P86_composer', 'Q962103_Joe_Jackson'], ['Q1421355_Tucker:_The_Man_and_His_Dream', 'P136_genre', 'Q130232_drama_film'], ['Q1421355_Tucker:_The_Man_and_His_Dream', 'P136_genre', 'Q645928_biographical_film']]","[[""Q1171276_The_Brink's_Job"", 'P162_producer', 'Q940271_Dean_Tavoularis']]"
5,"[['Q1081181_Romeo_and_Juliet', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]","[['Q1081181_Romeo_and_Juliet', 'P344_director_of_photography', 'Q1359405_William_H._Daniels'], ['Q1081181_Romeo_and_Juliet', 'P1411_nominated_for', 'Q103618_Academy_Award_for_Best_Actress'], ['Q1081181_Romeo_and_Juliet', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q2604605_Thousands_Cheer', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q1724081_Romance', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q1219026_The_Merry_Widow', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]","[['Q1081181_Romeo_and_Juliet', 'P161_cast_member', 'Q336865_Basil_Rathbone'], ['Q1724081_Romance', 'P1411_nominated_for', 'Q103618_Academy_Award_for_Best_Actress'], ['Q1081181_Romeo_and_Juliet', 'P1411_nominated_for', 'Q106291_Academy_Award_for_Best_Supporting_Actor'], ['Q284686_National_Velvet', 'P162_producer', 'Q179200_Metro-Goldwyn-Mayer'], ['Q2604605_Thousands_Cheer', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q2604605_Thousands_Cheer', 'P31_instance_of', 'Q11424_film'], ['Q2604605_Thousands_Cheer', 'P161_cast_member', 'Q224021_Donna_Reed'], ['Q2410237_The_Chocolate_Soldier', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q1724081_Romance', 'P344_director_of_photography', 'Q1359405_William_H._Daniels'], ['Q1724081_Romance', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q1724081_Romance', 'P57_director', 'Q435029_Clarence_Brown'], ['Q1219026_The_Merry_Widow', 'P161_cast_member', 'Q725507_Sterling_Holloway'], ['Q1219026_The_Merry_Widow', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q1219026_The_Merry_Widow', 'P58_screenwriter', 'Q51562_Ernst_Lubitsch'], ['Q2026605_Operator_13', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]","[['Q284686_National_Velvet', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]"
6,"[['Q1897128_Marie_Antoinette', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]","[['Q1897128_Marie_Antoinette', 'P840_narrative_location', 'Q90_Paris'], ['Q1897128_Marie_Antoinette', 'P58_screenwriter', 'Q1097965_Claudine_West'], ['Q1897128_Marie_Antoinette', 'P136_genre', 'Q52162262_film_based_on_literature'], ['Q1724081_Romance', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q2410237_The_Chocolate_Soldier', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q1219026_The_Merry_Widow', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]","[['Q1897128_Marie_Antoinette', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q1897128_Marie_Antoinette', 'P344_director_of_photography', 'Q329176_George_J._Folsey'], ['Q478371_Mrs._Miniver', 'P58_screenwriter', 'Q1097965_Claudine_West'], ['Q1897128_Marie_Antoinette', 'P1411_nominated_for', 'Q103618_Academy_Award_for_Best_Actress'], ['Q1724081_Romance', 'P344_director_of_photography', 'Q1359405_William_H._Daniels'], ['Q1724081_Romance', 'P2515_costume_designer', 'Q1366554_Adrian'], ['Q1724081_Romance', 'P57_director', 'Q435029_Clarence_Brown'], ['Q2604605_Thousands_Cheer', 'P2554_production_designer', 'Q727904_Cedric_Gibbons'], ['Q2410237_The_Chocolate_Soldier', 'P462_color', 'Q838368_black-and-white'], ['Q2410237_The_Chocolate_Soldier', 'P136_genre', 'Q842256_musical_film'], ['Q2410237_The_Chocolate_Soldier', 'P495_country_of_origin', 'Q30_United_States_of_America'], ['Q1219026_The_Merry_Widow', 'P161_cast_member', 'Q725507_Sterling_Holloway'], ['Q1219026_The_Merry_Widow', 'P272_production_company', 'Q179200_Metro-Goldwyn-Mayer'], ['Q1219026_The_Merry_Widow', 'P58_screenwriter', 'Q51562_Ernst_Lubitsch'], ['Q2026605_Operator_13', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]","[['Q478371_Mrs._Miniver', 'P2554_production_designer', 'Q727904_Cedric_Gibbons']]"
7,"[['Q1470767_Midnight_in_the_Garden_of_Good_and_Evil', 'P2554_production_designer', 'Q714747_Henry_Bumstead']]","[['Q1470767_Midnight_in_the_Garden_of_Good_and_Evil', 'P161_cast_member', 'Q25144_Kevin_Spacey'], ['Q1470767_Midnight_in_the_Garden_of_Good_and_Evil', 'P162_producer', 'Q43203_Clint_Eastwood'], ['Q1470767_Midnight_in_the_Garden_of_Good_and_Evil', 'P840_narrative_location', 'Q1428_Georgia'], ['Q104137_Unforgiven', 'P2554_production_designer', 'Q714747_Henry_Bumstead'], ['Q62665_The_Sting', 'P2554_production_designer', 'Q714747_Henry_Bumstead'], ['Q275187_Letters_from_Iwo_Jima', 'P2554_production_designer', 'Q714747_Henry_Bumstead']]","[['Q1470767_Midnight_in_the_Garden_of_Good_and_Evil', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q501995_Cape_Fear', 'P915_filming_location', 'Q1428_Georgia'], ['Q104137_Unforgiven', 'P1411_nominated_for', 'Q103916_Academy_Award_for_Best_Actor'], ['Q104137_Unforgiven', 'P161_cast_member', 'Q106775_Richard_Harris'], ['Q104137_Unforgiven', 'P166_award_received', 'Q103360_Academy_Award_for_Best_Director'], ['Q47296_Family_Plot', 'P2554_production_designer', 'Q714747_Henry_Bumstead'], ['Q62665_The_Sting', 'P1411_nominated_for', 'Q41417_Academy_Award_for_Best_Writing,_Original_Screenplay'], ['Q62665_The_Sting', 'P166_award_received', 'Q281939_Academy_Award_for_Best_Film_Editing'], ['Q62665_The_Sting', 'P1411_nominated_for', 'Q830079_Academy_Award_for_Best_Sound_Mixing'], ['Q714747_Henry_Bumstead', 'P31_instance_of', 'Q5_human'], ['Q275187_Letters_from_Iwo_Jima', 'P272_production_company', 'Q192557_DreamWorks'], ['Q275187_Letters_from_Iwo_Jima', 'P57_director', 'Q43203_Clint_Eastwood'], ['Q275187_Letters_from_Iwo_Jima', 'P272_production_company', 'Q457893_Amblin_Entertainment'], ['Q714747_Henry_Bumstead', 'P69_educated_at', 'Q4614_University_of_Southern_California']]","[['Q501995_Cape_Fear', 'P2554_production_designer', 'Q714747_Henry_Bumstead']]"
8,"[['Q463869_The_Informer', 'P2554_production_designer', 'Q1474823_Van_Nest_Polglase']]","[['Q463869_The_Informer', 'P462_color', 'Q838368_black-and-white'], ['Q463869_The_Informer', 'P2515_costume_designer', 'Q711664_Walter_Plunkett'], ['Q463869_The_Informer', 'P162_producer', 'Q51114_John_Ford'], ['Q1619523_Alice_Adams', 'P2554_production_designer', 'Q1474823_Van_Nest_Polglase'], ['Q195274_Little_Women', 'P2554_production_designer', 'Q1474823_Van_Nest_Polglase'], ['Q947098_The_Gay_Divorcee', 'P2554_production_designer', 'Q1474823_Van_Nest_Polglase']]","[['Q463869_The_Informer', 'P57_director', 'Q51114_John_Ford'], ['Q463869_The_Informer', 'P1411_nominated_for', 'Q281939_Academy_Award_for_Best_Film_Editing'], ['Q318169_Abe_Lincoln_in_Illinois', 'P2515_costume_designer', 'Q711664_Walter_Plunkett'], ['Q463869_The_Informer', 'P31_instance_of', 'Q11424_film'], ['Q1619523_Alice_Adams', 'P162_producer', 'Q347473_Pandro_S._Berman'], ['Q1619523_Alice_Adams', 'P136_genre', 'Q1054574_romance_film'], ['Q1619523_Alice_Adams', 'P2515_costume_designer', 'Q711664_Walter_Plunkett'], ['Q1620069_Love_Affair', 'P2554_production_designer', 'Q1474823_Van_Nest_Polglase'], ['Q1474823_Van_Nest_Polglase', 'P1411_nominated_for', 'Q277751_Academy_Award_for_Best_Production_Design'], ['Q195274_Little_Women', 'P1431_executive_producer', 'Q72291_David_O._Selznick'], ['Q195274_Little_Women', 'P136_genre', 'Q191489_melodrama'], ['Q195274_Little_Women', 'P462_color', 'Q838368_black-and-white'], ['Q24815_Citizen_Kane', 'P2554_production_designer', 'Q1474823_Van_Nest_Polglase'], ['Q947098_The_Gay_Divorcee', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q947098_The_Gay_Divorcee', 'P272_production_company', 'Q267282_RKO_Pictures'], ['Q947098_The_Gay_Divorcee', 'P161_cast_member', 'Q100937_Fred_Astaire']]","[['Q318169_Abe_Lincoln_in_Illinois', 'P2554_production_designer', 'Q1474823_Van_Nest_Polglase']]"
9,"[['Q30931_Die_Another_Day', 'P2554_production_designer', 'Q1370251_Peter_Lamont']]","[['Q30931_Die_Another_Day', 'P840_narrative_location', 'Q241_Cuba'], ['Q30931_Die_Another_Day', 'P750_distributor', 'Q179200_Metro-Goldwyn-Mayer'], ['Q30931_Die_Another_Day', 'P840_narrative_location', 'Q884_South_Korea'], ['Q1370251_Peter_Lamont', 'P1411_nominated_for', 'Q277751_Academy_Award_for_Best_Production_Design'], ['Q19089_GoldenEye', 'P2554_production_designer', 'Q1370251_Peter_Lamont'], ['Q309086_Licence_to_Kill', 'P2554_production_designer', 'Q1370251_Peter_Lamont']]","[['Q30931_Die_Another_Day', 'P161_cast_member', 'Q460578_Michael_G._Wilson'], ['Q30931_Die_Another_Day', 'P915_filming_location', 'Q189_Iceland'], ['Q30931_Die_Another_Day', 'P364_original_language_of_film_or_TV_show', 'Q1860_English'], ['Q1370251_Peter_Lamont', 'P106_occupation', 'Q28389_screenwriter'], ['Q19089_GoldenEye', 'P161_cast_member', 'Q296008_Robbie_Coltrane'], ['Q2009573_James_Bond', 'P1441_present_in_work', 'Q19089_GoldenEye'], ['Q19089_GoldenEye', 'P915_filming_location', 'Q21_England'], ['Q204398_Octopussy', 'P2554_production_designer', 'Q1370251_Peter_Lamont'], ['Q309086_Licence_to_Kill', 'P86_composer', 'Q156300_Michael_Kamen'], ['Q287297_Q', 'P1441_present_in_work', 'Q309086_Licence_to_Kill'], ['Q246154_M', 'P1441_present_in_work', 'Q309086_Licence_to_Kill'], ['Q44578_Titanic', 'P2554_production_designer', 'Q1370251_Peter_Lamont']]","[['Q2009573_James_Bond', 'P1441_present_in_work', 'Q30931_Die_Another_Day'], ['Q2009573_James_Bond', 'P4969_derivative_work', 'Q30931_Die_Another_Day'], ['Q287297_Q', 'P1441_present_in_work', 'Q30931_Die_Another_Day']]"
