,zerohop,onehop,twohop,connecting
0,"[['Q2695156_Batman', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe']]","[['Q2695156_Batman', 'P175_performer', 'Q191084_Val_Kilmer'], ['Q14772351_Batman_v_Superman:_Dawn_of_Justice', 'P144_based_on', 'Q2695156_Batman'], ['Q2695156_Batman', 'P27_country_of_citizenship', 'Q30_United_States_of_America'], ['Q557584_Mr._Freeze', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe'], ['Q1152150_DC_Universe', 'P4969_derivative_work', 'Q27107_DC_Universe_Online'], ['Q158952_Catwoman', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe']]","[['Q1247201_Batman', 'P144_based_on', 'Q2695156_Batman'], ['Q14772351_Batman_v_Superman:_Dawn_of_Justice', 'P136_genre', 'Q1535153_superhero_film'], ['Q14772351_Batman_v_Superman:_Dawn_of_Justice', 'P161_cast_member', 'Q211987_Jon_Stewart'], ['Q14772351_Batman_v_Superman:_Dawn_of_Justice', 'P674_characters', 'Q845922_Lois_Lane'], ['Q2695156_Batman', 'P175_performer', 'Q23844_George_Clooney'], ['Q557584_Mr._Freeze', 'P175_performer', 'Q104067_Eli_Wallach'], ['Q557584_Mr._Freeze', 'P106_occupation', 'Q901_scientist'], ['Q557584_Mr._Freeze', 'P175_performer', 'Q296491_George_Sanders'], ['Q79015_Superman', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe'], ['Q2526061_Lara_Lor-Van', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe'], ['Q27107_DC_Universe_Online', 'P144_based_on', 'Q1152150_DC_Universe'], ['Q27107_DC_Universe_Online', 'P31_instance_of', 'Q7889_video_game'], ['Q27107_DC_Universe_Online', 'P404_game_mode', 'Q6895044_multiplayer_video_game'], ['Q158952_Catwoman', 'P1441_present_in_work', 'Q1247201_Batman'], ['Q158952_Catwoman', 'P175_performer', 'Q1033016_Halle_Berry'], ['Q158952_Catwoman', 'P31_instance_of', 'Q188784_superhero']]","[['Q845922_Lois_Lane', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe'], ['Q158952_Catwoman', 'P451_partner', 'Q2695156_Batman'], ['Q1247201_Batman', 'P674_characters', 'Q2695156_Batman']]"
1,"[['Q188760_Hulk', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q188760_Hulk', 'P170_creator', 'Q181900_Stan_Lee'], ['Q188760_Hulk', 'P4969_derivative_work', 'Q51817522_Bruce_Banner'], ['Q696042_Hulk', 'P144_based_on', 'Q188760_Hulk'], ['Q302186_Beast', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q840291_Magneto', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q383700_Marvel_vs._Capcom_2:_New_Age_of_Heroes', 'P674_characters', 'Q188760_Hulk'], ['Q188760_Hulk', 'P31_instance_of', 'Q188784_superhero'], ['Q5350072_Jean_Grey', 'P170_creator', 'Q181900_Stan_Lee'], ['Q51817522_Bruce_Banner', 'P144_based_on', 'Q188760_Hulk'], ['Q51817522_Bruce_Banner', 'P106_occupation', 'Q901_scientist'], ['Q51817522_Bruce_Banner', 'P106_occupation', 'Q188784_superhero'], ['Q696042_Hulk', 'P161_cast_member', 'Q4440_Eric_Bana'], ['Q696042_Hulk', 'P915_filming_location', 'Q816_Arizona'], ['Q696042_Hulk', 'P162_producer', 'Q269895_Gale_Anne_Hurd'], ['Q696042_Hulk', 'P138_named_after', 'Q188760_Hulk'], ['Q302186_Beast', 'P19_place_of_birth', 'Q1204_Illinois'], ['Q302186_Beast', 'P1441_present_in_work', 'Q221168_X-Men:_The_Last_Stand'], ['Q302186_Beast', 'P175_performer', 'Q837676_Dee_Bradley_Baker'], ['Q327553_Daredevil', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P175_performer', 'Q129591_Hugh_Jackman'], ['Q186422_Wolverine', 'P175_performer', 'Q210447_Mark_Hamill'], ['Q186422_Wolverine', 'P607_conflict', 'Q362_World_War_II'], ['Q737236_Mystique', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q840291_Magneto', 'P175_performer', 'Q57147_Michael_Fassbender'], ['Q840291_Magneto', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q840291_Magneto', 'P31_instance_of', 'Q188784_superhero']]","[['Q5350072_Jean_Grey', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]"
2,"[['Q510450_Invisible_Woman', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q510450_Invisible_Woman', 'P3373_sibling', 'Q584585_Human_Torch'], ['Q510450_Invisible_Woman', 'P27_country_of_citizenship', 'Q30_United_States_of_America'], ['Q510450_Invisible_Woman', 'P106_occupation', 'Q33999_actor'], ['Q302186_Beast', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q737236_Mystique', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q840291_Magneto', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q510450_Invisible_Woman', 'P106_occupation', 'Q48282_student'], ['Q584585_Human_Torch', 'P106_occupation', 'Q33999_actor'], ['Q584585_Human_Torch', 'P106_occupation', 'Q11631_astronaut'], ['Q584585_Human_Torch', 'P27_country_of_citizenship', 'Q30_United_States_of_America'], ['Q510450_Invisible_Woman', 'P106_occupation', 'Q188784_superhero'], ['Q302186_Beast', 'P19_place_of_birth', 'Q1204_Illinois'], ['Q302186_Beast', 'P1441_present_in_work', 'Q221168_X-Men:_The_Last_Stand'], ['Q302186_Beast', 'P175_performer', 'Q837676_Dee_Bradley_Baker'], ['Q186422_Wolverine', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q327553_Daredevil', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q737236_Mystique', 'P31_instance_of', 'Q188784_superhero'], ['Q737236_Mystique', 'P1441_present_in_work', 'Q223596_X-Men:_First_Class'], ['Q838097_Rogue', 'P25_mother', 'Q737236_Mystique'], ['Q840291_Magneto', 'P175_performer', 'Q57147_Michael_Fassbender'], ['Q840291_Magneto', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q840291_Magneto', 'P31_instance_of', 'Q188784_superhero']]","[['Q584585_Human_Torch', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q584585_Human_Torch', 'P3373_sibling', 'Q510450_Invisible_Woman'], ['Q838097_Rogue', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]"
3,"[['Q857921_Cyclops', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q383700_Marvel_vs._Capcom_2:_New_Age_of_Heroes', 'P674_characters', 'Q857921_Cyclops'], ['Q857921_Cyclops', 'P451_partner', 'Q1995969_Emma_Frost'], ['Q857921_Cyclops', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q302186_Beast', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q840291_Magneto', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q383700_Marvel_vs._Capcom_2:_New_Age_of_Heroes', 'P495_country_of_origin', 'Q17_Japan'], ['Q383700_Marvel_vs._Capcom_2:_New_Age_of_Heroes', 'P750_distributor', 'Q1200552_Marvel_Entertainment'], ['Q383700_Marvel_vs._Capcom_2:_New_Age_of_Heroes', 'P400_platform', 'Q10680_PlayStation_2'], ['Q106182_X-Men', 'P674_characters', 'Q857921_Cyclops'], ['Q1995969_Emma_Frost', 'P1441_present_in_work', 'Q223596_X-Men:_First_Class'], ['Q1995969_Emma_Frost', 'P31_instance_of', 'Q188784_superhero'], ['Q1995969_Emma_Frost', 'P175_performer', 'Q223786_January_Jones'], ['Q857921_Cyclops', 'P19_place_of_birth', 'Q39450_Anchorage'], ['Q302186_Beast', 'P19_place_of_birth', 'Q1204_Illinois'], ['Q302186_Beast', 'P1441_present_in_work', 'Q221168_X-Men:_The_Last_Stand'], ['Q302186_Beast', 'P175_performer', 'Q837676_Dee_Bradley_Baker'], ['Q327553_Daredevil', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P175_performer', 'Q129591_Hugh_Jackman'], ['Q186422_Wolverine', 'P175_performer', 'Q210447_Mark_Hamill'], ['Q186422_Wolverine', 'P607_conflict', 'Q362_World_War_II'], ['Q737236_Mystique', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q840291_Magneto', 'P175_performer', 'Q57147_Michael_Fassbender'], ['Q840291_Magneto', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q840291_Magneto', 'P31_instance_of', 'Q188784_superhero']]","[['Q1995969_Emma_Frost', 'P451_partner', 'Q857921_Cyclops'], ['Q1995969_Emma_Frost', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q221168_X-Men:_The_Last_Stand', 'P674_characters', 'Q857921_Cyclops']]"
4,"[['Q1631090_Deadpool', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q1631090_Deadpool', 'P31_instance_of', 'Q188784_superhero'], ['Q1631090_Deadpool', 'P106_occupation', 'Q4991371_soldier'], ['Q1631090_Deadpool', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q302186_Beast', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q840291_Magneto', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q192682_Ryan_Reynolds', 'P800_notable_work', 'Q1631090_Deadpool'], ['Q616633_Betty_Ross', 'P31_instance_of', 'Q188784_superhero'], ['Q584585_Human_Torch', 'P31_instance_of', 'Q188784_superhero'], ['Q188760_Hulk', 'P31_instance_of', 'Q188784_superhero'], ['Q1631090_Deadpool', 'P4969_derivative_work', 'Q19347291_Deadpool'], ['Q431862_Sabretooth', 'P106_occupation', 'Q4991371_soldier'], ['Q302186_Beast', 'P19_place_of_birth', 'Q1204_Illinois'], ['Q302186_Beast', 'P1441_present_in_work', 'Q221168_X-Men:_The_Last_Stand'], ['Q302186_Beast', 'P175_performer', 'Q837676_Dee_Bradley_Baker'], ['Q327553_Daredevil', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P175_performer', 'Q129591_Hugh_Jackman'], ['Q186422_Wolverine', 'P175_performer', 'Q210447_Mark_Hamill'], ['Q186422_Wolverine', 'P607_conflict', 'Q362_World_War_II'], ['Q737236_Mystique', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q840291_Magneto', 'P175_performer', 'Q57147_Michael_Fassbender'], ['Q840291_Magneto', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q840291_Magneto', 'P31_instance_of', 'Q188784_superhero']]","[['Q616633_Betty_Ross', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q584585_Human_Torch', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q188760_Hulk', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q431862_Sabretooth', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]"
5,"[['Q2526061_Lara_Lor-Van', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe']]","[['Q2526061_Lara_Lor-Van', 'P1441_present_in_work', 'Q1277432_Superman:_The_Animated_Series'], ['Q2526061_Lara_Lor-Van', 'P1441_present_in_work', 'Q622769_Man_of_Steel'], ['Q2526061_Lara_Lor-Van', 'P1441_present_in_work', 'Q180228_Smallville'], ['Q79015_Superman', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe'], ['Q1152150_DC_Universe', 'P4969_derivative_work', 'Q27107_DC_Universe_Online'], ['Q158952_Catwoman', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe']]","[['Q2526061_Lara_Lor-Van', 'P106_occupation', 'Q901_scientist'], ['Q79015_Superman', 'P1441_present_in_work', 'Q1277432_Superman:_The_Animated_Series'], ['Q2068759_Jor-El', 'P1441_present_in_work', 'Q1277432_Superman:_The_Animated_Series'], ['Q2526061_Lara_Lor-Van', 'P1441_present_in_work', 'Q213053_Superman'], ['Q2526061_Lara_Lor-Van', 'P170_creator', 'Q380113_Jerry_Siegel'], ['Q180228_Smallville', 'P674_characters', 'Q2068759_Jor-El'], ['Q79015_Superman', 'P175_performer', 'Q207506_Kyle_MacLachlan'], ['Q79015_Superman', 'P175_performer', 'Q351479_Tim_Daly'], ['Q79015_Superman', 'P1441_present_in_work', 'Q2121056_Superman/Batman:_Public_Enemies'], ['Q557584_Mr._Freeze', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe'], ['Q27107_DC_Universe_Online', 'P144_based_on', 'Q1152150_DC_Universe'], ['Q27107_DC_Universe_Online', 'P31_instance_of', 'Q7889_video_game'], ['Q27107_DC_Universe_Online', 'P404_game_mode', 'Q6895044_multiplayer_video_game'], ['Q158952_Catwoman', 'P1441_present_in_work', 'Q1247201_Batman'], ['Q158952_Catwoman', 'P175_performer', 'Q1033016_Halle_Berry'], ['Q158952_Catwoman', 'P31_instance_of', 'Q188784_superhero']]","[['Q79015_Superman', 'P25_mother', 'Q2526061_Lara_Lor-Van'], ['Q2068759_Jor-El', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe'], ['Q2068759_Jor-El', 'P26_spouse', 'Q2526061_Lara_Lor-Van']]"
6,"[['Q737236_Mystique', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q737236_Mystique', 'P31_instance_of', 'Q188784_superhero'], ['Q737236_Mystique', 'P1441_present_in_work', 'Q223596_X-Men:_First_Class'], ['Q838097_Rogue', 'P25_mother', 'Q737236_Mystique'], ['Q302186_Beast', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q840291_Magneto', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q737236_Mystique', 'P451_partner', 'Q186422_Wolverine'], ['Q616633_Betty_Ross', 'P31_instance_of', 'Q188784_superhero'], ['Q737236_Mystique', 'P106_occupation', 'Q178197_mercenary'], ['Q838097_Rogue', 'P19_place_of_birth', 'Q1494_Mississippi'], ['Q840291_Magneto', 'P451_partner', 'Q838097_Rogue'], ['Q838097_Rogue', 'P451_partner', 'Q840291_Magneto'], ['Q302186_Beast', 'P19_place_of_birth', 'Q1204_Illinois'], ['Q302186_Beast', 'P1441_present_in_work', 'Q221168_X-Men:_The_Last_Stand'], ['Q302186_Beast', 'P175_performer', 'Q837676_Dee_Bradley_Baker'], ['Q327553_Daredevil', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P175_performer', 'Q129591_Hugh_Jackman'], ['Q186422_Wolverine', 'P175_performer', 'Q210447_Mark_Hamill'], ['Q186422_Wolverine', 'P607_conflict', 'Q362_World_War_II'], ['Q840291_Magneto', 'P175_performer', 'Q57147_Michael_Fassbender'], ['Q840291_Magneto', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q840291_Magneto', 'P31_instance_of', 'Q188784_superhero']]","[['Q616633_Betty_Ross', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q838097_Rogue', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q840291_Magneto', 'P451_partner', 'Q737236_Mystique'], ['Q186422_Wolverine', 'P451_partner', 'Q737236_Mystique']]"
7,"[['Q159051_Alfred_Pennyworth', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe']]","[['Q159051_Alfred_Pennyworth', 'P1441_present_in_work', 'Q276523_Batman_&_Robin'], ['Q159051_Alfred_Pennyworth', 'P1441_present_in_work', 'Q189054_Batman_Returns'], ['Q116852_Batman', 'P674_characters', 'Q159051_Alfred_Pennyworth'], ['Q79015_Superman', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe'], ['Q1152150_DC_Universe', 'P4969_derivative_work', 'Q27107_DC_Universe_Online'], ['Q158952_Catwoman', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe']]","[['Q1247201_Batman', 'P674_characters', 'Q159051_Alfred_Pennyworth'], ['Q557584_Mr._Freeze', 'P1441_present_in_work', 'Q276523_Batman_&_Robin'], ['Q2695156_Batman', 'P4969_derivative_work', 'Q276523_Batman_&_Robin'], ['Q116852_Batman', 'P162_producer', 'Q2563751_Jon_Peters'], ['Q116852_Batman', 'P161_cast_member', 'Q138005_Michael_Keaton'], ['Q116113_James_Gordon', 'P1441_present_in_work', 'Q116852_Batman'], ['Q163872_The_Dark_Knight', 'P674_characters', 'Q159051_Alfred_Pennyworth'], ['Q79015_Superman', 'P175_performer', 'Q207506_Kyle_MacLachlan'], ['Q79015_Superman', 'P175_performer', 'Q351479_Tim_Daly'], ['Q79015_Superman', 'P1441_present_in_work', 'Q2121056_Superman/Batman:_Public_Enemies'], ['Q557584_Mr._Freeze', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe'], ['Q2526061_Lara_Lor-Van', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe'], ['Q27107_DC_Universe_Online', 'P144_based_on', 'Q1152150_DC_Universe'], ['Q27107_DC_Universe_Online', 'P31_instance_of', 'Q7889_video_game'], ['Q27107_DC_Universe_Online', 'P404_game_mode', 'Q6895044_multiplayer_video_game'], ['Q158952_Catwoman', 'P1441_present_in_work', 'Q1247201_Batman'], ['Q158952_Catwoman', 'P175_performer', 'Q1033016_Halle_Berry'], ['Q158952_Catwoman', 'P31_instance_of', 'Q188784_superhero']]","[['Q2695156_Batman', 'P1080_from_fictional_universe', 'Q1152150_DC_Universe']]"
8,"[['Q1995969_Emma_Frost', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q1995969_Emma_Frost', 'P1441_present_in_work', 'Q217552_X-Men_Origins:_Wolverine'], ['Q1995969_Emma_Frost', 'P106_occupation', 'Q484876_chief_executive_officer'], ['Q1995969_Emma_Frost', 'P451_partner', 'Q857921_Cyclops'], ['Q840291_Magneto', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q327553_Daredevil', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q1995969_Emma_Frost', 'P1441_present_in_work', 'Q223596_X-Men:_First_Class'], ['Q186422_Wolverine', 'P4969_derivative_work', 'Q217552_X-Men_Origins:_Wolverine'], ['Q431862_Sabretooth', 'P1441_present_in_work', 'Q217552_X-Men_Origins:_Wolverine'], ['Q1995969_Emma_Frost', 'P31_instance_of', 'Q188784_superhero'], ['Q1995969_Emma_Frost', 'P175_performer', 'Q223786_January_Jones'], ['Q383700_Marvel_vs._Capcom_2:_New_Age_of_Heroes', 'P674_characters', 'Q857921_Cyclops'], ['Q857921_Cyclops', 'P451_partner', 'Q1995969_Emma_Frost'], ['Q857921_Cyclops', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q840291_Magneto', 'P175_performer', 'Q57147_Michael_Fassbender'], ['Q840291_Magneto', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q840291_Magneto', 'P31_instance_of', 'Q188784_superhero'], ['Q302186_Beast', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P175_performer', 'Q129591_Hugh_Jackman'], ['Q186422_Wolverine', 'P175_performer', 'Q210447_Mark_Hamill'], ['Q186422_Wolverine', 'P607_conflict', 'Q362_World_War_II'], ['Q737236_Mystique', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q327553_Daredevil', 'P19_place_of_birth', 'Q60_New_York_City'], ['Q327553_Daredevil', 'P1441_present_in_work', 'Q751805_Daredevil'], ['Q327553_Daredevil', 'P4969_derivative_work', 'Q751805_Daredevil']]","[['Q431862_Sabretooth', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q857921_Cyclops', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]"
9,"[['Q632212_Storm', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q632212_Storm', 'P1441_present_in_work', 'Q219776_X2'], ['Q632212_Storm', 'P175_performer', 'Q1033016_Halle_Berry'], ['Q221168_X-Men:_The_Last_Stand', 'P674_characters', 'Q632212_Storm'], ['Q302186_Beast', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q840291_Magneto', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe']]","[['Q632212_Storm', 'P19_place_of_birth', 'Q60_New_York_City'], ['Q632212_Storm', 'P1441_present_in_work', 'Q106182_X-Men'], ['Q632212_Storm', 'P106_occupation', 'Q188784_superhero'], ['Q221168_X-Men:_The_Last_Stand', 'P840_narrative_location', 'Q1384_New_York'], ['Q221168_X-Men:_The_Last_Stand', 'P161_cast_member', 'Q202792_Rebecca_Romijn'], ['Q221168_X-Men:_The_Last_Stand', 'P161_cast_member', 'Q196560_Kelsey_Grammer'], ['Q302186_Beast', 'P19_place_of_birth', 'Q1204_Illinois'], ['Q302186_Beast', 'P1441_present_in_work', 'Q221168_X-Men:_The_Last_Stand'], ['Q302186_Beast', 'P175_performer', 'Q837676_Dee_Bradley_Baker'], ['Q327553_Daredevil', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q186422_Wolverine', 'P175_performer', 'Q129591_Hugh_Jackman'], ['Q186422_Wolverine', 'P175_performer', 'Q210447_Mark_Hamill'], ['Q186422_Wolverine', 'P607_conflict', 'Q362_World_War_II'], ['Q737236_Mystique', 'P1080_from_fictional_universe', 'Q931597_Marvel_Universe'], ['Q840291_Magneto', 'P175_performer', 'Q57147_Michael_Fassbender'], ['Q840291_Magneto', 'P1412_languages_spoken,_written_or_signed', 'Q1860_English'], ['Q840291_Magneto', 'P31_instance_of', 'Q188784_superhero']]","[['Q186422_Wolverine', 'P451_partner', 'Q632212_Storm']]"
